With	With	p-acp	With	with	0
Majesties	Majesties	n2	Majesties	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Pub	Pub	fw-la	Pub	pub	0
∣	∣	sy	∣	∣	0
lick	lick	n1	lick	lick	0
,	,	,	,	,	0
may	may	vmb	may	may	0
save	save	vvi	save	save	0
those	those	d	those	those	0
immense	immense	j	immense	immense	0
Sums	Sums	n2	Sums	sum	0
of	of	pp-f	of	of	0
Money	Money	n1	Money	money	0
yearly	yearly	av-j	yearly	yearly	0
expended	expended	vvd	expended	expend	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
Occasi	Occasi	np1	Occasi	Occasi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
;	;	;	;	;	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
be	be	vbb	be	be	0
happy	happy	j	happy	happy	0
and	and	cc	and	and	0
easy	easy	j	easy	easy	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
Service	Service	n1	Service	service	0
;	;	;	;	;	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
enjoy	enjoy	vvb	enjoy	enjoy	0
a	a	dt	a	a	0
free	free	j	free	free	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
Interruption	Interruption	n1	Interruption	interruption	0
;	;	;	;	;	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
be	be	vbb	be	be	0
happy	happy	j	happy	happy	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
present	present	j	present	present	0
Influ	Influ	np1	Influ	Influ	0
∣	∣	sy	∣	∣	0
ence	ence	av	ence	ence	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
War	War	n1	War	war	0
,	,	,	,	,	0
many	many	d	many	many	0
Grievances	Grievances	n2	Grievances	grievance	0
attend	attend	vvb	attend	attend	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
thereon	thereon	av	thereon	thereon	0
be	be	vbi	be	be	0
redress'd	redress'd	vvn	redressed	redress	0
,	,	,	,	,	0
Vice	Vice	n1	Vice	vice	0
punish'd	punish'd	vvn	punished	punish	0
,	,	,	,	,	0
Vertue	Vertue	n1	Virtue	virtue	0
promoted	promoted	vvn	promoted	promote	0
,	,	,	,	,	0
our	our	po12	our	our	0
Enemies	Enemies	n2	Enemies	enemy	0
terrified	terrified	vvn	terrified	terrify	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
encouraged	encouraged	vvn	encouraged	encourage	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Blessing	Blessing	n1	Blessing	blessing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
this	this	d	this	this	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
Ʋndertaking	Ʋndertaking	n-vvg	Ʋndertaking	ʋndertake	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
regain	regain	vvi	regain	regain	0
our	our	po12	our	our	0
former	former	j	former	former	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
Master	Master	n1	Master	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
British	British	jp	British	british	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Glo	Glo	n1	Glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Majesties	Majesties	n2	Majesties	majesty	0
,	,	,	,	,	0
the	the	dt	the	the	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
Hap	Hap	vvb	Hap	hap	0
∣	∣	sy	∣	∣	0
piness	piness	n1	piness	piness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
:	:	:	:	:	0
Most	Most	av-ds	Most	most	0
humbly	humbly	av-j	humbly	humble	0
begging	begging	vvg	begging	beg	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
this	this	d	this	this	0
my	my	po11	my	my	0
Ʋndertaking	Ʋndertaking	n-vvg	Ʋndertaking	ʋndertake	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
Errors	Errors	n2	Errors	error	0
with	with	p-acp	with	with	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
correct	correct	vvi	correct	correct	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
amiss	amiss	av	amiss	amiss	0
with	with	p-acp	with	with	0
Prudence	Prudence	n1	Prudence	prudence	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
my	my	po11	my	my	0
former	former	j	former	former	0
Proposals	Proposals	n2	Proposals	proposal	0
,	,	,	,	,	0
humbly	humbly	av-j	humbly	humble	0
offered	offered	vvn	offered	offer	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
saving	saving	vvg	saving	save	0
100000l	100000l	crd	100000l	100000l	0
.	.	.	.	.	0
per	per	fw-la	per	per	0
Annum	Annum	fw-la	Annum	annum	0
in	in	p-acp	in	in	0
building	building	n1	building	building	0
and	and	cc	and	and	0
repairing	repairing	vvg	repairing	repair	0
the	the	dt	the	the	0
Royal	Royal	j	Royal	royal	0
Navy	Navy	n1	Navy	navy	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
22d	22d	crd	22d	22d	0
of	of	pp-f	of	of	0
March	March	n1	March	march	0
last	last	ord	last	last	0
,	,	,	,	,	0
was	was	vbds	was	be	0
referred	referred	vvn	referred	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
Honoura	Honoura	fw-fr	Honoura	honoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Admi	Admi	np1	Admi	Admi	0
∣	∣	sy	∣	∣	0
ralty	ralty	n1	ralty	ralty	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
writing	writing	n-vvg	writing	write	0
hereof	hereof	av	hereof	hereof	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
ly	ly	vvi	lie	lie	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
under	under	p-acp	under	under	0
their	their	po32	their	their	0
Lordships	Lordships	ng1	Lordship's	lordship	0
Consideration	Consideration	n1	Consideration	consideration	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
hearty	hearty	j	hearty	hearty	0
and	and	cc	and	and	0
zealous	zealous	j	zealous	zealous	0
Incli	Incli	np1	Incli	Incli	0
∣	∣	sy	∣	∣	0
nation	nation	n1	nation	nation	0
of	of	pp-f	of	of	0
serving	serving	vvg	serving	serve	0
their	their	po32	their	their	0
Majesties	Majesties	n2	Majesties	majesty	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
)	)	)	)	)	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
recommend	recommend	vvi	recommend	recommend	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
Consideration	Consideration	n1	Consideration	consideration	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
on	on	a-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Physicians	Physicians	n2	Physicians	physician	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
a	a	dt	a	a	0
Redress	Redress	n1	Redress	redress	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
Grievances	Grievances	n2	Grievances	grievance	0
are	are	vbr	are	be	0
desired	desired	vvn	desired	desire	0
and	and	cc	and	and	0
expected	expected	j-vvn	expected	expect	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
Hopes	Hopes	ng1	Hope's	hope	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
favoura	favoura	fw-la	favoura	favoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
and	and	cc	and	and	0
Encouragement	Encouragement	n1	Encouragement	encouragement	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Majesties	Majesties	n2	Majesties	majesty	0
,	,	,	,	,	0
the	the	dt	the	the	0
Benefit	Benefit	n1	Benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Good	Good	j	Good	good	0
and	and	cc	and	and	0
Welfare	Welfare	n1	Welfare	welfare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
most	most	ds	most	most	0
hum	hum	n1	hum	hum	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
praying	praying	vvg	praying	pray	0
that	that	d	that	that	0
a	a	dt	a	a	0
Committee	Committee	n1	Committee	committee	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pointed	pointed	vvn	pointed	point	0
to	to	pc-acp	to	to	0
examine	examine	vvi	examine	examine	0
and	and	cc	and	and	0
consider	consider	vvi	consider	consider	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
admitted	admitted	vvn	admitted	admit	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
Reasons	Reasons	n2	Reasons	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
answer	answer	vvi	answer	answer	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Objections	Objections	n2	Objections	objection	0
.	.	.	.	.	1
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
submit	submit	vvb	submit	submit	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	1
