NO	NO	dx	NO	no	0
moneths	moneths	n2	months	month	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
free	free	j	free	free	0
and	and	cc	and	and	0
liberal	liberal	j	liberal	liberal	0
entertainment	entertainment	n1	entertainment	entertainment	0
.	.	.	.	.	1
If	If	cs	If	if	0
Paul	Paul	np1	Paul	Paul	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
Epistle	Epistle	n1	Epistle	epistle	0
did	did	vdd	did	do	0
remember	remember	vvi	remember	remember	0
the	the	dt	the	the	0
like	like	j	like	like	0
from	from	p-acp	from	from	0
Onesiphorus	Onesiphorus	np1	Onesiphorus	Onesiphorus	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
special	special	j	special	special	0
observation	observation	n1	observation	observation	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
chaine	chaine	n1	chain	chain	0
)	)	)	)	)	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
have	have	vhi	have	have	0
checked	checked	vvn	checked	check	0
me	me	pno11	me	i	0
,	,	,	,	,	0
if	if	cs	if	if	0
having	having	vhg	having	have	0
opportunity	opportunity	n1	opportunity	opportunity	0
of	of	pp-f	of	of	0
Epistling	Epistling	j	Epistling	epistling	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
received	received	j-vvn	received	receive	0
custom	custom	n1	custom	custom	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
forgotten	forgotten	vvn	forgotten	forget	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
language	language	n1	language	language	0
of	of	pp-f	of	of	0
beggers	beggers	n2	beggars	beggar	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
learnt	learnt	vvn	learned	learn	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
a	a	dt	a	a	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
grant	grant	vvb	grant	grant	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
finde	finde	vvi	find	find	0
mercy	mercy	n1	mercy	mercy	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
day	day	n1	day	day	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
your	your	po22	your	your	0
house	house	n1	house	house	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
leisure	leisure	n1	leisure	leisure	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
good	good	j	good	good	0
progresse	progresse	n1	progress	progress	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
singu	singu	n1	singu	singu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
accommodation	accommodation	n1	accommodation	accommodation	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
accomplisht	accomplisht	j-vvn	accomplished	accomplish	0
Li	Li	crd	Li	li	0
∣	∣	sy	∣	∣	0
brary	brary	n1	brary	brary	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
deserved	deserved	j-vvn	deserved	deserve	0
interest	interest	n1	interest	interest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
;	;	;	;	;	0
upon	upon	p-acp	upon	upon	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
part	part	n1	part	part	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
often	often	av	often	often	0
called	called	vvn	called	call	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
publication	publication	n1	publication	publication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
reap	reap	vvb	reap	reap	0
any	any	d	any	any	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
large	large	j	large	large	0
a	a	dt	a	a	0
share	share	n1	share	share	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
thanks	thanks	n2	thanks	thank	0
is	is	vbz	is	be	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
affect	affect	vvb	affect	affect	0
not	not	xx	not	not	0
Panegyricks	Panegyricks	n2	Panegyrics	panegyric	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
fitted	fitted	vvn	fitted	fit	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
was	was	vbds	was	be	0
ever	ever	av	ever	ever	0
accustomed	accustomed	vvn	accustomed	accustom	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
much	much	av-d	much	much	0
published	published	vvn	published	publish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
reverend	reverend	j-jn	reverend	reverend	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
often	often	av	often	often	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
applied	applied	vvn	applied	apply	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Doctor	Doctor	n1	Doctor	doctor	0
Hall	Hall	n1	Hall	hall	0
concerning	concerning	vvg	concerning	concern	0
learned	learned	j	learned	learned	0
Whittaker	Whittaker	np1	Whittaker	Whittaker	0
;	;	;	;	;	0
Who	Who	r-crq	Who	who	0
ever	ever	av	ever	ever	0
saw	saw	vvd	saw	see	0
him	him	pno31	him	he	0
without	without	p-acp	without	without	0
reverence	reverence	n1	reverence	reverence	0
,	,	,	,	,	0
or	or	cc	or	or	0
heard	heard	vvd	herd	hear	0
him	him	pno31	him	he	0
without	without	p-acp	without	without	0
wonder	wonder	n1	wonder	wonder	0
?	?	?	?	?	1
Having	Having	vhg	Having	have	0
led	led	vvn	led	lead	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
they	they	pns32	they	they	0
adde	adde	vvb	add	add	0
:	:	:	:	:	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
his	his	po31	his	his	0
name	name	n1	name	name	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
lively	lively	j	lively	lively	0
picture	picture	n1	picture	picture	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
person	person	n1	person	person	0
lives	lives	vvz	lives	live	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
worthy	worthy	j	worthy	worthy	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
Master	Master	n1	Master	master	0
Samuel	Samuel	np1	Samuel	Samuel	0
Hildersam	Hildersam	np1	Hildersam	Hildersham	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
learning	learning	n1	learning	learning	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
knew	knew	vvd	knew	know	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
Fellow	Fellow	n1	Fellow	fellow	0
of	of	pp-f	of	of	0
Emmanu	Emmanu	fw-la	Emmanu	emmanu	0
∣	∣	sy	∣	∣	0
el	el	fw-es	el	el	0
Colledge	Colledge	n1	College	college	0
;	;	;	;	;	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
present	present	j	present	present	0
Ministerial	Ministerial	j	Ministerial	ministerial	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
conversation	conversation	n1	conversation	conversation	0
at	at	p-acp	at	at	0
West-Felton	West-Felton	np1	West-Felton	West-Felton	0
in	in	p-acp	in	in	0
Shropshire	Shropshire	np1	Shropshire	Shropshire	0
,	,	,	,	,	0
do	do	vdb	do	do	0
perpetuate	perpetuate	vvi	perpetuate	perpetuate	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
memory	memory	n1	memory	memory	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
much	much	d	much	much	0
reverence	reverence	n1	reverence	reverence	0
;	;	;	;	;	0
and	and	cc	and	and	0
whose	whose	rg-crq	whose	who	0
rich	rich	j	rich	rich	0
vertues	vertues	n2	virtues	virtue	0
both	both	av-d	both	both	0
personal	personal	j	personal	personal	0
and	and	cc	and	and	0
ministeriall	ministeriall	j-jn	ministerial	ministerial	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
pily	pily	av-j	pily	py	0
imitate	imitate	vvb	imitate	imitate	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
little	little	j	little	little	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
remembred	remembred	vvn	remembered	remember	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
propounded	propounded	vvn	propounded	propound	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
meet	meet	j	meet	meet	0
wife	wife	n1	wife	wife	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
dearest	dearest	js-jn	dearest	dear	0
sonne	sonne	n1	son	son	0
;	;	;	;	;	0
and	and	cc	and	and	0
recorded	recorded	vvd	recorded	record	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
heard	heard	vvn	herd	hear	0
with	with	p-acp	with	with	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
ingeminate	ingeminate	j	ingeminate	ingeminate	0
these	these	d	these	these	0
words	words	n2	words	word	0
;	;	;	;	;	0
Never	Never	av-x	Never	never	0
man	man	n1	man	man	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
kinder	kinder	jc	kinder	kind	0
daughter	daughter	n1	daughter	daughter	0
in	in	p-acp	in	in	0
Law	Law	n1	Law	law	0
.	.	.	.	.	1
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
follower	follower	n1	follower	follower	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
precident	precident	n1	precident	precident	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
Testimony	Testimony	n1	Testimony	testimony	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
blood	blood	n1	blood	blood	0
that	that	cst	that	that	0
ran	ran	vvd	ran	run	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
veines	veines	n2	veins	vein	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
this	this	d	this	this	0
small	small	j	small	small	0
piece	piece	n1	piece	piece	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
roome	roome	n1	room	room	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Study	Study	n1	Study	study	0
and	and	cc	and	and	0
Closet	Closet	n1	Closet	closet	0
,	,	,	,	,	0
and	and	cc	and	and	0
testi	testi	fw-la	testi	testi	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
that	that	cst	that	that	0
gratitude	gratitude	n1	gratitude	gratitude	0
lives	lives	vvz	lives	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
breast	breast	n1	breast	breast	0
of	of	pp-f	of	of	0
From	From	p-acp	From	from	0
my	my	po11	my	my	0
study	study	n1	study	study	0
in	in	p-acp	in	in	0
Tamworth	Tamworth	np1	Tamworth	Tamworth	0
,	,	,	,	,	0
No	No	uh-dx	No	no	0
∣	∣	sy	∣	∣	0
vemb	vemb	vvi	vemb	vemb	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
1652.	1652.	crd	1652.	1652.	1
