BY	BY	p-acp	BY	by	0
Talent	Talent	n1	Talon	talon	0
received	received	vvn	received	receive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Courtesie	Courtesie	n1	Courtesy	courtesy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
List	List	n1	List	list	0
,	,	,	,	,	0
(	(	(	(	(	0
I	I	pns11	I	i	0
there	there	a-acp	there	there	0
obtained	obtained	vvn	obtained	obtain	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
Treasure	Treasure	n1	Treasure	treasure	0
,	,	,	,	,	0
that	that	cst	that	that	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
much	much	av-d	much	much	0
unknown	unknown	j	unknown	unknown	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
now	now	av	now	now	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Company	Company	n1	Company	company	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
habit	habit	n1	habit	habit	0
,	,	,	,	,	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ever	ever	av	ever	ever	0
Virgin	Virgin	n1	Virgin	virgin	0
,	,	,	,	,	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
accepting	accepting	vvg	accepting	accept	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
Conjure	Conjure	vvb	Conjure	conjure	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
so	so	av	so	so	0
do	do	vdi	do	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
Indulgences	Indulgences	n2	Indulgences	indulgence	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
gained	gained	vvn	gained	gain	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Brothers	Brothers	n2	Brother's	brother	0
and	and	cc	and	and	0
Sisters	Sisters	n2	Sisters	sister	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Company	Company	n1	Company	company	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
little	little	j	little	little	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
giving	giving	vvg	giving	give	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
together	together	av	together	together	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
and	and	cc	and	and	0
consecrate	consecrate	vvi	consecrate	consecrate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
beseeching	beseeching	vvg	beseeching	beseech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
place	place	vvi	place	place	0
this	this	d	this	this	0
laudable	laudable	j	laudable	laudable	0
Inscription	Inscription	n1	Inscription	inscription	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Servants	Servants	n2	Servants	servant	0
,	,	,	,	,	0
accompanying	accompanying	vvg	accompanying	accompany	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
Crucifix	Crucifix	n1	Crucifix	crucifix	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Society	Society	n1	Society	society	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Death	Death	n1	Death	death	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
obtain	obtain	vvi	obtain	obtain	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
Treasure	Treasure	n1	Treasure	treasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
Precious	Precious	j	Precious	precious	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
two	two	crd	two	two	0
are	are	vbr	are	be	0
;	;	;	;	;	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
joyntly	joyntly	av-j	jointly	joint	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dangerous	dangerous	j	dangerous	dangerous	0
Navigation	Navigation	n1	Navigation	navigation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
the	the	dt	the	the	0
Star	Star	n1	Star	star	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
Sal	Sal	np1	Sal	Sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
.	.	.	.	.	1
The	The	dt	The	the	0
gift	gift	n1	gift	gift	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
small	small	j	small	small	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
gift	gift	n1	gift	gift	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
;	;	;	;	;	0
neither	neither	dx	neither	neither	0
ought	ought	pi	ought	aught	0
the	the	dt	the	the	0
respect	respect	n1	respect	respect	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
small	small	j	small	small	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
had	had	vhn	had	have	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Benefit	Benefit	n1	Benefit	benefit	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
accrue	accrue	vvi	accrue	accrue	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Credit	Credit	n1	Credit	credit	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
therein	therein	av	therein	therein	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
caused	caused	vvn	caused	cause	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
confirmed	confirmed	vvn	confirmed	confirm	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
great	great	j	great	great	0
Seal	Seal	n1	Seal	seal	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Office	Office	n1	Office	office	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
subscribed	subscribed	vvn	subscribed	subscribe	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
Dated	Dated	np1	Dated	Dated	0
at	at	p-acp	at	at	0
Florence	Florence	np1	Florence	Florence	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Convent	Convent	n1	Convent	convent	0
della	della	fw-la	della	della	0
Nonciata	Nonciata	np1	Nonciata	Nonciata	0
,	,	,	,	,	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
February	February	np1	February	February	0
,	,	,	,	,	0
1599.	1599.	crd	1599.	1599	1
