outline	outline	vvi	outline	outline	0
,	,	,	,	,	0
try	try	vvb	try	try	0
my	my	po11	my	my	0
skill	skill	n1	skill	skill	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
vse	vse	vvi	use	use	0
his	his	po31	his	his	0
instrument	instrument	n1	instrument	instrument	0
,	,	,	,	,	0
contenting	contenting	vvg	contenting	content	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
welt	welt	n1	welt	welt	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
second	second	ord	second	second	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
Deo	Deo	fw-la	Deo	deo	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
author	author	n1	author	author	0
,	,	,	,	,	0
I	I	pns11	I	i	0
the	the	dt	the	the	0
writer	writer	n1	writer	writer	0
dedicate	dedicate	vvb	dedicate	dedicate	0
these	these	d	these	these	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
my	my	po11	my	my	0
whole	whole	j-jn	whole	whole	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
my	my	po11	my	my	0
actions	actions	n2	actions	action	0
as	as	p-acp	as	as	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
dedication	dedication	n1	dedication	dedication	0
brancheth	brancheth	vvz	branches	branch	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
out	out	av	out	out	0
two	two	crd	two	two	0
wayes	wayes	n2	ways	way	0
.	.	.	.	.	1
Hallclu-iah	Hallclu-iah	j	Hallclu-iah	hallclu-iah	0
,	,	,	,	,	0
the	the	dt	the	the	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
sanna	sanna	n1	sanna	sanna	0
,	,	,	,	,	0
the	the	dt	the	the	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
.	.	.	.	.	1
It	It	pn31	It	it	0
becometh	becometh	vvz	becometh	become	0
vs	vs	pno12	us	we	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
humilitie	humilitie	n1	humility	humility	0
with	with	p-acp	with	with	0
thanks	thanks	n2	thanks	thank	0
and	and	cc	and	and	0
praise	praise	n1	praise	praise	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
our	our	po12	our	our	0
workes	workes	n2	works	work	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
we	we	pns12	we	we	0
being	being	vbg	being	be	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
unto	unto	p-acp	unto	unto	0
instructed	instructed	vvn	instructed	instruct	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
All	All	av-d	All	all	0
riuers	riuers	n2	rivers	river	0
pay	pay	vvi	pay	pay	0
tribute	tribute	n1	tribute	tribute	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledging	ledging	vvg	ledging	ledge	0
their	their	po32	their	their	0
head	head	n1	head	head	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
filleth	filleth	vvz	fills	fill	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
supplieth	supplieth	vvz	supplieth	suppli	0
all	all	d	all	all	0
their	their	po32	their	their	0
wants	wants	n2	wants	want	0
:	:	:	:	:	0
so	so	av	so	so	0
must	must	vmb	must	must	0
all	all	d	all	all	0
soules	soules	n2	souls	soul	0
give	give	vvb	give	give	0
praise	praise	n1	praise	praise	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
fountaine	fountaine	n1	fountain	fountain	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
essence	essence	n1	essence	essence	0
or	or	cc	or	or	0
being	being	vbg	being	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
well	well	n1	well	well	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
being	being	vbg	being	be	0
and	and	cc	and	and	0
doing	doing	vdg	doing	do	0
well	well	av	well	well	0
.	.	.	.	.	1
Nam	Nam	fw-la	Nam	nam	0
de	de	fw-la	de	de	0
plenitudine	plenitudine	fw-la	plenitudine	plenitudine	0
eius	eius	fw-la	eius	eius	0
omnes	omnes	fw-la	omnes	omnes	0
bibimus	bibimus	fw-la	bibimus	bibimus	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
his	his	po31	his	his	0
fulnesse	fulnesse	n1	fullness	fullness	0
we	we	pns12	we	we	0
all	all	d	all	all	0
haue	haue	vhb	have	have	0
drunke	drunke	vvn	drunk	drink	0
:	:	:	:	:	0
all	all	d	all	all	0
our	our	po12	our	our	0
wants	wants	n2	wants	want	0
are	are	vbr	are	be	0
supplied	supplied	vvn	supplied	supply	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
diseases	diseases	n2	diseases	disease	0
are	are	vbr	are	be	0
cu	cu	zz	cu	cu	0
∣	∣	sy	∣	∣	0
red	red	vvn	read	read	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
al	al	d	all	all	0
our	our	po12	our	our	0
goodnes	goodnes	n1	goodness	goodness	0
is	is	vbz	is	be	0
procured	procured	vvn	procured	procure	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
life	life	n1	life	life	0
is	is	vbz	is	be	0
guided	guided	vvn	guided	guide	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
pinesse	pinesse	n1	pinesse	pinesse	0
and	and	cc	and	and	0
saluation	saluation	n1	salvation	salvation	0
cometh	cometh	vvz	comes	come	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Omne	Omne	fw-la	Omne	omne	0
datum	datum	fw-la	datum	datum	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Fuery	Fuery	n1	Fuery	fury	0
good	good	j	good	good	0
giuing	giuing	vvg	giving	give	0
and	and	cc	and	and	0
eueric	eueric	d	eueric	every	0
perfect	perfect	j	perfect	perfect	0
gift	gift	n1	gift	gift	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
&	&	cc	&	and	0
cometh	cometh	vvz	comes	come	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
lights	lights	n2	lights	light	0
.	.	.	.	.	1
This	This	np1	This	This	0
alwayes	alwayes	av	always	always	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
mightle	mightle	j	mightle	mightle	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
mercifull	mercifull	j	merciful	merciful	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Father	Father	n1	Father	father	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Hallelu-iah	Hallelu-iah	j	Hallelujah	hallelujah	0
,	,	,	,	,	0
our	our	po12	our	our	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
praise	praise	n1	praise	praise	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Our	Our	np1	Our	Oure	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
sanna	sanna	n1	sanna	sanna	0
,	,	,	,	,	0
our	our	po12	our	our	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Ana	Ana	np1	Ana	Ana	0
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
mine	mine	n1	mine	mine	0
,	,	,	,	,	0
Salua	Salua	fw-la	Salua	salua	0
obsecro	obsecro	fw-la	obsecro	obsecro	0
;	;	;	;	;	0
Ana	Ana	np1	Ana	Ana	0
Domine	Domine	fw-la	Domine	domine	0
,	,	,	,	,	0
da	da	fw-la	da	da	0
suc	suc	fw-la	suc	suc	0
∣	∣	sy	∣	∣	0
cessum	cessum	fw-la	cessum	cessum	0
obsecro	obsecro	fw-la	obsecro	obsecro	0
:	:	:	:	:	0
Prosper	Prosper	vvb	Prosper	prosper	0
thy	thy	po21	thy	thy	0
king	king	n1	king	king	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
prosper	prosper	vvb	prosper	prosper	0
thy	thy	po21	thy	thy	0
kingdome	kingdome	n1	kingdom	kingdom	0
here	here	av	here	here	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
pros	pros	n2	pros	pro	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
euery	euery	d	every	every	0
word	word	n1	word	word	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
uancing	uancing	vvg	uancing	uance	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
our	our	po12	our	our	0
king	king	n1	king	king	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
God	God	np1	God	God	0
.	.	.	.	.	1
Prosper	Prosper	np1	Prosper	Prosper	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
this	this	d	this	this	0
word	word	n1	word	word	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
thine	thine	po21	thine	thy	0
vnworthy	vnworthy	j	unworthy	unworthy	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	0
that	that	cst	that	that	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
but	but	p-acp	but	but	0
granum	granum	n1	granum	granum	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
small	small	j	small	small	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
graine	graine	n1	grain	grain	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
through	through	p-acp	through	through	0
thee	thee	pno21	thee	thou	0
be	be	vbb	be	be	0
made	made	vvn	made	make	0
semen	semen	n2	semen	seman	0
,	,	,	,	,	0
a	a	dt	a	a	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
esfectual	esfectual	j	esfectual	esfectual	0
qua	qua	fw-la	qua	qua	0
∣	∣	sy	∣	∣	0
litie	litie	n1	litie	litie	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
contemptible	contemptible	j	contemptible	contemptible	0
quanti	quanti	fw-la	quanti	quanti	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
.	.	.	.	.	1
And	And	cc	And	and	0
blesse	blesse	vvb	bless	bless	0
the	the	dt	the	the	0
growth	growth	n1	growth	growth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
seed	seed	n1	seed	seed	0
by	by	p-acp	by	by	0
being	being	vbg	being	be	0
present	present	j	present	present	0
with	with	p-acp	with	with	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
bene	bene	vbn	be	be	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
seruants	seruants	n2	servants	servant	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
know	know	zz	know	know	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
and	and	cc	and	and	0
true	true	j	true	true	0
husbandman	husbandman	n1	husbandman	husbandman	0
,	,	,	,	,	0
may	may	vmb	may	may	0
pray	pray	vvi	pray	pray	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
Let	Let	vvb	Let	let	0
my	my	po11	my	my	0
wordes	wordes	n2	words	word	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
drop	drop	vvb	drop	drop	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
raine	raine	n1	rain	rain	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
speech	speech	n1	speech	speech	0
distill	distill	vvi	distil	distil	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
deaw	deaw	n1	dew	dew	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
showre	showre	n1	shower	shower	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
herbes	herbes	n2	herbs	herb	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
great	great	j	great	great	0
raine	raine	n1	rain	rain	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
grasse	grasse	n1	grass	grass	0
:	:	:	:	:	0
so	so	av	so	so	0
let	let	vvb	let	let	0
thy	thy	po21	thy	thy	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
mouth	mouth	n1	mouth	mouth	0
make	make	vvi	make	make	0
fruitfull	fruitfull	j	fruitful	fruitful	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
heare	heare	vvb	hear	hear	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
doth	doth	vdz	does	do	0
praise	praise	vvi	praise	praise	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
commend	commend	vvb	commend	commend	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
,	,	,	,	,	0
next	next	ord	next	next	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
vine	vine	n1	vine	vine	0
will	will	vmb	will	will	0
afford	afford	vvi	afford	afford	0
a	a	dt	a	a	0
shadow	shadow	n1	shadow	shadow	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
gather	gather	vvb	gather	gather	0
grapes	grapes	n2	grapes	grape	0
;	;	;	;	;	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
house	house	n1	house	house	0
ministreth	ministreth	vvz	ministereth	minister	0
a	a	dt	a	a	0
couering	couering	n-vvg	covering	cover	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
vnder	vnder	p-acp	under	under	0
her	her	po31	her	her	0
roofe	roofe	n1	roof	roof	0
;	;	;	;	;	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
cha	cha	pns11|vhb	cham	I|have	0
∣	∣	sy	∣	∣	0
ritably	ritably	av-j	ritably	ritable	0
accept	accept	vvb	accept	accept	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
offerings	offerings	n2	offerings	offering	0
and	and	cc	and	and	0
deuo	deuo	fw-la	deuo	deuo	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
argu	argu	n1	argu	argu	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
that	that	cst	that	that	0
assure	assure	vvb	assure	assure	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
albeit	albeit	cs	albeit	albeit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
teriall	teriall	j	teriall	teriall	0
tabernacle	tabernacle	n1	tabernacle	tabernacle	0
,	,	,	,	,	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
temple	temple	n1	temple	temple	0
,	,	,	,	,	0
some	some	d	some	some	0
bring	bring	vvb	bring	bring	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
moment	moment	n1	moment	moment	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
bring	bring	vvb	bring	bring	0
siluer	siluer	n1	silver	silver	0
,	,	,	,	,	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
brighter	brighter	jc	brighter	bright	0
and	and	cc	and	and	0
finer	finer	jc	finer	fine	0
shew	shew	n1	show	show	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
bring	bring	vvb	bring	bring	0
brasse	brasse	n1	brass	brass	0
,	,	,	,	,	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
that	that	d	that	that	0
bring	bring	vvb	bring	bring	0
blew	blew	j-jn	blue	blue	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
,	,	,	,	,	0
scarlet	scarlet	j-jn	scarlet	scarlet	0
,	,	,	,	,	0
and	and	cc	and	and	0
fine	fine	j	fine	fine	0
linnen	linnen	n1	linen	linen	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
daintie	daintie	j	dainty	dainty	0
de	de	fw-mi	de	de	0
∣	∣	sy	∣	∣	0
vices	vices	n2	vices	vice	0
,	,	,	,	,	0
delectable	delectable	j	delectable	delectable	0
,	,	,	,	,	0
curious	curious	j	curious	curious	0
,	,	,	,	,	0
and	and	cc	and	and	0
costly	costly	j	costly	costly	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
still	still	av	still	still	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
endcuors	endcuors	n2	endcuors	endcuor	0
,	,	,	,	,	0
my	my	po11	my	my	0
home	home	n1-an	home	home	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
stuffe	stuffe	n1	stuff	stuff	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
haire	haire	n1	hair	hair	0
or	or	cc	or	or	0
skins	skins	n2	skins	skin	0
,	,	,	,	,	0
or	or	cc	or	or	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
else	else	av	else	else	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
will	will	vmb	will	will	0
serue	serue	vvi	serve	serve	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
vse	vse	n1	use	use	0
or	or	cc	or	or	0
purpose	purpose	n1	purpose	purpose	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
and	and	cc	and	and	0
my	my	po11	my	my	0
willing	willing	j	willing	willing	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
good	good	j	good	good	0
(	(	(	(	(	0
though	though	cs	though	though	0
attended	attended	vvn	attended	attend	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
,	,	,	,	,	0
and	and	cc	and	and	0
extended	extended	vvn	extended	extend	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
few	few	d	few	few	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
condemned	condemned	vvn	condemned	condemn	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
deserue	deserue	vvb	deserve	deserve	0
but	but	cc-acp	but	but	0
slenderly	slenderly	av-j	slenderly	slender	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
commended	commended	vvn	commended	commend	0
.	.	.	.	.	1
First	First	ord	First	first	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
a	a	zz	a	a	0
∣	∣	sy	∣	∣	0
ctios	ctios	n2	ctios	ctio	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
