❧	❧	sy	❧	❧	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
moste	moste	av-ds	most	most	0
Gracy	Gracy	np1	Gracy	Gracy	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
Quene	Quene	n1	Queen	queen	0
/	/	/	/	/	0
moste	moste	av-ds	most	most	0
hum	hum	uh	hum	humh	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
reue	reue	vvi	reue	reave	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
gyuynge	gyuynge	n-vvg	gyving	gyve	0
laudes	laudes	fw-la	laudes	laudes	0
/	/	/	/	/	0
and	and	cc	and	and	0
praysynges	praysynges	n2-vvg	praysynges	praysynge	0
vnto	vnto	p-acp	unto	unto	0
almyghtye	almyghtye	j-jn	almighty	almighty	0
god	god	n1	god	god	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
euen	euen	av	even	even	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
mynde	mynde	n1	mind	mind	0
of	of	pp-f	of	of	0
saynte	saynte	n1	faint	faint	0
Paule	Paule	np1	Paule	Paul	0
,	,	,	,	,	0
Ephe	Ephe	n1	Ephe	ephe	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
my	my	po11	my	my	0
prayers	prayers	n2	prayers	prayer	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
gladnes	gladnes	n1	gladness	gladness	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
felyshype	felyshype	n1	felyshype	fellowship	0
whiche	whiche	r-crq	which	which	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
hathe	hathe	vhz	hath	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gospel	gospel	n1	gospel	gospel	0
,	,	,	,	,	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
fyrst	fyrst	ord	fyrst	first	0
day	day	n1	day	day	0
vntyll	vntyll	p-acp	until	until	0
nowe	nowe	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
surely	surely	av-j	surely	sure	0
certy	certy	n1	certy	certy	0
∣	∣	sy	∣	∣	0
fyed	fyed	vvn	fyed	fy	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
whiche	whiche	r-crq	which	which	0
hathe	hathe	vhz	hath	have	0
begonne	begonne	vvn	begun	begin	0
a	a	dt	a	a	0
good	good	j	good	good	0
worke	worke	n1	work	work	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
wyl	wyl	vmb	will	will	0
also	also	av	also	also	0
go	go	vvi	go	go	0
forthe	forthe	av	forth	forth	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
vntyl	vntyl	p-acp	until	until	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
chryst	chryst	np1	chryst	Christ	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
encrease	encrease	n1	increase	increase	0
and	and	cc	and	and	0
establyshement	establyshement	n1	establishment	establishment	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
gospell	gospell	n1	gospel	gospel	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
yonge	yonge	j	young	young	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
many	many	d	many	many	0
enemyes	enemyes	n2	enemies	enemy	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
sende	sende	vvb	send	send	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
visytatyon	visytatyon	n1	visytatyon	visytatyon	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
h	h	zz	h	h	0
{	{	{	{	{	0
is	is	vbz	is	be	0
}	}	}	}	}	0
honoure	honoure	n1	honour	honour	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
perseuere	perseuere	vvi	persevere	persevere	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
dylygence	dylygence	n1	diligence	diligence	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
haue	haue	vhb	have	have	0
begone	begone	vvn	begone	bego	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
,	,	,	,	,	0
furder	furder	jc	further	further	0
,	,	,	,	,	0
and	and	cc	and	and	0
sette	sette	vvd	set	set	0
forthe	forthe	av	forth	forth	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Goddes	Goddes	npg1	Goddes	God	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
zele	zele	n1	zeal	zeal	0
that	that	cst	that	that	0
saynte	saynte	n1	faint	faint	0
Iohan	Iohan	np1	Iohan	Johan	0
cryed	cryed	vvd	cried	cry	0
in	in	p-acp	in	in	0
deserte	deserte	n1	desert	desert	0
,	,	,	,	,	0
make	make	vvb	make	make	0
redy	redy	j	ready	ready	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
/	/	/	/	/	0
So	So	av	So	so	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
rulyd	rulyd	vvn	ruled	rule	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
laste	laste	ord	laste	last	0
wyll	wyll	n1	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
testamente	testamente	n1	testament	testament	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
eldest	eldest	js	eldest	old	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
and	and	cc	and	and	0
lorde	lorde	n1	lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Chryste	Chryste	np1	Chryste	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
suffycyent	suffycyent	j	sufficient	sufficient	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
lyue	lyue	vvi	live	live	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
euerlastynge	euerlastynge	j	everlasting	everlasting	0
helth	helth	n1	health	health	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
God	God	np1	God	God	0
ye	ye	pn22	you	you	0
father	father	n1	father	father	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
God	God	np1	God	God	0
alone	alone	av-j	alone	alone	0
and	and	cc	and	and	0
whō	whō	ro-crq	whom	who	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
Iesus	Iesus	np1	Iesus	Jesus	0
Chryste	Chryste	np1	Chryste	Christ	0
,	,	,	,	,	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
foreyne	foreyne	j	foreign	foreign	0
or	or	cc	or	or	0
straung	straung	j	strange	strange	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
also	also	av	also	also	0
straytly	straytly	av-j	straitly	strait	0
cōmaūded	cōmaūded	vvd	commanded	command	0
his	his	po31	his	his	0
lawyers	lawyers	n2	lawyers	lawyer	0
,	,	,	,	,	0
odi	odi	fw-la	odi	odi	0
..	..	..	..	..	0
byshopes	byshopes	ng1	bishops	bishops	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
cōgre	cōgre	n1	congre	congre	0
¦	¦	sy	¦	¦	0
gation	gation	n1	gation	gation	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
nether	nether	av-dx	neither	neither	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
or	or	cc	or	or	0
dymynyshe	dymynyshe	vvi	dymynyshe	dymynyshe	0
one	one	crd	one	one	0
Iote	Iote	n1	Jot	jot	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
hys	hys	po31	his	his	0
forsayd	forsayd	j-vvn	foresaid	foresay	0
last	last	n1	last	last	0
wyl	wyl	vmb	will	will	0
,	,	,	,	,	0
isai	isai	fw-gr	isai	isai	0
..	..	..	..	..	0
sayng	sayng	vvg	saying	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
thy	thy	po21	thy	thy	0
god	god	n1	god	god	0
,	,	,	,	,	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Zelotes	Zelotes	np1	Zelotes	Zelotes	0
,	,	,	,	,	0
one	one	crd	one	one	0
alone	alone	j	alone	alone	0
suffy	suffy	j	suffy	suffy	0
∣	∣	sy	∣	∣	0
cyent	cyent	j	cyent	cyent	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
shalte	shalte	vm2	shalt	shall	0
haue	haue	vhi	have	have	0
no	no	dx	no	no	0
straunge	straunge	j	strange	strange	0
godes	godes	n2	gods	god	0
ī	ī	p-acp	in	in	0
my	my	po11	my	my	0
syht	syht	n1	syht	syht	0
,	,	,	,	,	0
ie	ie	fw-fr	ie	ie	0
.	.	.	.	.	1
31.	31.	crd	31.	31.	0
nether	nether	j	neither	nether	0
turne	turne	n1	turn	turn	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ryght	ryght	j-jn	right	right	0
hande	hande	n1	hand	hand	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
lefte	lefte	vvn	left	leave	0
.	.	.	.	.	1
And	And	cc	And	and	0
nowe	nowe	av	now	now	0
heare	heare	vvb	hear	hear	0
Israel	Israel	np1	Israel	Israel	0
the	the	dt	the	the	0
preceptes	preceptes	n2	precepts	precept	0
,	,	,	,	,	0
and	and	cc	and	and	0
iudge	iudge	vvi	judge	judge	0
¦	¦	sy	¦	¦	0
mentes	mentes	n1	mentes	mentes	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
I	I	pns11	I	i	0
teache	teache	vvb	teach	teach	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
∣	∣	sy	∣	∣	0
ynge	ynge	zz	ynge	ynge	0
them	them	pno32	them	they	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
mayste	mayste	vm2	mayste	may	0
lyue	lyue	vvi	live	live	0
,	,	,	,	,	0
&	&	cc	&	and	0
goinge	goinge	vvg	going	go	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
may	may	vmb	may	may	0
possesse	possesse	vvi	possess	possess	0
the	the	dt	the	the	0
lāde	lāde	n1	land	land	0
that	that	cst	that	that	0
the	the	dt	the	the	0
lorde	lorde	n1	lord	lord	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
fathers	fathers	n2	father's	father	0
wyll	wyll	vmb	will	will	0
gyue	gyue	vvi	gyve	give	0
the	the	pno32	thee	they	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
shalt	shalt	vm2	shalt	shall	0
adde	adde	vvi	add	add	0
nothyng	nothyng	pix	nothing	nothing	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
worde	worde	n1	word	word	0
yt	yt	pn31	that	it	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
to	to	p-acp	to	to	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
Deu.	Deu.	np1	Deu.	Deu.	0
nor	nor	ccx	nor	nor	0
take	take	vvb	take	take	0
any	any	d	any	any	0
thynge	thynge	n1	thing	thing	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
kepe	kepe	vvb	keep	keep	0
the	the	dt	the	the	0
commaundementes	commaundementes	n2	commandments	commandment	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
lord	lord	n1	lord	lord	0
god	god	n1	god	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
holde	holde	vvb	hold	hold	0
the	the	dt	the	the	0
kynges	kynges	ng1	kings	king	0
hyghe	hyghe	j	high	high	0
waye	waye	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
pathe	pathe	n1	path	path	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
scryp	scryp	vvb	scryp	scryp	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
besydes	besydes	p-acp	besides	beside	0
whō	whō	ro-crq	whom	who	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
furthermore	furthermore	av	furthermore	furthermore	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hathe	hathe	vhz	hath	have	0
orday	orday	av-an	orday	orday	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
instytute	instytute	vvb	institute	institute	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
executors	executors	n2	executors	executor	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
performaunce	performaunce	n1	performance	performance	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
sayde	sayde	j-vvn	said	say	0
testa	testa	fw-la	testa	testa	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
that	that	cst	that	that	0
euery	euery	d	every	every	0
mā	mā	n1	man	man	0
without	without	p-acp	without	without	0
respecte	respecte	n1	respect	respect	0
of	of	pp-f	of	of	0
person	person	n1	person	person	0
,	,	,	,	,	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
equally	equally	av-j	equally	equal	0
receyued	receyued	vvn	received	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
yt	yt	pn31	that	it	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
wyse	wyse	n1	wise	wise	0
.	.	.	.	.	1
Fyrst	Fyrst	ord	Fyrst	first	0
he	he	pns31	he	he	0
hathe	hathe	vhz	hath	have	0
instytute	instytute	vvi	institute	institute	0
,	,	,	,	,	0
Mark	Mark	vvb	Mark	mark	0
17.	17.	crd	17.	17.	1
Math	Math	np1	Math	Math	0
16.	16.	crd	16.	16.	1
Mark	Mark	n1	Mark	mark	0
10.	10.	crd	10.	10.	1
Lu.	Lu.	np1	Lu.	Lu.	0
2.	2.	crd	2.	2.	1
Hu.	Hu.	np1	Hu.	Hu.	0
1	1	crd	1	1	0
3.	3.	crd	3.	3.	1
Re	Re	zz	Re	re	0
¦	¦	sy	¦	¦	0
gum	gum	n1	gum	gum	0
.	.	.	.	.	1
Bysshoppes	Bysshoppes	ng1	Bishops	bishops	0
to	to	pc-acp	to	to	0
teache	teache	vvi	teach	teach	0
hys	hys	po31	his	his	0
people	people	n1	people	people	0
therin	therin	av	therein	therein	0
to	to	pc-acp	to	to	0
lose	lose	vvi	loose	lose	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bynde	bynde	vvi	bind	bind	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
naūce	naūce	n1	naunce	naunce	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
remissyon	remissyon	n1	remission	remission	0
of	of	pp-f	of	of	0
synnes	synnes	n2	sins	sin	0
,	,	,	,	,	0
gyuen	gyuen	vvn	given	give	0
thoroughe	thoroughe	p-acp	thorough	thorough	0
hys	hys	po31	his	his	0
worde	worde	n1	word	word	0
.	.	.	.	.	1
More	More	np1	More	More	0
∣	∣	sy	∣	∣	0
ouer	ouer	p-acp	over	over	0
he	he	pns31	he	he	0
hathe	hathe	vhz	hath	have	0
put	put	vvn	put	put	0
kynges	kynges	n2	kings	king	0
,	,	,	,	,	0
prynces	prynces	n2	princes	prince	0
,	,	,	,	,	0
&	&	cc	&	and	0
rulers	rulers	n2	rulers	ruler	0
,	,	,	,	,	0
ī	ī	p-acp	in	in	0
theyr	theyr	po32	their	their	0
auctorytes	auctorytes	n2	auctorytes	auctoryte	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
punyshe	punyshe	vvi	punish	punish	0
,	,	,	,	,	0
correcte	correcte	vvb	correct	correct	0
and	and	cc	and	and	0
expulse	expulse	vvi	expulse	expulse	0
from	from	p-acp	from	from	0
hys	hys	po31	his	his	0
congre	congre	n1	congre	congre	0
¦	¦	sy	¦	¦	0
gacyon	gacyon	n1	gation	gation	0
,	,	,	,	,	0
transgressours	transgressours	n2	transgressors	transgressor	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
straungers	straungers	n2	strangers	stranger	0
,	,	,	,	,	0
not	not	xx	not	not	0
sekynge	sekynge	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
edefye	edefye	vvi	edefye	edefye	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
kyl	kyl	vvi	kill	kill	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
callyd	callyd	vvn	called	call	0
bloude	bloude	n1	blood	blood	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
pers	pers	fw-la	pers	pers	0
,	,	,	,	,	0
men	men	n2	men	man	0
lyuynge	lyuynge	vvg	living	live	0
after	after	p-acp	after	after	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
braynes	braynes	n2	brains	brain	0
,	,	,	,	,	0
and	and	cc	and	and	0
fantasies	fantasies	n2	fantasies	fantasy	0
,	,	,	,	,	0
not	not	xx	not	not	0
commynge	commynge	vvg	coming	come	0
in	in	p-acp	in	in	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
dore	dore	n1	door	door	0
but	but	p-acp	but	but	0
another	another	j-jn	another	another	0
waye	waye	n1	way	way	0
,	,	,	,	,	0
set	set	vvn	set	set	0
∣	∣	sy	∣	∣	0
tynge	tynge	uh	ting	ting	0
forthe	forthe	av	forth	forth	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
lawes	lawes	n2	laws	law	0
&	&	cc	&	and	0
tra	tra	fw-la	tra	tra	0
∣	∣	sy	∣	∣	0
dycyons	dycyons	n2	dycyons	dycyon	0
,	,	,	,	,	0
almost	almost	av	almost	almost	0
deceyuynge	deceyuynge	vvg	deceiving	deceive	0
the	the	dt	the	the	0
very	very	j	very	very	0
electe	electe	vvi	elect	elect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
wel	wel	av	well	well	0
knowen	knowen	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fayth	fayth	n1	faith	faith	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
suppressyon	suppressyon	n1	suppressyon	suppressyon	0
and	and	cc	and	and	0
treadynge	treadynge	vvg	treading	tread	0
vnder	vnder	p-acp	under	under	0
fote	fote	n1	foot	foot	0
,	,	,	,	,	0
Math.	Math.	np1	Math.	Math.	1
4.	4.	crd	4.	4.	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
the	the	dt	the	the	0
lyght	lyght	vvi	light	light	0
of	of	pp-f	of	of	0
euerlastyng	euerlastyng	j	everlasting	everlasting	0
veryte	veryte	n1	verity	verity	0
,	,	,	,	,	0
the	the	dt	the	the	0
lyuely	lyuely	j	lively	lively	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
ye	ye	pn22	you	you	0
cause	cause	vvb	cause	cause	0
most	most	av-ds	most	most	0
chrysten	chrysten	vvb	christen	christen	0
Quene	Quene	n1	Queen	queen	0
,	,	,	,	,	0
that	that	cst	that	that	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
famous	famous	j	famous	famous	0
clarke	clarke	n1	clarke	clarke	0
FRAVNCYS	FRAVNCYS	np1	FRAVNCYS	FRAVNCYS	0
'	'	'	'	'	0
LAMBERT	LAMBERT	np1	LAMBERT	Lambert	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
thys	thys	d	this	this	0
lytle	lytle	j	little	little	0
treatyse	treatyse	n1	treatise	treatise	0
,	,	,	,	,	0
percey	percey	uh	percey	percey	0
∣	∣	sy	∣	∣	0
uynge	uynge	j	uynge	uynge	0
both	both	av-d	both	both	0
the	the	dt	the	the	0
exilynge	exilynge	vvg	exiling	exil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gospel	gospel	n1	gospel	gospel	0
from	from	p-acp	from	from	0
chrysten	chrysten	vvi	christen	christen	0
mēnes	mēnes	ng2	men's	men	0
hartes	hartes	n2	hearts	heart	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
.	.	.	.	.	1
16	16	crd	16	16	0
and	and	cc	and	and	0
also	also	av	also	also	0
the	the	dt	the	the	0
ruyne	ruyne	n1	ruin	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
destructyon	destructyon	n1	destruction	destruction	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
fayth	fayth	n1	faith	faith	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
lyke	lyke	av-j	like	like	0
a	a	dt	a	a	0
true	true	j	true	true	0
champyon	champyon	n1	champion	champion	0
hath	hath	vhz	hath	have	0
sette	sette	vvn	set	set	0
forthe	forthe	av	forth	forth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
quycke	quycke	j	quick	quick	0
Image	Image	n1	Image	image	0
the	the	dt	the	the	0
pestylente	pestylente	j	pestylente	pestylente	0
doctryne	doctryne	n1	doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
actes	actes	n2	acts	act	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kyngedome	kyngedome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
perdycyon	perdycyon	n1	perdycyon	perdycyon	0
,	,	,	,	,	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Antychryste	Antychryste	np1	Antychryste	Antychryste	0
,	,	,	,	,	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
synne	synne	n1	sin	sin	0
,	,	,	,	,	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
sectes	sectes	n2	sects	sect	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
workes	workes	n2	works	work	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
laboures	laboures	n2	labours	labour	0
and	and	cc	and	and	0
study	study	n1	study	study	0
,	,	,	,	,	0
chefly	chefly	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
lytle	lytle	j	little	little	0
boke	boke	n1	book	book	0
,	,	,	,	,	0
clerely	clerely	av-j	clearly	clear	0
confutynge	confutynge	vvg	confuting	confute	0
the	the	dt	the	the	0
synagoge	synagoge	n1	synagogue	synagogue	0
of	of	pp-f	of	of	0
Sathan	Sathan	np1	Sathan	Satan	0
