READER	READER	n1	READER	reader	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
evil	evil	j-jn	evil	evil	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
is	is	vbz	is	be	0
only	only	j	only	only	0
justi	justi	n1	justi	justi	0
∣	∣	sy	∣	∣	0
fied	fied	j	fied	fied	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Children	Children	n2	Children	child	0
;	;	;	;	;	0
and	and	cc	and	and	0
Truth	Truth	n1	Truth	truth	0
is	is	vbz	is	be	0
justified	justified	vvn	justified	justify	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Children	Children	n2	Children	child	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
indeed	indeed	av	indeed	indeed	0
doth	doth	vdz	does	do	0
it	it	pn31	it	it	0
need	need	vvi	need	need	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Patron	Patron	n1	Patron	patron	0
to	to	pc-acp	to	to	0
shelter	shelter	vvi	shelter	shelter	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
under	under	p-acp	under	under	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
it	it	pn31	it	it	0
proceeds	proceeds	vvz	proceeds	proceed	0
;	;	;	;	;	0
nei	nei	n1	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
seek	seek	vvi	seek	seek	0
a	a	dt	a	a	0
shelter	shelter	n1	shelter	shelter	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
run	run	vvn	run	run	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
mountain	mountain	n1	mountain	mountain	0
or	or	cc	or	or	0
hill	hill	n1	hill	hill	0
for	for	p-acp	for	for	0
safety	safety	n1	safety	safety	0
or	or	cc	or	or	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mighty	mighty	j	mighty	mighty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
latter	latter	d	latter	latter	0
dayes	dayes	n2	days	day	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
to	to	pc-acp	to	to	0
Patronize	Patronize	vvi	Patronise	patronize	0
their	their	po32	their	their	0
Labours	Labours	n2	Labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
readily	readily	av-j	readily	ready	0
received	received	vvn	received	receive	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Not	Not	xx	Not	not	0
many	many	d	many	many	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
not	not	xx	not	not	0
many	many	d	many	many	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
not	not	xx	not	not	0
many	many	d	many	many	0
noble	noble	j	noble	noble	0
are	are	vbr	are	be	0
chosen	chosen	vvn	chosen	choose	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
chosen	chosen	vvn	chosen	choose	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
poor	poor	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
despised	despised	vvn	despised	despise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
rich	rich	j	rich	rich	0
in	in	p-acp	in	in	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
good	good	j	good	good	0
works	works	n2	works	work	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
heirs	heirs	n2	heirs	heir	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
I	I	pns11	I	i	0
chuse	chuse	vvb	choose	choose	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
approved	approved	vvn	approved	approve	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
witness	witness	n1	witness	witness	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
mans	mans	ng1	men	man	0
Consci	Consci	np1	Consci	Consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
placed	placed	vvn	placed	place	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
only	only	av-j	only	only	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
either	either	av-d	either	either	0
approved	approved	vvn	approved	approve	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
reproved	reproved	vvd	reproved	reprove	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
wholly	wholly	av-jn	wholly	whole	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
judgment	judgment	n1	judgement	judgement	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
I	I	pns11	I	i	0
appeal	appeal	vvb	appeal	appeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
commend	commend	vvi	commend	commend	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Answer	Answer	n1	Answer	answer	0
unto	unto	p-acp	unto	unto	0
A.	A.	np1	A.	A.	0
Smalwood's	Smalwood's	npg1	Smalwood's	smalwood	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
sought	sought	vvn	sought	seek	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
void	void	j	void	void	0
Christs	Christs	npg1	Christs	Christ	0
command	command	n1	command	command	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
the	the	pno32	thee	they	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mand	mand	vvn	manned	man	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
Dedicatory	Dedicatory	j	Dedicatory	dedicatory	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
of	of	pp-f	of	of	0
Cumberland	Cumberland	np1	Cumberland	Cumberland	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
they	they	pns32	they	they	0
put	put	vvd	put	put	0
him	him	pno31	him	he	0
on	on	p-acp	on	on	0
work	work	n1	work	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Preach	Preach	vvi	Preach	preach	0
and	and	cc	and	and	0
Print	Print	vvi	Print	print	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
or	or	cc	or	or	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
determine	determine	vvi	determine	determine	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
however	however	c-acp	however	however	0
he	he	pns31	he	he	0
sayes	sayes	vvz	says	say	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
obeyed	obeyed	vvn	obeyed	obey	0
their	their	po32	their	their	0
commands	commands	n2	commands	command	0
;	;	;	;	;	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
laboured	laboured	vvn	laboured	labour	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
lies	lies	vvz	lies	lie	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
void	void	j	void	void	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Arguments	Arguments	n2	Arguments	argument	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
raised	raised	vvn	raised	raise	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
Christs	Christs	npg1	Christs	Christ	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
intention	intention	n1	intention	intention	0
ano	ano	av	anon	anon	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
would	would	vmd	would	will	0
blind	blind	vvi	blind	blind	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
establish	establish	vvi	establish	establish	0
the	the	dt	the	the	0
Doctrines	Doctrines	n2	Doctrines	doctrine	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Traditions	Traditions	n2	Traditions	tradition	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Apostacy	Apostacy	n1	Apostasy	apostasy	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
divers	divers	j	diverse	diverse	0
Constructions	Constructions	n2	Constructions	construction	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
plain	plain	j	plain	plain	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
and	and	cc	and	and	0
interpretation	interpretation	n1	interpretation	interpretation	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
his	his	po31	his	his	0
false	false	j	false	false	0
Assertion	Assertion	n1	Assertion	assertion	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
laid	laid	vvd	laid	lay	0
down	down	a-acp	down	down	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
forbid	forbid	vvi	forbid	forbid	0
all	all	d	all	all	0
swearing	swearing	n-vvg	swearing	swear	0
;	;	;	;	;	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
willingly	willingly	av-j	willingly	willing	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
silent	silent	j	silent	silent	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
over	over	a-acp	over	over	0
and	and	cc	and	and	0
over	over	a-acp	over	over	0
again	again	av	again	again	0
contending	contending	vvg	contending	contend	0
with	with	p-acp	with	with	0
every	every	d	every	every	0
new	new	j	new	new	0
opposer	opposer	n1	opposer	opposer	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
old	old	j	old	old	0
truths	truths	n2	truths	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
believ'd	believ'd	vvn	believed	believe	0
and	and	cc	and	and	0
received	received	vvd	received	receive	0
long	long	av-j	long	long	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Apostacy	Apostacy	n1	Apostasy	apostasy	0
entered	entered	vvd	entered	enter	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
answer'd	answer'd	vvn	answered	answer	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
People	People	n1	People	people	0
I	I	pns11	I	i	0
own	own	vvb	own	own	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
judgment	judgment	n1	judgement	judgement	0
and	and	cc	and	and	0
conversation	conversation	n1	conversation	conversation	0
)	)	)	)	)	0
long	long	vvb	long	long	0
ago	ago	av	ago	ago	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
pass	pass	vvi	pass	pass	0
those	those	d	those	those	0
disadvantages	disadvantages	n2	disadvantages	disadvantage	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
adventered	adventered	vvn	adventered	adventer	0
upon	upon	p-acp	upon	upon	0
;	;	;	;	;	0
our	our	po12	our	our	0
low	low	j	low	low	0
persecuted	persecuted	vvn	persecuted	persecute	0
,	,	,	,	,	0
imprisoned	imprisoned	vvn	imprisoned	imprison	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
manner	manner	n1	manner	manner	0
condemned	condemned	vvd	condemned	condemn	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
exspect	exspect	vvi	expect	expect	0
our	our	po12	our	our	0
words	words	n2	words	word	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
true	true	j	true	true	0
soever	soever	av	soever	soever	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
gain	gain	vvi	gain	gain	0
much	much	d	much	much	0
credit	credit	n1	credit	credit	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
an	an	dt	and	a	0
eminent	eminent	j	eminent	eminent	0
man	man	n1	man	man	0
as	as	p-acp	as	as	0
Doctor	Doctor	n1	Doctor	doctor	0
Smallwood	Smallwood	np1	Smallwood	Smallwood	0
.	.	.	.	.	1
Again	Again	av	Again	again	0
,	,	,	,	,	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lash	lash	n1	lash	lash	0
and	and	cc	and	and	0
severity	severity	n1	severity	severity	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sharp	sharp	j	sharp	sharp	0
law	law	n1	law	law	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
blind	blind	j	blind	blind	0
zeal	zeal	n1	zeal	zeal	0
are	are	vbr	are	be	0
far	far	av-j	far	far	0
more	more	av-dc	more	more	0
ridged	ridged	j-vvn	ridged	ridge	0
and	and	cc	and	and	0
severe	severe	j	severe	severe	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Prosecution	Prosecution	n1	Prosecution	prosecution	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
then	then	av	then	then	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
the	the	dt	the	the	0
supream	supream	j	supreme	supreme	0
enact	enact	vvi	enact	enact	0
∣	∣	sy	∣	∣	0
ors	ors	p-acp	ors	over	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
intentions	intentions	n2	intentions	intention	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
inact	inact	vvi	enact	enact	0
it	it	pn31	it	it	0
;	;	;	;	;	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
discouragement	discouragement	n1	discouragement	discouragement	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
internal	internal	j	internal	internal	0
and	and	cc	and	and	0
eternal	eternal	j	eternal	eternal	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
known	known	vvn	known	know	0
,	,	,	,	,	0
received	received	vvn	received	receive	0
and	and	cc	and	and	0
believed	believed	vvn	believed	believe	0
,	,	,	,	,	0
is	is	vbz	is	be	0
very	very	av	very	very	0
precious	precious	j	precious	precious	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
far	far	av-j	far	far	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
either	either	d	either	either	0
life	life	n1	life	life	0
or	or	cc	or	or	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
have	have	vhb	have	have	0
forfeited	forfeited	vvn	forfeited	forfeit	0
and	and	cc	and	and	0
lost	lost	vvn	lost	lose	0
upon	upon	p-acp	upon	upon	0
Truths	Truths	ng1	Truths	truth	0
account	account	n1	account	account	0
)	)	)	)	)	0
or	or	cc	or	or	0
any	any	d	any	any	0
external	external	j	external	external	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
or	or	cc	or	or	0
outward	outward	j	outward	outward	0
enjoyment	enjoyment	n1	enjoyment	enjoyment	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
lies	lies	vvz	lies	lie	0
at	at	p-acp	at	at	0
stake	stake	n1	stake	stake	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
silent	silent	j	silent	silent	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
thereby	thereby	av	thereby	thereby	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
appear	appear	vvi	appear	appear	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
mens	mens	ng2	men's	man	0
apprehensions	apprehensions	n2	apprehensions	apprehension	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Doctor	Doctor	n1	Doctor	doctor	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
own	own	d	own	own	0
his	his	po31	his	his	0
Arguments	Arguments	n2	Arguments	argument	0
&	&	cc	&	and	0
Reasons	Reasons	n2	Reasons	reason	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
for	for	p-acp	for	for	0
possitive	possitive	j	positive	positive	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
do	do	vdi	do	do	0
no	no	dx	no	no	0
less	less	dc	less	less	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
show	show	vvi	show	show	0
our	our	po12	our	our	0
dislike	dislike	n1	dislike	dislike	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
manifest	manifest	vvi	manifest	manifest	0
the	the	dt	the	the	0
weakness	weakness	n1	weakness	weakness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Arguments	Arguments	n2	Arguments	argument	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
particular	particular	j	particular	particular	0
of	of	pp-f	of	of	0
Swearing	Swearing	vvg	Swearing	swear	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
strained	strained	vvn	strained	strain	0
very	very	av	very	very	0
hard	hard	av-j	hard	hard	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
his	his	po31	his	his	0
Assertion	Assertion	n1	Assertion	assertion	0
,	,	,	,	,	0
that	that	cst	that	that	0
Oaths	Oaths	n2	Oaths	oath	0
may	may	vmb	may	may	0
lawfully	lawfully	av-j	lawfully	lawful	0
he	he	pns31	he	he	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
Christi	Christi	np1	Christi	Christi	0
¦	¦	sy	¦	¦	0
ans	ans	fw-fr	ans	ans	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
cases	cases	n2	cases	case	0
,	,	,	,	,	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
Christs	Christs	npg1	Christs	Christ	0
prohibition	prohibition	n1	prohibition	prohibition	0
and	and	cc	and	and	0
command	command	n1	command	command	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
how	how	q-crq	how	how	0
little	little	j	little	little	0
effect	effect	n1	effect	effect	0
or	or	cc	or	or	0
force	force	vvi	force	force	0
his	his	po31	his	his	0
Reasons	Reasons	n2	Reasons	reason	0
are	are	vbr	are	be	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
see	see	vvi	see	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
although	although	cs	although	although	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
be	be	vbi	be	be	0
looked	looked	vvn	looked	look	0
upon	upon	p-acp	upon	upon	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
force	force	n1	force	force	0
to	to	pc-acp	to	to	0
convince	convince	vvi	convince	convince	0
all	all	d	all	all	0
