YOur	YOur	po22	YOur	your	0
Sea	Sea	n1	Sea	sea	0
customes	customes	n2	customs	custom	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
directions	directions	n2	directions	direction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
and	and	cc	and	and	0
Maritime	Maritime	j	Maritime	maritime	0
Laws	Laws	n2	Laws	law	0
.	.	.	.	.	1
I	I	pns11	I	i	0
held	held	vvd	held	hold	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
recollect	recollect	vvi	recollect	recollect	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Papers	Papers	n2	Papers	paper	0
,	,	,	,	,	0
and	and	cc	and	and	0
reduce	reduce	vvi	reduce	reduce	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
method	method	n1	method	method	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
clearing	clearing	n-vvg	clearing	clear	0
those	those	d	those	those	0
objections	objections	n2	objections	objection	0
which	which	r-crq	which	which	0
hitherto	hitherto	av	hitherto	hitherto	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
and	and	cc	and	and	0
still	still	av	still	still	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
either	either	av-d	either	either	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
antiquity	antiquity	n1	antiquity	antiquity	0
or	or	cc	or	or	0
extent	extent	n1	extent	extent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
High	High	j	High	high	0
Admiral	Admiral	n1	Admiral	admiral	0
his	his	po31	his	his	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
in	in	p-acp	in	in	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
ritime	ritime	j	ritime	ritime	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
or	or	cc	or	or	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
decision	decision	n1	decision	decision	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Sea	Sea	n1	Sea	sea	0
customes	customes	n2	customs	custom	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
Law	Law	n1	Law	law	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
observed	observed	vvn	observed	observe	0
this	this	d	this	this	0
Nati	Nati	np1	Nati	Nati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
hath	hath	vhz	hath	have	0
happily	happily	av-j	happily	happy	0
flourished	flourished	vvn	flourished	flourish	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
that	that	cst	that	that	0
happy	happy	j	happy	happy	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Land	Land	n1	Land	land	0
affairs	affairs	n2	affairs	affair	0
by	by	p-acp	by	by	0
its	its	po31	its	its	0
municipal	municipal	j	municipal	municipal	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
practiced	practiced	vvd	practiced	practise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
Law	Law	n1	Law	law	0
Courts	Courts	vvz	Courts	court	0
;	;	;	;	;	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
prospered	prospered	vvn	prospered	prosper	0
and	and	cc	and	and	0
been	been	vbn	been	be	0
enriched	enriched	vvn	enriched	enrich	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
Navies	Navies	n2	Navies	navy	0
,	,	,	,	,	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
and	and	cc	and	and	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
merce	merce	n1	merce	merce	0
under	under	p-acp	under	under	0
that	that	d	that	that	0
exact	exact	j	exact	exact	0
Government	Government	n1	Government	government	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
ordered	ordered	vvn	ordered	order	0
and	and	cc	and	and	0
guided	guided	vvn	guided	guide	0
all	all	d	all	all	0
Maritime	Maritime	j	Maritime	maritime	0
businesses	businesses	n2	businesses	business	0
and	and	cc	and	and	0
Sea	Sea	n1	Sea	sea	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
and	and	cc	and	and	0
Maritime	Maritime	j	Maritime	maritime	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Customes	Customes	n2	Customs	custom	0
(	(	(	(	(	0
corresponding	corresponding	vvg	corresponding	correspond	0
,	,	,	,	,	0
agreeing	agreeing	vvg	agreeing	agree	0
,	,	,	,	,	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
Forreign	Forreign	j	Foreign	foreign	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
suitable	suitable	j	suitable	suitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
negotiations	negotiations	n2	negotiations	negotiation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
)	)	)	)	)	0
exercised	exercised	vvd	exercised	exercise	0
and	and	cc	and	and	0
practised	practised	vvn	practised	practise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
High	High	j	High	high	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
Admiralty	Admiralty	n1	Admiralty	admiralty	0
:	:	:	:	:	0
The	The	dt	The	the	0
design	design	n1	design	design	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
propound	propound	vvi	propound	propound	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
how	how	c-crq	how	how	0
necessary	necessary	j	necessary	necessary	0
and	and	cc	and	and	0
fitting	fitting	vvg	fitting	fit	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
power	power	n1	power	power	0
and	and	cc	and	and	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Court	Court	n1	Court	court	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
longer	longer	jc	longer	long	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
ject	ject	n1	ject	ject	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
interruptions	interruptions	n2	interruptions	interruption	0
;	;	;	;	;	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
expedient	expedient	j	expedient	expedient	0
it	it	pn31	it	it	0
now	now	av	now	now	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
rights	rights	n2-jn	rights	right	0
and	and	cc	and	and	0
privileges	privileges	n2	privileges	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
ancient	ancient	j	ancient	ancient	0
Customes	Customes	n2	Customs	custom	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
all	all	d	all	all	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
merce	merce	n1	merce	merce	0
and	and	cc	and	and	0
Navigation	Navigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
upheld	upheld	vvn	upheld	uphold	0
▪	▪	▪	▪	▪	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
cisely	cisely	av-j	cisely	cise	0
and	and	cc	and	and	0
strictly	strictly	av-j	strictly	strict	0
preserved	preserved	vvn	preserved	preserve	0
and	and	cc	and	and	0
maintained	maintained	vvn	maintained	maintain	0
:	:	:	:	:	0
That	That	cst	That	that	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
antiquity	antiquity	n1	antiquity	antiquity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Admirals	Admirals	ng1	Admirals	admiral	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
ancient	ancient	j	ancient	ancient	0
Records	Records	n2	Records	record	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Tower	Tower	n1	Tower	tower	0
:	:	:	:	:	0
Next	Next	ord	Next	next	0
the	the	dt	the	the	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
extent	extent	n1	extent	extent	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
and	and	cc	and	and	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sary	sary	j	sary	sary	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
divers	divers	j	diverse	diverse	0
respects	respects	n2	respects	respect	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavonred	endeavonred	n1	endeavonred	endeavonred	0
neither	neither	av-d	neither	neither	0
to	to	pc-acp	to	to	0
eclipse	eclipse	vvi	eclipse	eclipse	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
power	power	n1	power	power	0
,	,	,	,	,	0
or	or	cc	or	or	0
least	least	av-ds	least	least	0
right	right	j-jn	right	right	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Muncipall	Muncipall	j-jn	Muncipall	muncipall	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
sort	sort	n1	sort	sort	0
to	to	pc-acp	to	to	0
detract	detract	vvi	detract	detract	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
renown	renown	n1	renown	renown	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
Learned	Learned	j	Learned	learned	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
fessors	fessors	zz	fessors	fessors	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hope	hope	vvb	hope	hope	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
manifested	manifested	vvn	manifested	manifest	0
that	that	d	that	that	0
the	the	dt	the	the	0
upholding	upholding	vvg	upholding	uphold	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
Jurisdictions	Jurisdictions	n2	Jurisdictions	jurisdiction	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
straining	straining	vvg	straining	strain	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
proper	proper	j	proper	proper	0
limits	limits	n2	limits	limit	0
and	and	cc	and	and	0
confines	confines	n2	confines	confine	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
advantagious	advantagious	j	advantageous	advantageous	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
suf	suf	n1	suf	suf	0
∣	∣	sy	∣	∣	0
fering	fering	vvg	fearing	fear	0
eitber	eitber	j-jn	eitber	eitb	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
swallow	swallow	vvi	swallow	swallow	0
up	up	a-acp	up	up	0
or	or	cc	or	or	0
devour	devour	vvi	devour	devour	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
pleased	pleased	vvn	pleased	please	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
this	this	d	this	this	0
unpolished	unpolished	j	unpolished	unpolished	0
work	work	n1	work	work	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Servant	Servant	n1	Servant	servant	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
same	same	d	same	same	0
is	is	vbz	is	be	0
dedicated	dedicated	vvn	dedicated	dedicate	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Self	Self	n1	Self	self	0
.	.	.	.	.	1
