¶	¶	¶	¶	¶	0
oporteret	oporteret	fw-la	oporteret	oporteret	0
,	,	,	,	,	0
tune	tune	n1	tune	tune	0
vivere	vivere	fw-la	vivere	vivere	0
puderet	puderet	fw-la	puderet	puderet	0
;	;	;	;	;	0
We	We	pns12	We	we	0
are	are	vbr	are	be	0
fallen	fallen	vvn	fallen	fall	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
times	times	n2	times	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
most	most	av-ds	most	most	0
flourish	flourish	vvi	flourish	flourish	0
,	,	,	,	,	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
asha	asha	n1	asha	asha	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
Christian	Christian	np1	Christian	Christian	0
mans	mans	vvz	men	man	0
heart	heart	n1	heart	heart	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
grieued	grieued	vvn	grieved	grieve	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oathes	oathes	n2	oaths	oath	0
that	that	cst	that	that	0
abound	abound	vvb	abound	abound	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vsurie	vsurie	n1	usury	usury	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
practised	practised	vvn	practised	practise	0
amongst	amongst	p-acp	among	among	0
men	men	n2	men	man	0
?	?	?	?	?	0
but	but	cc-acp	but	but	0
how	how	q-crq	how	how	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
swarme	swarme	n1	swarm	swarm	0
and	and	cc	and	and	0
abound	abound	vvi	abound	abound	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
pietie	pietie	n1	piety	piety	0
:	:	:	:	:	0
shall	shall	vmb	shall	shall	0
Atheists	Atheists	n2	Atheists	atheist	0
striue	striue	vvi	strive	strive	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
dee	dee	zz	dee	dee	0
∣	∣	sy	∣	∣	0
pest	pest	n1	pest	pest	0
damnation	damnation	n1	damnation	damnation	0
and	and	cc	and	and	0
greatest	greatest	js	greatest	great	0
torments	torments	n2	torments	torment	0
in	in	p-acp	in	in	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
striue	striue	vvi	strive	strive	0
to	to	p-acp	to	to	0
sinne	sinne	n1	sin	sin	0
most	most	ds	most	most	0
damna	damna	n1	damna	damna	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
striue	striue	vvb	strive	strive	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
grace	grace	vvi	grace	grace	0
?	?	?	?	?	1
Salo	Salo	np1	Salo	Salo	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
4.	4.	crd	4.	4.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prov.	Prov.	np1	Prov.	Prov.	0
&	&	cc	&	and	0
19.	19.	crd	19.	19	0
v.	v.	n1	v.	v.	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
shineth	shineth	vvz	shines	shine	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
light	light	n1	light	light	0
that	that	cst	that	that	0
shineth	shineth	vvz	shines	shine	0
more	more	dc	more	more	0
&	&	cc	&	and	0
more	more	av-dc	more	more	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
day	day	n1	day	day	0
,	,	,	,	,	0
signifying	signifying	vvg	signifying	signify	0
that	that	cst	that	that	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
increase	increase	n1	increase	increase	0
daily	daily	av-j	daily	daily	0
in	in	p-acp	in	in	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
eternall	eternall	j	eternal	eternal	0
happines	happines	n1	happiness	happiness	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
viatores	viatores	n2	viatores	viator	0
,	,	,	,	,	0
trauellers	trauellers	n2	travellers	traveller	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
daily	daily	av-j	daily	daily	0
trauell	trauell	vvi	travel	travel	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
neere	neere	av-j	near	near	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
iournies	iournies	ng1	journeys	journey	0
end	end	n1	end	end	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
euerlasting	euerlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
.	.	.	.	.	1
The	The	dt	The	the	0
Schoole	Schoole	n1	School	school	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
make	make	vvi	make	make	0
three	three	crd	three	three	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
charitie	charitie	n1	charity	charity	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
beginners	beginners	n2	beginners	beginner	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
:	:	:	:	:	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
proceede	proceede	vvb	proceed	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
the	the	dt	the	the	0
third	third	ord	third	three	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
perfect	perfect	j	perfect	perfect	0
:	:	:	:	:	0
now	now	av	now	now	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
striue	striue	vvi	strive	strive	0
to	to	p-acp	to	to	0
perfection	perfection	n1	perfection	perfection	0
.	.	.	.	.	1
Optatus	Optatus	np1	Optatus	Optatus	0
spea	spea	uh	spea	spea	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
Onely	Onely	av-j	Only	only	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
Lib.	Lib.	np1	Lib.	Lib.	1
2.	2.	crd	2.	2.	0
caete	caete	j	caete	caete	0
∣	∣	sy	∣	∣	0
ri	ri	zz	ri	ri	0
omnes	omnes	fw-la	omnes	omnes	0
semi	semi	j	semi	semi	0
perfecti	perfecti	n1	perfection	perfection	0
sumus	sumus	fw-la	sumus	sumus	0
,	,	,	,	,	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
halfe	halfe	j-jn	half	half	0
perfect	perfect	j	perfect	perfect	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
furthe	furthe	av	forth	forth	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
progresse	progresse	n1	progress	progress	0
in	in	p-acp	in	in	0
pietie	pietie	n1	piety	piety	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
penned	penned	vvn	penned	pen	0
this	this	d	this	this	0
briefe	briefe	j	brief	brief	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
deliuered	deliuered	vvn	delivered	deliver	0
in	in	p-acp	in	in	0
sermons	sermons	n2	sermons	sermon	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
parish	parish	n1	parish	parish	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
Treatise	Treatise	n1	Treatise	treatise	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
inserted	inserted	vvn	inserted	insert	0
authorities	authorities	n2	authorities	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
then	then	av	then	then	0
I	I	pns11	I	i	0
v	v	vmb	v	shall	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
causes	causes	n2	causes	cause	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
penned	penned	vvn	penned	pen	0
this	this	d	this	this	0
briefe	briefe	j	brief	brief	0
Treatise	Treatise	n1	Treatise	treatise	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benesit	benesit	vvz	benesit	benesit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
chiefe	chiefe	j-jn	chief	chief	0
care	care	n1	care	care	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
flie	flie	vvi	fly	fly	0
the	the	dt	the	the	0
corruptions	corruptions	n2	corruptions	corruption	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
godlines	godlines	n1	godliness	godliness	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
carefull	carefull	j	careful	careful	0
vsing	vsing	vvg	using	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
here	here	av	here	here	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
can	can	vmb	can	can	0
testifie	testifie	vvi	testify	testify	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
infinite	infinite	j	infinite	infinite	0
goodnes	goodnes	n1	goodness	goodness	0
graunt	graunt	vvi	grant	grant	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
continue	continue	vvi	continue	continue	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
liues	liues	ng1	lives	life	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
sic	sic	fw-la	sic	sic	0
itur	itur	fw-la	itur	itur	0
ad	ad	fw-la	ad	ad	0
astra	astra	fw-la	astra	astra	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
heauen	heauen	n1	heaven	heaven	0
.	.	.	.	.	1
