MAny	MAny	av-d	MAny	many	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
receiued	receiued	j-vvn	received	receive	0
Grammar	Grammar	n1	Grammar	grammar	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
approued	approued	j-vvn	approved	approve	0
Schoole	Schoole	n1	School	school	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
vniuersally	vniuersally	av-j	universally	universal	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
both	both	d	both	both	0
Maisters	Maisters	n2	Masters	master	0
and	and	cc	and	and	0
Scholars	Scholars	n2	Scholars	scholar	0
may	may	vmb	may	may	0
proceede	proceede	vvi	proceed	proceed	0
with	with	p-acp	with	with	0
delight	delight	n1	delight	delight	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
good	good	j	good	good	0
Learning	Learning	n1	Learning	learning	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
happily	happily	av-j	happily	happy	0
forward	forward	av-j	forward	forward	0
.	.	.	.	.	1
So	So	av	So	so	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
father	father	n1	father	father	0
in	in	p-acp	in	in	0
law	law	n1	law	law	0
M.	M.	n1	M.	m.	0
Chaderton	Chaderton	np1	Chaderton	Chaderton	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
to	to	pc-acp	to	to	0
peruse	peruse	vvi	peruse	peruse	0
som	som	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
afford	afford	vvi	afford	afford	0
me	me	pno11	me	i	0
his	his	po31	his	his	0
iudgement	iudgement	n1	judgement	judgement	0
and	and	cc	and	and	0
censure	censure	n1	censure	censure	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
also	also	av	also	also	0
beene	beene	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
affoord	affoord	vvi	afford	afford	0
some	some	d	some	some	0
principal	principal	j-jn	principal	principal	0
experiments	experiments	n2	experiments	experiment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
himselfe	himselfe	px31	himself	himself	0
hath	hath	vhz	hath	have	0
obserued	obserued	vvn	observed	observe	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
therefore	therefore	av	therefore	therefore	0
can	can	vmb	can	can	0
isike	isike	n1	isike	isike	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
dedicate	dedicate	vvb	dedicate	dedicate	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
this	this	d	this	this	0
first	first	ord	first	first	0
Ground	Ground	n1	Ground	ground	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
grammar	grammar	n1	grammar	grammar	0
school	school	n1	school	school	0
,	,	,	,	,	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
questions	questions	n2	questions	question	0
?	?	?	?	?	1
Which	Which	r-crq	Which	which	0
being	being	vbg	being	be	0
rightly	rightly	av-jn	rightly	right	0
laied	laied	vvn	laid	lay	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
concluded	concluded	vvn	concluded	conclude	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ioynt	ioynt	j	joint	joint	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
building	building	n1	building	building	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
goe	goe	vvi	go	go	0
most	most	av-ds	most	most	0
happily	happily	av-j	happily	happy	0
forward	forward	j	forward	forward	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
be	be	vbb	be	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
affirme	affirme	vvi	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
schollar	schollar	n1	scholar	scholar	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
aptnesse	aptnesse	n1	aptness	aptness	0
,	,	,	,	,	0
being	being	vbg	being	be	0
made	made	vvn	made	make	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
questions	questions	n2	questions	question	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Accidence	Accidence	n1	Accidence	accidence	0
and	and	cc	and	and	0
Grammar	Grammar	n1	Grammar	grammar	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
soon	soon	av	soon	soon	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
learne	learne	vvi	learn	learn	0
the	the	dt	the	the	0
bare	bare	j	bore	bare	0
rules	rules	n2	rules	rule	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
much	much	av-d	much	much	0
sooner	sooner	av-c	sooner	soon	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
such	such	d	such	such	0
a	a	dt	a	a	0
furtherance	furtherance	n1	furtherance	furtherance	0
to	to	pc-acp	to	to	0
attaine	attaine	vvi	attain	attain	0
those	those	d	those	those	0
sixe	sixe	crd	sixe	six	0
helps	helps	n2	helps	help	0
of	of	pp-f	of	of	0
Lear	Lear	np1	Lear	Lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wise	wise	j	wise	wise	0
Socrates	Socrates	np1	Socrates	Socrates	0
so	so	av	so	so	0
much	much	d	much	much	0
commands	commands	n2	commands	command	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
go	go	vvi	go	go	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
ease	ease	n1	ease	ease	0
and	and	cc	and	and	0
cheerefulnesse	cheerefulnesse	n1	cheerfulness	cheerfulness	0
euer	euer	av	ever	ever	0
after	after	a-acp	after	after	0
.	.	.	.	.	1
That	That	cst	That	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
fully	fully	av-j	fully	full	0
perswade	perswade	vvi	persuade	persuade	0
all	all	d	all	all	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
heerof	heerof	av	hereof	hereof	0
;	;	;	;	;	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
first	first	ord	first	first	0
rehearse	rehearse	vvi	rehearse	rehearse	0
all	all	d	all	all	0
the	the	dt	the	the	0
seauen	seauen	crd	seauen	seven	0
marks	marks	n2	marks	mark	0
which	which	r-crq	which	which	0
Socrates	Socrates	np1	Socrates	Socrates	0
giueth	giueth	vvz	gives	give	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
fitted	fitted	vvn	fitted	fit	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
schollar	schollar	n1	scholar	scholar	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
learned	learned	j	learned	learned	0
schoole-maister	schoole-maister	n1	schoolmaster	schoolmaster	0
M.	M.	n1	M.	m.	0
Askam	Askam	np1	Askam	Askam	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
them	them	pno32	them	they	0
downe	downe	a-acp	down	down	0
.	.	.	.	.	1
His	His	po31	His	his	0
hopefull	hopefull	j	hopeful	hopeful	0
schollar	schollar	n1	scholar	scholar	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
1.	1.	crd	1.	1.	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
expounds	expounds	vvz	expounds	expound	0
it	it	pn31	it	it	0
,	,	,	,	,	0
one	one	crd	one	one	0
apt	apt	j	apt	apt	0
of	of	pp-f	of	of	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
and	and	cc	and	and	0
hauing	hauing	vhg	having	have	0
all	all	d	all	all	0
qualities	qualities	n2	qualities	quality	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
,	,	,	,	,	0
meete	meete	vvb	meet	meet	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
Learning	Learning	n1	Learning	learning	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
,	,	,	,	,	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
will	will	n1	will	will	0
,	,	,	,	,	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
voice	voice	n1	voice	voice	0
,	,	,	,	,	0
face	face	n1	face	face	0
,	,	,	,	,	0
stature	stature	n1	stature	stature	0
&	&	cc	&	and	0
comlinesse	comlinesse	n1	comeliness	comeliness	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
memorie	memorie	n1	memory	memory	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
▪	▪	▪	▪	▪	0
a	a	dt	a	a	0
louer	louer	n1	lover	lover	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
loue	loue	n1	love	love	0
will	will	vmb	will	will	0
ouercome	ouercome	vvi	overcome	overcome	0
the	the	dt	the	the	0
hardest	hardest	js	hardest	hard	0
learning	learning	n1	learning	learning	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
:	:	:	:	:	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
the	the	dt	the	the	0
schollar	schollar	n1	scholar	scholar	0
shal	shal	vmb	shall	shall	0
ne	ne	fw-fr	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
attaine	attaine	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
much	much	d	much	much	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
,	,	,	,	,	0
a	a	dt	a	a	0
louer	louer	n1	lover	lover	0
of	of	pp-f	of	of	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
one	one	pi	one	one	0
who	who	r-crq	who	who	0
still	still	av	still	still	0
take	take	vvb	take	take	0
paines	paines	n2	pains	pain	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
book	book	n1	book	book	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
and	and	cc	and	and	0
learne	learne	vvi	learn	learn	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
moue	moue	vvi	move	move	0
questi	questi	n1	question	question	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
dsirous	dsirous	j	dsirous	dsirous	0
to	to	pc-acp	to	to	0
searche	searche	vvi	search	search	0
out	out	av	out	out	0
any	any	d	any	any	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
nor	nor	ccx	nor	nor	0
afraid	afraid	j	afraid	afraid	0
to	to	pc-acp	to	to	0
aske	aske	vvi	ask	ask	0
,	,	,	,	,	0
vntill	vntill	c-acp	until	until	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
fully	fully	av-j	fully	full	0
satisfied	satisfied	vvn	satisfied	satisfy	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
loueth	loueth	vvz	loves	love	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
praised	praised	vvn	praised	praise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
maister	maister	n1	master	master	0
,	,	,	,	,	0
or	or	cc	or	or	0
others	others	n2-jn	others	other	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
well	well	av	well	well	0
doing	doing	vdg	doing	do	0
.	.	.	.	.	1
A	A	dt	A	a	0
childe	childe	n1	child	child	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
thus	thus	av	thus	thus	0
louing	louing	vvg	loving	love	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
will	will	vmb	will	will	0
feruently	feruently	av-j	fervently	fervent	0
loue	loue	vvi	love	love	0
and	and	cc	and	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
desire	desire	vvb	desire	desire	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
gladly	gladly	av-j	gladly	glad	0
labour	labour	n1	labour	labour	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
willingly	willingly	av-j	willingly	willing	0
learne	learne	vvi	learn	learn	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
boldly	boldly	av-j	boldly	bold	0
aske	aske	vvb	ask	ask	0
any	any	d	any	any	0
doubt	doubt	n1	doubt	doubt	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
for	for	p-acp	for	for	0
thse	thse	d	thse	these	0
helps	helps	n2	helps	help	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
two	two	crd	two	two	0
first	first	ord	first	first	0
bee	bee	vbi	be	be	0
speciall	speciall	j	special	special	0
benefits	benefits	n2	benefits	benefit	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
creased	creased	vvn	creased	crease	0
and	and	cc	and	and	0
preserued	preserued	vvn	preserved	preserve	0
(	(	(	(	(	0
chiefly	chiefly	av-jn	chiefly	chief	0
the	the	dt	the	the	0
Memory	Memory	n1	Memory	memory	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
perfect	perfect	j	perfect	perfect	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstanding	derstanding	n1	derstanding	derstanding	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
of	of	pp-f	of	of	0
Grammar	Grammar	n1	Grammar	grammar	0
;	;	;	;	;	0
thorough	thorough	p-acp	through	through	0
this	this	d	this	this	0
plaine	plaine	j	plain	plain	0
order	order	n1	order	order	0
,	,	,	,	,	0
so	so	av	so	so	0
directly	directly	av-j	directly	direct	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
agreeing	agreeing	vvg	agreeing	agree	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Accidence	Accidence	n1	Accidence	accidence	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
fiue	fiue	crd	fiue	five	0
last	last	ord	last	last	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
will	will	vmb	will	will	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
meanes	meanes	n2	means	mean	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
more	more	av-dc	more	more	0
speedily	speedily	av-j	speedily	speedy	0
be	be	vbi	be	be	0
wrought	wrought	vvn	wrought	wrought	0
,	,	,	,	,	0
and	and	cc	and	and	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
children	children	n2	children	child	0
,	,	,	,	,	0
then	then	av	then	then	0
heerby	heerby	av	hereby	hereby	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
answere	answere	vvi	answer	answer	0
so	so	av	so	so	0
readily	readily	av-j	readily	ready	0
