AFter	AFter	p-acp	AFter	after	0
the	the	dt	the	the	0
liberalite	liberalite	n1	liberality	liberality	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
father	father	n1	father	father	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
vnsemely	vnsemely	j	unseemly	unseemly	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
father	father	n1	father	father	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
serued	serued	vvn	served	serve	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chylde	chylde	n1	child	child	0
vnterned	vnterned	vvn	vnterned	vntern	0
,	,	,	,	,	0
the	the	dt	the	the	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lyberal	lyberal	j	liberal	liberal	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chyld	chyld	n1	child	child	0
prodigal	prodigal	j-jn	prodigal	prodigal	0
the	the	dt	the	the	0
father	father	n1	father	father	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
mylde	mylde	j	mild	mild	0
and	and	cc	and	and	0
meke	meke	j	meek	meek	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chylde	chylde	n1	child	child	0
vngentle	vngentle	j	ungentle	ungentle	0
and	and	cc	and	and	0
churlyshe	churlyshe	j	churlish	churlish	0
,	,	,	,	,	0
Therfore	Therfore	av	Therefore	therefore	0
I	I	pns11	I	i	0
woulde	woulde	vmd	would	will	0
exhorte	exhorte	vvi	exhort	exhort	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
your	your	po22	your	your	0
ten	ten	crd	ten	ten	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
age	age	n1	age	age	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
apply	apply	vvi	apply	apply	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
youre	youre	po22	your	your	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
honor	honor	vvi	honour	honour	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
god	god	n1	god	god	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
erudicion	erudicion	n1	erudition	erudition	0
&	&	cc	&	and	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
honor	honor	vvi	honour	honour	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
obeye	obeye	vvi	obey	obey	0
youre	youre	po22	your	your	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
rentes	rentes	n2	rents	rent	0
and	and	cc	and	and	0
elders	elders	n2-jn	elders	elder	0
,	,	,	,	,	0
&	&	cc	&	and	0
continually	continually	av-j	continually	continual	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
God	God	np1	God	God	0
the	the	dt	the	the	0
geuer	geuer	n1	giver	giver	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
goodnes	goodnes	n1	goodness	goodness	0
,	,	,	,	,	0
fo	fo	n1	foe	foe	0
;	;	;	;	;	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
ye	ye	pn22	you	you	0
prosper	prosper	vvi	prosper	prosper	0
both	both	d	both	both	0
spiritually	spiritually	av-j	spiritually	spiritual	0
,	,	,	,	,	0
and	and	cc	and	and	0
temporally	temporally	av-j	temporally	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
obtaine	obtaine	vvi	obtain	obtain	0
the	the	dt	the	the	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
bothe	bothe	d	both	both	0
of	of	a-acp	of	off	0
in	in	p-acp	in	in	0
nine	nine	crd	nine	nine	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
immortall	immortall	j	immortal	immortal	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
encrease	encrease	vvi	increase	increase	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
kepe	kepe	vvb	keep	keep	0
you	you	pn22	you	you	0
.	.	.	.	.	1
