FOrasmuche	FOrasmuche	av	Forasmuch	forasmuch	0
mainteinaunce	mainteinaunce	n1	mainteinaunce	mainteinaunce	0
,	,	,	,	,	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
or	or	cc	or	or	0
blessednesse	blessednesse	n1	blessedness	blessedness	0
,	,	,	,	,	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nue	nue	n1	nue	nue	0
,	,	,	,	,	0
or	or	cc	or	or	0
remaine	remaine	vvi	remain	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
creatures	creatures	n2	creatures	creature	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
vppon	vppon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
beneath	beneath	a-acp	beneath	beneath	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
below	below	a-acp	below	below	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
the	the	dt	the	the	0
especiall	especiall	j	especial	especial	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
heauens	heauens	n2	heavens	heaven	0
,	,	,	,	,	0
do	do	vdb	do	do	0
vpholde	vpholde	vvi	uphold	uphold	0
,	,	,	,	,	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
and	and	cc	and	and	0
preserue	preserue	vvi	preserve	preserve	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
humane	humane	j	humane	humane	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
uine	uine	n1	vine	vine	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
Princely	Princely	j	Princely	princely	0
rule	rule	n1	rule	rule	0
.	.	.	.	.	1
The	The	dt	The	the	0
supercelestiall	supercelestiall	j	supercelestial	supercelestial	0
or	or	cc	or	or	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
graces	graces	n2	graces	grace	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
are	are	vbr	are	be	0
ve	ve	pns12	we	we	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
manifestly	manifestly	av-j	manifestly	manifest	0
knowen	knowen	vvn	known	know	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
wonderfull	wonderfull	j	wonderful	wonderful	0
workes	workes	n2	works	work	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
The	The	dt	The	the	0
said	said	j-vvn	said	say	0
graces	graces	n2	graces	grace	0
are	are	vbr	are	be	0
three	three	crd	three	three	0
,	,	,	,	,	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mercie	Mercie	n1	Mercy	mercy	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
things	things	n2	things	thing	0
spring	spring	vvi	spring	spring	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
things	things	n2	things	thing	0
stande	stande	vvi	stand	stand	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
ruled	ruled	vvn	ruled	rule	0
.	.	.	.	.	1
Power	Power	n1	Power	power	0
maketh	maketh	vvz	makes	make	0
,	,	,	,	,	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
guideth	guideth	vvz	guideth	guide	0
,	,	,	,	,	0
&	&	cc	&	and	0
Mercie	Mercie	n1	Mercy	mercy	0
preserueth	preserueth	vvz	preserveth	preserve	0
.	.	.	.	.	1
Which	Which	q-crq	Which	which	0
three	three	crd	three	three	0
as	as	p-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
that	that	cst	that	that	0
cānot	cānot	vmbx	cannot	can	0
be	be	vbi	be	be	0
vttered	vttered	vvn	uttered	utter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
saith	saith	vvz	says	say	0
Hugo	Hugo	np1	Hugo	Hugo	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
working	working	vvg	working	work	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
sundred	sundred	vvn	sundered	sunder	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
affyrmeth	affyrmeth	vvz	affirmeth	affirm	0
Athanasius	Athanasius	np1	Athanasius	Athanasius	0
.	.	.	.	.	0
)	)	)	)	)	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
distinction	distinction	n1	distinction	distinction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
vnderstood	vnderstood	vvn	understood	understand	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
of	of	pp-f	of	of	0
workes	workes	n2	works	work	0
.	.	.	.	.	1
Power	Power	n1	Power	power	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mercie	mercie	n1	mercy	mercy	0
doth	doth	vdz	does	do	0
wisely	wisely	av-j	wisely	wise	0
make	make	vvi	make	make	0
.	.	.	.	.	1
Wisedome	Wisedome	n1	Wisdom	wisdom	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
doth	doth	vdz	does	do	0
mercifully	mercifully	av-j	mercifully	merciful	0
guide	guide	vvi	guide	guide	0
.	.	.	.	.	1
Mercie	Mercie	n1	Mercy	mercy	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
doth	doth	vdz	does	do	0
mightely	mightely	av-j	mightily	mighty	0
preserue	preserue	vvi	preserve	preserve	0
.	.	.	.	.	1
The	The	dt	The	the	0
infinitenesse	infinitenesse	n1	infiniteness	infiniteness	0
of	of	pp-f	of	of	0
creatures	creatures	n2	creatures	creature	0
doeth	doeth	vdz	doth	do	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
power	power	n1	power	power	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
noted	noted	vvn	noted	note	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
and	and	cc	and	and	0
greatnesse	greatnesse	n1	greatness	greatness	0
.	.	.	.	.	1
The	The	dt	The	the	0
beautie	beautie	n1	beauty	beauty	0
doth	doth	vdz	does	do	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
by	by	p-acp	by	by	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
moouing	moouing	vvg	moving	move	0
,	,	,	,	,	0
shape	shape	n1	shape	shape	0
and	and	cc	and	and	0
qualitie	qualitie	n1	quality	quality	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
perceiued	perceiued	vvn	perceived	perceive	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
profitablenesse	profitablenesse	n1	profitableness	profitableness	0
,	,	,	,	,	0
the	the	dt	the	the	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
maye	maye	vmb	may	may	0
bee	bee	vbi	be	be	0
viewed	viewed	vvn	viewed	view	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
delightsome	delightsome	j	delightsome	delightsome	0
,	,	,	,	,	0
fitte	fitte	n1	fit	fit	0
,	,	,	,	,	0
commodious	commodious	j	commodious	commodious	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
Celestiall	Celestiall	j	Celestial	celestial	0
graces	graces	n2	graces	grace	0
or	or	cc	or	or	0
powers	powers	n2	powers	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
be	be	vbi	be	be	0
three	three	crd	three	three	0
,	,	,	,	,	0
Motion	Motion	n1	Motion	motion	0
,	,	,	,	,	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
Influence	Influence	n1	Influence	influence	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
things	things	n2	things	thing	0
compounded	compounded	vvn	compounded	compound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
Ele	Ele	n1	Ele	eye	0
∣	∣	sy	∣	∣	0
mentes	mentes	n1	mentes	mentes	0
throughe	throughe	p-acp	through	through	0
mutuall	mutuall	j	mutual	mutual	0
interchange	interchange	n1	interchange	interchange	0
do	do	vdb	do	do	0
growe	growe	vvi	grow	grow	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
three	three	crd	three	three	0
do	do	vdb	do	do	0
their	their	po32	their	their	0
actions	actions	n2	actions	action	0
consiste	consiste	vvi	consist	consist	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
three	three	crd	three	three	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
all	all	d	all	all	0
qualited	qualited	vvn	qualitied	quality	0
.	.	.	.	.	1
Motion	Motion	n1	Motion	motion	0
ingendreth	ingendreth	vvz	engendereth	engender	0
,	,	,	,	,	0
Light	Light	n1	Light	light	0
shapeth	shapeth	vvz	shapeth	shape	0
and	and	cc	and	and	0
sheweth	sheweth	vvz	shows	show	0
,	,	,	,	,	0
Influence	Influence	n1	Influence	influence	0
disposeth	disposeth	vvz	disposeth	dispose	0
or	or	cc	or	or	0
qualiteth	qualiteth	vvz	qualiteth	qualit	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
three	three	crd	three	three	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
bodies	bodies	n2	bodies	body	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
that	that	cst	that	that	0
dayly	dayly	av-j	daily	daily	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
perceiued	perceiued	vvn	perceived	perceive	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
affirme	affirme	vvi	affirm	affirm	0
Hermes	Hermes	np1	Hermes	Hermes	0
,	,	,	,	,	0
Thales	Thales	np1	Thales	Thales	0
and	and	cc	and	and	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
)	)	)	)	)	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
working	working	vvg	working	work	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
deuided	deuided	vvn	divided	divide	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
sheweth	sheweth	vvz	shows	show	0
Ptolomeus	Ptolomeus	np1	Ptolomeus	Ptolemaeus	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Astronomers	Astronomers	n2	Astronomers	astronomer	0
.	.	.	.	.	0
)	)	)	)	)	1
Motion	Motion	n1	Motion	motion	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
influence	influence	n1	influence	influence	0
doth	doth	vdz	does	do	0
lightly	lightly	av-j	lightly	light	0
ingender	ingender	vvi	engender	engender	0
.	.	.	.	.	1
Light	Light	n1	Light	light	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
doth	doth	vdz	does	do	0
comely	comely	j	comely	comely	0
shape	shape	n1	shape	shape	0
or	or	cc	or	or	0
shewe	shewe	vvi	show	show	0
.	.	.	.	.	1
Influence	Influence	n1	Influence	influence	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
doeth	doeth	vdz	doth	do	0
notably	notably	av-j	notably	notable	0
encline	encline	vvi	incline	incline	0
or	or	cc	or	or	0
dispose	dispose	vvi	dispose	dispose	0
the	the	dt	the	the	0
qualities	qualities	n2	qualities	quality	0
.	.	.	.	.	1
The	The	dt	The	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Orbe	Orbe	n1	Orb	orb	0
and	and	cc	and	and	0
Planets	Planets	n2	Planets	planet	0
running	running	vvg	running	run	0
:	:	:	:	:	0
ebbing	ebbing	vvg	ebbing	ebb	0
and	and	cc	and	and	0
flowing	flowing	vvg	flowing	flow	0
of	of	pp-f	of	of	0
waters	waters	n2	waters	water	0
:	:	:	:	:	0
Bathes	Bathes	n2	Baths	bath	0
,	,	,	,	,	0
Springs	Springs	n2	Springs	spring	0
and	and	cc	and	and	0
Hauens	Hauens	n1|vbz	Havens	haven|be	0
:	:	:	:	:	0
blowing	blowing	vvg	blowing	blow	0
and	and	cc	and	and	0
whirling	whirling	vvg	whirling	whirl	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
windes	windes	n2	winds	wind	0
:	:	:	:	:	0
ingendring	ingendring	vvg	engendering	engender	0
of	of	pp-f	of	of	0
Comets	Comets	n2	Comets	comet	0
,	,	,	,	,	0
blasing	blasing	j-vvg	blazing	blaze	0
Starres	Starres	n2	Stars	star	0
and	and	cc	and	and	0
Meteors	Meteors	n2	Meteors	meteor	0
:	:	:	:	:	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
mineralles	mineralles	n2	minerals	mineral	0
,	,	,	,	,	0
growth	growth	n1	growth	growth	0
of	of	pp-f	of	of	0
Plants	Plants	n2	Plants	plant	0
,	,	,	,	,	0
sense	sense	n1	sense	sense	0
in	in	p-acp	in	in	0
beasts	beasts	n2	beasts	beast	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
in	in	p-acp	in	in	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
do	do	vdb	do	do	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
.	.	.	.	.	1
Consisting	Consisting	vvg	Consisting	consist	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bodies	bodies	n2	bodies	body	0
not	not	xx	not	not	0
ingendred	ingendred	vvn	engendered	engender	0
nor	nor	ccx	nor	nor	0
corruptible	corruptible	j	corruptible	corruptible	0
,	,	,	,	,	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
ingendred	ingendred	vvn	engendered	engender	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
corrupte	corrupte	vvi	corrupt	corrupt	0
.	.	.	.	.	1
The	The	dt	The	the	0
twinkling	twinkling	n-vvg	twinkling	twinkle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Starres	Starres	n2	Stars	star	0
,	,	,	,	,	0
glittering	glittering	vvg	glittering	glitter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
and	and	cc	and	and	0
shining	shining	vvg	shining	shine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moone	Moone	n1	Moon	moon	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
shape	shape	n1	shape	shape	0
in	in	p-acp	in	in	0
formes	formes	n2	forms	form	0
produ	produ	fw-fr	produ	produ	0
∣	∣	sy	∣	∣	0
ced	ced	n-vvn	ced	ce	0
of	of	pp-f	of	of	0
substances	substances	n2	substances	substance	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
.	.	.	.	.	1
The	The	dt	The	the	0
qualities	qualities	n2	qualities	quality	0
,	,	,	,	,	0
properties	properties	n2	properties	property	0
,	,	,	,	,	0
temperatures	temperatures	n2	temperatures	temperature	0
or	or	cc	or	or	0
operations	operations	n2	operations	operation	0
of	of	pp-f	of	of	0
thinges	thinges	n2	things	thing	0
doe	doe	vdb	do	do	0
notably	notably	av-j	notably	notable	0
signifie	signifie	vvi	signify	signify	0
the	the	dt	the	the	0
influence	influence	n1	influence	influence	0
naturally	naturally	av-j	naturally	natural	0
abiding	abiding	vvg	abiding	abide	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
properties	properties	n2	properties	property	0
of	of	pp-f	of	of	0
thinges	thinges	n2	things	thing	0
doing	doing	vdg	doing	do	0
and	and	cc	and	and	0
suffering	suffering	vvg	suffering	suffer	0
.	.	.	.	.	1
Likewise	Likewise	av	Likewise	likewise	0
the	the	dt	the	the	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
faculties	faculties	n2	faculties	faculty	0
or	or	cc	or	or	0
spirites	spirites	n2	spirits	spirit	0
in	in	p-acp	in	in	0
mankinde	mankinde	n1	mankind	mankind	0
bee	bee	vbi	be	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
properties	properties	n2	properties	property	0
,	,	,	,	,	0
and	and	cc	and	and	0
deuided	deuided	vvd	divided	divide	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
offices	offices	n2	offices	office	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
teache	teache	vvi	teach	teach	0
Hyppocrates	Hyppocrates	np1	Hyppocrates	Hippocrates	0
,	,	,	,	,	0
Plato	Plato	np1	Plato	Plato	0
,	,	,	,	,	0
and	and	cc	and	and	0
Galen	Galen	np1	Galen	Galen	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
three	three	crd	three	three	0
,	,	,	,	,	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
Courage	Courage	n1	Courage	courage	0
,	,	,	,	,	0
and	and	cc	and	and	0
Loue	Loue	n1	Love	love	0
,	,	,	,	,	0
appetite	appetite	n1	appetite	appetite	0
or	or	cc	or	or	0
desire	desire	n1	desire	desire	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
the	the	dt	the	the	0
actions	actions	n2	actions	action	0
proceede	proceede	vvb	proceed	proceed	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
the	the	dt	the	the	0
powers	powers	n2	powers	power	0
do	do	vdb	do	do	0
worke	worke	vvi	work	work	0
.	.	.	.	.	1
Through	Through	p-acp	Through	through	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
the	the	dt	the	the	0
partes	partes	n2	parts	part	0
do	do	vdb	do	do	0
their	their	po32	their	their	0
dueties	dueties	n2	duties	duty	0
.	.	.	.	.	1
Reason	Reason	n1	Reason	reason	0
ruleth	ruleth	vvz	ruleth	rule	0
,	,	,	,	,	0
Courage	Courage	n1	Courage	courage	0
defendeth	defendeth	vvz	defendeth	defend	0
,	,	,	,	,	0
and	and	cc	and	and	0
Loue	Loue	n1	Love	love	0
mainteineth	mainteineth	vvz	maintaineth	maintain	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
very	very	av	very	very	0
euidently	euidently	av-j	evidently	evident	0
in	in	p-acp	in	in	0
mankinde	mankinde	n1	mankind	mankind	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
iudged	iudged	vvn	judged	judge	0
by	by	p-acp	by	by	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
knowe	knowe	vvb	know	know	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
weygh	weygh	vvb	weigh	weigh	0
or	or	cc	or	or	0
consider	consider	vvi	consider	consider	0
their	their	po32	their	their	0
operations	operations	n2	operations	operation	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
thoughtes	thoughtes	n2	thoughts	thought	0
and	and	cc	and	and	0
deedes	deedes	n2	deeds	deed	0
.	.	.	.	.	1
Reason	Reason	n1	Reason	reason	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
couragiously	couragiously	av-j	courageously	courageous	0
ruleth	ruleth	vvz	ruleth	rule	0
.	.	.	.	.	1
Courage	Courage	n1	Courage	courage	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
louingly	louingly	av-vvg	lovingly	love	0
defendeth	defendeth	vvz	defendeth	defend	0
.	.	.	.	.	1
Loue	Loue	n1	Love	love	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
courage	courage	n1	courage	courage	0
reasonably	reasonably	av-j	reasonably	reasonable	0
mainteineth	mainteineth	vvz	maintaineth	maintain	0
.	.	.	.	.	1
The	The	dt	The	the	0
reasonable	reasonable	j	reasonable	reasonable	0
or	or	cc	or	or	0
animall	animall	n1	animal	animal	0
spirite	spirite	n1	spirit	spirit	0
proceedeth	proceedeth	vvz	proceedeth	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
braine	braine	n1	brain	brain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
perceiued	perceiued	vvn	perceived	perceive	0
by	by	p-acp	by	by	0
feeling	feeling	n1	feeling	feeling	0
,	,	,	,	,	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnderstanding	vnderstanding	vvg	understanding	understand	0
.	.	.	.	.	1
The	The	dt	The	the	0
Irascible	Irascible	j	Irascible	irascible	0
or	or	cc	or	or	0
couragious	couragious	j	courageous	courageous	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hearte	hearte	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
shewed	shewed	vvn	showed	show	0
by	by	p-acp	by	by	0
magnanimitie	magnanimitie	n1	magnanimity	magnanimity	0
,	,	,	,	,	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
The	The	dt	The	the	0
appetitiue	appetitiue	j	appetitive	appetitive	0
,	,	,	,	,	0
naturall	naturall	j	natural	natural	0
,	,	,	,	,	0
or	or	cc	or	or	0
louing	louing	vvg	loving	love	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
lyuer	lyuer	n1	liver	liver	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
by	by	p-acp	by	by	0
ingendring	ingendring	vvg	engendering	engender	0
,	,	,	,	,	0
longing	longing	vvg	longing	long	0
and	and	cc	and	and	0
feeding	feeding	vvg	feeding	feed	0
.	.	.	.	.	1
The	The	dt	The	the	0
two	two	crd	two	two	0
later	later	jc	later	late	0
respecte	respecte	n1	respect	respect	0
earthly	earthly	j	earthly	earthly	0
things	things	n2	things	thing	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
deuil	deuil	n1	devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
mortall	mortall	j-jn	mortal	mortal	0
subiecte	subiecte	n-jn	subject	subject	0
to	to	p-acp	to	to	0
cor	cor	fw-la	cor	cor	0
