MANY	MANY	av-d	MANY	many	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Welsprings	Welsprings	n2	Wellsprings	wellspring	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
al	al	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinuance	tinuance	n1	tinuance	tinuance	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
her	her	po31	her	her	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
happy	happy	j	happy	happy	0
care	care	n1	care	care	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
select	select	vvi	select	select	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
neere	neere	av-j	near	near	0
vnto	vnto	p-acp	unto	unto	0
her	her	pno31	her	she	0
successiuely	successiuely	av-j	successively	successive	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
rare	rare	j	rare	rare	0
Endowmēts	Endowmēts	n2	Endowments	endowment	0
&	&	cc	&	and	0
personal	personal	j	personal	personal	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
deepe	deepe	j-jn	deep	deep	0
iudgment	iudgment	n1	judgement	judgement	0
,	,	,	,	,	0
long	long	j	long	long	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
great	great	j	great	great	0
moderation	moderation	n1	moderation	moderation	0
,	,	,	,	,	0
loving	loving	vvg	loving	love	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
fearing	fearing	vvg	fearing	fear	0
God	God	np1	God	God	0
.	.	.	.	.	1
Whome	Whome	ro-crq	Whom	who	0
therefore	therefore	av	therefore	therefore	0
shee	shee	pns31	she	she	0
did	did	vdd	did	do	0
place	place	vvi	place	place	0
in	in	p-acp	in	in	0
chiefest	chiefest	js-jn	chiefest	chief	0
authority	authority	n1	authority	authority	0
vnder	vnder	p-acp	under	under	0
her	her	pno31	her	she	0
,	,	,	,	,	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
her	her	pno31	her	she	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
comfort	comfort	n1	comfort	comfort	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
the	the	dt	the	the	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
encouragement	encouragement	n1	encouragement	encouragement	0
vnto	vnto	p-acp	unto	unto	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
tenance	tenance	n1	tenance	tenance	0
to	to	p-acp	to	to	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
speakethPsal	speakethPsal	np1	speakethPsal	speakethPsal	0
.	.	.	.	.	1
21.6	21.6	crd	21.6	21.6	0
.	.	.	.	.	0
set	set	vvb	set	set	0
as	as	p-acp	as	as	0
blessings	blessings	n2	blessings	blessing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
land	land	n1	land	land	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
honorable	honorable	j	honourable	honourable	0
rancke	rancke	n1	rank	rank	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
(	(	(	(	(	0
Most	Most	ds	Most	most	0
Reverend	Reverend	n-jn	Reverend	reverend	0
&	&	cc	&	and	0
Right	Right	n-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
)	)	)	)	)	0
without	without	p-acp	without	without	0
open	open	j	open	open	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
second	second	ord	second	second	0
vnto	vnto	p-acp	unto	unto	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
predecessours	predecessours	n2	predecessors	predecessor	0
.	.	.	.	.	1
The	The	dt	The	the	0
long	long	j	long	long	0
experience	experience	n1	experience	experience	0
that	that	cst	that	that	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
hath	hath	vhz	hath	have	0
had	had	vhn	had	have	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
Imployments	Imployments	n2	Employments	employment	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
main	main	n1	main	main	0
∣	∣	sy	∣	∣	0
tenance	tenance	n1	tenance	tenance	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
severall	severall	j	several	several	0
places	places	n2	places	place	0
doe	doe	vdb	do	do	0
speciallie	speciallie	av-j	specially	special	0
require	require	vvi	require	require	0
,	,	,	,	,	0
would	would	vmd	would	will	0
checke	checke	vvi	check	check	0
our	our	po12	our	our	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
did	did	vdd	did	do	0
dissemble	dissemble	vvi	dissemble	dissemble	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
silence	silence	vvb	silence	silence	0
the	the	dt	the	the	0
detraction	detraction	n1	detraction	detraction	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
goe	goe	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
impeach	impeach	vvi	impeach	impeach	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
recount	recount	vvb	recount	recount	0
with	with	p-acp	with	with	0
singuler	singuler	j	singular	singular	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
daies	daies	n2	days	day	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
past	past	j	past	past	0
;	;	;	;	;	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
present	present	j	present	present	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
stay	stay	n1	stay	stay	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
harts	harts	n2	hearts	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
od	od	j	odd	odd	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
accustomed	accustomed	j-vvn	accustomed	accustom	0
goodnes	goodnes	n1	goodness	goodness	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
same	same	d	same	same	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
and	and	cc	and	and	0
dread	dread	j	dread	dread	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
and	and	cc	and	and	0
propagate	propagate	vvi	propagate	propagate	0
the	the	dt	the	the	0
same	same	d	same	same	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
care	care	n1	care	care	0
&	&	cc	&	and	0
prudent	prudent	j	prudent	prudent	0
counsaile	counsaile	n1	counsel	counsel	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
very	very	j	very	very	0
selfesame	selfesame	d	selfsame	selfsame	0
Persons	Persons	n2	Persons	person	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
vnder	vnder	p-acp	under	under	0
his	his	po31	his	his	0
Princely	Princely	j	Princely	princely	0
wisedome	wisedome	n1	wisdom	wisdom	0
&	&	cc	&	and	0
clemen	clemen	n2	clemen	cleman	0
∣	∣	sy	∣	∣	0
cy	cy	n1	cy	cy	0
,	,	,	,	,	0
such	such	d	such	such	0
immediate	immediate	j	immediate	immediate	0
Patrones	Patrones	n1	Patroness	patroness	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
long	long	j	long	long	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
are	are	vbr	are	be	0
growne	growne	vvn	grown	grow	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
very	very	j	very	very	0
sympathy	sympathy	n1	sympathy	sympathy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
estates	estates	n2	estates	estate	0
;	;	;	;	;	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
whō	whō	ro-crq	whom	who	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
resort	resort	vvi	resort	resort	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
needful	needful	j	needful	needful	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
trouble	trouble	n1	trouble	trouble	0
:	:	:	:	:	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
amate	amate	vvi	amate	amate	0
our	our	po12	our	our	0
mindes	mindes	n2	minds	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
vtterly	vtterly	av-j	utterly	utter	0
astonish	astonish	vvi	astonish	astonish	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
standdings	standdings	n2-vvg	standdings	standding	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
insolent	insolent	j	insolent	insolent	0
endevours	endevours	n2	endeavours	endeavour	0
&	&	cc	&	and	0
straunge	straunge	j	strange	strange	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tempts	tempts	vvz	tempts	tempt	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
sond	sond	j	sond	fond	0
Familists	Familists	np2	Familists	Familist	0
,	,	,	,	,	0
absurd	absurd	j	absurd	absurd	0
Brownists	Brownists	n2	Brownists	brownist	0
,	,	,	,	,	0
&	&	cc	&	and	0
perfidious	perfidious	j	perfidious	perfidious	0
Papists	Papists	njp2	Papists	papist	0
;	;	;	;	;	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
importunity	importunity	n1	importunity	importunity	0
,	,	,	,	,	0
and	and	cc	and	and	0
selfe-concei	selfe-concei	j	selfe-concei	selfe-concei	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
confidence	confidence	n1	confidence	confidence	0
,	,	,	,	,	0
intending	intending	vvg	intending	intend	0
and	and	cc	and	and	0
expecting	expecting	vvg	expecting	expect	0
the	the	dt	the	the	0
innovation	innovation	n1	innovation	innovation	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
overthrow	overthrow	n1	overthrow	overthrow	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cleargy	Cleargy	n1	Clergy	clergy	0
,	,	,	,	,	0
and	and	cc	and	and	0
ruine	ruine	n1	ruin	ruin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vniversities	Vniversities	n2	Universities	university	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
opened	opened	vvn	opened	open	0
the	the	dt	the	the	0
dores	dores	n2	doors	door	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lips	lips	n2	lips	lip	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
made	made	vvd	made	make	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
our	our	po12	our	our	0
iust	iust	j	just	just	0
complaint	complaint	n1	complaint	complaint	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
sight	sight	n1	sighed	sight	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
An	An	dt	And	a	0
humble	humble	j	humble	humble	0
peti	peti	n1	peti	peti	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Thousand	Thousand	crd	Thousand	thousand	0
Ministers	Ministers	n2	Ministers	minister	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
well	well	av	well	well	0
resemble	resemble	vvi	resemble	resemble	0
vnto	vnto	p-acp	unto	unto	0
still	still	av	still	still	0
running	running	vvg	running	run	0
streames	streames	n2	streams	stream	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
dee	dee	zz	dee	dee	0
∣	∣	sy	∣	∣	0
pest	pest	n1	pest	pest	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
calme	calme	j-jn	calm	calm	0
.	.	.	.	.	1
This	This	np1	This	This	0
wee	wee	pns12	we	we	0
beheld	beheld	vvd	beheld	behold	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
sorrow	sorrow	n1	sorrow	sorrow	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
:	:	:	:	:	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
repleate	repleate	j	replete	replete	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
vnthankefulnes	vnthankefulnes	n1	unthankfulness	unthankfulness	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
mer	mer	n1	mere	mere	0
∣	∣	sy	∣	∣	0
cies	cies	n2	cies	eye	0
towards	towards	p-acp	towards	towards	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
iniury	iniury	n1	injury	injury	0
to	to	p-acp	to	to	0
Her	Her	po31	Her	her	0
gracious	gracious	j	gracious	gracious	0
governmēt	governmēt	n1	government	government	0
,	,	,	,	,	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
Memory	Memory	n1	Memory	memory	0
be	be	vbb	be	be	0
precious	precious	j	precious	precious	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
posterity	posterity	n1	posterity	posterity	0
;	;	;	;	;	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
proach	proach	n1	proach	proach	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Fathers	Fathers	n2	Father's	father	0
that	that	cst	that	that	0
begot	begot	vvd	begotten	beget	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
preiudice	preiudice	n1	prejudice	prejudice	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Breasts	Breasts	n2	Breasts	breast	0
,	,	,	,	,	0
that	that	cst	that	that	0
(	(	(	(	(	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
)	)	)	)	)	0
did	did	vdd	did	do	0
give	give	vvi	give	give	0
them	them	pno32	them	they	0
sucke	sucke	vvi	suck	suck	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
contempt	contempt	n1	contempt	contempt	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
and	and	cc	and	and	0
fellow	fellow	n1	fellow	fellow	0
Laborers	Laborers	n2	Laborers	laborer	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
harvest	harvest	n1	harvest	harvest	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
as	as	p-acp	as	as	0
long	long	j	long	long	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
passed	passed	vvd	passed	pass	0
in	in	p-acp	in	in	0
private	private	j	private	private	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
motion	motion	n1	motion	motion	0
,	,	,	,	,	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Maie	Maie	np1	Maie	May	0
∣	∣	sy	∣	∣	0
stie	stie	n1	sty	sty	0
;	;	;	;	;	0
we	we	pns12	we	we	0
lid	lid	n1	lid	lid	0
our	our	po12	our	our	0
handes	handes	n2	hands	hand	0
vpon	vpon	p-acp	upon	upon	0
our	our	po12	our	our	0
mouthes	mouthes	n2	mouths	mouth	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
due	due	j-jn	due	due	0
reverence	reverence	n1	reverence	reverence	0
expected	expected	vvn	expected	expect	0
in	in	p-acp	in	in	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
resolution	resolution	n1	resolution	resolution	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
religious	religious	j	religious	religious	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
these	these	d	these	these	0
men	men	n2	men	man	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
impatiēt	impatiēt	j	impatient	impatient	0
of	of	pp-f	of	of	0
delay	delay	n1	delay	delay	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
to	to	pc-acp	to	to	0
gaine	gaine	vvi	gain	gain	0
credite	credite	n1	credit	credit	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
greatly	greatly	av-j	greatly	great	0
do	do	vdb	do	do	0
rely	rely	vvi	rely	rely	0
)	)	)	)	)	0
soone	soone	av	soon	soon	0
after	after	c-acp	after	after	0
,	,	,	,	,	0
send	send	vvb	send	send	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
al	al	d	all	all	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
pretended	pretended	j-vvn	pretended	pretend	0
Petitions	Petitions	n2	Petitions	petition	0
:	:	:	:	:	0
accompanied	accompanied	vvd	accompanied	accompany	0
vvith	vvith	p-acp	with	with	0
such	such	d	such	such	0
lewd	lewd	j	lewd	lewd	0
,	,	,	,	,	0
false	false	j	false	false	0
,	,	,	,	,	0
and	and	cc	and	and	0
absurde	absurde	j	absurd	absurd	0
suggestions	suggestions	n2	suggestions	suggestion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
our	our	po12	our	our	0
noble	noble	j	noble	noble	0
King	King	n1	King	king	0
,	,	,	,	,	0
had	had	vhd	had	have	0
lent	lent	vvn	lent	lend	0
their	their	po32	their	their	0
motion	motion	n1	motion	motion	0
a	a	dt	a	a	0
favourable	favourable	j	favourable	favourable	0
eare	eare	n1	ear	ear	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
it	it	pn31	it	it	0
some	some	d	some	some	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
consenting	consenting	vvg	consenting	consent	0
intertainment	intertainment	n1	entertainment	entertainment	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
whervnto	whervnto	c-crq	whereunto	whereunto	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
anima	anima	fw-la	anima	anima	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
and	and	cc	and	and	0
encouraged	encouraged	vvn	encouraged	encourage	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
speciall	speciall	j	special	special	0
credite	credite	n1	credit	credit	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Highnes	Highnes	n1	Highness	highness	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
some	some	d	some	some	0
busie	busie	j	busy	busy	0
headed	headed	j-vvn	headed	head	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
had	had	vhd	had	have	0
vnderta	vnderta	n1	vnderta	vnderta	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
their	their	po32	their	their	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
ensured	ensured	vvn	insured	insure	0
the	the	dt	the	the	0
safe	safe	j	safe	safe	0
conduit	conduit	n1	conduit	conduit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wea	wea	zz	wea	wea	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
beaten	beaten	vvn	beaten	beat	0
barge	barge	n1	barge	barge	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
haven	haven	n1	haven	haven	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hope	hope	n1	hope	hope	0
.	.	.	.	.	1
Were	Were	vbdr	Were	be	0
there	there	a-acp	there	there	0
any	any	d	any	any	0
such	such	d	such	such	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
would	would	vmd	would	will	0
request	request	vvi	request	request	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
neither	neither	dx	neither	neither	0
manners	manners	n2	manners	manner	0
nor	nor	ccx	nor	nor	0
discretion	discretion	n1	discretion	discretion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vppon	vppon	p-acp	upon	upon	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
State	State	n1	State	state	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
