ACcording	ACcording	vvg	ACcording	accord	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
set	set	vvd	set	set	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
finde	finde	vvb	find	find	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
through	through	p-acp	through	through	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
rebellion	rebellion	n1	rebellion	rebellion	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
cause	cause	n1	cause	cause	0
rather	rather	av-c	rather	rather	0
to	to	p-acp	to	to	0
sorowe	sorowe	n1	sorrow	sorrow	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
ioye	ioye	n1	joy	joy	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
heauines	heauines	n1	heaviness	heaviness	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
comfort	comfort	n1	comfort	comfort	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
the	the	dt	the	the	0
veriest	veriest	js	veriest	very	0
varlet	varlet	n1	varlet	varlet	0
&	&	cc	&	and	0
caitif	caitif	n1	caitiff	caitiff	0
that	that	cst	that	that	0
goeth	goeth	vvz	goes	go	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
hath	hath	vhz	hath	have	0
as	as	p-acp	as	as	0
muche	muche	d	much	much	0
to	to	p-acp	to	to	0
triumphe	triumphe	n1	triumph	triumph	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
best	best	js	best	best	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
dea	dea	n1	deam	day	0
∣	∣	sy	∣	∣	0
rest	rest	n1	rest	rest	0
child	child	n1	child	child	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
heauenly	heauenly	j	heavenly	heavenly	0
Father	Father	n1	Father	father	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
mē	mē	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
,	,	,	,	,	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
image	image	n1	image	image	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
natural	natural	j	natural	natural	0
reason	reason	n1	reason	reason	0
&	&	cc	&	and	0
vnderstāding	vnderstāding	n1	understanding	understanding	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
,	,	,	,	,	0
witnes	witnes	vvi	witness	witness	0
the	the	dt	the	the	0
Heathē	Heathē	j-jn	Heathen	heathen	0
that	that	cst	that	that	0
neuer	neuer	av-x	never	never	0
knewe	knewe	vvd	knew	know	0
God	God	np1	God	God	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
worse	worse	jc	worse	worse	0
sinners	sinners	n2	sinners	sinner	0
in	in	p-acp	in	in	0
Adam	Adam	np1	Adam	Adam	0
thē	thē	pno32	them	they	0
we	we	zz	we	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
as	as	p-acp	as	as	0
bad	bad	j	bad	bad	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
bellion	bellion	n1	bellion	bellion	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
man	man	n1	man	man	0
Adam	Adam	np1	Adam	Adam	0
iustly	iustly	av-j	justly	just	0
blin	blin	zz	blin	blin	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
iustly	iustly	av-j	justly	just	0
condemned	condemned	vvn	condemned	condemn	0
.	.	.	.	.	1
This	This	np1	This	This	0
the	the	dt	the	the	0
blind	blind	j	blind	blind	0
wyse	wyse	n1	wise	wise	0
Philo	Philo	np1	Philo	Philo	0
∣	∣	sy	∣	∣	0
sopher	sopher	n1	sopher	sopher	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
the	the	dt	the	the	0
obstinate	obstinate	j	obstinate	obstinate	0
Pelagian	Pelagian	jp	Pelagian	pelagian	0
Papist	Papist	njp	Papist	papist	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
they	they	pns32	they	they	0
bothe	bothe	d	both	both	0
lift	lift	vvd	lift	lift	0
vp	vp	a-acp	up	up	0
their	their	po32	their	their	0
heeles	heeles	n2	heals	heal	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
wicked	wicked	j	wicked	wicked	0
thoughtes	thoughtes	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
blasphemous	blasphemous	j	blasphemous	blasphemous	0
wordes	wordes	n2	words	word	0
against	against	p-acp	against	against	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
And	And	cc	And	and	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
prerogatiue	prerogatiue	n1	prerogative	prerogative	0
ouer	ouer	p-acp	over	over	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
equalitie	equalitie	n1	equality	equality	0
of	of	pp-f	of	of	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
comfort	comfort	vvi	comfort	comfort	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
cast	cast	vvd	cast	cast	0
him	him	pno31	him	he	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
his	his	po31	his	his	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
houshold	houshold	n1	household	household	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
citizens	citizens	n2	citizens	citizen	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
felow	felow	n1	fellow	fellow	0
heires	heires	n2	heirs	heir	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
proper	proper	j	proper	proper	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
Heathen	Heathen	j-jn	Heathen	heathen	0
and	and	cc	and	and	0
Barbarians	Barbarians	n2-jn	Barbarians	barbarian	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
wyse	wyse	j	wise	wise	0
,	,	,	,	,	0
the	the	dt	the	the	0
Pelagians	Pelagians	njp2	Pelagians	pelagians	0
and	and	cc	and	and	0
Papistes	Papistes	njp2	Papists	papist	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
su	su	n1	sum	sum	0
∣	∣	sy	∣	∣	0
perstitiously	perstitiously	j	perstitiously	perstitiously	0
deuoute	deuoute	j	devout	devout	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
neither	neither	dx	neither	neither	0
part	part	n1	part	part	0
nor	nor	ccx	nor	nor	0
por	por	zz	por	por	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
preeminence	preeminence	n1	preeminence	preeminence	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
whosoeuer	whosoeuer	c-crq	whosoever	whosoever	0
fee	fee	n1	fee	fee	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
feeling	feeling	n1	feeling	feeling	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstanding	derstanding	n1	derstanding	derstanding	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
neither	neither	av-d	neither	neither	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
before	before	c-acp	before	before	0
named	named	vvn	nam	name	0
hath	hath	vhz	hath	have	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
one	one	pi	one	one	0
fighteth	fighteth	vvz	fights	fight	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
abide	abide	vvi	abide	abide	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
certaine	certaine	j	certain	certain	0
persuasion	persuasion	n1	persuasion	persuasion	0
&	&	cc	&	and	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cōscience	cōscience	n1	conscience	conscience	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
beloued	beloued	vvn	beloved	belove	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
without	without	p-acp	without	without	0
doubt	doubt	n1	doubt	doubt	0
our	our	po12	our	our	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
preeminēce	preeminēce	n1	preeminence	preeminence	0
that	that	cst	that	that	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
haue	haue	vhi	have	have	0
vpon	vpon	p-acp	upon	upon	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
ioye	ioye	n1	joy	joy	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
felt	felt	vvn	felt	feel	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
.	.	.	.	.	1
All	All	av-d	All	all	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
do	do	vdb	do	do	0
ioye	ioye	n1	joy	joy	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
name	name	n1	name	name	0
,	,	,	,	,	0
