Good	Good	j	Good	good	0
and	and	cc	and	and	0
Humility	Humility	n1	Humility	humility	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
Gra	Gra	uh	Gram	gra	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Parent	Parent	n1	Parent	parent	0
,	,	,	,	,	0
appear	appear	vvb	appear	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Child	Child	n1	Child	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
proclaimes	proclaimes	vvz	proclaims	proclaim	0
the	the	dt	the	the	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Education	Education	n1	Education	education	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
Mrs.	Mrs.	n1	Mrs.	mrs.	0
Pert.	Pert.	np1	Pert.	Pert.	0
(	(	(	(	(	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
)	)	)	)	)	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
and	and	cc	and	and	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligious	ligious	j	ligious	ligious	0
Matron	Matron	n1	Matron	matron	0
,	,	,	,	,	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
ordinary	ordinary	j	ordinary	ordinary	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
dowments	dowments	n2	dowments	dowment	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
I	I	pns11	I	i	0
honoured	honoured	vvd	honoured	honour	0
whilst	whilst	cs	while	while	0
she	she	pns31	she	she	0
lived	lived	vvd	lived	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
gladly	gladly	av-j	gladly	glad	0
make	make	vvi	make	make	0
men	men	n2	men	man	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
being	being	vbg	being	be	0
Dead	Dead	j	Dead	dead	0
)	)	)	)	)	0
;	;	;	;	;	0
She	She	pns31	She	she	0
had	had	vhd	had	have	0
alwayes	alwayes	av	always	always	0
a	a	dt	a	a	0
great	great	j	great	great	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Childrens	Childrens	ng2	Children's	child	0
Religious	Religious	j	Religious	religious	0
bringing	bringing	n-vvg	bringing	bring	0
up	up	a-acp	up	up	0
;	;	;	;	;	0
John	John	np1	John	John	0
,	,	,	,	,	0
Epist.	Epist.	np1	Epist.	Epist.	1
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
her	her	pno31	her	she	0
joy	joy	n1	joy	joy	0
was	was	vbds	was	be	0
greater	greater	jc	greater	great	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
walked	walked	vvd	walked	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
joyed	joyed	j-vvn	joyed	joy	0
fair	fair	j	fair	fair	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
large	large	j	large	large	0
Possessions	Possessions	n2	Possessions	possession	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
balme	balme	n1	balm	balm	0
her	her	pno31	her	she	0
,	,	,	,	,	0
being	being	vbg	being	be	0
Dead	Dead	j	Dead	dead	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Report	Report	n1	Report	report	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
li	li	n1	li	livre	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
,	,	,	,	,	0
was	was	vbds	was	be	0
so	so	av	so	so	0
well	well	av	well	well	0
reported	reported	vvn	reported	report	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
that	that	cst	that	that	0
truly	truly	av-j	truly	true	0
knew	knew	vvd	knew	know	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
;	;	;	;	;	0
and	and	cc	and	and	0
now	now	av	now	now	0
being	being	vbg	being	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
liveth	liveth	vvz	lives	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
Conversation	Conversation	n1	Conversation	conversation	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Children	Children	n2	Children	child	0
(	(	(	(	(	0
both	both	d	both	both	0
Sons	Sons	n2	Sons	son	0
and	and	cc	and	and	0
Daughters	Daughters	n2	Daughters	daughter	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
nifest	nifest	j	nifest	nife	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
ligious	ligious	j	ligious	ligious	0
Education	Education	n1	Education	education	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
Conversation	Conversation	n1	Conversation	conversation	0
as	as	c-acp	as	as	0
becom	becom	vvn	become	become	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
godlinesse	godlinesse	n1	godliness	godliness	0
.	.	.	.	.	1
Should	Should	vmd	Should	shall	0
I	I	pns11	I	i	0
speak	speak	vvi	speak	speak	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
excellent	excellent	j	excellent	excellent	0
Parts	Parts	n2	Parts	part	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
endow	endow	vvi	endow	endow	0
you	you	pn22	you	you	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
your	your	po22	your	your	0
Modesty	Modesty	n1	Modesty	modesty	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
like	like	vvi	like	like	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
well	well	av	well	well	0
acquain	acquain	av	acquain	acquain	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
would	would	vmd	would	will	0
think	think	vvi	think	think	0
I	I	pns11	I	i	0
flatter	flatter	vvb	flatter	flatter	0
,	,	,	,	,	0
(	(	(	(	(	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
neath	neath	p-acp	neath	neath	0
my	my	po11	my	my	0
Calling	Calling	vvg	Calling	call	0
,	,	,	,	,	0
and	and	cc	and	and	0
above	above	p-acp	above	above	0
my	my	po11	my	my	0
Skill	Skill	n1	Skill	skill	0
)	)	)	)	)	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truly	truly	av-j	truly	true	0
say	say	vvb	say	say	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
flattery	flattery	n1	flattery	flattery	0
)	)	)	)	)	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
enriched	enriched	vvn	enriched	enrich	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
precious	precious	j	precious	precious	0
then	then	cs	then	than	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
A	A	dt	A	a	0
true	true	j	true	true	0
and	and	cc	and	and	0
lively	lively	j	lively	lively	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
accompanied	accompanied	vvn	accompanied	accompany	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
Know	Know	vvb	Know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
Temperance	Temperance	n1	Temperance	temperance	0
,	,	,	,	,	0
the	the	dt	the	the	0
Orna	Orna	np1	Orna	Orna	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
meek	meek	j	meek	meek	0
and	and	cc	and	and	0
quiet	quiet	j-jn	quiet	quiet	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
the	the	dt	the	the	0
support	support	n1	support	support	0
of	of	pp-f	of	of	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
the	the	dt	the	the	0
Splendor	Splendor	n1	Splendour	splendour	0
of	of	pp-f	of	of	0
Humility	Humility	n1	Humility	humility	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
whilst	whilst	cs	while	while	0
you	you	pn22	you	you	0
live	live	vvb	live	live	0
,	,	,	,	,	0
your	your	po22	your	your	0
Mother	Mother	n1	Mother	mother	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
dead	dead	j	dead	dead	0
:	:	:	:	:	0
and	and	cc	and	and	0
albeit	albeit	cs	albeit	albeit	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
fruit	fruit	n1	fruit	fruit	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
Womb	Womb	n1	Womb	womb	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
blest	blest	vvn	blessed	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fruitfull	fruitfull	j	fruitful	fruitful	0
Heart	Heart	n1	Heart	heart	0
;	;	;	;	;	0
insomuch	insomuch	av	insomuch	insomuch	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
speaks	speaks	vvz	speaks	speak	0
,	,	,	,	,	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
good	good	j	good	good	0
sense	sense	n1	sense	sense	0
be	be	vbi	be	be	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
plyed	plyed	vvd	plied	ply	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
The	The	dt	The	the	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
solate	solate	j	solate	solate	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
Children	Children	n2	Children	child	0
then	then	cs	then	than	0
the	the	dt	the	the	0
marry	marry	vvi	marry	marry	0
∣	∣	sy	∣	∣	0
ed.	ed.	n1	ed.	ed.	0
Isa.	Isa.	np1	Isa.	Isa.	1
54.1	54.1	crd	54.1	54.1	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
Particu	Particu	n1	Particu	particu	0
∣	∣	sy	∣	∣	0
lar,2	lar,2	n1	lar,2	lar,2	0
King	King	n1	King	king	0
.	.	.	.	.	1
4.10	4.10	crd	4.10	4.10	0
.	.	.	.	.	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
bin	bin	vbn	been	be	0
like	like	j	like	like	0
that	that	cst	that	that	0
godly	godly	j	godly	godly	0
Shunamite	Shunamite	n1	Shunamite	shunamite	0
to	to	p-acp	to	to	0
Eli	Eli	np1	Eli	Eli	0
∣	∣	sy	∣	∣	0
sha	sha	vmb	sha	shall	0
;	;	;	;	;	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
joyned	joyned	vvn	joined	join	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Partner	Partner	n1	Partner	partner	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Hus	Hus	zz	Hus	hus	0
∣	∣	sy	∣	∣	0
band	band	n1	band	band	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
love	love	n1	love	love	0
and	and	cc	and	and	0
bounty	bounty	n1	bounty	bounty	0
,	,	,	,	,	0
providing	providing	vvg	providing	provide	0
Light	Light	n1	Light	light	0
and	and	cc	and	and	0
Lodging	Lodging	n1	Lodging	lodging	0
,	,	,	,	,	0
House-room	House-room	n1	Houseroom	houseroom	0
and	and	cc	and	and	0
Frying	Frying	vvg	Frying	fry	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
ne	ne	fw-mi	ne	ne	0
∣	∣	sy	∣	∣	0
cessaries	cessaries	n2-j	cessaries	cessaries	0
fitting	fitting	vvg	fitting	fit	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
Eli	Eli	np1	Eli	Eli	0
∣	∣	sy	∣	∣	0
sha	sha	vmb	sha	shall	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
joyn	joyn	vvi	join	join	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
cra	cra	fw-la	cra	cra	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
the	the	dt	the	the	0
like	like	j	like	like	0
acceptance	acceptance	n1	acceptance	acceptance	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
as	as	a-acp	as	as	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
put	put	vvi	put	put	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
:	:	:	:	:	0
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
so	so	av	so	so	0
assist	assist	vvi	assist	assist	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
means	means	n2	means	mean	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
grow	grow	vvi	grow	grow	0
from	from	p-acp	from	from	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
Grace	Grace	vvi	Grace	grace	0
;	;	;	;	;	0
that	that	cst	that	that	0
so	so	av	so	so	0
perfecting	perfecting	vvg	perfecting	perfect	0
your	your	po22	your	your	0
Sanctifi	Sanctifi	np1	Sanctifi	Sanctifi	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
work	work	n1	work	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
his	his	po31	his	his	0
will	will	n1	will	will	0
;	;	;	;	;	0
working	working	vvg	working	work	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
well-pleasing	well-pleasing	j	wellpleasing	well-pleasing	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
prayes	prayes	vvz	prays	pray	0
he	he	pns31	he	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
Dodding-Hurst	Dodding-Hurst	j	Dodding-Hurst	dodding-hurst	0
,	,	,	,	,	0
Novemb.	Novemb.	np1	Novemb.	Novemb.	1
1.	1.	crd	1.	1.	0
1659.	1659.	crd	1659.	1659.	1
