COurteous	COurteous	j	COurteous	courteous	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
under	under	p-acp	under	under	0
Gods	Gods	npg1	Gods	God	0
visitation	visitation	n1	visitation	visitation	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
thy	thy	po21	thy	thy	0
crosse	crosse	n1	cross	cross	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
contented	contented	j-vvn	contented	content	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
burden	burden	n1	burden	burden	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
sorrowes	sorrowes	n2	sorrows	sorrow	0
more	more	av-dc	more	more	0
easie	easie	j	easy	easy	0
,	,	,	,	,	0
or	or	cc	or	or	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
if	if	cs	if	if	0
God	God	np1	God	God	0
seeth	seeth	vvz	sees	see	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
best	best	js	best	best	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
good	good	j	good	good	0
;	;	;	;	;	0
also	also	av	also	also	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
refresh	refresh	vvi	refresh	refresh	0
thy	thy	po21	thy	thy	0
spirits	spirits	n2	spirits	spirit	0
and	and	cc	and	and	0
comfort	comfort	vvb	comfort	comfort	0
thy	thy	po21	thy	thy	0
soul	soul	n1	soul	soul	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
kinde	kinde	n1	kind	kind	0
soever	soever	av	soever	soever	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
afflicted	afflicted	vvn	afflicted	afflict	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
also	also	av	also	also	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
finde	finde	vvi	find	find	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
dear	dear	j-jn	dear	dear	0
servants	servants	n2	servants	servant	0
have	have	vhb	have	have	0
suffered	suffered	vvn	suffered	suffer	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
afflictions	afflictions	n2	afflictions	affliction	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
God	God	np1	God	God	0
did	did	vdd	did	do	0
send	send	vvi	send	send	0
them	them	pno32	them	they	0
comfort	comfort	vvi	comfort	comfort	0
and	and	cc	and	and	0
deliverance	deliverance	n1	deliverance	deliverance	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
specially	specially	av-j	specially	special	0
what	what	q-crq	what	what	0
Christ	Christ	np1	Christ	Christ	0
thy	thy	po21	thy	thy	0
Saviour	Saviour	n1	Saviour	saviour	0
hath	hath	vhz	hath	have	0
suffered	suffered	vvn	suffered	suffer	0
for	for	p-acp	for	for	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
benefit	benefit	n1	benefit	benefit	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
thou	thou	pns21	thou	thou	0
maist	maist	vm2	mayest	may	0
have	have	vhi	have	have	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
draw	draw	vvi	draw	draw	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
applica	applica	n1	applica	applica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
sorrowful	sorrowful	j	sorrowful	sorrowful	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
yeeld	yeeld	vvi	yield	yield	0
thee	thee	pno21	thee	thou	0
but	but	p-acp	but	but	0
small	small	j	small	small	0
consolation	consolation	n1	consolation	consolation	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
miseries	miseries	n2	misery's	misery	0
.	.	.	.	.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
dost	dost	vd2	dost	do	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
here	here	av	here	here	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
fit	fit	vvi	fit	fit	0
thy	thy	po21	thy	thy	0
present	present	j	present	present	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
edification	edification	n1	edification	edification	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
must	must	vmb	must	must	0
ruminate	ruminate	vvi	ruminate	ruminate	0
well	well	av	well	well	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
suck	suck	vvi	suck	suck	0
out	out	av	out	out	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
juie	juie	n1	ivy	ivy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
imprint	imprint	vvi	imprint	imprint	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
it	it	pn31	it	it	0
close	close	av-j	close	close	0
home	home	av-an	home	home	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
comfort	comfort	vvi	comfort	comfort	0
thy	thy	po21	thy	thy	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
cure	cure	vvi	cure	cure	0
thy	thy	po21	thy	thy	0
wounded	wounded	j-vvn	wounded	wound	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
David	David	np1	David	David	0
found	found	vvd	found	find	0
great	great	j	great	great	0
comfort	comfort	n1	comfort	comfort	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
Meditate	Meditate	vvi	Meditate	meditate	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
My	My	po11	My	my	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
as	as	a-acp	as	as	0
with	with	p-acp	with	with	0
marrow	marrow	n1	marrow	marrow	0
and	and	cc	and	and	0
fatnesse	fatnesse	n1	fatness	fatness	0
;	;	;	;	;	0
and	and	cc	and	and	0
my	my	po11	my	my	0
mouth	mouth	n1	mouth	mouth	0
shall	shall	vmb	shall	shall	0
praise	praise	vvi	praise	praise	0
thee	thee	pno21	thee	thou	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
∣	∣	sy	∣	∣	0
fullPsal	fullPsal	np1	fullPsal	fullPsal	0
63.	63.	crd	63.	63.	0
5	5	crd	5	5	0
,	,	,	,	,	0
6	6	crd	6	6	0
lips	lips	n2	lips	lip	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
remember	remember	vvb	remember	remember	0
thee	thee	pno21	thee	thou	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
bed	bed	n1	bed	bed	0
,	,	,	,	,	0
and	and	cc	and	and	0
meditate	meditate	vvi	meditate	meditate	0
on	on	p-acp	on	on	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
night	night	n1	night	night	0
watches	watches	vvz	watches	watch	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
so	so	av	so	so	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
duty	duty	n1	duty	duty	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
requireth	requireth	vvz	requires	require	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
takes	takes	vvz	takes	take	0
speciall	speciall	j	special	special	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
practice	practice	vvi	practice	practice	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pour	pour	vvi	pour	pour	0
down	down	a-acp	down	down	0
his	his	po31	his	his	0
blessings	blessings	n2	blessings	blessing	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Isaack	Isaack	np1	Isaack	Isaac	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
went	went	vvd	went	go	0
out	out	av	out	out	0
dayly	dayly	av-j	daily	daily	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
field	field	n1	field	field	0
to	to	p-acp	to	to	0
MeditateGen	MeditateGen	np1	MeditateGen	MeditateGen	0
.	.	.	.	.	1
24.	24.	crd	24.	24.	0
63	63	crd	63	63	0
,	,	,	,	,	1
64.	64.	crd	64.	64.	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
wonderfull	wonderfull	j	wonderful	wonderful	0
Works	Works	vvz	Works	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
very	very	j	very	very	0
time	time	n1	time	time	0
God	God	np1	God	God	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
Wife	Wife	n1	Wife	wife	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
goeth	goeth	vvz	goes	go	0
along	along	a-acp	along	along	0
with	with	p-acp	with	with	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
holy	holy	j	holy	holy	0
Meditations	Meditations	n2	Meditations	meditation	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
comfortable	comfortable	j	comfortable	comfortable	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
soul	soul	n1	soul	soul	0
;	;	;	;	;	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
then	then	av	then	then	0
conceive	conceive	vvi	conceive	conceive	0
aright	aright	av	aright	aright	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
secret	secret	j-jn	secret	secret	0
and	and	cc	and	and	0
hidden	hidden	j-vvn	hidden	hide	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
wisdom	wisdom	n1	wisdom	wisdom	0
ond	ond	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
his	his	po31	his	his	0
goodnesse	goodnesse	n1	goodness	goodness	0
and	and	cc	and	and	0
bounty	bounty	n1	bounty	bounty	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
glympse	glympse	n1	glimpse	glimpse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Creator	Creator	n1	Creator	creator	0
,	,	,	,	,	0
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
.	.	.	.	.	1
His	His	po31	His	his	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
will	will	vmb	will	will	0
also	also	av	also	also	0
open	open	vvi	open	open	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
in	in	p-acp	in	in	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
good	good	j	good	good	0
thou	thou	pns21	thou	thou	0
reapest	reapest	vv2	reapest	reap	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
pious	pious	j	pious	pious	0
Meditations	Meditations	n2	Meditations	meditation	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
lookest	lookest	vv2	lookest	look	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
and	and	cc	and	and	0
doest	doest	vd2	dost	do	0
not	not	xx	not	not	0
Me	Me	pno11	Me	i	0
∣	∣	sy	∣	∣	0
ditate	ditate	vvb	ditate	ditate	0
something	something	pi	something	something	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
dost	dost	vd2	dost	do	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
readest	readest	vv2	readest	read	0
or	or	cc	or	or	0
hearest	hearest	vv2	hearest	hear	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
Preached	Preached	vvn	Preached	preach	0
,	,	,	,	,	0
and	and	cc	and	and	0
dost	dost	vd2	dost	do	0
not	not	xx	not	not	0
settle	settle	vvi	settle	settle	0
it	it	pn31	it	it	0
upon	upon	p-acp	upon	upon	0
thy	thy	po21	thy	thy	0
affections	affections	n2	affections	affection	0
by	by	p-acp	by	by	0
ruminating	ruminating	vvg	ruminating	ruminate	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
edifie	edifie	vvi	edify	edify	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
comfort	comfort	vvb	comfort	comfort	0
thy	thy	po21	thy	thy	0
soul	soul	n1	soul	soul	0
thereby	thereby	av	thereby	thereby	0
:	:	:	:	:	0
So	So	av	So	so	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
doest	doest	vd2	dost	do	0
read	read	vvi	read	read	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
comfortable	comfortable	j	comfortable	comfortable	0
to	to	p-acp	to	to	0
poor	poor	j	poor	poor	0
dejected	dejected	j-vvn	dejected	deject	0
Spirits	Spirits	n2	Spirits	spirit	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
comfort	comfort	vvi	comfort	comfort	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
well	well	av	well	well	0
digested	digested	vvn	digested	digest	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
applyed	applyed	vvd	applied	apply	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
not	not	xx	not	not	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
holy	holy	j	holy	holy	0
Duty	Duty	n1	Duty	duty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
thee	thee	pno21	thee	thou	0
some	some	d	some	some	0
directions	directions	n2	directions	direction	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
perform	perform	vvi	perform	perform	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
doest	doest	vd2	dost	do	0
first	first	ord	first	first	0
practise	practise	vvi	practise	practise	0
it	it	pn31	it	it	0
upon	upon	p-acp	upon	upon	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
medi	medi	fw-la	medi	medi	0
∣	∣	sy	∣	∣	0
tate	tate	n1	tate	tate	0
upon	upon	p-acp	upon	upon	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
considerest	considerest	vv2	considerest	consider	0
seriously	seriously	av-j	seriously	serious	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
thoughts	thoughts	n2	thoughts	thought	0
what	what	r-crq	what	what	0
way	way	n1	way	way	0
thou	thou	pns21	thou	thou	0
walkest	walkest	vv2	walkest	walk	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
steps	steps	n2	steps	step	0
thou	thou	pns21	thou	thou	0
treadest	treadest	vv2	treadest	tread	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
end	end	n1	end	end	0
thy	thy	po21	thy	thy	0
wayes	wayes	n2	ways	way	0
do	do	vdb	do	do	0
tend	tend	vvi	tend	tend	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
also	also	av	also	also	0
learn	learn	vvi	learn	learn	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
Meditate	Meditate	vvi	Meditate	meditate	0
profitably	profitably	av-j	profitably	profitable	0
and	and	cc	and	and	0
comfor	comfor	n1	comfort	comfort	0
∣	∣	sy	∣	∣	0
tably	tably	av-j	tably	table	0
upon	upon	p-acp	upon	upon	0
God	God	np1	God	God	0
thy	thy	po21	thy	thy	0
Creator	Creator	n1	Creator	creator	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
thy	thy	po21	thy	thy	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
thy	thy	po21	thy	thy	0
Sanctifier	Sanctifier	n1	Sanctifier	sanctifier	0
and	and	cc	and	and	0
Comforter	Comforter	n1	Comforter	comforter	0
.	.	.	.	.	1
I	I	pns11	I	i	0
conclude	conclude	vvb	conclude	conclude	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
ancient	ancient	j	ancient	ancient	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
Nothing	Nothing	pix	Nothing	nothing	0
is	is	vbz	is	be	0
found	found	vvn	found	find	0
more	more	av-dc	more	more	0
sweet	sweet	j	sweet	sweet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
conceived	conceived	vvn	conceived	conceive	0
more	more	av-dc	more	more	0
comfortable	comfortable	j	comfortable	comfortable	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
doth	doth	vdz	does	do	0
so	so	av	so	so	0
separate	separate	vvi	separate	separate	0
the	the	dt	the	the	0
affections	affections	n2	affections	affection	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
no	no	xx	not	not	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
doth	doth	vdz	does	do	0
so	so	av	so	so	0
fortifie	fortifie	vvi	fortify	fortify	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
against	against	p-acp	against	against	0
temptations	temptations	n2	temptations	temptation	0
,	,	,	,	,	0
no	no	xx	not	not	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
doth	doth	vdz	does	do	0
so	so	av	so	so	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
further	further	av-j	further	further	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
good	good	j	good	good	0
work	work	n1	work	work	0
and	and	cc	and	and	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vine	vine	n1	vine	vine	0
Meditation	Meditation	n1	Meditation	meditation	0
,	,	,	,	,	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
contemplation	contemplation	n1	contemplation	contemplation	0
.	.	.	.	.	1
