WEll	WEll	n1	WEll	well	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
persvvasions	persvvasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
beare	beare	vvb	bear	bear	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
that	that	cst	that	that	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
Estee	Estee	np1	Estee	Estee	0
∣	∣	sy	∣	∣	0
med	med	n-vvn	med	m	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Fathers	Fathers	ng1	Father's	father	0
mynd	mynd	n1	mind	mind	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
house	house	n1	house	house	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
thinke	thinke	vvb	think	think	0
that	that	d	that	that	0
the	the	dt	the	the	0
Fathers	Fathers	ng1	Father's	father	0
approbation	approbation	n1	approbation	approbation	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
that	that	d	that	that	0
honest	honest	j	honest	honest	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
house	house	n1	house	house	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
daughter	daughter	n1	daughter	daughter	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhole	vvhole	j-jn	whole	whole	0
family	family	n1	family	family	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
house	house	n1	house	house	0
,	,	,	,	,	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
disho	disho	av	disho	disho	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
daughters	daughters	n2	daughters	daughter	0
that	that	cst	that	that	0
regard	regard	vvb	regard	regard	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
credits	credits	n2	credits	credit	0
:	:	:	:	:	0
ascribing	ascribing	vvg	ascribing	ascribe	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Fathers	Fathers	ng1	Father's	father	0
prerogatiue	prerogatiue	n1	prerogative	prerogative	0
,	,	,	,	,	0
that	that	cst	that	that	0
vvhat	vvhat	r-crq	what	what	0
soever	soever	av	soever	soever	0
he	he	pns31	he	he	0
approues	approues	vvz	approves	approve	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
vvell	vvell	av	well	well	0
li	li	wd	li	li	0
∣	∣	sy	∣	∣	0
ked	ked	vvn	ked	k	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
concernes	concernes	vvz	concerns	concern	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
house	house	n1	house	house	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
knovves	knovves	vvz	knows	know	0
full	full	av-j	full	full	0
vvell	vvell	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
although	although	cs	although	although	0
all	all	d	all	all	0
those	those	d	those	those	0
things	things	n2	things	thing	0
vvhich	vvhich	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
authorized	authorized	vvn	authorized	authorize	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
house	house	n1	house	house	0
be	be	vbb	be	be	0
there	there	a-acp	there	there	0
vvell	vvell	av	well	well	0
thought	thought	vvn	thought	think	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
synce	synce	c-acp	since	since	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
daugh	daugh	wd	daugh	daugh	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
vvhole	vvhole	j-jn	whole	whole	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
hee	hee	pns31	he	he	0
cared	cared	vvd	cared	care	0
for	for	p-acp	for	for	0
vvithin	vvithin	p-acp	within	within	0
his	his	po31	his	his	0
ovvne	ovvne	d	own	own	0
house	house	n1	house	house	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
remoue	remoue	vvi	remove	remove	0
all	all	d	all	all	0
evill	evill	j-jn	evil	evil	0
suspicions	suspicions	n2	suspicions	suspicion	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
family	family	n1	family	family	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
his	his	po31	his	his	0
neighbours	neighbours	n2	neighbours	neighbour	0
;	;	;	;	;	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
heedfull	heedfull	j	heedful	heedful	0
that	that	cst	that	that	0
the	the	dt	the	the	0
panders	panders	n2	panders	pander	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
occasion	occasion	n1	occasion	occasion	0
left	left	vvd	left	leave	0
them	them	pno32	them	they	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
chal	chal	n1	chal	chal	0
∣	∣	sy	∣	∣	0
lenging	lenging	vvg	lenging	leng	0
or	or	cc	or	or	0
laying	laying	vvg	laying	lay	0
clayme	clayme	n1	claim	claim	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
daughter	daughter	n1	daughter	daughter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
vvhor-house-marks	vvhor-house-marks	n2	vvhor-house-marks	vvhor-house-mark	0
upon	upon	p-acp	upon	upon	0
her	her	pno31	her	she	0
.	.	.	.	.	1
Even	Even	np1	Even	Even	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
city	city	n1	city	city	0
,	,	,	,	,	0
Magistra	Magistra	np1	Magistra	Magistra	0
∣	∣	sy	∣	∣	0
tes	tes	zz	tes	tes	0
and	and	cc	and	and	0
Ministers	Ministers	n2	Ministers	minister	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
parents	parents	n2	parents	parent	0
,	,	,	,	,	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
Administration	Administration	n1	Administration	administration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tended	tended	vvn	tended	tend	0
,	,	,	,	,	0
and	and	cc	and	and	0
tendered	tendered	vvd	tendered	tender	0
as	as	p-acp	as	as	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
daughter	daughter	n1	daughter	daughter	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
therfore	therfore	av	therefore	therefore	0
very	very	av	very	very	0
commen	commen	vvn	come	come	0
∣	∣	sy	∣	∣	0
dable	dable	vvi	dabble	dabble	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
parents	parents	n2	parents	parent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
vvee	vvee	pns12	we	we	0
may	may	vmb	may	may	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
me	me	pno11	me	i	0
them	them	pno32	them	they	0
)	)	)	)	)	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
rescue	rescue	vvb	rescue	rescue	0
the	the	dt	the	the	0
lavvfull	lavvfull	j	lawful	lawful	0
&	&	cc	&	and	0
pure	pure	j	pure	pure	0
Admini	Admini	np1	Admini	Admini	0
∣	∣	sy	∣	∣	0
stration	stration	n1	stration	stration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
violence	violence	n1	violence	violence	0
and	and	cc	and	and	0
ty	ty	zz	ty	ty	0
∣	∣	sy	∣	∣	0
rany	rany	n1	rany	rany	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
Panders	Panders	n2	Panders	pander	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
care	care	n1	care	care	0
and	and	cc	and	and	0
Custody	Custody	n1	Custody	custody	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
heer	heer	av	her	here	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
remember	remember	vvi	remember	remember	0
(	(	(	(	(	0
Especially	Especially	av-j	Especially	especial	0
they	they	pns32	they	they	0
vvho	vvho	r-crq	who	who	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
Eminent	Eminent	j	Eminent	eminent	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Nursing	Nursing	n-vvg	Nursing	nurse	0
Fathers	Fathers	n2	Father's	father	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
church	church	n1	church	church	0
I.E.	I.E.	np1	I.E.	I.E.	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Monarchs	Monarchs	n2	Monarchs	monarch	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
enough	enough	av-d	enough	enough	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
brought	brought	vvn	brought	bring	0
this	this	d	this	this	0
daughter	daughter	n1	daughter	daughter	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
pists	pists	vvz	pists	pist	0
stevves	stevves	n2	stews	stew	0
,	,	,	,	,	0
home	home	av-an	home	home	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
care	care	n1	care	care	0
and	and	cc	and	and	0
keeping	keeping	vvg	keeping	keep	0
,	,	,	,	,	0
unles	unles	cs	unless	unless	0
they	they	pns32	they	they	0
also	also	av	also	also	0
put	put	vvd	put	put	0
of	of	pp-f	of	of	0
from	from	p-acp	from	from	0
her	her	pno31	her	she	0
,	,	,	,	,	0
all	all	d	all	all	0
that	that	cst	that	that	0
dressing	dressing	vvg	dressing	dress	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
they	they	pns32	they	they	0
knovv	knovv	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vvhorish	vvhorish	j	whorish	whorish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
stevves	stevves	n2	stews	stew	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
vvith	vvith	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
vvhorish	vvhorish	j	whorish	whorish	0
:	:	:	:	:	0
Especially	Especially	av-j	Especially	especial	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
citty	citty	n1	city	city	0
vvhere	vvhere	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
Variety	Variety	n1	Variety	variety	0
of	of	pp-f	of	of	0
judgments	judgments	n2	judgments	judgment	0
,	,	,	,	,	0
the	the	dt	the	the	0
ouerruling	ouerruling	vvg	overruling	overrule	0
vvherof	vvherof	c-crq	whereof	whereof	0
by	by	p-acp	by	by	0
mans	mans	ng1	men	man	0
Autority	Autority	n1	Authority	authority	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
expected	expected	vvn	expected	expect	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhere	vvhere	c-crq	where	where	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
so	so	av	so	so	0
mamy	mamy	j	mamy	mamy	0
hucksters	hucksters	n2	hucksters	huckster	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
stevves	stevves	n2	stews	stew	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
mayning	mayning	vvg	maining	main	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
delusions	delusions	n2	delusions	delusion	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
vvho	vvho	r-crq	who	who	0
sug	sug	n1	sug	sug	0
∣	∣	sy	∣	∣	0
gest	gest	n1	gest	gest	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
kindes	kindes	n2	kinds	kind	0
of	of	pp-f	of	of	0
dressing	dressing	vvg	dressing	dress	0
from	from	p-acp	from	from	0
vvhence	vvhence	q-crq	whence	whence	0
soeuer	soeuer	av	soever	soever	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
taken	taken	vvn	taken	take	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
good	good	j	good	good	0
&	&	cc	&	and	0
honest	honest	j	honest	honest	0
by	by	p-acp	by	by	0
Autho	Autho	np1	Autho	Autho	0
∣	∣	sy	∣	∣	0
ritye	ritye	n1	ritye	ritye	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
vvell	vvell	av	well	well	0
they	they	pns32	they	they	0
knovv	knovv	vvb	know	know	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
set	set	vvn	set	set	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
one	one	crd	one	one	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
mily	mily	n1	mily	mily	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
therfore	therfore	av	therefore	therefore	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
bea	bea	fw-mi	bea	bea	0
∣	∣	sy	∣	∣	0
re	re	fw-mi	re	re	0
out	out	av	out	out	0
such	such	d	such	such	0
things	things	n2	things	thing	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Authoritye	Authoritye	n1	Authority	authority	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
dutye	dutye	n1	duty	duty	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
regard	regard	vvb	regard	regard	0
publike	publike	j	public	public	0
Chastity	Chastity	n1	Chastity	chastity	0
and	and	cc	and	and	0
hone	hone	uh	hone	hone	0
∣	∣	sy	∣	∣	0
sty	sty	zz	sty	sty	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
daughter	daughter	n1	daughter	daughter	0
and	and	cc	and	and	0
fami	fami	fw-la	fami	fami	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
vvithin	vvithin	p-acp	within	within	0
their	their	po32	their	their	0
ovvne	ovvne	d	own	own	0
vvalls	vvalls	n2	walls	wall	0
but	but	p-acp	but	but	0
alsoe	alsoe	av	also	also	0
throu	throu	p-acp	through	through	0
∣	∣	sy	∣	∣	0
ghout	ghout	n1	ghout	ghout	0
the	the	cs	the	than	0
vvhole	vvhole	j-jn	whole	whole	0
citty	citty	n1	city	city	0
;	;	;	;	;	0
not	not	xx	not	not	0
suffring	suffring	vvg	suffering	suffer	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
vvithin	vvithin	p-acp	within	within	0
their	their	po32	their	their	0
house	house	n1	house	house	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
they	they	pns32	they	they	0
knovv	knovv	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
held	held	vvn	held	hold	0
,	,	,	,	,	0
urged	urged	vvn	urged	urge	0
,	,	,	,	,	0
and	and	cc	and	and	0
maynteyned	maynteyned	vvd	maintained	maintain	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
stevves	stevves	n2	stews	stew	0
and	and	cc	and	and	0
their	their	po32	their	their	0
instruments	instruments	n2	instruments	instrument	0
as	as	p-acp	as	as	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
vvhorish	vvhorish	j	whorish	whorish	0
stuffe	stuffe	n1	stuff	stuff	0
.	.	.	.	.	1
Last	Last	ord	Last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
vvary	vvary	j	wary	wary	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
any	any	d	any	any	0
signes	signes	n2	signs	sign	0
or	or	cc	or	or	0
tokens	tokens	n2	tokens	token	0
bee	bee	vbb	be	be	0
left	left	vvn	left	leave	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
daughter	daughter	n1	daughter	daughter	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
vvhich	vvhich	r-crq	which	which	0
shee	shee	pns31	she	she	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
questioned	questioned	vvn	questioned	question	0
agayne	agayne	av	again	again	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
panders	panders	n2	panders	pander	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
theires	theires	png32	theirs	they	0
.	.	.	.	.	1
Novv	Novv	av	Now	now	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
please	please	vvb	please	please	0
your	your	po22	your	your	0
Excellent	Excellent	j	Excellent	excellent	0
Majestye	Majestye	n1	Majesty	majesty	0
)	)	)	)	)	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
nursing	nursing	j-vvg	nursing	nurse	0
Fathers	Fathers	n2	Father's	father	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
bles	bles	fw-fr	bles	bles	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
bee	bee	vbb	be	be	0
his	his	po31	his	his	0
name	name	n1	name	name	0
therefore	therefore	av	therefore	therefore	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
high	high	j	high	high	0
calling	calling	n1	calling	calling	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
providence	providence	n1	providence	providence	0
)	)	)	)	)	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
this	this	d	this	this	0
Ministery	Ministery	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
rescued	rescued	vvd	rescued	rescue	0
out	out	av	out	out	0
