HAuing	HAuing	vhg	Having	have	0
this	this	d	this	this	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
norable	norable	j	norable	norable	0
City	City	n1	City	city	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
almost	almost	av	almost	almost	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
realme	realme	n1	realm	realm	0
vniuersally	vniuersally	av-j	universally	universal	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
to	to	pc-acp	to	to	0
acquaint	acquaint	vvi	acquaint	acquaint	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
maners	maners	n2	manners	manner	0
and	and	cc	and	and	0
dispositions	dispositions	n2	dispositions	disposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
finally	finally	av-j	finally	final	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
viewe	viewe	vvi	view	view	0
all	all	d	all	all	0
such	such	d	such	such	0
monuments	monuments	n2	monuments	monument	0
,	,	,	,	,	0
edifices	edifices	n2	edifices	edifice	0
,	,	,	,	,	0
and	and	cc	and	and	0
memorable	memorable	j	memorable	memorable	0
deedes	deedes	n2	deeds	deed	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
good	good	j	good	good	0
Ance	Ance	n1	Ance	ance	0
∣	∣	sy	∣	∣	0
stors	stors	n2	stors	stor	0
haue	haue	vhb	have	have	0
left	left	vvn	left	leave	0
behinde	behinde	p-acp	behind	behind	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
progresse	progresse	n1	progress	progress	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
obseruing	obseruing	vvg	observing	observe	0
euery	euery	d	every	every	0
little	little	j	little	little	0
circumstance	circumstance	n1	circumstance	circumstance	0
as	as	c-acp	as	as	0
neerely	neerely	av-j	nearly	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
(	(	(	(	(	0
if	if	cs	if	if	0
not	not	xx	not	not	0
all	all	d	all	all	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
very	very	av	very	very	0
many	many	d	many	many	0
things	things	n2	things	thing	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hoped	hoped	vvd	hoped	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
loked	loked	vvn	looked	look	0
for	for	p-acp	for	for	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	c-acp	as	as	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
I	I	pns11	I	i	0
founde	founde	vvd	found	find	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
places	places	n2	places	place	0
,	,	,	,	,	0
dissolute	dissolute	j	dissolute	dissolute	0
,	,	,	,	,	0
prowde	prowde	j	proved	proud	0
,	,	,	,	,	0
enuious	enuious	j	envious	envious	0
,	,	,	,	,	0
malicious	malicious	j	malicious	malicious	0
,	,	,	,	,	0
disdaynefull	disdaynefull	j	disdaynefull	disdainful	0
,	,	,	,	,	0
couetous	couetous	j	covetous	covetous	0
,	,	,	,	,	0
ambicious	ambicious	j	ambitious	ambitious	0
,	,	,	,	,	0
carelesse	carelesse	j	careless	careless	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
altogether	altogether	av	altogether	altogether	0
irreligious	irreligious	j	irreligious	irreligious	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Cuntreys	Cuntreys	n2	Countries	country	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
them	them	pno32	them	they	0
both	both	d	both	both	0
pleasant	pleasant	j	pleasant	pleasant	0
,	,	,	,	,	0
and	and	cc	and	and	0
delectable	delectable	j	delectable	delectable	0
,	,	,	,	,	0
and	and	cc	and	and	0
abounding	abounding	vvg	abounding	abound	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
commodities	commodities	n2	commodities	commodity	0
and	and	cc	and	and	0
store	store	n1	store	store	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
nothing	nothing	pix	nothing	nothing	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wanting	wanting	vvg	wanting	want	0
that	that	d	that	that	0
mans	mans	ng1	men	man	0
hart	hart	n1	heart	hart	0
could	could	vmd	could	can	0
desire	desire	vvi	desire	desire	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
,	,	,	,	,	0
saue	saue	vvb	save	save	0
only	only	av-j	only	only	0
good	good	j	good	good	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
thank	thank	n1	thank	thank	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
to	to	pc-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
so	so	av	so	so	0
inestimable	inestimable	j	inestimable	inestimable	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
infinite	infinite	j	infinite	infinite	0
blessings	blessings	n2	blessings	blessing	0
bestowed	bestowed	vvn	bestowed	bestow	0
vppon	vppon	p-acp	upon	upon	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
monuments	monuments	n2	monuments	monument	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
good	good	j	good	good	0
forefathers	forefathers	n2	forefathers	forefather	0
lefte	lefte	vvn	left	leave	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
Hospitalls	Hospitalls	n2	Hospitals	hospital	0
,	,	,	,	,	0
Spittles	Spittles	n2	Spittles	hospital	0
,	,	,	,	,	0
Almes	Almes	n2	Alms	alm	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
Chappels	Chappels	n2	Chapels	chapel	0
,	,	,	,	,	0
Schooles	Schooles	n2	Schools	school	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
Bridges	Bridges	n2	Bridges	bridge	0
,	,	,	,	,	0
high	high	j	high	high	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
pauements	pauements	n2	pavements	pavement	0
,	,	,	,	,	0
causies	causies	n2	causies	causy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lyke	lyke	av-j	like	like	0
)	)	)	)	)	0
I	I	pns11	I	i	0
founde	founde	vvd	found	find	0
them	them	pno32	them	they	0
,	,	,	,	,	0
some	some	d	some	some	0
quite	quite	av	quite	quite	0
dissolued	dissolued	vvn	dissolved	dissolve	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
scarse	scarse	av-j	scarce	scarce	0
any	any	d	any	any	0
small	small	j	small	small	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
brance	brance	n1	brance	brance	0
thereof	thereof	av	thereof	thereof	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
places	places	n2	places	place	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
seene	seene	vvn	seen	see	0
)	)	)	)	)	0
and	and	cc	and	and	0
othersome	othersome	j	othersome	othersome	0
so	so	av	so	so	0
ruinate	ruinate	vvi	ruinate	ruinate	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
cayed	cayed	vvn	cayed	cay	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
first	first	ord	first	first	0
founders	founders	n2	founders	founder	0
thereof	thereof	av	thereof	thereof	0
were	were	vbdr	were	be	0
nowe	nowe	av	now	now	0
liuing	liuing	vvg	living	live	0
and	and	cc	and	and	0
shoulde	shoulde	vmd	should	shall	0
see	see	vvi	see	see	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
disproportioned	disproportioned	vvn	disproportioned	disproportion	0
miscre	miscre	n1	miscre	miscre	0
∣	∣	sy	∣	∣	0
ants	ants	n2	ants	ant	0
foysted	foysted	vvn	foisted	foist	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
places	places	n2	places	place	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerall	nerall	n1	nerall	nerall	0
decay	decay	n1	decay	decay	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
playne	playne	j	plain	plain	0
defection	defection	n1	defection	defection	0
and	and	cc	and	and	0
falling	falling	vvg	falling	fall	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
right	right	av-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
,	,	,	,	,	0
returning	returning	vvg	returning	return	0
to	to	p-acp	to	to	0
London	London	np1	London	London	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
long	long	j	long	long	0
and	and	cc	and	and	0
paynefull	paynefull	j	painful	painful	0
iourney	iourney	n1	journey	journey	0
,	,	,	,	,	0
and	and	cc	and	and	0
hauing	hauing	vhg	having	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
there	there	a-acp	there	there	0
a	a	dt	a	a	0
little	little	j	little	little	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
moued	moued	vvn	moved	move	0
(	(	(	(	(	0
I	I	pns11	I	i	0
protest	protest	vvb	protest	protest	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
)	)	)	)	)	0
euen	euen	av-j	even	even	0
in	in	p-acp	in	in	0
conscience	conscience	n1	conscience	conscience	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
this	this	d	this	this	0
little	little	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
eyther	eyther	d	either	either	0
by	by	p-acp	by	by	0
example	example	n1	example	example	0
,	,	,	,	,	0
exhortation	exhortation	n1	exhortation	exhortation	0
,	,	,	,	,	0
or	or	cc	or	or	0
one	one	crd	one	one	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
stirre	stirre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
mindes	mindes	n2	minds	mind	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
whose	whose	rg-crq	whose	who	0
hearts	hearts	n2	hearts	heart	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
touched	touched	vvn	touched	touch	0
)	)	)	)	)	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
maynteyne	maynteyne	vvi	maintain	maintain	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
predecessors	predecessors	n2	predecessors	predecessor	0
haue	haue	vhb	have	have	0
left	left	vvn	left	leave	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
hinde	hinde	n1	hind	hind	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
want	want	n1	want	want	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
blemish	blemish	n1	blemish	blemish	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
that	that	cst	that	that	0
maketh	maketh	vvz	makes	make	0
the	the	dt	the	the	0
enemy	enemy	n1	enemy	enemy	0
to	to	pc-acp	to	to	0
barke	barke	vvi	bark	bark	0
against	against	p-acp	against	against	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
were	were	vbdr	were	be	0
nothing	nothing	pix	nothing	nothing	0
else	else	av	else	else	0
but	but	cc-acp	but	but	0
playne	playne	j	plain	plain	0
talking	talking	n-vvg	talking	talk	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
walking	walking	vvg	walking	walk	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
playne	playne	j	plain	plain	0
Atheisme	Atheisme	n1	Atheism	atheism	0
,	,	,	,	,	0
and	and	cc	and	and	0
Libertinisme	Libertinisme	n1	Libertinism	libertinism	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
they	they	pns32	they	they	0
falsely	falsely	av-j	falsely	false	0
beare	beare	vvi	bear	bear	0
the	the	dt	the	the	0
world	world	n1	world	world	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
conscience	conscience	n1	conscience	conscience	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
very	very	j	very	very	0
shame	shame	n1	shame	shame	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
indeuour	indeuour	n1	endeavour	endeavour	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
good	good	j	good	good	0
works	works	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
some	some	d	some	some	0
monuments	monuments	n2	monuments	monument	0
and	and	cc	and	and	0
testimo	testimo	fw-la	testimo	testimo	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
christian	christian	njp	christian	christian	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
charitie	charitie	n1	charity	charity	0
behinde	behinde	p-acp	behind	behind	0
vs.	vs.	pno12	us	we	0
For	For	p-acp	For	for	0
else	else	av	else	else	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
afrayde	afrayde	j	afraid	afraid	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
our	our	po12	our	our	0
good	good	j	good	good	0
forefathers	forefathers	n2	forefathers	forefather	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
accoumpt	accoumpt	n1	account	account	0
prophane	prophane	j	profane	profane	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
persons	persons	n2	persons	person	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
speaketh	speaketh	vvz	speaks	speak	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
goe	goe	vvi	go	go	0
before	before	p-acp	before	before	0
vs	vs	pno12	us	we	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uen	uen	vvn	uen	uen	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
oc	oc	fw-fr	oc	oc	0
∣	∣	sy	∣	∣	0
casion	casion	n1	casion	casion	0
to	to	p-acp	to	to	0
say	say	vvi	say	say	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
further	further	jc	further	further	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
bend	bend	vvi	bend	bend	0
my	my	po11	my	my	0
stile	stile	n1	style	stile	0
towards	towards	p-acp	towards	towards	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
sort	sort	n1	sort	sort	0
penned	penned	vvn	penned	pen	0
this	this	d	this	this	0
little	little	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
considered	considered	vvd	considered	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
ratiocinations	ratiocinations	n2	ratiocinations	ratiocination	0
pro	pro	fw-la	pro	pro	0
&	&	cc	&	and	0
contra	contra	fw-la	contra	contra	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
resolued	resolued	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
consecrate	consecrate	vvi	consecrate	consecrate	0
the	the	dt	the	the	0
same	same	d	same	same	0
rather	rather	av-c	rather	rather	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
two	two	crd	two	two	0
causes	causes	n2	causes	cause	0
:	:	:	:	:	0
First	First	ord	First	first	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
you	you	pn22	you	you	0
(	(	(	(	(	0
and	and	cc	and	and	0
that	that	cst	that	that	0
most	most	av-ds	most	most	0
worthely	worthely	av-j	worthily	worthy	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
regiment	regiment	n1	regiment	regiment	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
so	so	av	so	so	0
famous	famous	j	famous	famous	0
and	and	cc	and	and	0
populous	populous	j	populous	populous	0
a	a	dt	a	a	0
City	City	n1	City	city	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
(	(	(	(	(	0
