May	May	vmb	May	may	0
Scheme	Scheme	n1	Scheme	scheme	0
,	,	,	,	,	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
was	was	vbds	was	be	0
depending	depending	vvg	depending	depend	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
have	have	vhb	have	have	0
formed	formed	vvn	formed	form	0
the	the	dt	the	the	0
Model	Model	n1	Model	model	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Bank	Bank	n1	Bank	bank	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
I	I	pns11	I	i	0
presented	presented	vvd	presented	present	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
;	;	;	;	;	0
only	only	j	only	only	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
look	look	vvi	look	look	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Novelty	Novelty	n1	Novelty	novelty	0
,	,	,	,	,	0
have	have	vhb	have	have	0
spoil'd	spoil'd	vvn	spoiled	spoil	0
my	my	po11	my	my	0
Design	Design	n1	Design	design	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Alterations	Alterations	n2	Alterations	alteration	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
doubtless	doubtless	av-j	doubtless	doubtless	0
a	a	dt	a	a	0
Duty	Duty	n1	Duty	duty	0
incumbent	incumbent	vvn	incumbent	incumbent	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
mentioned	mentioned	vvd	mentioned	mention	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
Intituled	Intituled	vvn	Entitled	entitle	0
A	A	dt	A	a	0
Discourse	Discourse	n1	Discourse	discourse	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
late	late	j	late	late	0
Funds	Funds	n2	Funds	fund	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
presented	presented	vvd	presented	present	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
Houses	Houses	n2	Houses	house	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
propose	propose	vvi	propose	propose	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
may	may	vmb	may	may	0
occur	occur	vvi	occur	occur	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
,	,	,	,	,	0
and	and	cc	and	and	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
spends	spends	vvz	spends	spend	0
his	his	po31	his	his	0
Time	Time	n1	Time	time	0
and	and	cc	and	and	0
Estate	Estate	n1	Estate	estate	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
presumes	presumes	vv2	presumest	presume	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
safe	safe	j	safe	safe	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
Protection	Protection	n1	Protection	protection	0
:	:	:	:	:	0
if	if	cs	if	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
certainly	certainly	av-j	certainly	certain	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Bar	Bar	n1	Bar	bar	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
future	future	j-jn	future	future	0
Ingenuity	Ingenuity	n1	Ingenuity	ingenuity	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
discourage	discourage	vvi	discourage	discourage	0
Persons	Persons	n2	Persons	person	0
from	from	p-acp	from	from	0
offering	offering	vvg	offering	offer	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
that	that	n1	that	hat	0
may	may	vmb	may	may	0
tend	tend	vvi	tend	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Good	Good	j	Good	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
well	well	av	well	well	0
satisfied	satisfied	vvn	satisfied	satisfy	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
countenance	countenance	vvi	countenance	countenance	0
any	any	d	any	any	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
go	go	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
deprive	deprive	vvi	deprive	deprive	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fruit	Fruit	n1	Fruit	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Industry	Industry	n1	Industry	industry	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
tho	tho	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
often	often	av	often	often	0
told	told	vvn	told	tell	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Persons	Persons	n2	Persons	person	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
engaged	engaged	vvn	engaged	engage	0
in	in	p-acp	in	in	0
setting	setting	vvg	setting	set	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
Bank	Bank	n1	Bank	bank	0
in	in	p-acp	in	in	0
opposition	opposition	n1	opposition	opposition	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
will	will	vmb	will	will	0
certainly	certainly	av-j	certainly	certain	0
bear	bear	vvi	bear	bear	0
me	me	pno11	me	i	0
down	down	a-acp	down	down	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
Interest	Interest	n1	Interest	interest	0
too	too	av	too	too	0
powerful	powerful	j	powerful	powerful	0
for	for	c-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
withstand	withstand	vvi	withstand	withstand	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
my	my	po11	my	my	0
self	self	n1	self	self	0
secure	secure	vvi	secure	secure	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
Justice	Justice	n1	Justice	justice	0
and	and	cc	and	and	0
Impartiality	Impartiality	n1	Impartiality	impartiality	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
assurance	assurance	n1	assurance	assurance	0
thereof	thereof	av	thereof	thereof	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
(	(	(	(	(	0
God	God	np1	God	God	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
proceed	proceed	vvb	proceed	proceed	0
upon	upon	p-acp	upon	upon	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
,	,	,	,	,	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
Assistance	Assistance	n1	Assistance	assistance	0
to	to	pc-acp	to	to	0
surmount	surmount	vvi	surmount	surmount	0
all	all	d	all	all	0
those	those	d	those	those	0
Difficulties	Difficulties	n2	Difficulties	difficulty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Igno	Igno	np1	Igno	Igno	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
Envy	Envy	n1	Envy	envy	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
may	may	vmb	may	may	0
lay	lay	vvi	lay	lay	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
way	way	n1	way	way	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beg	beg	vvb	beg	beg	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
subscribe	subscribe	vvi	subscribe	subscribe	0
my	my	po11	my	my	0
Self	Self	n1	Self	self	0
,	,	,	,	,	1
