THou	THou	pns21	THou	thou	0
man	man	n1	man	man	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
an	an	dt	and	a	0
intermitting	intermitting	j-vvg	intermitting	intermit	0
pulse	pulse	n1	pulse	pulse	0
bad	bad	vvd	bade	bid	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
haste	haste	n1	haste	haste	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Friends	Friends	n2	Friends	friend	0
deferred	deferred	vvd	deferred	defer	0
the	the	dt	the	the	0
promised	promised	j-vvn	promised	promise	0
help	help	n1	help	help	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
afternoon	afternoon	n1	afternoon	afternoon	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Physitians	Physitians	n2	Physicians	physician	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
present	present	j	present	present	0
:	:	:	:	:	0
Who	Who	r-crq	Who	who	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
explained	explained	vvn	explained	explain	0
their	their	po32	their	their	0
own	own	d	own	own	0
endeavour	endeavour	n1	endeavour	endeavour	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
13	13	crd	13	13	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
cut	cut	vvn	cut	cut	0
a	a	dt	a	a	0
Vein	Vein	n1	Vein	vein	0
twice	twice	av	twice	twice	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
often	often	av	often	often	0
purged	purged	vvn	purged	purge	0
him	him	pno31	him	he	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
nourished	nourished	vvn	nourished	nourish	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
Broaths	Broaths	n2	Broths	broth	0
and	and	cc	and	and	0
Whey	Whey	n1	Whey	whey	0
;	;	;	;	;	0
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
strengthened	strengthened	vvn	strengthened	strengthen	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Confections	Confections	n2	Confections	confection	0
,	,	,	,	,	0
Alkermes	Alkermes	n2	Alkermes	alkerme	0
,	,	,	,	,	0
and	and	cc	and	and	0
De	De	fw-fr	De	de	0
Hyacintho	Hyacintho	np1	Hyacintho	Hyacintho	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
proceed	proceed	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
path	path	n1	path	path	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
,	,	,	,	,	0
his	his	po31	his	his	0
Legs	Legs	n2	Legs	leg	0
and	and	cc	and	and	0
Arms	Arms	n2	Arms	arm	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Ulccrated	Ulccrated	vvn	Ulccrated	ulccrate	0
by	by	p-acp	by	by	0
Cantharides	Cantharides	fw-la	Cantharides	cantharides	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
answered	answered	vvd	answered	answer	0
;	;	;	;	;	0
Ye	Ye	pn22	You	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
oh	oh	uh	o	oh	0
my	my	po11	my	my	0
men	men	n2	men	man	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
hope	hope	vvb	hope	hope	0
these	these	d	these	these	0
same	same	d	same	same	0
Remedies	Remedies	n2	Remedies	remedy	0
have	have	vhb	have	have	0
afforded	afforded	vvn	afforded	afford	0
,	,	,	,	,	0
increas	increas	vvi	increase	increase	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
and	and	cc	and	and	0
left	left	vvd	left	leave	0
:	:	:	:	:	0
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
proceed	proceed	vvb	proceed	proceed	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
way	way	n1	way	way	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
morrow	morrow	n1	morrow	morrow	0
will	will	vmb	will	will	0
yield	yield	vvi	yield	yield	0
horrors	horrors	n2	horrors	horror	0
and	and	cc	and	and	0
the	the	dt	the	the	0
agony	agony	n1	agony	agony	0
of	of	pp-f	of	of	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
conclusion	conclusion	n1	conclusion	conclusion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Tragedy	Tragedy	n1	Tragedy	tragedy	0
.	.	.	.	.	1
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
let	let	vvb	let	let	0
five	five	crd	five	five	0
hours	hours	n2	hours	hour	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
that	that	cst	that	that	0
famous	famous	j	famous	famous	0
man	man	n1	man	man	0
commanded	commanded	vvd	commanded	command	0
me	me	pno11	me	i	0
,	,	,	,	,	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
loving	loving	j-vvg	loving	love	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
yesterday	yesterday	av-an	yesterday	yesterday	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
.	.	.	.	.	1
They	They	pns32	They	they	0
readily	readily	av-j	readily	ready	0
consented	consented	vvd	consented	consent	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
one	one	crd	one	one	0
Fonseca	Fonseca	np1	Fonseca	Fonseca	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Por	Por	zz	Por	por	0
∣	∣	sy	∣	∣	0
tugal	tugal	j	tugal	tugal	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
despised	despised	vvd	despised	despise	0
Chymical	Chymical	j	Chemical	chemical	0
Remedies	Remedies	n2	Remedies	remedy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
fiery	fiery	j	fiery	fiery	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
poured	poured	vvd	poured	pour	0
Oyl	Oyl	n1	Oil	oil	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Fire	Fire	n1	Fire	fire	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Vote	Vote	n1	Vote	vote	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
Physitian	Physitian	n1	Physician	physician	0
,	,	,	,	,	0
that	that	cst	that	that	0
Knight	Knight	n1	Knight	knight	0
underwent	underwent	vvd	underwent	undergo	0
Death	Death	n1	Death	death	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
although	although	cs	although	although	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
his	his	po31	his	his	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
stood	stood	vvd	stood	stand	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
also	also	av	also	also	0
Noble	Noble	j	Noble	noble	0
Persons	Persons	n2	Persons	person	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
houshold	houshold	n1	household	household	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
more	more	n1	more	moor	0
hoped	hoped	vvd	hoped	hope	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
accustomed	accustomed	j-vvn	accustomed	accustom	0
Remedies	Remedies	n2	Remedies	remedy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Votes	Votes	n2	Votes	vote	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
unknown	unknown	j	unknown	unknown	0
Medicines	Medicines	n2	Medicines	medicine	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
he	he	pns31	he	he	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
left	left	vvn	left	leave	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
thou	thou	pns21	thou	thou	0
wert	wert	vbd2r	wertenberg	be	0
absent	absent	j	absent	absent	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
these	these	d	these	these	0
things	things	n2	things	thing	0
happened	happened	vvd	happened	happen	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
as	as	c-acp	as	as	0
just	just	j	just	just	0
Indignation	Indignation	n1	Indignation	indignation	0
brings	brings	vvz	brings	bring	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
Song	Song	n1	Song	song	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
being	being	vbg	being	be	0
provoked	provoked	vvn	provoked	provoke	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
unskilful	unskilful	j	unskilful	unskilful	0
,	,	,	,	,	0
determined	determined	vvd	determined	determine	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
Little	Little	j	Little	little	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Unheard	Unheard	j	Unheard	unheard	0
of	of	pp-f	of	of	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
concerning	concerning	vvg	concerning	concern	0
Fevers	Fevers	n2	Fevers	fever	0
:	:	:	:	:	0
And	And	cc	And	and	0
it	it	pn31	it	it	0
fitly	fitly	av-j	fitly	fit	0
fell	fell	vvd	fell	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
that	that	cst	that	that	0
Cardinal	Cardinal	n1	Cardinal	cardinal	0
Ferdinandus	Ferdinandus	np1	Ferdinandus	Ferdinandus	0
,	,	,	,	,	0
our	our	po12	our	our	0
Kings	Kings	ng1	Kings	king	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
is	is	vbz	is	be	0
killed	killed	vvn	killed	kill	0
by	by	p-acp	by	by	0
Portugals	Portugals	np2	Portugals	Portugal	0
his	his	po31	his	his	0
chief	chief	j-jn	chief	chief	0
Physitians	Physitians	n2	Physicians	physician	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
an	an	dt	and	a	0
immoderate	immoderate	j	immoderate	immoderate	0
exhausting	exhausting	vvg	exhausting	exhaust	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Blood	Blood	n1	Blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
inordinate	inordinate	j	inordinate	inordinate	0
cooling	cooling	n-vvg	cooling	cool	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	d	that	that	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
so	so	av	so	so	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
foretold	foretold	vvn	foretold	foretell	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Writings	Writings	n2-vvg	Writings	write	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
Carmelita	Carmelita	np1	Carmelita	Carmelita	0
his	his	po31	his	his	0
Confessor	Confessor	n1	Confessor	confessor	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
forthwith	forthwith	av	forthwith	forthwith	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
that	that	cst	that	that	0
thing	thing	n1	thing	thing	0
was	was	vbds	was	be	0
disputed	disputed	vvn	disputed	dispute	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
controversal	controversal	j	controversal	controversal	0
right	right	n-jn	right	right	0
:	:	:	:	:	0
Fortunatus	Fortunatus	np1	Fortunatus	Fortunatus	0
Vopiscus	Vopiscus	np1	Vopiscus	Vopiscus	0
Plempius	Plempius	np1	Plempius	Plempius	0
,	,	,	,	,	0
a	a	dt	a	a	0
Dutch-man	Dutch-man	np1	Dutch-man	Dutchman	0
,	,	,	,	,	0
very	very	av	very	very	0
well	well	av	well	well	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
Professor	Professor	n1	Professor	professor	0
at	at	p-acp	at	at	0
Lovaine	Lovaine	np1	Lovaine	Louvain	0
,	,	,	,	,	0
was	was	vbds	was	be	0
Victor	Victor	n1	Victor	victor	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Controversie	Controversie	n1	Controversy	controversy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
prefixed	prefixed	vvn	prefixed	prefix	0
a	a	dt	a	a	0
Verse	Verse	n1	Verse	verse	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
Malice	Malice	n1	Malice	malice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Bruitish	Bruitish	j	Brutish	brutish	0
and	and	cc	and	and	0
unpunished	unpunished	j	unpunished	unpunished	0
Block	Block	n1	Block	block	0
∣	∣	sy	∣	∣	0
ishness	ishness	n1	ishness	ishness	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Physitians	Physitians	n2	Physicians	physician	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
manifested	manifested	vvn	manifested	manifest	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
,	,	,	,	,	0
that	that	cst	that	that	0
none	none	pix	none	none	0
was	was	vbds	was	be	0
ever	ever	av	ever	ever	0
made	made	vvn	made	make	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Fever	Fever	n1	Fever	fever	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
Galen	Galen	np1	Galen	Galen	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
neither	neither	d	neither	neither	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
who	who	r-crq	who	who	0
otherwise	otherwise	av	otherwise	otherwise	0
laboured	laboured	vvd	laboured	labour	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
grievous	grievous	j	grievous	grievous	0
sickness	sickness	n1	sickness	sickness	0
,	,	,	,	,	0
did	did	vdd	did	do	0
escape	escape	vvi	escape	escape	0
,	,	,	,	,	0
but	but	p-acp	but	but	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
timely	timely	j	timely	timely	0
snatch	snatch	n1	snatch	snatch	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
Because	Because	c-acp	Because	because	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Schools	Schools	n2	Schools	school	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
Fevers	Fevers	n2	Fevers	fever	0
essentially	essentially	av-j	essentially	essential	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Remedies	Remedies	n2	Remedies	remedy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
hitherto	hitherto	av	hitherto	hitherto	0
unknown	unknown	j	unknown	unknown	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
set	set	vvb	set	set	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
confirm	confirm	vvi	confirm	confirm	0
that	that	d	that	that	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
bespat	bespat	vvn	bespat	bespat	0
∣	∣	sy	∣	∣	0
tered	tered	vvn	tered	tere	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
many	many	d	many	many	0
faults	faults	n2	faults	fault	0
on	on	p-acp	on	on	0
every	every	d	every	every	0
side	side	n1	side	side	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
blushed	blushed	vvd	blushed	blush	0
to	to	pc-acp	to	to	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
however	however	c-acp	however	however	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
such	such	d	such	such	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
novelty	novelty	n1	novelty	novelty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
it	it	pn31	it	it	0
began	began	vvd	began	begin	0
soon	soon	av	soon	soon	0
after	after	p-acp	after	after	0
its	its	po31	its	its	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
wanting	wanting	vvg	wanting	want	0
or	or	cc	or	or	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
shew	shew	vvb	show	show	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Fever	Fever	n1	Fever	fever	0
is	is	vbz	is	be	0
unknown	unknown	j	unknown	unknown	0
:	:	:	:	:	0
That	That	cst	That	that	0
its	its	po31	its	its	0
Remedies	Remedies	n2	Remedies	remedy	0
are	are	vbr	are	be	0
unknown	unknown	j	unknown	unknown	0
:	:	:	:	:	0
And	And	cc	And	and	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Quaternary	Quaternary	j	Quaternary	quaternary	0
or	or	cc	or	or	0
Fourfold	Fourfold	j	Fourfold	fourfold	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
Humors	Humors	n2	Humours	humour	0
,	,	,	,	,	0
are	are	vbr	are	be	0
old	old	j	old	old	0
Wives	Wives	n2	Wives	wife	0
Trifles	Trifles	n2	Trifles	trifle	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
credulous	credulous	j	credulous	credulous	0
mortals	mortals	n2-jn	mortals	mortal	0
do	do	vdb	do	do	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
fat	fat	j	fat	fat	0
the	the	dt	the	the	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
Buri	Buri	np1	Buri	Buri	0
∣	∣	sy	∣	∣	0
al.	al.	d	all	all	0
Therefore	Therefore	av	Therefore	therefore	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Probleme	Probleme	n1	Problem	problem	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
altogether	altogether	av	altogether	altogether	0
erred	erred	vvn	erred	err	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
in	in	a-acp	in	in	0
,	,	,	,	,	0
or	or	cc	or	or	0
not	not	xx	not	not	0
indeed	indeed	av	indeed	indeed	0
I	I	pns11	I	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Humorists	Humorists	n2	Humorists	humorist	0
have	have	vhb	have	have	0
erred	erred	vvn	erred	err	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
School	School	n1	School	school	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Huniourists	Huniourists	n2	Huniourists	huniourist	0
hath	hath	vhz	hath	have	0
gone	gone	vvn	gone	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Wall	Wall	n1	Wall	wall	0
;	;	;	;	;	0
Because	Because	c-acp	Because	because	0
now	now	av	now	now	0
,	,	,	,	,	0
the	the	dt	the	the	0
Hinge	Hinge	n1	Hinge	hinge	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
posts	posts	n2	posts	post	0
of	of	pp-f	of	of	0
Healing	Healing	vvg	Healing	heal	0
are	are	vbr	are	be	0
supported	supported	vvn	supported	support	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
lye	lye	vvi	lie	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
That	That	cst	That	that	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
toucheth	toucheth	vvz	touches	touch	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
the	the	dt	the	the	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	ds	most	most	0
Families	Families	n2	Families	family	0
;	;	;	;	;	0
I	I	pns11	I	i	0
intreat	intreat	vvb	entreat	entreat	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
World	World	n1	World	world	0
