AT	AT	p-acp	AT	at	0
and	and	cc	and	and	0
frivolousnes	frivolousnes	n1	frivolousnes	frivolousnes	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
his	his	po31	his	his	0
answere	answere	n1	answer	answer	0
,	,	,	,	,	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
worthy	worthy	j	worthy	worthy	0
or	or	cc	or	or	0
meete	meete	j	meet	meet	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
replied	replied	vvn	replied	reply	0
unto	unto	p-acp	unto	unto	0
.	.	.	.	.	1
Neverthelesse	Neverthelesse	av	Nevertheless	nevertheless	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
all	all	d	all	all	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
understanding	understanding	n1	understanding	understanding	0
and	and	cc	and	and	0
judge	judge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
discerne	discerne	vvi	discern	discern	0
the	the	dt	the	the	0
frivolousnes	frivolousnes	n1	frivolousnes	frivolousnes	0
and	and	cc	and	and	0
weakenesse	weakenesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
pretended	pretended	j-vvn	pretended	pretend	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholickes	tholickes	n2	tholickes	tholicke	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
so	so	av	so	so	0
highly	highly	av-j	highly	high	0
esteeme	esteeme	vvi	esteem	esteem	0
,	,	,	,	,	0
approve	approve	vvb	approve	approve	0
,	,	,	,	,	0
and	and	cc	and	and	0
applaude	applaude	vvb	applaud	applaud	0
it	it	pn31	it	it	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
Regnat	Regnat	np1	Regnat	Regnat	0
inter	inter	fw-la	inter	inter	0
caecos	caecos	fw-la	caecos	caecos	0
Luscus	Luscus	np1	Luscus	Luscus	0
)	)	)	)	)	0
:	:	:	:	:	0
and	and	cc	and	and	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
also	also	av	also	also	0
,	,	,	,	,	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
so	so	av	so	so	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
cularly	cularly	av-jn	cularly	cular	0
touched	touched	vvn	touched	touch	0
and	and	cc	and	and	0
taxed	taxed	vvn	taxed	tax	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
chiefly	chiefly	av-jn	chiefly	chief	0
and	and	cc	and	and	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
Gods	Gods	ng1	Gods	god	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Supremacie	Supremacie	n1	Supremacy	supremacy	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
ought	ought	vmd	ought	ought	0
ever	ever	av	ever	ever	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
all	all	d	all	all	0
,	,	,	,	,	0
)	)	)	)	)	0
be	be	vbb	be	be	0
there	there	a-acp	there	there	0
purposely	purposely	av	purposely	purposely	0
and	and	cc	and	and	0
professedly	professedly	av-vvn	professedly	profess	0
encountred	encountred	vvd	encountered	encounter	0
and	and	cc	and	and	0
oppugned	oppugned	vvn	oppugned	oppugn	0
:	:	:	:	:	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
doe	doe	vdi	do	do	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
these	these	d	these	these	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
spects	spects	n2-jn	spects	spect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
make	make	vvb	make	make	0
and	and	cc	and	and	0
publish	publish	vvi	publish	publish	0
this	this	d	this	this	0
my	my	po11	my	my	0
Reply	Reply	n1	Reply	reply	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
further	further	jc	further	further	0
confirmation	confirmation	n1	confirmation	confirmation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prote	Prote	np1	Prote	Prote	0
∣	∣	sy	∣	∣	0
stants	stants	n2	stants	stant	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
two	two	crd	two	two	0
maine	maine	n1	main	main	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
weightie	weightie	j	weighty	weighty	0
points	points	n2	points	point	0
:	:	:	:	:	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
further	further	jc	further	further	0
confutation	confutation	n1	confutation	confutation	0
also	also	av	also	also	0
,	,	,	,	,	0
&	&	cc	&	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
viction	viction	n1	viction	viction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
&	&	cc	&	and	0
making	making	vvg	making	make	0
them	them	pno32	them	they	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
inexcusable	inexcusable	j	inexcusable	inexcusable	0
,	,	,	,	,	0
if	if	cs	if	if	0
after	after	p-acp	after	after	0
so	so	av	so	so	0
cleare	cleare	j	clear	clear	0
&	&	cc	&	and	0
abun	abun	vvi	abun	abun	0
∣	∣	sy	∣	∣	0
dant	dant	vvi	daunt	daunt	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
good	good	j	good	good	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
)	)	)	)	)	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
still	still	av	still	still	0
bee	bee	vbi	be	be	0
wilfull	wilfull	j	wilful	wilful	0
,	,	,	,	,	0
stubborne	stubborne	j	stubborn	stubborn	0
,	,	,	,	,	0
and	and	cc	and	and	0
unreformed	unreformed	j-vvn	unreformed	unreform	0
herein	herein	av	herein	herein	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
rum	rum	uh	rum	rum	0
est	est	fw-la	est	est	0
contra	contra	fw-la	contra	contra	0
stimulos	stimulos	fw-la	stimulos	stimulos	0
calcitrare	calcitrare	fw-la	calcitrare	calcitrare	0
:	:	:	:	:	0
Act.	Act.	n1	Act.	act	0
9.5	9.5	crd	9.5	9.5	0
.	.	.	.	.	1
Act	Act	n1	Act	act	0
5.29	5.29	crd	5.29	5.29	0
,	,	,	,	,	0
Proverb	Proverb	n1	Proverb	proverb	0
.	.	.	.	.	1
21.30	21.30	crd	21.30	21.30	0
.	.	.	.	.	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
prevaile	prevaile	vvi	prevail	prevail	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Fighters	Fighters	n2	Fighters	fighter	0
and	and	cc	and	and	0
Contenders	Contenders	n2	Contenders	contender	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sacred	Sacred	j	Sacred	sacred	0
and	and	cc	and	and	0
Divine	Divine	j-jn	Divine	divine	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
case	case	n1	case	case	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
fitter	fitter	jc	fitter	fit	0
,	,	,	,	,	0
then	then	cs	then	than	0
duro	duro	fw-la	duro	duro	0
nodo	nodo	fw-la	nodo	nodo	0
,	,	,	,	,	0
durus	durus	fw-la	durus	durus	0
cuneus	cuneus	fw-la	cuneus	cuneus	0
?	?	?	?	?	1
And	And	cc	And	and	0
so	so	av	so	so	0
sayth	sayth	vvz	say	say	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
,	,	,	,	,	0
Tertul.	Tertul.	np1	Tertul.	Tertul.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	0
cont	cont	av-vvn	contentedly	content	0
.	.	.	.	.	1
Gnostic	Gnostic	n1	Gnostic	gnostic	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
21.	21.	crd	21.	21.	1
Aug.	Aug.	np1	Aug.	Aug.	0
Epist.	Epist.	np1	Epist.	Epist.	0
48.	48.	crd	48.	48.	1
&	&	cc	&	and	0
Epist.	Epist.	np1	Epist.	Epist.	0
204.	204.	crd	204.	204.	0
that	that	n1	that	hat	0
duritia	duritia	fw-la	duritia	duritia	0
vincenda	vincenda	fw-la	vincenda	vincenda	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
suadenda	suadenda	fw-la	suadenda	suadenda	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
rule	rule	n1	rule	rule	0
S.	S.	n1	S.	saint	0
Augustine	Augustine	np1	Augustine	Augustine	0
also	also	av	also	also	0
giveth	giveth	vvz	gives	give	0
&	&	cc	&	and	0
teacheth	teacheth	vvz	teaches	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
error	error	n1	error	error	0
,	,	,	,	,	0
are	are	vbr	are	be	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
