CAto	CAto	np1	CAto	Cato	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
self	self	n1	self	self	0
made	made	vvd	made	make	0
answere	answere	n1	answer	answer	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whō	whō	ro-crq	whom	who	0
more	more	n1	more	moor	0
fitly	fitly	av-j	fitly	fit	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
dedicate	dedicate	vvi	dedicate	dedicate	0
my	my	po11	my	my	0
first	first	ord	first	first	0
booke	booke	n1	book	book	0
treating	treating	vvg	treating	treat	0
of	of	pp-f	of	of	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
vertuous	vertuous	j	virtuous	virtuous	0
brother	brother	n1	brother	brother	0
?	?	?	?	?	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
my	my	po11	my	my	0
second	second	ord	second	second	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Familie	Familie	n1	Family	family	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
familiar	familiar	j-jn	familiar	familiar	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
?	?	?	?	?	0
to	to	p-acp	to	to	0
whō	whō	ro-crq	whom	who	0
my	my	po11	my	my	0
third	third	ord	third	three	0
of	of	pp-f	of	of	0
Ciuility	Ciuility	n1	Civility	civility	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
ciuil	ciuil	j	civil	civil	0
brother	brother	n1	brother	brother	0
?	?	?	?	?	1
The	The	dt	The	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
points	points	n2	points	point	0
(	(	(	(	(	0
deare	deare	j-jn	deer	dear	0
brother	brother	n1	brother	brother	0
)	)	)	)	)	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
three	three	crd	three	three	0
this	this	d	this	this	0
Groue	Groue	n1	Grove	grove	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
cōformed	cōformed	vvn	conformed	conform	0
as	as	a-acp	as	as	0
nere	nere	av-j	never	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
like	like	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
that	that	cst	that	that	0
golden	golden	j	golden	golden	0
groue	groue	n1	grove	grove	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Hesperides	Hesperides	np1	Hesperides	Hesperides	0
.	.	.	.	.	1
VVherein	VVherein	c-crq	Wherein	wherein	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
to	to	p-acp	to	to	0
imi	imi	fw-la	imi	imi	0
∣	∣	sy	∣	∣	0
tate	tate	n1	tate	tate	0
,	,	,	,	,	0
the	the	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
Athenodo	Athenodo	fw-la	Athenodo	athenodo	0
∣	∣	sy	∣	∣	0
rus	rus	fw-la	rus	rus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
parted	parted	vvd	parted	part	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
elder	elder	n-jn	elder	elder	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
Zeno	Zeno	np1	Zeno	Zeno	0
all	all	d	all	all	0
his	his	po31	his	his	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
gaue	gaue	vvd	gave	give	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
one	one	crd	one	one	0
half	half	j-jn	half	half	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
thē	thē	pno32	them	they	0
that	that	d	that	that	0
one	one	crd	one	one	0
brother	brother	n1	brother	brother	0
should	should	vmd	should	shall	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
power	power	n1	power	power	0
reciprocally	reciprocally	av-j	reciprocally	reciprocal	0
aid	aid	n1	aid	aid	0
another	another	j-jn	another	another	0
?	?	?	?	?	1
&	&	cc	&	and	0
what	what	q-crq	what	what	0
more	more	dc	more	more	0
prodigious	prodigious	j	prodigious	prodigious	0
,	,	,	,	,	0
thē	thē	pno32	them	they	0
that	that	d	that	that	0
one	one	pi	one	one	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
wolfe	wolfe	n1	wolf	wolf	0
vnto	vnto	p-acp	unto	unto	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
other	other	n-jn	other	other	0
?	?	?	?	?	0
this	this	d	this	this	0
plainly	plainly	av-j	plainly	plain	0
and	and	cc	and	and	0
wisely	wisely	av-j	wisely	wise	0
was	was	vbds	was	be	0
specified	specified	vvn	specified	specify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
poet	poet	n1	poet	poet	0
Eu	Eu	n1	Eum	yew	0
∣	∣	sy	∣	∣	0
ripides	ripides	fw-la	ripides	ripides	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
said	said	vvd	said	say	0
:	:	:	:	:	0
questionlesse	questionlesse	j	questionless	questionless	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
loueth	loueth	vvz	loves	love	0
not	not	xx	not	not	0
his	his	po31	his	his	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
loueth	loueth	vvz	loves	love	0
neither	neither	av-d	neither	neither	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
begat	begat	vvd	begat	beget	0
him	him	pno31	him	he	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
her	her	pno31	her	she	0
,	,	,	,	,	0
that	that	cst	that	that	0
hare	hare	n1	hare	hare	0
.	.	.	.	.	1
And	And	cc	And	and	0
againe	againe	av	again	again	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
firmed	firmed	vvd	firmed	firm	0
by	by	p-acp	by	by	0
Antigone	Antigone	np1	Antigone	Antigone	0
in	in	p-acp	in	in	0
Sopho	Sopho	np1	Sopho	Sopho	0
∣	∣	sy	∣	∣	0
cles	cles	zz	cles	cles	0
:	:	:	:	:	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
she	she	pns31	she	she	0
)	)	)	)	)	0
loue	loue	vvb	love	love	0
my	my	po11	my	my	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ther	ther	pc-acp	there	there	0
better	better	vvi	better	better	0
then	then	av	then	then	0
my	my	po11	my	my	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
that	that	cst	that	that	0
hereafter	hereafter	av	hereafter	hereafter	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
very	very	av	very	very	0
well	well	av	well	well	0
haue	haue	vhb	have	have	0
more	more	dc	more	more	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
my	my	po11	my	my	0
father	father	n1	father	father	0
&	&	cc	&	and	0
mother	mother	n1	mother	mother	0
being	being	vbg	being	be	0
both	both	d	both	both	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
neuer	neuer	av-x	never	never	0
more	more	dc	more	more	0
brethren	brethren	n2	brothers	brethren	0
.	.	.	.	.	1
Standing	Standing	vvg	Standing	stand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
these	these	d	these	these	0
termes	termes	n2	terms	term	0
,	,	,	,	,	0
&	&	cc	&	and	0
hammering	hammering	vvg	hammering	hammer	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
mind	mind	n1	mind	mind	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
anuill	anuill	n1	anvil	anvil	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
mu	mu	crd	mu	mu	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
impart	impart	vvi	impart	impart	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
iust	iust	j	just	just	0
halfe	halfe	n-jn	half	half	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
substāce	substāce	n1	substance	substance	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
all	all	d	all	all	0
my	my	po11	my	my	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
euē	euē	av	even	even	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
skilful	skilful	j	skilful	skilful	0
Geo	Geo	np1	Geo	Geo	0
∣	∣	sy	∣	∣	0
metriciā	metriciā	fw-la	metriciā	metriciā	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
games	games	n2	games	game	0
of	of	pp-f	of	of	0
Olympus	Olympus	np1	Olympus	Olympus	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
bignesse	bignesse	n1	bigness	bigness	0
of	of	pp-f	of	of	0
Hercules	Hercules	npg1	Hercules	Hercules	0
foot	foot	n1	foot	foot	0
gessed	gessed	vvn	guessed	guess	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stature	stature	n1	stature	stature	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
body	body	n1	body	body	0
:	:	:	:	:	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
triple	triple	j	triple	triple	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
measure	measure	vvi	measure	measure	0
the	the	dt	the	the	0
willingnesse	willingnesse	n1	willingness	willingness	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
inward	inward	j	inward	inward	0
mind	mind	n1	mind	mind	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
barking	barking	vvg	barking	bark	0
sy	sy	j	sy	sy	0
∣	∣	sy	∣	∣	0
cophants	cophants	n2	cophants	cophant	0
and	and	cc	and	and	0
enuious	enuious	j	envious	envious	0
caitifes	caitifes	n2	caitiffs	caitiff	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
controlling	controlling	j-vvg	controlling	control	0
check	check	n1	check	check	0
the	the	dt	the	the	0
very	very	av	very	very	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
scholers	scholers	n2	scholars	scholar	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iect	iect	n1	iect	iect	0
,	,	,	,	,	0
I	I	pns11	I	i	0
passe	passe	vvb	pass	pass	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
make	make	vvi	make	make	0
tennis	tennis	n1	tennis	tennis	0
balles	balles	n2	balls	ball	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
bandy	bandy	vvi	bandy	bandy	0
them	them	pno32	them	they	0
quite	quite	av	quite	quite	0
away	away	av	away	away	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
▪	▪	▪	▪	▪	0
Onely	Onely	av-j	Only	only	0
this	this	d	this	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
wish	wish	n1	wish	wish	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
louing	louing	j-vvg	loving	love	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
will	will	vmb	will	will	0
diligently	diligently	av-j	diligently	diligent	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
use	use	vvb	use	use	0
thē	thē	pno32	them	they	0
ouer	ouer	a-acp	over	over	0
,	,	,	,	,	0
&	&	cc	&	and	0
shelter	shelter	vvi	shelter	shelter	0
thē	thē	pno32	them	they	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
vaile	vaile	n1	veil	veil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fauourable	fauourable	j	favourable	favourable	0
cen	cen	n1	cen	cen	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
.	.	.	.	.	1
Almighty	Almighty	np1	Almighty	Almighty	0
God	God	np1	God	God	0
(	(	(	(	(	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
now	now	av	now	now	0
ende	ende	vvi	end	end	0
)	)	)	)	)	0
giue	giue	vvb	give	give	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
Christian	Christian	np1	Christian	Christian	0
contentment	contentment	n1	contentment	contentment	0
,	,	,	,	,	0
while	while	cs	while	while	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Pilgrime	Pilgrime	n1	Pilgrim	pilgrim	0
you	you	pn22	you	you	0
remaine	remaine	vvb	remain	remain	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
earthly	earthly	j	earthly	earthly	0
groue	groue	n1	grove	grove	0
,	,	,	,	,	0
&	&	cc	&	and	0
make	make	vvb	make	make	0
your	your	po22	your	your	0
mind	mind	n1	mind	mind	0
pliable	pliable	j	pliable	pliable	0
and	and	cc	and	and	0
ready	ready	j	ready	ready	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
contem	contem	fw-la	contem	contem	0
∣	∣	sy	∣	∣	0
plation	plation	n1	plation	plation	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
golden	golden	j	golden	golden	0
and	and	cc	and	and	0
euerla	euerla	fw-fr	euerla	euerla	0
∣	∣	sy	∣	∣	0
sting	sting	n1	sting	sting	0
Groue	Groue	n1	Grove	grove	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
Frō	Frō	p-acp	From	from	0
Iesus	Iesus	np1	Iesus	Jesus	0
Colledge	Colledge	n1	College	college	0
in	in	p-acp	in	in	0
Oxford	Oxford	np1	Oxford	Oxford	0
.	.	.	.	.	1
