WHere	WHere	q-crq	WHere	where	0
it	it	pn31	it	it	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
charytable	charytable	j	charitable	charitable	0
and	and	cc	and	and	0
laudable	laudable	j	laudable	laudable	0
dede	dede	n1	deed	deed	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
thankefullye	thankefullye	av-j	thankfully	thankful	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
honorable	honorable	j	honourable	honourable	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
honest	honest	j	honest	honest	0
matrons	matrons	ng1	matrons	matron	0
/	/	/	/	/	0
yf	yf	cs	if	if	0
this	this	d	this	this	0
lyttell	lyttell	j	little	little	0
trea	trea	n1	trea	trea	0
¦	¦	sy	¦	¦	0
tyse	tyse	vvi	tyse	entice	0
so	so	av	so	so	0
frutefull	frutefull	j	fruitful	fruitful	0
and	and	cc	and	and	0
profytable	profytable	j	profitable	profitable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
purpose	purpose	n1	purpose	purpose	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
Englysh	Englysh	jp	English	english	0
/	/	/	/	/	0
so	so	av	so	so	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
meanes	meanes	n2	means	mean	0
it	it	pn31	it	it	0
myght	myght	vmd	might	may	0
be	be	vbi	be	be	0
redde	redde	vvn	red	read	0
and	and	cc	and	and	0
vnderstande	vnderstande	vvi	understand	understand	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
all	all	d	all	all	0
/	/	/	/	/	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
touchynge	touchynge	vvg	touching	touch	0
mydwyfes	mydwyfes	ng1	mydwyfes	mydwyfes	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
ryght	ryght	j-jn	right	right	0
expert	expert	j	expert	expert	0
/	/	/	/	/	0
diligēt	diligēt	j	diligent	diligent	0
/	/	/	/	/	0
wyse	wyse	j	wise	wise	0
/	/	/	/	/	0
circumspecte	circumspecte	j	circumspect	circumspect	0
/	/	/	/	/	0
and	and	cc	and	and	0
tender	tender	j	tender	tender	0
aboute	aboute	p-acp	about	about	0
suche	suche	d	such	such	0
busynesse	busynesse	n1	business	business	0
:	:	:	:	:	0
so	so	av	so	so	0
be	be	vbb	be	be	0
there	there	a-acp	there	there	0
agayne	agayne	av	again	again	0
manye	manye	d	many	many	0
mo	mo	dc	more	more	0
full	full	j	full	full	0
vndyscreate	vndyscreate	vvn	vndyscreate	vndyscreate	0
/	/	/	/	/	0
vnreasonable	vnreasonable	j-u	unreasonable	reasonable	0
/	/	/	/	/	0
chorleshe	chorleshe	n1	chorleshe	chorleshe	0
/	/	/	/	/	0
&	&	cc	&	and	0
farre	farre	av-j	far	far	0
to	to	pc-acp	to	to	0
seke	seke	vvi	seek	seek	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
thynges	thynges	n2	things	thing	0
/	/	/	/	/	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
sholde	sholde	vmd	should	shall	0
chieflye	chieflye	av-jn	chiefly	chief	0
helpe	helpe	vvi	help	help	0
and	and	cc	and	and	0
socoure	socoure	n1	succour	succour	0
the	the	dt	the	the	0
good	good	j	good	good	0
women	women	n2	women	woman	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
most	most	av-ds	most	most	0
paynefull	paynefull	j	painful	painful	0
labor	labor	n1	labour	labour	0
and	and	cc	and	and	0
thronges	thronges	n2	throngs	throng	0
.	.	.	.	.	1
Throughe	Throughe	p-acp	Through	through	0
whose	whose	rg-crq	whose	who	0
rudenesse	rudenesse	n1	rudeness	rudeness	0
and	and	cc	and	and	0
rasshenesse	rasshenesse	n1	rashness	rashness	0
onely	onely	av-j	only	only	0
I	I	pns11	I	i	0
doubte	doubte	n1	doubt	doubt	0
not	not	xx	not	not	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
nom	nom	fw-fr	nom	nom	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
are	are	vbr	are	be	0
caste	caste	vvn	cast	cast	0
awaye	awaye	av	away	away	0
and	and	cc	and	and	0
destroyed	destroyed	vvd	destroyed	destroy	0
(	(	(	(	(	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
petye	petye	j	petty	petty	0
.	.	.	.	.	0
)	)	)	)	)	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
almyghty	almyghty	j-jn	almighty	almighty	0
god	god	n1	god	god	0
/	/	/	/	/	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
bounde	bounde	vvn	bound	bind	0
ser	ser	n1	sir	sir	0
¦	¦	sy	¦	¦	0
uyce	uyce	n1	vice	vice	0
/	/	/	/	/	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
/	/	/	/	/	0
most	most	av-ds	most	most	0
gracyous	gracyous	j	gracious	gracious	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
Quene	Quene	n1	Queen	queen	0
/	/	/	/	/	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
iud	iud	vvn	jud	jud	0
∣	∣	sy	∣	∣	0
ged	ged	j	ged	ged	0
my	my	po11	my	my	0
labor	labor	n1	labour	labour	0
&	&	cc	&	and	0
paynes	paynes	n2	pains	pain	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
behalfe	behalfe	n1	behalf	behalf	0
ryght	ryght	j-jn	right	right	0
well	well	av	well	well	0
bestowed	bestowed	vvn	bestowed	bestow	0
/	/	/	/	/	0
requyrynge	requyrynge	vvg	requiring	require	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
women	women	n2	women	woman	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
estate	estate	n1	estate	estate	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
/	/	/	/	/	0
whiche	whiche	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
by	by	p-acp	by	by	0
readynge	readynge	vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
fynde	fynde	vvi	find	find	0
lyght	lyght	vvi	light	light	0
and	and	cc	and	and	0
cō	cō	vvi	con	con	0
∣	∣	sy	∣	∣	0
forte	forte	fw-fr	forte	forte	0
to	to	pc-acp	to	to	0
yelde	yelde	vvi	yield	yield	0
and	and	cc	and	and	0
render	render	vvi	render	render	0
thankes	thankes	n2	thanks	thanks	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
moste	moste	av-ds	most	most	0
gracyous	gracyous	j	gracious	gracious	0
hyghnes	hyghnes	n1	highness	highness	0
/	/	/	/	/	0
wysshyng	wysshyng	vvg	wishing	wish	0
greate	greate	j	great	great	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
myght	myght	vmd	might	may	0
please	please	vvi	please	please	0
all	all	d	all	all	0
honeste	honeste	j	honest	honest	0
&	&	cc	&	and	0
mother	mother	n1	mother	mother	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
