EXperience	EXperience	n1	EXperience	experience	0
drye	drye	j	dry	dry	0
shod	shod	j	shod	shod	0
▪	▪	▪	▪	▪	0
whereby	whereby	c-crq	whereby	whereby	0
all	all	d	all	all	0
the	the	dt	the	the	0
kings	kings	n2	kings	king	0
and	and	cc	and	and	0
princes	princes	n2	princes	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
had	had	vhd	had	have	0
&	&	cc	&	and	0
haue	haue	vhb	have	have	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
contemne	contemne	vvi	contemn	contemn	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
persecute	persecute	vvi	persecute	persecute	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
despise	despise	vvi	despise	despise	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
and	and	cc	and	and	0
ministers	ministers	n2	ministers	minister	0
.	.	.	.	.	1
The	The	dt	The	the	0
like	like	j	like	like	0
experience	experience	n1	experience	experience	0
made	made	vvd	made	make	0
Iosuah	Iosuah	np1	Iosuah	Iosuah	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
Is	Is	vbz	Is	be	0
∣	∣	sy	∣	∣	0
rael	rael	n1	rael	rael	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
deepe	deepe	j-jn	deep	deep	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
Iorden	Iorden	n1	Iorden	jordan	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
passed	passed	vvd	passed	pass	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
went	went	vvd	went	go	0
dry	dry	j	dry	dry	0
shod	shod	j	shod	shod	0
to	to	p-acp	to	to	0
land	land	n1	land	land	0
.	.	.	.	.	1
The	The	dt	The	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
breaking	breaking	vvg	breaking	break	0
the	the	dt	the	the	0
couenant	couenant	n1	covenant	covenant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
their	their	po32	their	their	0
God	God	n1	God	god	0
,	,	,	,	,	0
&	&	cc	&	and	0
standing	standing	vvg	standing	stand	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
rebellion	rebellion	n1	rebellion	rebellion	0
were	were	vbdr	were	be	0
destroi	destroi	n1	destroi	destroi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Iudah	Iudah	np1	Iudah	Judah	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
slaues	slaues	n2	slaves	slave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Chaldeans	Chaldeans	njp2	Chaldeans	chaldean	0
:	:	:	:	:	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
(	(	(	(	(	0
and	and	cc	and	and	0
so	so	av	so	so	0
are	are	vbr	are	be	0
wee	wee	pns12	we	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
example	example	n1	example	example	0
)	)	)	)	)	0
what	what	q-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
despise	despise	vvi	despise	despise	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
hostes	hostes	n2	hosts	host	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
disobedience	disobedience	n1	disobedience	disobedience	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
maiestie	maiestie	n1	majesty	majesty	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
restoring	restoring	vvg	restoring	restore	0
Iacob	Iacob	np1	Iacob	Jacob	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Chaldea	Chaldea	np1	Chaldea	Chaldea	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
in	in	zz	in	in	0
∣	∣	sy	∣	∣	0
heritance	heritance	n1	heritance	heritance	0
againe	againe	av	again	again	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
promised	promised	vvn	promised	promise	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mouthes	mouthes	n2	mouths	mouth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Prophets	Prophets	n2	Prophets	prophet	0
:	:	:	:	:	0
doth	doth	vdz	does	do	0
teach	teach	vvi	teach	teach	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
how	how	c-crq	how	how	0
faithfull	faithfull	j	faithful	faithful	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
promises	promises	n2	promises	promise	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
therefore	therefore	av	therefore	therefore	0
should	should	vmd	should	shall	0
rest	rest	vvi	rest	rest	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
without	without	p-acp	without	without	0
doubting	doubting	vvg	doubting	doubt	0
.	.	.	.	.	1
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
wrought	wrought	vvn	wrought	wrought	0
wonders	wonders	n2	wonders	wonder	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
his	his	po31	his	his	0
diuine	diuine	j-jn	divine	divine	0
power	power	n1	power	power	0
and	and	cc	and	and	0
beleeue	beleeue	vvi	believe	believe	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
works	works	n2	works	work	0
sake	sake	n1	sake	sake	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
beleeued	beleeued	vvd	believed	believe	0
not	not	xx	not	not	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
therefore	therefore	av	therefore	therefore	0
confounded	confounded	vvn	confounded	confound	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
that	that	cst	that	that	0
testifieth	testifieth	vvz	testifieth	testify	0
against	against	p-acp	against	against	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
consci	consci	fw-la	consci	consci	0
∣	∣	sy	∣	∣	0
ences	ences	n1	ences	ences	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
taught	taught	vvd	taught	teach	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Diues	Diues	fw-la	Diues	dives	0
and	and	cc	and	and	0
Lazarus	Lazarus	np1	Lazarus	Lazarus	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sow	sow	n1	sow	sow	0
∣	∣	sy	∣	∣	0
er	er	fw-mi	er	er	0
of	of	pp-f	of	of	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
euill	euill	j-jn	evil	evil	0
Steward	Steward	n1	Steward	steward	0
&c.	&c.	av	etc.	etc	1
As	As	p-acp	As	as	0
by	by	p-acp	by	by	0
familiar	familiar	j-jn	familiar	familiar	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
monstrations	monstrations	n2	monstrations	monstration	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
forefathers	forefathers	n2	forefathers	forefather	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
so	so	av	so	so	0
polluted	polluted	vvn	polluted	pollute	0
their	their	po32	their	their	0
Tabernacles	Tabernacles	n2	Tabernacles	tabernacle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
impietie	impietie	n1	impiety	impiety	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
extinguished	extinguished	vvd	extinguished	extinguish	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sanctuarie	Sanctuarie	n1	Sanctuary	sanctuary	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
fell	fell	vvd	fell	fall	0
to	to	p-acp	to	to	0
ignorance	ignorance	n1	ignorance	ignorance	0
and	and	cc	and	and	0
corruption	corruption	n1	corruption	corruption	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
giuen	giuen	vvn	given	give	0
ouer	ouer	a-acp	over	over	0
to	to	p-acp	to	to	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
.	.	.	.	.	1
The	The	dt	The	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
whereof	whereof	c-crq	whereof	whereof	0
should	should	vmd	should	shall	0
teache	teache	vvi	teach	teach	0
vs	vs	pno12	us	we	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
children	children	n2	children	child	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
wisely	wisely	av-j	wisely	wise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
.	.	.	.	.	1
Experience	Experience	n1	Experience	experience	0
discouereth	discouereth	vvz	discovereth	discover	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
folly	folly	n1	folly	folly	0
:	:	:	:	:	0
and	and	cc	and	and	0
maketh	maketh	vv2	makes	make	0
demonstration	demonstration	n1	demonstration	demonstration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
teacheth	teacheth	vvz	teaches	teach	0
to	to	pc-acp	to	to	0
distinguishe	distinguishe	vvi	distinguish	distinguish	0
,	,	,	,	,	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
the	the	dt	the	the	0
foole	foole	n1	fool	fool	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Experience	Experience	n1	Experience	experience	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
and	and	cc	and	and	0
nurse	nurse	n1	nurse	nurse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
policies	policies	n2	policies	policy	0
and	and	cc	and	and	0
gouernements	gouernements	n2	governments	government	0
,	,	,	,	,	0
ciuill	ciuill	j	civil	civil	0
and	and	cc	and	and	0
martiall	martiall	j	martial	martial	0
,	,	,	,	,	0
priuate	priuate	j	private	private	0
&	&	cc	&	and	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
like	like	av-j	like	like	0
,	,	,	,	,	0
guiding	guiding	vvg	guiding	guide	0
the	the	dt	the	the	0
counsailes	counsailes	n2	counsels	counsel	0
and	and	cc	and	and	0
doinges	doinges	n2-vdg	doings	do	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
orderly	orderly	j	orderly	orderly	0
discretion	discretion	n1	discretion	discretion	0
.	.	.	.	.	1
Experience	Experience	n1	Experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inordinate	inordinate	j	inordinate	inordinate	0
iniquities	iniquities	n2	iniquities	iniquity	0
of	of	pp-f	of	of	0
mē	mē	n2	men	man	0
fuon	fuon	vvb	fuon	fuon	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
the	the	dt	the	the	0
iudgement	iudgement	n1	judgement	judgement	0
seat	seat	n1	seat	seat	0
.	.	.	.	.	1
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
troublesome	troublesome	j	troublesome	troublesome	0
furies	furies	n2	furies	fury	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
founded	founded	vvn	founded	found	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
aduaunced	aduaunced	vvd	advanced	advance	0
Militarie	Militarie	j	Military	military	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
repressing	repressing	vvg	repressing	repress	0
and	and	cc	and	and	0
restraining	restraining	vvg	restraining	restrain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tyrannies	tyrannies	n2	tyrannies	tyranny	0
and	and	cc	and	and	0
noyfull	noyfull	j	noyfull	noyfull	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
.	.	.	.	.	1
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
and	and	cc	and	and	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
lawe	lawe	n1	law	law	0
and	and	cc	and	and	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
maketh	maketh	vvz	makes	make	0
al	al	d	all	all	0
prudent	prudent	j	prudent	prudent	0
states	states	n2	states	state	0
and	and	cc	and	and	0
commonwelths	commonwelths	n2	commonwelths	commonwelth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
embrace	embrace	vvi	embrace	embrace	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
vphold	vphold	vvi	uphold	uphold	0
them	them	pno32	them	they	0
both	both	d	both	both	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
care	care	n1	care	care	0
and	and	cc	and	and	0
endeuour	endeuour	n1	endeavour	endeavour	0
.	.	.	.	.	1
So	So	av	So	so	0
to	to	pc-acp	to	to	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
experience	experience	n1	experience	experience	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
ordinarie	ordinarie	j	ordinary	ordinary	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
panion	panion	n1	panion	panion	0
and	and	cc	and	and	0
naturall	naturall	j	natural	natural	0
ornament	ornament	n1	ornament	ornament	0
of	of	pp-f	of	of	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
mē	mē	n2	men	man	0
wise	wise	j	wise	wise	0
in	in	p-acp	in	in	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
&	&	cc	&	and	0
prudent	prudent	j	prudent	prudent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
directi	directi	n1	directi	directi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
and	and	cc	and	and	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
.	.	.	.	.	1
He	He	pns31	He	he	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
iudgeth	iudgeth	vvz	judgeth	judge	0
or	or	cc	or	or	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
recteth	recteth	vvz	recteth	rect	0
against	against	p-acp	against	against	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
foole	foole	n1	fool	fool	0
more	more	av-dc	more	more	0
