Sheweth	Sheweth	vvz	Shows	show	0
man	man	n1	man	man	0
every	every	d	every	every	0
way	way	n1	way	way	0
then	then	av	then	then	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
His	His	po31	His	his	0
Majestie	Majestie	n1	Majesty	majesty	0
intended	intended	vvd	intended	intend	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
Teacher	Teacher	n1	Teacher	teacher	0
,	,	,	,	,	0
and	and	cc	and	and	0
Tutour	Tutour	n1	Tutor	tutor	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
heard	heard	vvd	herd	hear	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
His	His	po31	His	his	0
own	own	d	own	own	0
mouth	mouth	n1	mouth	mouth	0
when	when	c-crq	when	when	0
my	my	po11	my	my	0
ever	ever	av	ever	ever	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Pembroke	Pembroke	np1	Pembroke	Pembroke	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mountgomery	Mountgomery	np1	Mountgomery	Mountgomery	0
,	,	,	,	,	0
brought	brought	vvd	brought	bring	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
examine	examine	vvi	examine	examine	0
His	His	po31	His	his	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Scholar	Scholar	n1	Scholar	scholar	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Charles	Charles	np1	Charles	Charles	0
Herbert	Herbert	np1	Herbert	Herbert	0
before	before	p-acp	before	before	0
His	His	po31	His	his	0
Maje	Maje	j	Maje	maje	0
∣	∣	sy	∣	∣	0
stie	stie	n1	sty	sty	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
more	more	av-dc	more	more	0
obliged	obliged	vvn	obliged	oblige	0
,	,	,	,	,	0
and	and	cc	and	and	0
bound	bound	vvn	bound	bind	0
in	in	p-acp	in	in	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
infallibly	infallibly	av-j	infallibly	infallible	0
know	know	vvi	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
perpetuate	perpetuate	vvi	perpetuate	perpetuate	0
the	the	dt	the	the	0
understanding	understanding	n1	understanding	understanding	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
Posterities	Posterities	n2	Posterities	posterity	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
undeceive	undeceive	vvi	undeceive	undeceive	0
the	the	dt	the	the	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
,	,	,	,	,	0
and	and	cc	and	and	0
Simplest	Simplest	js	Simplest	simple	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
things	things	n2	things	thing	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hearing	hearing	vvg	hearing	hear	0
the	the	dt	the	the	0
lying	lying	j-vvg	lying	lie	0
reports	reports	n2	reports	report	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
Malicious	Malicious	j	Malicious	malicious	0
men	men	n2	men	man	0
,	,	,	,	,	0
do	do	vdb	do	do	0
swallow	swallow	vvi	swallow	swallow	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
truths	truths	n2	truths	truth	0
;	;	;	;	;	0
then	then	av	then	then	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
late	late	j	late	late	0
Majestie's	Majestie's	n1|vbz	Majesty's	majesty|be	0
Chaplains	Chaplains	np1	Chaplains	Chaplains	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Searcher	Searcher	n1	Searcher	searcher	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hearts	hearts	n2	hearts	heart	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
witness	witness	n1	witness	witness	0
,	,	,	,	,	0
that	that	cst	that	that	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
neither	neither	dx	neither	neither	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Envie	Envie	n1	Envy	envy	0
,	,	,	,	,	0
Hatred	Hatred	n1	Hatred	hatred	0
,	,	,	,	,	0
or	or	cc	or	or	0
Malice	Malice	n1	Malice	malice	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
particular	particular	j	particular	particular	0
man	man	n1	man	man	0
;	;	;	;	;	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
Flatter	Flatter	vvi	Flatter	flatter	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
Insinu	Insinu	np1	Insinu	Insinu	0
∣	∣	sy	∣	∣	0
ate	ate	zz	ate	ate	0
my	my	po11	my	my	0
self	self	n1	self	self	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
one	one	crd	one	one	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
man	man	n1	man	man	0
living	living	vvg	living	live	0
;	;	;	;	;	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
expectation	expectation	n1	expectation	expectation	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
or	or	cc	or	or	0
Preferment	Preferment	n1	Preferment	preferment	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
whereas	whereas	cs	whereas	whereas	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
did	did	vdd	did	do	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
ever	ever	av	ever	ever	0
intended	intended	vvd	intended	intend	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
retain	retain	vvi	retain	retain	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
what	what	r-crq	what	what	0
our	our	po12	our	our	0
late	late	j	late	late	0
Pious	Pious	j	Pious	pious	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
that	that	d	that	that	0
,	,	,	,	,	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
Plundered	Plundered	vvn	Plundered	plunder	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
Plundered	Plundered	vvd	Plundered	plunder	0
in	in	p-acp	in	in	0
Wales	Wales	n2	Wales	wale	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sequestred	Sequestred	vvn	Sequestered	sequester	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
Means	Means	n2	Means	mean	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
Wales	Wales	n2	Wales	wale	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
left	left	vvn	left	leave	0
me	me	pno11	me	i	0
one	one	crd	one	one	0
peny	peny	n1	penny	penny	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
Means	Means	n2	Means	mean	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
twenty	twenty	crd	twenty	twenty	0
Pound	Pound	n1	Pound	pound	0
per	per	fw-la	per	per	0
annum	annum	fw-la	annum	annum	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
maintain	maintain	vvi	maintain	maintain	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Servants	Servants	n2	Servants	servant	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Temporal	Temporal	j	Temporal	temporal	0
Estate	Estate	n1	Estate	estate	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
twelve	twelve	crd	twelve	twelve	0
last	last	ord	last	last	0
years	years	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
little	little	j	little	little	0
Tenement	Tenement	n1	Tenement	tenement	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
payed	payed	vvd	paid	pay	0
fifty	fifty	crd	fifty	fifty	0
shillings	shillings	n2	shillings	shilling	0
rent	rent	vvn	rend	rend	0
to	to	p-acp	to	to	0
Sir	Sir	n1	Sir	sir	0
Gr.	Gr.	np1	Gr.	Gr.	1
Williams	Williams	np1	Williams	Williams	0
,	,	,	,	,	0
and	and	cc	and	and	0
four	four	crd	four	four	0
Pound	Pound	n1	Pound	pound	0
land	land	n1	land	land	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
year	year	n1	year	year	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
,	,	,	,	,	0
poorer	poorer	jc	poorer	poor	0
then	then	cs	then	than	0
poor	poor	j	poor	poor	0
Curates	Curates	n2	Curates	curate	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Oaten-Bread	Oaten-Bread	n1	Oaten-Bread	oaten-bread	0
,	,	,	,	,	0
and	and	cc	and	and	0
Barly-Bread	Barly-Bread	n1	Barly-Bread	barly-bread	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
little	little	j	little	little	0
Butter-Milk	Butter-Milk	n1	Butter-Milk	butter-milk	0
,	,	,	,	,	0
or	or	cc	or	or	0
Glas-Door	Glas-Door	n1	Glas-Door	glas-door	0
,	,	,	,	,	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
Water	Water	n1	Water	water	0
,	,	,	,	,	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
any	any	d	any	any	0
drop	drop	n1	drop	drop	0
of	of	pp-f	of	of	0
Ale	Ale	n1	Ale	ale	0
,	,	,	,	,	0
or	or	cc	or	or	0
Beer	Beer	n1	Beer	beer	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
house	house	n1	house	house	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
two	two	crd	two	two	0
lustra's	lustra's	n2	lustra's	lustra	0
of	of	pp-f	of	of	0
years	years	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
my	my	po11	my	my	0
Neighbours	Neighbours	n2	Neighbours	neighbour	0
know	know	vvb	know	know	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
attired	attired	vvn	attired	attire	0
in	in	p-acp	in	in	0
very	very	av	very	very	0
mean	mean	j	mean	mean	0
Country	Country	n1	Country	country	0
Cloaths	Cloaths	n2	Clothes	clothes	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
many	many	d	many	many	0
servile	servile	j	servile	servile	0
works	works	n2	works	work	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
my	my	po11	my	my	0
House	House	n1	House	house	0
,	,	,	,	,	0
Garden	Garden	n1	Garden	garden	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cattel	Cattel	n2	Cattle	cattle	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
hire	hire	vvi	hire	hire	0
labourers	labourers	n2	labourers	labourer	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
this	this	d	this	this	0
my	my	po11	my	my	0
sad	sad	j	sad	sad	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
ensnared	ensnared	vvn	ensnared	ensnare	0
,	,	,	,	,	0
and	and	cc	and	and	0
hindred	hindred	vvd	hindered	hinder	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
charge	charge	vvb	charge	charge	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
tongue	tongue	n1	tongue	tongue	0
entangled	entangled	vvn	entangled	entangle	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
Bird-lime	Bird-lime	n1	Birdlime	birdlime	0
,	,	,	,	,	0
I	I	pns11	I	i	0
resolved	resolved	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
means	means	n2	means	mean	0
,	,	,	,	,	0
benevolence	benevolence	n1	benevolence	benevolence	0
,	,	,	,	,	0
or	or	cc	or	or	0
maintenance	maintenance	n1	maintenance	maintenance	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Usurpers	Usurpers	n2	Usurpers	usurper	0
,	,	,	,	,	0
Rebels	Rebels	n2	Rebels	rebel	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Robbers	Robbers	n2	Robbers	robber	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
offer	offer	vvi	offer	offer	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
soever	soever	av	soever	soever	0
my	my	po11	my	my	0
wants	wants	n2	wants	want	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
,	,	,	,	,	0
being	being	vbg	being	be	0
contented	contented	vvn	contented	content	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
state	state	n1	state	state	0
,	,	,	,	,	0
or	or	cc	or	or	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
and	and	cc	and	and	0
hoping	hoping	vvg	hoping	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
said	said	vvd	said	say	0
of	of	pp-f	of	of	0
Pompey	Pompey	np1	Pompey	Pompey	0
,	,	,	,	,	0
Non	Non	fw-fr	Non	non	0
me	me	pno11	me	i	0
videre	videre	fw-la	videre	videre	0
superbum	superbum	fw-la	superbum	superbum	0
Prospera	Prospera	fw-la	Prospera	prospera	0
fatorum	fatorum	fw-la	fatorum	fatorum	0
;	;	;	;	;	0
so	so	av	so	so	0
—	—	—	—	—	0
Nec	Nec	fw-la	Nec	nec	0
fractum	fractum	fw-la	fractum	fractum	0
adversa	adversa	fw-la	adversa	adversa	0
videbunt	videbunt	fw-la	videbunt	videbunt	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
it	it	pn31	it	it	0
