ALBEIT	ALBEIT	cs	ALBEIT	albeit	0
the	the	dt	the	the	0
gyftes	gyftes	n2	gifts	gift	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
treasures	treasures	n2	treasures	treasure	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
The	The	dt	The	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
excellethe	excellethe	vvz	excelleth	excell	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
gifts	gifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
.	.	.	.	.	0
the	the	dt	the	the	0
Turke	Turke	np1	Turke	Turk	0
,	,	,	,	,	0
the	the	dt	the	the	0
Sarazen	Sarazen	njp	Sarazen	sarazen	0
,	,	,	,	,	0
the	the	dt	the	the	0
Iewe	Iewe	np1	Iewe	Jew	0
,	,	,	,	,	0
the	the	dt	the	the	0
Infidell	Infidell	n1	Infidel	infidel	0
haue	haue	vhb	have	have	0
them	them	pno32	them	they	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
parte	parte	n1	part	part	0
the	the	dt	the	the	0
godlesse	godlesse	j	godless	godless	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
haue	haue	vhb	have	have	0
them	them	dt	them	the	0
more	more	av-dc	more	more	0
abundauntly	abundauntly	av-j	abundantly	abundant	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
faythfull	faythfull	j	faithful	faithful	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
wordlye	wordlye	j	wordly	wordly	0
thynges	thynges	n2	things	thing	0
the	the	dt	the	the	0
wycked	wycked	j	wicked	wicked	0
haue	haue	vhb	have	have	0
more	more	dc	more	more	0
aboun	aboun	n1	aboum	aboum	0
∣	∣	sy	∣	∣	0
dāce	dāce	vvb	dance	dance	0
then	then	av	then	then	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
examples	examples	n2	examples	example	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
diuine	diuine	j-jn	divine	divine	0
and	and	cc	and	and	0
prophane	prophane	j	profane	profane	0
writers	writers	n2	writers	writer	0
do	do	vdb	do	do	0
euidently	euidently	av-j	evidently	evident	0
shewe	shewe	vvi	show	show	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	j	very	very	0
experience	experience	n1	experience	experience	0
al	al	av-d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
dayes	dayes	n2	days	day	0
proueth	proueth	vvz	proves	prove	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
certain	certain	j	certain	certain	0
and	and	cc	and	and	0
true	true	j	true	true	0
.	.	.	.	.	1
Wise	Wise	np1	Wise	Wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
beautie	beautie	n1	beauty	beauty	0
,	,	,	,	,	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
richesse	richesse	n2	richesse	richesse	0
,	,	,	,	,	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
promotions	promotions	n2	promotions	promotion	0
,	,	,	,	,	0
dignities	dignities	n2	dignities	dignity	0
,	,	,	,	,	0
welth	welth	n1	wealth	wealth	0
,	,	,	,	,	0
lyuynges	lyuynges	n2-vvg	livings	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
euer	euer	av	ever	ever	0
besydes	besydes	p-acp	besides	beside	0
the	the	dt	the	the	0
madde	madde	j	mad	mad	0
,	,	,	,	,	0
dotyng	dotyng	j-vvg	doting	dote	0
,	,	,	,	,	0
foolyshe	foolyshe	j	foolish	foolish	0
,	,	,	,	,	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
world	world	n1	world	world	0
∣	∣	sy	∣	∣	0
lynges	lynges	n2	lings	ling	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
moste	moste	ds	most	most	0
hygh	hygh	j	high	high	0
admiration,1	admiration,1	n1	admiration,1	admiration,1	0
.	.	.	.	.	1
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Esa.	Esa.	np1	Esa.	Esa.	0
40.	40.	crd	40.	40.	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
7.	7.	crd	7.	7.	1
Baruc.	Baruc.	np1	Baruc.	Baruc.	0
4.3	4.3	crd	4.3	4.3	0
.	.	.	.	.	1
Esd.	Esd.	np1	Esd.	Esd.	0
4.	4.	crd	4.	4.	1
Eccle.	Eccle.	np1	Eccle.	Eccle.	0
40.	40.	crd	40.	40.	0
1.	1.	crd	1.	1.	1
Pet.	Pet.	np1	Pet.	Pet.	0
1.	1.	crd	1.	1.	1
Psal.	Psal.	np1	Psal.	Psal.	0
119.	119.	crd	119.	119.	1
Heb.	Heb.	np1	Heb.	Heb.	0
12.	12.	crd	12.	12.	0
are	are	vbr	are	be	0
transitorie	transitorie	j	transitory	transitory	0
and	and	cc	and	and	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
endure	endure	vvi	endure	endure	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
vayne	vayne	j	vain	vain	0
then	then	cs	then	than	0
smoke	smoke	n1	smoke	smoke	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
brittle	brittle	j	brittle	brittle	0
then	then	cs	then	than	0
glasse	glasse	n1	glass	glass	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
inconstant	inconstant	j	inconstant	inconstant	0
then	then	cs	then	than	0
wynde	wynde	n1	wind	wind	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
flittyng	flittyng	j-vvg	flitting	flit	0
then	then	cs	then	than	0
shadow	shadow	n1	shadow	shadow	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
abydeth	abydeth	vvz	abideth	abide	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
euen	euen	av	even	even	0
from	from	p-acp	from	from	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
to	to	p-acp	to	to	0
generation	generation	n1	generation	generation	0
,	,	,	,	,	0
and	and	cc	and	and	0
neuer	neuer	av-x	never	never	0
leaueth	leaueth	vvz	leaveth	leave	0
the	the	dt	the	the	0
embracers	embracers	n2	embracers	embracer	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
vntil	vntil	c-acp	until	until	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
safely	safely	av-j	safely	safe	0
brought	brought	vvn	brought	bring	0
them	them	pno32	them	they	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
hauen	hauen	n1	haven	haven	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
fortunate	fortunate	j	fortunate	fortunate	0
felicitie	felicitie	n1	felicity	felicity	0
,	,	,	,	,	0
and	and	cc	and	and	0
ioyfully	ioyfully	av-j	joyfully	joyful	0
placed	placed	vvd	placed	place	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
ioyfull	ioyfull	j	joyful	joyful	0
and	and	cc	and	and	0
celestiall	celestiall	j	celestial	celestial	0
Hierusalem	Hierusalem	np1	Hierusalem	Jerusalem	0
,	,	,	,	,	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lyuyng	lyuyng	n-vvg	living	live	0
God	God	np1	God	God	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
IESVS	IESVS	np1	IESVS	IESVS	0
the	the	dt	the	the	0
mediator	mediator	n1	mediator	mediator	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
new	new	j	new	new	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
also	also	av	also	also	0
an	an	dt	and	a	0
innumerable	innumerable	j	innumerable	innumerable	0
syght	syght	n1	sight	sight	0
of	of	pp-f	of	of	0
angels	angels	n2	angels	angel	0
,	,	,	,	,	0
a	a	dt	a	a	0
great	great	j	great	great	0
congregation	congregation	n1	congregation	congregation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fyrst	fyrst	ord	fyrst	first	0
borne	borne	vvn	born	bear	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
spirites	spirites	n2	spirits	spirit	0
of	of	pp-f	of	of	0
iuste	iuste	j	just	just	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
men	men	n2	men	man	0
,	,	,	,	,	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
Howe	Howe	q-crq	How	how	0
profita	profita	fw-la	profita	profita	0
¦	¦	sy	¦	¦	0
ble	ble	zz	ble	ble	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
is	is	vbz	is	be	0
.	.	.	.	.	0
reigne	reigne	n1	reign	reign	0
,	,	,	,	,	0
and	and	cc	and	and	0
triumph	triumph	vvi	triumph	triumph	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
season	season	n1	season	season	0
,	,	,	,	,	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
liue	liue	vvb	live	live	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
notable	notable	j	notable	notable	0
cōmodities	cōmodities	n2	commodities	commodity	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
bryngeth	bryngeth	vvz	bringeth	bring	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
?	?	?	?	?	1
Heauen	Heauen	n1	Heaven	heaven	0
and	and	cc	and	and	0
earthe	earthe	n1	earth	earth	0
yelde	yelde	vvi	yield	yield	0
not	not	xx	not	not	0
suche	suche	d	such	such	0
multi	multi	fw-la	multi	multi	0
∣	∣	sy	∣	∣	0
tudes	tudes	n2	tudes	tude	0
of	of	pp-f	of	of	0
necessary	necessary	j	necessary	necessary	0
fruictes	fruictes	n2	fruits	fruit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sustentātion	sustentātion	n1	sustentation	sustentation	0
and	and	cc	and	and	0
safegard	safegard	n1	safeguard	safeguard	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
vile	vile	j	vile	vile	0
,	,	,	,	,	0
wretched	wretched	j	wretched	wretched	0
,	,	,	,	,	0
mortall	mortall	j-jn	mortal	mortal	0
,	,	,	,	,	0
and	and	cc	and	and	0
corruptible	corruptible	j	corruptible	corruptible	0
bodye	bodye	n1	body	body	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
bringeth	bringeth	vvz	brings	bring	0
foorth	foorth	av	forth	forth	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
healthe	healthe	n1	health	health	0
and	and	cc	and	and	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
making	making	n-vvg	making	make	0
and	and	cc	and	and	0
glorification	glorification	n1	glorification	glorification	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
8.	8.	crd	8.	8.	1
Math.	Math.	np1	Math.	Math.	0
4.	4.	crd	4.	4.	1
Luc.	Luc.	np1	Luc.	Luc.	0
4.	4.	crd	4.	4.	0
that	that	cst	that	that	0
meat	meat	n1	meat	meat	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
body	body	n1	body	body	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
word	word	n1	word	word	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mynde	mynde	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
syght	syght	n1	sight	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eie	eie	n1	eye	eye	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
man	man	n1	man	man	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
the	the	dt	the	the	0
body	body	n1	body	body	0
endure	endure	vvi	endure	endure	0
,	,	,	,	,	0
the	the	dt	the	the	0
life	life	n1	life	life	0
beyng	beyng	vbg	being	be	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
?	?	?	?	?	1
No	No	av-dx	No	no	0
more	more	dc	more	more	0
can	can	vmb	can	can	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
saulfe	saulfe	j-jn	saulfe	saulfe	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
drawen	drawen	vvn	drawn	draw	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
worde	worde	n1	word	word	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
wyse	wyse	j	wise	wise	0
man	man	n1	man	man	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
goodnesse	goodnesse	n1	goodness	goodness	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
.	.	.	.	.	1
Prouerb	Prouerb	n1	Proverb	proverb	0
.	.	.	.	.	1
19.	19.	crd	19.	19	1
Agayn	Agayn	av	Again	again	0
:	:	:	:	:	0
Uayn	Uayn	j	Vain	vain	0
and	and	cc	and	and	0
thynges	thynges	n2	things	thing	0
of	of	pp-f	of	of	0
nought	nought	pix	nought	nought	0
are	are	vbr	are	be	0
all	all	d	all	all	0
those	those	d	those	those	0
men	men	n2	men	man	0
,	,	,	,	,	0
Sap.	Sap.	np1	Sap.	Sap.	1
13.	13.	crd	13.	13.	0
in	in	p-acp	in	in	0
whome	whome	ro-crq	whom	who	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
euerlastyng	euerlastyng	j	everlasting	everlasting	0
lyfe	lyfe	n1	life	life	0
(	(	(	(	(	0
sayth	sayth	vvz	say	say	0
Christ	Christ	np1	Christ	Christ	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
thee	thee	pno21	thee	thou	0
the	the	dt	the	the	0
only	only	j	only	only	0
true	true	j	true	true	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
whom	whom	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
haste	haste	n1	haste	haste	0
sent	sent	vvn	sent	send	0
.	.	.	.	.	1
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	1
To	To	p-acp	To	to	0
knowe	knowe	vvi	know	know	0
thee	thee	pno21	thee	thou	0
(	(	(	(	(	0
O	O	uh	Oh	oh	0
our	our	po12	our	our	0
God	God	np1	God	God	0
)	)	)	)	)	0
is	is	vbz	is	be	0
perfect	perfect	j	perfect	perfect	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
(	(	(	(	(	0
saieth	saieth	vvz	sayeth	say	0
the	the	dt	the	the	0
wyse	wyse	j	wise	wise	0
man	man	n1	man	man	0
)	)	)	)	)	0
yea	yea	uh	yea	yea	0
to	to	p-acp	to	to	0
know	know	vvi	know	know	0
thy	thy	po21	thy	thy	0
ryghte	ryghte	n-jn	right	right	0
∣	∣	sy	∣	∣	0
ousnes	ousnes	n1	ousnes	ousnes	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
Sap.	Sap.	np1	Sap.	Sap.	1
15.	15.	crd	15.	15.	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
roote	roote	n1	root	root	0
of	of	pp-f	of	of	0
immortalitie	immortalitie	n1	immortality	immortality	0
.	.	.	.	.	1
Are	Are	vbr	Are	be	0
not	not	xx	not	not	0
these	these	d	these	these	0
the	the	dt	the	the	0
wordes	wordes	n2	words	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Prophete	Prophete	n1	Prophet	prophet	0
Ieremye	Ieremye	np1	Ieremye	Ieremye	0
?	?	?	?	?	1
Lette	Lette	vvb	Let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
reioyce	reioyce	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
wysedome	wysedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
Iere.	Iere.	np1	Iere.	Iere.	1
9.	9.	crd	9.	9	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
riche	riche	j	rich	rich	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ryches	ryches	n2	riches	riches	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
who	who	q-crq	who	who	0
soeuer	soeuer	av	soever	soever	0
wyl	wyl	vmb	will	will	0
reioyce	reioyce	vvi	rejoice	rejoice	0
,	,	,	,	,	0
lette	lette	vvb	let	let	0
hym	hym	pno31	him	he	0
reioyce	reioyce	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vnderstandeth	vnderstandeth	vvz	understandeth	understand	0
&	&	cc	&	and	0
kno	kno	vvb	know	know	0
∣	∣	sy	∣	∣	0
weth	weth	vvz	weth	w	0
me	me	pno11	me	i	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
doo	doo	vdb	do	do	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
equitie	equitie	n1	equity	equity	0
,	,	,	,	,	0
and	and	cc	and	and	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
.	.	.	.	.	1
The	The	dt	The	the	0
blessed	blessed	j-vvn	blessed	bless	0
apostle	apostle	n1	apostle	apostle	0
S.	S.	np1	S.	S.	0
Paule	Paule	np1	Paule	Paul	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
his	his	po31	his	his	0
conuersion	conuersion	n1	conversion	conversion	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Christen	Christen	jp	christian	christian	0
fayth	fayth	n1	faith	faith	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
clerk	clerk	n1	clerk	clerk	0
and	and	cc	and	and	0
excellently	excellently	av-j	excellently	excellent	0
learned	learned	vvd	learned	learn	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
S.	S.	n1	S.	saint	0
Paule	Paule	np1	Paule	Paul	0
.	.	.	.	.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bokes	bokes	n2	books	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophetes	Prophetes	n2	Prophets	prophet	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
2.	2.	crd	2.	2.	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
14.	14.	crd	14.	14.	0
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
15.	15.	crd	15.	15.	1
Tit.	Tit.	np1	Tit.	Tit.	0
1.	1.	crd	1.	1.	0
but	but	p-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
kynd	kynd	n1	kind	kind	0
of	of	pp-f	of	of	0
liberall	liberall	j	liberal	liberal	0
sci	sci	fw-la	sci	sci	0
∣	∣	sy	∣	∣	0
ences	ences	n1	ences	ences	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
knowledge	knowledge	n1	knowledge	knowledge	0
he	he	pns31	he	he	0
farre	farre	av-j	far	far	0
excelled	excelled	vvd	excelled	excel	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
apostels	apostels	n2	apostles	apostle	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
writyng	writyng	vvg	writing	write	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Corinthians	Corinthians	njp2	Corinthians	corinthian	0
he	he	pns31	he	he	0
bosteth	bosteth	vvz	boasteth	boast	0
not	not	xx	not	not	0
hym	hym	pno31	him	he	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
his	his	po31	his	his	0
vniuersall	vniuersall	j	universal	universal	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
onely	onely	av-j	only	only	0
glorieth	glorieth	vvz	glorieth	glory	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
