Noble	Noble	j	Noble	noble	0
their	their	po32	their	their	0
posterity	posterity	n1	posterity	posterity	0
from	from	p-acp	from	from	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
sin	sin	n1	since	sin	0
that	that	cst	that	that	0
obligeth	obligeth	vvz	obliges	oblige	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
eternal	eternal	j	eternal	eternal	0
damnation	damnation	n1	damnation	damnation	0
;	;	;	;	;	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
great	great	j	great	great	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
their	their	po32	their	their	0
great	great	j	great	great	0
and	and	cc	and	and	0
unfeigned	unfeigned	j	unfeigned	unfeigned	0
repentance	repentance	n1	repentance	repentance	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
you	you	pn22	you	you	0
imagin	imagin	vvb	imagine	imagine	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
herein	herein	av	herein	herein	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
assure	assure	vvi	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
believe	believe	vvi	believe	believe	0
me	me	pno11	me	i	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
either	either	d	either	either	0
lands	lands	n2	lands	land	0
or	or	cc	or	or	0
hou	hou	uh-crq	how	how	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
hinder	hinder	vvi	hinder	hinder	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
,	,	,	,	,	0
so	so	av	so	so	0
deeply	deeply	av-jn	deeply	deep	0
to	to	pc-acp	to	to	0
wound	wound	vvi	wound	wound	0
your	your	po22	your	your	0
own	own	d	own	own	0
selves	selves	n2	selves	self	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
Better	Better	av-jc	Better	better	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
duly	duly	av-jn	duly	due	0
gotten	gotten	vvn	got	get	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
blame	blame	n1	blame	blame	0
,	,	,	,	,	0
and	and	cc	and	and	0
brings	brings	vvz	brings	bring	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
;	;	;	;	;	0
than	than	cs	than	than	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
unjustly	unjustly	av-j	unjustly	unjust	0
obtained	obtained	vvn	obtained	obtain	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
curse	curse	n1	curse	curse	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
heels	heels	n2	heels	heel	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
justly	justly	av-j	justly	just	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
others	others	n2-jn	others	other	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
think	think	vvi	think	think	0
so	so	av	so	so	0
too	too	av	too	too	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
fully	fully	av-j	fully	full	0
answered	answered	vvn	answered	answer	0
this	this	d	this	this	0
Allegation	Allegation	n1	Allegation	allegation	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
else	else	av	else	else	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
;	;	;	;	;	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
ask	ask	vvb	ask	ask	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Whether	Whether	cs	Whither	whether	0
you	you	pn22	you	you	0
conceive	conceive	vvb	conceive	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
Humane	Humane	j	Humane	humane	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
Acts	Acts	n2	Acts	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
powerful	powerful	j	powerful	powerful	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mands	mands	vvz	mands	mand	0
,	,	,	,	,	0
and	and	cc	and	and	0
either	either	d	either	either	0
through	through	p-acp	through	through	0
fear	fear	n1	fear	fear	0
or	or	cc	or	or	0
errour	errour	n1	error	error	0
;	;	;	;	;	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
sin	sin	n1	since	sin	0
?	?	?	?	?	0
or	or	cc	or	or	0
free	free	vvb	free	free	0
the	the	dt	the	the	0
sinner	sinner	n1	sinner	sinner	0
from	from	p-acp	from	from	0
God's	God's	npg1	God's	God	0
wrath	wrath	n1	wrath	wrath	0
?	?	?	?	?	1
Or	Or	cc	Or	or	0
,	,	,	,	,	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
think	think	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
against	against	p-acp	against	against	0
so	so	av	so	so	0
many	many	d	many	many	0
well-deserving	well-deserving	j	well-deserving	well-deserving	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
means	means	n2	means	mean	0
and	and	cc	and	and	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
covetousness	covetousness	n1	covetousness	covetousness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
gain	gain	vvi	gain	gain	0
the	the	dt	the	the	0
Rent	Rent	n1	Rend	rent	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
few	few	d	few	few	0
hou	hou	uh-crq	how	how	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
;	;	;	;	;	0
and	and	cc	and	and	0
no	no	dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
remainder	remainder	n1	remainder	remainder	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
old	old	j	old	old	0
man's	man's	ng1	man's	man	0
life	life	n1	life	life	0
?	?	?	?	?	1
Surely	Surely	np1	Surely	Surely	0
,	,	,	,	,	0
not	not	xx	not	not	0
any	any	d	any	any	0
one	one	pi	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
least	least	ds	least	least	0
inch	inch	n1	inch	inch	0
of	of	pp-f	of	of	0
worldly	worldly	j	worldly	worldly	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
so	so	av	so	so	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
my	my	po11	my	my	0
pains	pains	n2	pains	pain	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
spent	spent	vvn	spent	spend	0
already	already	av	already	already	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
spend	spend	vvi	spend	spend	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
shall	shall	vmb	shall	shall	0
lose	lose	vvi	loose	lose	0
them	them	pno32	them	they	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
ten	ten	crd	ten	ten	0
times	times	n2	times	time	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
my	my	po11	my	my	0
span-long	span-long	j	span-long	span-long	0
life	life	n1	life	life	0
shall	shall	vmb	shall	shall	0
gain	gain	vvi	gain	gain	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
what	what	q-crq	what	what	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
?	?	?	?	?	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
my	my	po11	my	my	0
best	best	js	best	best	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
lost	lost	vvn	lost	lose	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Et	Et	fw-la	Et	et	0
liberavi	liberavi	fw-la	liberavi	liberavi	0
animam	animam	fw-la	animam	animam	0
meam	meam	fw-la	meam	meam	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
Causam	Causam	np1	Causam	Causam	0
suam	suam	fw-la	suam	svam	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
him	him	pno31	him	he	0
arise	arise	vvi	arise	arise	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
his	his	po31	his	his	0
own	own	d	own	own	0
Cause	Cause	n1	Cause	cause	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
men	men	n2	men	man	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
strive	strive	vvb	strive	strive	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
,	,	,	,	,	0
or	or	cc	or	or	0
seek	seek	vvb	seek	seek	0
to	to	pc-acp	to	to	0
obstruct	obstruct	vvi	obstruct	obstruct	0
his	his	po31	his	his	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
cause	cause	vvi	cause	cause	0
the	the	dt	the	the	0
diminution	diminution	n1	diminution	diminution	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Worship	Worship	n1	Worship	worship	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
your	your	po22	your	your	0
Piety	Piety	n1	Piety	piety	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
suffer	suffer	vvi	suffer	suffer	0
any	any	d	any	any	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
assuredly	assuredly	av-vvn	assuredly	assure	0
remain	remain	vvb	remain	remain	0
,	,	,	,	,	1
