NEver	NEver	av-x	NEver	never	0
vvhome	vvhome	ro-crq	whom	who	0
the	the	dt	the	the	0
vvaye	vvaye	n1	way	way	0
of	of	pp-f	of	of	0
trueth	trueth	n1	truth	truth	0
shoulde	shoulde	vmd	should	shall	0
bee	bee	vbi	be	be	0
evill	evill	j-jn	evil	evil	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
While	While	n1	While	while	0
as	as	c-acp	as	as	0
vve	vve	pns12	we	we	0
,	,	,	,	,	0
notvvithstan	notvvithstan	fw-mi	notvvithstan	notvvithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
adhere	adhere	vvb	adhere	adhere	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
truest	truest	js	truest	true	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
quitie	quitie	n1	quitie	quitie	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
consenting	consenting	vvg	consenting	consent	0
vvith	vvith	p-acp	with	with	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
,	,	,	,	,	0
Te.	Te.	np1	Te.	Te.	0
Apol.	Apol.	np1	Apol.	Apol.	0
lt	lt	pn31	lt	lt	0
.	.	.	.	.	0
vvho	vvho	q-crq	who	who	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Constat	Constat	fw-la	Constat	constat	0
id	id	fw-la	id	id	0
verius	verius	fw-la	verius	verius	0
esse	esse	fw-la	esse	esse	0
,	,	,	,	,	0
quod	quod	fw-la	quod	quod	0
prius	prius	fw-la	prius	prius	0
,	,	,	,	,	0
id	id	fw-la	id	id	0
prius	prius	fw-la	prius	prius	0
,	,	,	,	,	0
quod	quod	fw-la	quod	quod	0
ab	ab	fw-la	ab	ab	0
initio	initio	fw-la	initio	initio	0
,	,	,	,	,	0
id	id	fw-la	id	id	0
ab	ab	fw-la	ab	ab	0
initio	initio	fw-la	initio	initio	0
,	,	,	,	,	0
quod	quod	fw-la	quod	quod	0
ab	ab	fw-la	ab	ab	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stolis	stolis	fw-la	stolis	stolis	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
that	that	cst	that	that	0
that	that	d	that	that	0
is	is	vbz	is	be	0
truest	truest	js	truest	true	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
first	first	ord	first	first	0
;	;	;	;	;	0
that	that	d	that	that	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
first	first	ord	first	first	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ginning	ginning	n-vvg	ginning	gin	0
;	;	;	;	;	0
that	that	d	that	that	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
procee	procee	n1	procee	procee	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
;	;	;	;	;	0
vvee	vvee	pns12	we	we	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
clude	clude	vvb	clude	clude	0
vvith	vvith	p-acp	with	with	0
Lyrinensis	Lyrinensis	np1	Lyrinensis	Lyrinensis	0
vvordes	vvordes	n2	words	word	0
,	,	,	,	,	0
Quod	Quod	vvd	Quod	quoth	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
docemus	docemus	fw-la	docemus	docemus	0
,	,	,	,	,	0
Lyrinens	Lyrinens	np1	Lyrinens	Lyrinens	0
.	.	.	.	.	0
ad	ad	cc	and	and	0
∣	∣	sy	∣	∣	0
versiu	versiu	av	versiu	versiu	0
hereses	hereses	n2	heresies	heresy	0
.	.	.	.	.	0
vt	vt	fw-la	vt	ut	0
cum	cum	fw-la	cum	cum	0
dicimus	dicimus	fw-la	dicimus	dicimus	0
nove	nove	n1	nove	nove	0
,	,	,	,	,	0
nont	nont	j	nont	nont	0
amen	amen	uh-n	amen	amen	0
dicimus	dicimus	fw-la	dicimus	dicimus	0
nova	nova	fw-la	nova	nova	0
,	,	,	,	,	0
&	&	cc	&	and	0
vniversum	vniversum	fw-la	vniversum	vniversum	0
penitus	penitus	fw-la	penitus	penitus	0
mundum	mundum	fw-la	mundum	mundum	0
saeva	saeva	fw-la	saeva	saeva	0
repentinae	repentinae	fw-la	repentinae	repentinae	0
haereseos	haereseos	fw-la	haereseos	haereseos	0
tempestate	tempestate	fw-la	tempestate	tempestate	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
culsum	culsum	n1	culsum	culsum	0
,	,	,	,	,	0
adantiquam	adantiquam	fw-la	adantiquam	adantiquam	0
fidem	fidem	fw-la	fidem	fidem	0
,	,	,	,	,	0
à	à	fw-fr	à	à	0
novel	novel	j	novel	novel	0
∣	∣	sy	∣	∣	0
la	la	fw-fr	la	la	0
perfidia	perfidia	fw-la	perfidia	perfidia	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
antiquam	antiquam	fw-la	antiquam	antiquam	0
sanitatem	sanitatem	fw-la	sanitatem	sanitatem	0
,	,	,	,	,	0
à	à	fw-fr	à	à	0
novitatis	novitatis	fw-la	novitatis	novitatis	0
vesania	vesania	fw-la	vesania	vesania	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
antiquam	antiquam	fw-la	antiquam	antiquam	0
lucem	lucem	fw-la	lucem	lucem	0
,	,	,	,	,	0
à	à	fw-fr	à	à	0
novitatis	novitatis	fw-la	novitatis	novitatis	0
caecitate	caecitate	j	caecitate	caecitate	0
revo	revo	fw-la	revo	revo	0
∣	∣	sy	∣	∣	0
camus	camus	fw-la	camus	camus	0
,	,	,	,	,	0
That	That	cst	That	that	0
we	we	pns12	we	we	0
so	so	av	so	so	0
teach	teach	vvi	teach	teach	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
wee	wee	pns12	we	we	0
speake	speake	vvb	speak	speak	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
new	new	j	new	new	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
wee	wee	pns12	we	we	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
new	new	j	new	new	0
things	things	n2	things	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
draw	draw	vvb	draw	draw	0
back	back	av	back	back	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
affrighted	affrighted	vvn	affrighted	affright	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
cruell	cruell	j	cruel	cruel	0
tempest	tempest	n1	tempest	tempest	0
of	of	pp-f	of	of	0
sudden	sudden	j	sudden	sudden	0
heresie	heresie	n1	heresy	heresy	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
recent-broached	recent-broached	j	recent-broached	recent-broached	0
perfidie	perfidie	n1	perfidy	perfidy	0
,	,	,	,	,	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Faith	Faith	n1	Faith	faith	0
;	;	;	;	;	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mad	mad	j	mad	mad	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
Noveltie	Noveltie	n1	Novelty	novelty	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
sound	sound	n1	found	sound	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
tiqultie	tiqultie	n1	tiqultie	tiqultie	0
;	;	;	;	;	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
darknesse	darknesse	n1	darkness	darkness	0
of	of	pp-f	of	of	0
No	No	dx	No	no	0
∣	∣	sy	∣	∣	0
veltie	veltie	n1	veltie	veltie	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
Light	Light	n1	Light	light	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
marvell	marvell	n1	marvel	marvel	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
vnder	vnder	p-acp	under	under	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
keeping	keeping	vvg	keeping	keep	0
the	the	dt	the	the	0
lavve	lavve	n1	law	law	0
made	made	vvd	made	make	0
against	against	p-acp	against	against	0
blasphe	blasphe	n1	blasphe	blasphe	0
∣	∣	sy	∣	∣	0
mers	mers	np2-n	mers	mer	0
,	,	,	,	,	0
our	our	po12	our	our	0
Head	Head	n1	Head	head	0
vvas	vvas	vbds	was	be	0
condem	condem	vvi	condemn	condemn	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
blasphemer	blasphemer	n1	blasphemer	blasphemer	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	cst	that	that	0
Iewish	Iewish	jp	Jewish	jewish	0
High	High	j	High	high	0
priest	priest	n1	priest	priest	0
;	;	;	;	;	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
19.7	19.7	crd	19.7	19.7	0
.	.	.	.	.	1
So	So	av	So	so	0
vnder	vnder	p-acp	under	under	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
tence	tence	n1	tense	tense	0
of	of	pp-f	of	of	0
pleading	pleading	vvg	pleading	plead	0
for	for	p-acp	for	for	0
Antiqui	Antiqui	fw-la	Antiqui	antiqui	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
the	the	dt	the	the	0
members	members	n2	members	member	0
be	be	vbb	be	be	0
condem	condem	vvi	condemn	condemn	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romane	Romane	jp	Roman	roman	0
High	High	j	High	high	0
priest	priest	n1	priest	priest	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
violaters	violaters	n2	violaters	violater	0
of	of	pp-f	of	of	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Hagarenes	Hagarenes	n1	Hagarenes	hagarenes	0
called	called	vvd	called	call	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
Saracenes	Saracenes	n1	Saracenes	saracenes	0
,	,	,	,	,	0
so	so	av	so	so	0
likevvise	likevvise	av	likewise	likewise	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
a	a	dt	a	a	0
name	name	n1	name	name	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
that	that	cst	that	that	0
Iesuitish	Iesuitish	j	Jesuitish	jesuitish	0
crue	crue	n1	crew	crew	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
seeme	seeme	vvb	seem	seem	0
moste	moste	av-ds	most	most	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
for	for	p-acp	for	for	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
,	,	,	,	,	0
practize	practize	n1	practice	practice	0
moste	moste	ds	most	most	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
This	This	d	This	this	0
Pharisaicall	Pharisaicall	j	Pharisaical	pharisaical	0
brood	brood	n1	brood	brood	0
being	being	vbg	being	be	0
herein	herein	av	herein	herein	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
)	)	)	)	)	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
fore-fathers	fore-fathers	n2	forefathers	forefather	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
vvhom	vvhom	r-crq	whom	who	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
aith	aith	n1	aith	aith	0
,	,	,	,	,	0
Dicūt	Dicūt	fw-la	Dicūt	dicūt	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
non	non	fw-fr	non	non	0
faciunt	faciunt	fw-la	faciunt	faciunt	0
,	,	,	,	,	0
They	They	pns32	They	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
:	:	:	:	:	0
So	So	av	So	so	0
these	these	d	these	these	0
men	men	n2	men	man	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Ioab	Ioab	np1	Ioab	Joab	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
Abner	Abner	np1	Abner	Abner	0
)	)	)	)	)	0
they	they	pns32	they	they	0
speake	speake	vvb	speak	speak	0
fairlie	fairlie	av-j	fairly	fair	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
deale	deale	n1	deal	deal	0
most	most	av-ds	most	most	0
foulie	foulie	av-j	foully	foul	0
vvith	vvith	p-acp	with	with	0
vene	vene	zz	vene	vene	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
Rejecting	Rejecting	vvg	Rejecting	reject	0
Scripture	Scripture	np1	Scripture	Scripture	0
(	(	(	(	(	0
vvhich	vvhich	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
mitiue	mitiue	j	mitiue	mitiue	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gods	Gods	n2	Gods	god	0
ovvne	ovvne	d	own	own	0
mouth	mouth	n1	mouth	mouth	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
sole	sole	j	sole	sole	0
deter	deter	vvi	deter	deter	0
∣	∣	sy	∣	∣	0
miner	miner	n1	miner	miner	0
in	in	p-acp	in	in	0
Gods	Gods	n2	Gods	god	0
ovvne	ovvne	d	own	own	0
cause	cause	n1	cause	cause	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
indeed	indeed	av	indeed	indeed	0
that	that	d	that	that	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
consumption	consumption	n1	consumption	consumption	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
:	:	:	:	:	0
and	and	cc	and	and	0
,	,	,	,	,	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
,	,	,	,	,	0
it	it	pn31	it	it	0
plagueth	plagueth	vvz	plagueth	plagu	0
those	those	d	those	those	0
Philistimes	Philistimes	n2	Philistimes	philistime	0
,	,	,	,	,	0
and	and	cc	and	and	0
over-throvveth	over-throvveth	j	overthroweth	overthroweth	0
their	their	po32	their	their	0
Dagon	Dagon	np1	Dagon	Dagon	0
.	.	.	.	.	1
Next	Next	ord	Next	next	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
their	their	po32	their	their	0
recourse	recourse	n1	recourse	recourse	0
frō	frō	p-acp	from	from	0
divine	divine	vvi	divine	divine	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thoritie	thoritie	n1	thoritie	thoritie	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
humane	humane	j	humane	humane	0
Testimo	Testimo	fw-la	Testimo	testimo	0
∣	∣	sy	∣	∣	0
nie	nie	av-j	nigh	nigh	0
,	,	,	,	,	0
challenging	challenging	vvg	challenging	challenge	0
those	those	d	those	those	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
lie	lie	vvi	lie	lie	0
Fathers	Fathers	ng1	Father's	father	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
primitiue	primitiue	j	primitive	primitive	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
impudentlie	impudentlie	av-j	impudently	impudent	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
altogether	altogether	av	altogether	altogether	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
side	side	n1	side	side	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
that	that	d	that	that	0
Whoore	Whoore	n1	Whore	whore	0
challenged	challenged	vvd	challenged	challenge	0
Athanasius	Athanasius	np1	Athanasius	Athanasius	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
her	her	po31	her	her	0
associate	associate	n1	associate	associate	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
filthie	filthie	j	filthy	filthy	0
Whoordome	Whoordome	n1	Whoordome	whoredom	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
notvvithstanding	notvvithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
they	they	pns32	they	they	0
finde	finde	vvb	find	find	0
that	that	cst	that	that	0
vvherein	vvherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
repose	repose	vvb	repose	repose	0
,	,	,	,	,	0
so	so	av	so	so	0
clearly	clearly	av-j	clearly	clear	0
and	and	cc	and	and	0
peremp	peremp	uh	peremp	peremp	0
∣	∣	sy	∣	∣	0
torly	torly	j	torly	torly	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
;	;	;	;	;	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
disdainfully	disdainfully	av-j	disdainfully	disdainful	0
did	did	vdd	did	do	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
reject	reject	vvb	reject	reject	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ferring	ferring	vvg	ferring	fer	0
to	to	p-acp	to	to	0
Him	Him	pno31	Him	he	0
Barabbas	Barabbas	np1	Barabbas	Barabbas	0
,	,	,	,	,	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
reject	reject	vvb	reject	reject	0
those	those	d	those	those	0
Ancients	Ancients	n2-j	Ancients	ancient	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
famous	famous	j	famous	famous	0
testimonies	testimonies	n2	testimonies	testimony	0
,	,	,	,	,	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ferring	ferring	vvg	ferring	fer	0
there-vnto	there-vnto	j	thereunto	thereunto	0
the	the	dt	the	the	0
giddie	giddie	j	giddy	giddy	0
Wine	Wine	n1	Wine	wine	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
inebriating	inebriating	j-vvg	inebriating	inebriate	0
Er	Er	zz	Er	er	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
:	:	:	:	:	0
and	and	cc	and	and	0
regarding	regarding	vvg	regarding	regard	0
them	them	pno32	them	they	0
only	only	av-j	only	only	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
Elias	Elias	np1	Elias	Elias	0
sate	sate	vvd	sat	sit	0
no	no	dx	no	no	0
lon	lon	zz	lon	lon	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
by	by	p-acp	by	by	0
Cherith	Cherith	np1	Cherith	Cherith	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Ionas	Ionas	np1	Ionas	Jonas	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
Gourd	Gourd	n1	Gourd	gourd	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
one	one	crd	one	one	0
flo	flo	fw-la	flo	flo	0
∣	∣	sy	∣	∣	0
vved	vved	vvi	wed	wed	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
flovvrished	flovvrished	vvn	flovvrished	flovvrish	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
dismisse	dismisse	vvi	dismiss	dismiss	0
they	they	pns32	they	they	0
them	them	pno32	them	they	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
