Worshipfull	Worshipfull	j	Worshipful	worshipful	0
as	as	c-acp	as	as	0
Rome	Rome	n1	Room	room	0
in	in	p-acp	in	in	0
likemanner	likemanner	n1	likemanner	likemanner	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
famous	famous	j	famous	famous	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
faith	faith	n1	faith	faith	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
holding	holding	vvg	holding	hold	0
the	the	dt	the	the	0
antiquitie	antiquitie	n1	antiquity	antiquity	0
of	of	pp-f	of	of	0
trueth	trueth	n1	truth	truth	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
thereafter	thereafter	av	thereafter	thereafter	0
like	like	j	like	like	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
making	making	vvg	making	make	0
defection	defection	n1	defection	defection	0
to	to	p-acp	to	to	0
errour	errour	n1	error	error	0
and	and	cc	and	and	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
▪	▪	▪	▪	▪	0
shee	shee	pns31	she	she	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
like	like	vvb	like	like	0
∣	∣	sy	∣	∣	0
māner	māner	n1	manner	manner	0
played	played	vvd	played	play	0
the	the	dt	the	the	0
Harlot	Harlot	n1	Harlot	harlot	0
,	,	,	,	,	0
&	&	cc	&	and	0
waxed	waxed	vvd	waxed	wax	0
old	old	j	old	old	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
Adulteries	Adulteries	n2	Adulteries	adultery	0
.	.	.	.	.	1
Whose	Whose	qg-crq	Whose	who	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowers	lowers	vvb	lowers	lower	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Demetrius	Demetrius	np1	Demetrius	Demetrius	0
cryed	cryed	vvd	cried	cry	0
up	up	a-acp	up	up	0
their	their	po32	their	their	0
great	great	j	great	great	0
Diana	Diana	np1	Diana	Diana	0
of	of	pp-f	of	of	0
Ephesus	Ephesus	np1	Ephesus	Ephesus	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
)	)	)	)	)	0
so	so	av	so	so	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
likemanner	likemanner	n1	likemanner	likemanner	0
cry	cry	vvb	cry	cry	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
holie	holie	j	holy	holy	0
Romā	Romā	njp	Roman	roman	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Mother	Mother	n1	Mother	mother	0
and	and	cc	and	and	0
Mistresse	Mistresse	n1	Mistress	mistress	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
justlie	justlie	av-j	justly	just	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
reply	reply	vvi	reply	reply	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
,	,	,	,	,	0
Revel	Revel	vvb	Revel	revel	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	0
5.	5.	crd	5.	5.	1
That	That	cst	That	that	0
shee	shee	pns31	she	she	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
mother	mother	n1	mother	mother	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
of	of	pp-f	of	of	0
harlots	harlots	n2	harlots	harlot	0
and	and	cc	and	and	0
abhominations	abhominations	n2	abominations	abomination	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
,	,	,	,	,	0
old	old	j	old	old	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Ez	Ez	np1	Ez	Ez	0
∣	∣	sy	∣	∣	0
ekiel	ekiel	n1	ekiel	ekiel	0
speaketh	speaketh	vvz	speaks	speak	0
)	)	)	)	)	0
old	old	j	old	old	0
in	in	p-acp	in	in	0
adulteries	adulteries	n2	adulteries	adultery	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
because	because	p-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
whoredomes	whoredomes	n2	whoredoms	whoredom	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Nahum	Nahum	np1	Nahum	Nahum	0
speaketh	speaketh	vvz	speaks	speak	0
3.	3.	crd	3.	3.	0
4.	4.	crd	4.	4.	1
)	)	)	)	)	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
mistres	mistres	n1	mistress	mistress	0
of	of	pp-f	of	of	0
witch-crafts	witch-crafts	n2	witchcrafts	witchcraft	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
skirts	skirts	n2	skirts	skirt	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
discovered	discovered	vvn	discovered	discover	0
upon	upon	p-acp	upon	upon	0
her	her	po31	her	her	0
face	face	n1	face	face	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
shew	shew	vvi	show	show	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
her	her	po31	her	her	0
nakednes	nakednes	n1	nakedness	nakedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
her	her	po31	her	her	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
shall	shall	vmb	shall	shall	0
hate	hate	vvi	hate	hate	0
the	the	dt	the	the	0
Whore	Whore	n1	Whore	whore	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
Revel	Revel	vvi	Revel	revel	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	0
16.	16.	crd	16.	16.	1
)	)	)	)	)	0
make	make	vvb	make	make	0
her	her	po31	her	her	0
dosolate	dosolate	j	dosolate	dosolate	0
,	,	,	,	,	0
eate	eate	vvi	eat	eat	0
her	her	po31	her	her	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
burne	burne	vvi	burn	burn	0
her	her	pno31	her	she	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
strong	strong	j	strong	strong	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
who	who	r-crq	who	who	0
judgeth	judgeth	vvz	judgeth	judge	0
her	her	pno31	her	she	0
.	.	.	.	.	1
Howsoever	Howsoever	c-acp	Howsoever	howsoever	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
upbraid	upbraid	vvb	upbraid	upbraid	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
Noveltie	Noveltie	n1	Novelty	novelty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
staticke	staticke	n1	staticke	staticke	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
and	and	cc	and	and	0
syna	syna	n1	syna	syna	0
∣	∣	sy	∣	∣	0
gogue	gogue	n1	gogue	gogue	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
(	(	(	(	(	0
God	God	np1	God	God	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
ensueing	ensueing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
.	.	.	.	.	1
That	That	cst	That	that	0
Potiphars	Potiphars	np1	Potiphars	Potiphars	0
wife	wife	n1	wife	wife	0
was	was	vbds	was	be	0
onlie	onlie	av-j	only	only	0
guiltie	guiltie	j	guilty	guilty	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
foull	foull	j	foul	foul	0
aspersion	aspersion	n1	aspersion	aspersion	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
shee	shee	pns31	she	she	0
accused	accused	vvd	accused	accuse	0
innocēt	innocēt	j-jn	innocent	innocent	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
likemanner	likemanner	n1	likemanner	likemanner	0
are	are	vbr	are	be	0
onelie	onelie	av-j	only	only	0
guiltie	guiltie	j	guilty	guilty	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
aspersion	aspersion	n1	aspersion	aspersion	0
of	of	pp-f	of	of	0
Noveltie	Noveltie	n1	Novelty	novelty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
impute	impute	vvb	impute	impute	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
their	their	po32	their	their	0
doctrine	doctrine	n1	doctrine	doctrine	0
is	is	vbz	is	be	0
nei	nei	fw-la	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
that	that	d	that	that	0
first	first	ord	first	first	0
sowen	sowen	vvn	sown	sow	0
seed	seed	n1	seed	seed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
field	field	n1	field	field	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
whereanent	whereanent	j	whereanent	whereanent	0
Paul	Paul	np1	Paul	Paul	0
sayeth	sayeth	vvz	sayeth	say	0
Gal.	Gal.	np1	Gal.	Gal.	1
1.	1.	crd	1.	1.	0
8.	8.	crd	8.	8.	1
If	If	cs	If	if	0
an	an	dt	and	a	0
Angell	Angell	n1	Angel	angel	0
from	from	p-acp	from	from	0
heaven	heaven	n1	heaven	heaven	0
should	should	vmd	should	shall	0
each	each	d	each	each	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
side	side	n1	side	side	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
be	be	vbi	be	be	0
accused	accused	vvn	accused	accuse	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
consonāt	consonāt	n1	consonant	consonant	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
altogether	altogether	av	altogether	altogether	0
disagreeable	disagreeable	j	disagreeable	disagreeable	0
and	and	cc	and	and	0
dissonant	dissonant	n1	dissonant	dissonant	0
therefra	therefra	fw-la	therefra	therefra	0
,	,	,	,	,	0
and	and	cc	and	and	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
su	su	n1	sum	sum	0
∣	∣	sy	∣	∣	0
persemination	persemination	n1	persemination	persemination	0
&	&	cc	&	and	0
mixture	mixture	n1	mixture	mixture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tares	tares	n2	tares	tare	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
envyous	envyous	j	envious	envious	0
enemie	enemie	n1	enemy	enemy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
LORDS	LORDS	ng1	LORDS	lord	0
field	field	n1	field	field	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
paines	paines	n2	pains	pain	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
pryme	pryme	n-jn	prime	prime	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
promover	promover	n1	promover	promover	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
by	by	p-acp	by	by	0
Divine	Divine	j-jn	Divine	divine	0
providenoe	providenoe	n1	providenoe	providenoe	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
