MOST	MOST	av-ds	MOST	most	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
happy	happy	j	happy	happy	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
formance	formance	n1	formance	formance	0
of	of	pp-f	of	of	0
Chyrurgical	Chyrurgical	j	Chyrurgical	chyrurgical	0
Operations	Operations	n2	Operations	operation	0
:	:	:	:	:	0
and	and	cc	and	and	0
whilst	whilst	cs	while	while	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
chose	chose	vvd	chosen	choose	0
that	that	cst	that	that	0
stupendious	stupendious	j	stupendious	stupendous	0
Miracle	Miracle	n1	Miracle	miracle	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
the	the	dt	the	the	0
Fabrick	Fabrick	n1	Fabric	fabric	0
of	of	pp-f	of	of	0
Mans	Mans	ng1	men	man	0
Body	Body	n1	Body	body	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
template	template	vvi	template	template	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
delight	delight	n1	delight	delight	0
;	;	;	;	;	0
he	he	pns31	he	he	0
collected	collected	vvn	collected	collect	0
every	every	d	every	every	0
day	day	n1	day	day	0
new	new	j	new	new	0
Observations	Observations	n2	Observations	observation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
committed	committed	vvd	committed	commit	0
to	to	p-acp	to	to	0
Writing	Writing	vvg	Writing	write	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tending	tending	vvg	tending	tend	0
one	one	crd	one	one	0
day	day	n1	day	day	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
having	having	vhg	having	have	0
revised	revised	vvn	revised	revise	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
Publick	Publick	j	Public	public	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
a	a	dt	a	a	0
milder	milder	jc	milder	mild	0
Fate	Fate	n1	Fate	fate	0
had	had	vhd	had	have	0
spared	spared	vvn	spared	spare	0
his	his	po31	his	his	0
Life	Life	n1	Life	life	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
years	years	n2	years	year	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
Productions	Productions	n2	Productions	production	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
might	might	n1	might	might	0
by	by	p-acp	by	by	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
brought	brought	vvn	brought	bring	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
God	God	np1	God	God	0
disposing	disposing	vvg	disposing	dispose	0
it	it	pn31	it	it	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
untimely	untimely	j	untimely	untimely	0
departure	departure	n1	departure	departure	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Life	Life	n1	Life	life	0
;	;	;	;	;	0
and	and	cc	and	and	0
dying	dying	vvg	dying	die	0
intestate	intestate	j	intestate	intestate	0
,	,	,	,	,	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Heirs	Heirs	n2	Heirs	heir	0
;	;	;	;	;	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
ever	ever	av	ever	ever	0
observant	observant	j	observant	observant	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Profession	Profession	n1	Profession	profession	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
high	high	j	high	high	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
volve	volve	vvb	volve	volve	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Cimmerian	Cimmerian	jp	Cimmerian	cimmerian	0
darkness	darkness	n1	darkness	darkness	0
the	the	dt	the	the	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
my	my	po11	my	my	0
education	education	n1	education	education	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
Heir	Heir	n1	Heir	heir	0
I	I	pns11	I	i	0
hold	hold	vvb	hold	hold	0
my	my	po11	my	my	0
self	self	n1	self	self	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
perform	perform	vvi	perform	perform	0
the	the	dt	the	the	0
desires	desires	n2	desires	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deceased	deceased	j-vvn	deceased	decease	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
satisfied	satisfied	vvn	satisfied	satisfy	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
desires	desires	n2	desires	desire	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Letters	Letters	n2	Letters	letter	0
,	,	,	,	,	0
have	have	vhb	have	have	0
earnestly	earnestly	av-j	earnestly	earnest	0
requested	requested	vvn	requested	request	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
motion	motion	n1	motion	motion	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
induced	induced	vvn	induced	induce	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
it	it	pn31	it	it	0
forth	forth	av	forth	forth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
honored	honored	j-vvn	honoured	honour	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Finding	Finding	vvg	Finding	find	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
divers	divers	j	diverse	diverse	0
Writings	Writings	n2-vvg	Writings	write	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
behind	behind	p-acp	behind	behind	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
intention	intention	n1	intention	intention	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Ʋnkle	Ʋnkle	n1	Ʋnkle	ʋnkle	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
continued	continued	vvn	continued	continue	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Consecrate	Consecrate	vvi	Consecrate	consecrate	0
this	this	d	this	this	0
work	work	n1	work	work	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
very	very	av	very	very	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
blame	blame	vvi	blame	blame	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
refused	refused	vvd	refused	refuse	0
too	too	av	too	too	0
perform	perform	vvi	perform	perform	0
this	this	d	this	this	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
in	in	p-acp	in	in	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
pious	pious	j	pious	pious	0
ashes	ashes	n2	ashes	ash	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
ravished	ravished	vvn	ravished	ravish	0
my	my	po11	my	my	0
Ʋnkle	Ʋnkle	n1	Ʋnkle	ʋnkle	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
admiration	admiration	n1	admiration	admiration	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
fair	fair	j	fair	fair	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
Ulme	Ulme	np1	Ulme	Ulme	0
is	is	vbz	is	be	0
,	,	,	,	,	0
your	your	po22	your	your	0
still	still	n1	still	still	0
more	more	av-dc	more	more	0
fair	fair	j	fair	fair	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Senatours	Senatours	n2	Senators	senator	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
three	three	crd	three	three	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
Civil	Civil	j	Civil	civil	0
,	,	,	,	,	0
and	and	cc	and	and	0
Military	Military	j	Military	military	0
,	,	,	,	,	0
flourisheth	flourisheth	vvz	flourishes	flourish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
understanding	understanding	n1	understanding	understanding	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
body	body	n1	body	body	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
the	the	dt	the	the	0
pupill	pupill	n1	pupil	pupil	0
,	,	,	,	,	0
or	or	cc	or	or	0
sight	sight	n1	sighed	sight	0
:	:	:	:	:	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
Ulme	Ulme	np1	Ulme	Ulme	0
,	,	,	,	,	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
Suevia	Suevia	np1	Suevia	Suevia	0
.	.	.	.	.	1
The	The	dt	The	the	0
Senators	Senators	n2	Senators	senator	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
pupill	pupill	n1	pupil	pupil	0
,	,	,	,	,	0
and	and	cc	and	and	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
directeth	directeth	vvz	directeth	direct	0
all	all	d	all	all	0
things	things	n2	things	thing	0
:	:	:	:	:	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mon-wealth	mon-wealth	n1	mon-wealth	mon-wealth	0
,	,	,	,	,	0
is	is	vbz	is	be	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
putting	putting	vvg	putting	put	0
an	an	dt	and	a	0
imperious	imperious	j	imperious	imperious	0
yoke	yoke	n1	yoke	yoke	0
upon	upon	p-acp	upon	upon	0
Mens	Mens	ng2	Men's	man	0
consciences	consciences	n2	consciences	conscience	0
:	:	:	:	:	0
your	your	po22	your	your	0
Court	Court	n1	Court	court	0
is	is	vbz	is	be	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
flat	flat	j	flat	flat	0
∣	∣	sy	∣	∣	0
tery	tery	uh	tery	tery	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
impartiallity	impartiallity	n1	impartiality	impartiality	0
:	:	:	:	:	0
your	your	po22	your	your	0
Walls	Walls	n2	Walls	wall	0
are	are	vbr	are	be	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
forreign	forreign	j	foreign	foreign	0
Forces	Forces	n2	Forces	force	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
free	free	j	free	free	0
City	City	n1	City	city	0
,	,	,	,	,	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
else	else	av	else	else	0
are	are	vbr	are	be	0
free	free	j	free	free	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
therefore	therefore	av	therefore	therefore	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
same	same	d	same	same	0
Veneration	Veneration	n1	Veneration	veneration	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Fathers	Fathers	n2	Father's	father	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Country	Country	n1	Country	country	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
?	?	?	?	?	0
and	and	cc	and	and	0
who	who	q-crq	who	who	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
and	and	cc	and	and	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
thirty	thirty	crd	thirty	thirty	0
years	years	n2	years	year	0
Warrs	Warrs	n2	Wars	war	0
which	which	r-crq	which	which	0
Christian	Christian	np1	Christian	Christian	0
hath	hath	vhz	hath	have	0
waged	waged	vvn	waged	wage	0
against	against	p-acp	against	against	0
Christian	Christian	njp	Christian	christian	0
:	:	:	:	:	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
wounds	wounds	n2	wounds	wound	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
almost	almost	av	almost	almost	0
all	all	d	all	all	0
Germany	Germany	np1	Germany	Germany	0
still	still	av	still	still	0
groaneth	groaneth	vvz	groaneth	groan	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
directions	directions	n2	directions	direction	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
,	,	,	,	,	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
shaken	shaken	vvn	shaken	shake	0
our	our	po12	our	our	0
Walls	Walls	n2	Walls	wall	0
,	,	,	,	,	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
vio	vio	np1	vio	Vio	0
∣	∣	sy	∣	∣	0
lated	lated	j-vvn	lated	late	0
our	our	po12	our	our	0
Temples	Temples	n2	Temples	temple	0
,	,	,	,	,	0
and	and	cc	and	and	0
Altars	Altars	n2	Altars	altar	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
ravish	ravish	vvb	ravish	ravish	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
our	our	po12	our	our	0
Virgins	Virgins	n2	Virgins	virgin	0
;	;	;	;	;	0
all	all	d	all	all	0
these	these	d	these	these	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
constant	constant	j	constant	constant	0
care	care	n1	care	care	0
,	,	,	,	,	0
your	your	po22	your	your	0
inbard	inbard	vvn-u	inbard	inbard	0
sedulity	sedulity	n1	sedulity	sedulity	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
high	high	j	high	high	0
prudence	prudence	n1	prudence	prudence	0
,	,	,	,	,	0
have	have	vhb	have	have	0
preserved	preserved	vvn	preserved	preserve	0
:	:	:	:	:	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
to	to	pc-acp	to	to	0
allow	allow	vvi	allow	allow	0
both	both	d	both	both	0
my	my	po11	my	my	0
Ʋnkle	Ʋnkle	n1	Ʋnkle	ʋnkle	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
an	an	dt	and	a	0
honourable	honourable	j	honourable	honourable	0
Sallary	Sallary	n1	Salary	salary	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
reasury	reasury	n1	reasury	reasury	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
liberality	liberality	n1	liberality	liberality	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Ʋniversity	Ʋniversity	n1	Ʋniversity	ʋniversity	0
:	:	:	:	:	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
Venetian	Venetian	jp	Venetian	venetian	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
have	have	vhb	have	have	0
lived	lived	vvn	lived	live	0
three	three	crd	three	three	0
years	years	n2	years	year	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowed	lowed	vvn	lowed	low	0
my	my	po11	my	my	0
Studies	Studies	n2	Studies	study	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
since	since	a-acp	since	since	0
received	received	vvn	received	receive	0
me	me	pno11	me	i	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Counsell	Counsell	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
Physitians	Physitians	n2	Physicians	physician	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
commanded	commanded	vvn	commanded	command	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fellow	fellow	n1	fellow	fellow	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Colledge	Colledge	n1	College	college	0
;	;	;	;	;	0
These	These	d	These	these	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
benefits	benefits	n2	benefits	benefit	0
heaped	heaped	vvn	heaped	heap	0
up	up	a-acp	up	up	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
my	my	po11	my	my	0
Ʋnkle	Ʋnkle	n1	Ʋnkle	ʋnkle	0
while	while	cs	while	while	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
did	did	vdd	did	do	0
always	always	av	always	always	0
most	most	av-ds	most	most	0
gratefully	gratefully	av-j	gratefully	grateful	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
and	and	cc	and	and	0
his	his	po31	his	his	0
quiet	quiet	j-jn	quiet	quiet	0
Ashes	Ashes	n2	Ashes	ash	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
do	do	vdb	do	do	0
confess	confess	vvi	confess	confess	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
self	self	n1	self	self	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
out-lived	out-lived	vvn	outlived	outlive	0
him	him	pno31	him	he	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
retain	retain	vvi	retain	retain	0
a	a	dt	a	a	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
mor	mor	av-dc	mor	more	0
an	an	cs	and	an	0
due	due	j-jn	due	due	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
singular	singular	j	singular	singular	0
humanity	humanity	n1	humanity	humanity	0
al	al	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
incomparable	incomparable	j	incomparable	incomparable	0
civil	civil	j	civil	civil	0
obliging	obliging	j-vvg	obliging	oblige	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
