Sheweth	Sheweth	vvz	Shows	show	0
the	the	dt	the	the	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
witnessd	witnessd	vvn	witnessed	witness	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
given	given	vvn	given	give	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
six	six	crd	six	six	0
moneths	moneths	ng2	months	month	0
freedome	freedome	n1	freedom	freedom	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
si	si	fw-mi	si	si	0
evi	evi	fw-la	evi	evi	0
∣	∣	sy	∣	∣	0
denced	denced	vvn	denced	dence	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
instant	instant	j-jn	instant	instant	0
and	and	cc	and	and	0
constant	constant	j	constant	constant	0
readinesse	readinesse	n1	readiness	readiness	0
of	of	pp-f	of	of	0
assistance	assistance	n1	assistance	assistance	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
present	present	j	present	present	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
exceeding	exceeding	vvg	exceeding	exceed	0
the	the	dt	the	the	0
Records	Records	n2	Records	record	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
wherein	wherein	c-crq	wherein	wherein	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
blessed	blessed	vvn	blessed	bless	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
first	first	ord	first	first	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
making	making	vvg	making	make	0
this	this	d	this	this	0
Parliament	Parliament	n1	Parliament	parliament	0
most	most	av-ds	most	most	0
free	free	j	free	free	0
and	and	cc	and	and	0
absolute	absolute	j	absolute	absolute	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Parliament	Parliament	n1	Parliament	parliament	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
was	was	vbds	was	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
inabling	inabling	vvg	enabling	enable	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
power	power	n1	power	power	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
oppression	oppression	n1	oppression	oppression	0
and	and	cc	and	and	0
grievance	grievance	n1	grievance	grievance	0
,	,	,	,	,	0
though	though	cs	though	though	0
of	of	pp-f	of	of	0
never	never	av	never	never	0
so	so	av	so	so	0
long	long	j	long	long	0
continuance	continuance	n1	continuance	continuance	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ab	ab	zz	ab	ab	0
∣	∣	sy	∣	∣	0
solute	solute	j	solute	solute	0
and	and	cc	and	and	0
free	free	j	free	free	0
nation	nation	n1	nation	nation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
thankefully	thankefully	av-j	thankfully	thankful	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
freedome	freedome	n1	freedom	freedom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
suppressed	suppressed	vvn	suppressed	suppress	0
the	the	dt	the	the	0
High-Commission	High-Commission	n1	High-Commission	high-commission	0
,	,	,	,	,	0
Star-Chamber	Star-Chamber	n1	Star-Chamber	star-chamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
Councell	Councell	n1	Council	council	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
called	called	vvd	called	call	0
home	home	av-an	home	home	0
the	the	dt	the	the	0
banished	banished	j-vvn	banished	banish	0
,	,	,	,	,	0
delivered	delivered	vvd	delivered	deliver	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
imprisoned	imprisoned	vvn	imprisoned	imprison	0
for	for	p-acp	for	for	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
some	some	d	some	some	0
Delinquents	Delinquents	n2-jn	Delinquents	delinquent	0
to	to	p-acp	to	to	0
deserved	deserved	j-vvn	deserved	deserve	0
punishment	punishment	n1	punishment	punishment	0
;	;	;	;	;	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
suppressed	suppressed	vvn	suppressed	suppress	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
and	and	cc	and	and	0
popish	popish	j	popish	popish	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
abolished	abolished	vvn	abolished	abolish	0
Episcopacy	Episcopacy	n1	Episcopacy	episcopacy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
prelatick	prelatick	n1	prelatic	prelatic	0
and	and	cc	and	and	0
persecuting	persecuting	vvg	persecuting	persecute	0
government	government	n1	government	government	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
Ship-money	Ship-money	n1	Ship-money	ship-money	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
new	new	j	new	new	0
illegall	illegall	j	illegal	illegal	0
Patents	Patents	n2	Patents	patent	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
well-affected	well-affected	j	well-affected	well-affected	0
were	were	vbdr	were	be	0
inlarged	inlarged	vvn	enlarged	enlarge	0
,	,	,	,	,	0
and	and	cc	and	and	0
fil	fil	vvi	fill	fill	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
confident	confident	j	confident	confident	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
seen	seen	vvn	seen	see	0
long	long	av-j	long	long	0
ere	ere	p-acp	ere	ere	0
this	this	d	this	this	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
pleat	pleat	n1	pleat	pleat	0
removall	removall	n1	removal	removal	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
grievances	grievances	n2	grievances	grievance	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
people	people	n1	people	people	0
delivered	delivered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
oppression	oppression	n1	oppression	oppression	0
over	over	p-acp	over	over	0
soule	soule	n1	soul	soul	0
or	or	cc	or	or	0
body	body	n1	body	body	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
such	such	d	such	such	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
misery	misery	n1	misery	misery	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pence	pence	n2	pence	penny	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
much	much	d	much	much	0
precious	precious	j	precious	precious	0
time	time	n1	time	time	0
,	,	,	,	,	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ruine	ruine	n1	ruin	ruin	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
thousands	thousands	crd	thousands	thousand	0
of	of	pp-f	of	of	0
honest	honest	j	honest	honest	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
recovering	recovering	vvg	recovering	recover	0
our	our	po12	our	our	0
liberty	liberty	n1	liberty	liberty	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
still	still	av	still	still	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
oppressed	oppressed	vvn	oppressed	oppress	0
with	with	p-acp	with	with	0
grievances	grievances	n2	grievances	grievance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
destructive	destructive	j	destructive	destructive	0
nature	nature	n1	nature	nature	0
as	as	c-acp	as	as	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
merly	merly	av-j	merly	mer	0
though	though	cs	though	though	0
under	under	p-acp	under	under	0
other	other	j-jn	other	other	0
notions	notions	n2	notions	notion	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	q-crq	which	which	0
are	are	vbr	are	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
grie	grie	j	grie	grie	0
∣	∣	sy	∣	∣	0
vous	vous	fw-fr	vous	vous	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
inflicted	inflicted	vvn	inflicted	inflict	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
)	)	)	)	)	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
all	all	d	all	all	0
the	the	dt	the	the	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
liable	liable	j	liable	liable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Summons	Summons	n1	Summons	summons	0
,	,	,	,	,	0
Attachments	Attachments	np1	Attachments	Attachments	0
,	,	,	,	,	0
Sentences	Sentences	n2	Sentences	sentence	0
,	,	,	,	,	0
and	and	cc	and	and	0
imprisonments	imprisonments	n2	imprisonments	imprisonment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Councell	Councell	n1	Council	council	0
boord	boord	n1	board	board	0
,	,	,	,	,	0
so	so	av	so	so	0
wee	wee	pns12	we	we	0
find	find	vvb	find	find	0
by	by	p-acp	by	by	0
wofull	wofull	j	woeful	woeful	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
suffering	suffering	n1	suffering	suffering	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
particular	particular	j	particular	particular	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
present	present	j	present	present	0
Lords	Lords	n2	Lords	lord	0
doe	doe	vdb	do	do	0
assume	assume	vvi	assume	assume	0
and	and	cc	and	and	0
exercise	exercise	vvi	exercise	exercise	0
the	the	dt	the	the	0
same	same	d	same	same	0
power	power	n1	power	power	0
,	,	,	,	,	0
then	then	av	then	then	0
which	which	q-crq	which	which	0
no	no	av-dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
repugnant	repugnant	j	repugnant	repugnant	0
and	and	cc	and	and	0
destructive	destructive	j	destructive	destructive	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Commons	Commons	n2	Commons	commons	0
just	just	j	just	just	0
liberty	liberty	n1	liberty	liberty	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
then	then	cs	then	than	0
the	the	dt	the	the	0
unjust	unjust	j	unjust	unjust	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Starchamber	Starchamber	n1	Starchamber	starchamber	0
was	was	vbds	was	be	0
exercised	exercised	vvn	exercised	exercise	0
in	in	p-acp	in	in	0
compelling	compelling	j-vvg	compelling	compel	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
to	to	p-acp	to	to	0
interrogatories	interrogatories	n2-jn	interrogatories	interrogatory	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
accuse	accuse	vvi	accuse	accuse	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
now	now	av	now	now	0
frequently	frequently	av-j	frequently	frequent	0
practised	practised	vvn	practised	practise	0
upon	upon	p-acp	upon	upon	0
divers	divers	j	diverse	diverse	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
even	even	av	even	even	0
your	your	po22	your	your	0
cordiall	cordiall	j	cordial	cordial	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
are	are	vbr	are	be	0
punished	punished	vvn	punished	punish	0
for	for	p-acp	for	for	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
fusing	fusing	vvg	fusing	fuse	0
to	to	p-acp	to	to	0
answer	answer	n1	answer	answer	0
questions	questions	n2	questions	question	0
against	against	p-acp	against	against	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
neerest	neerest	js	nearest	near	0
relations	relations	n2	relations	relation	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
then	then	cs	then	than	0
the	the	dt	the	the	0
great	great	j	great	great	0
oppression	oppression	n1	oppression	oppression	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
High-Commission	High-Commission	n1	High-Commission	high-commission	0
,	,	,	,	,	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
evident	evident	j	evident	evident	0
in	in	p-acp	in	in	0
molesting	molesting	vvg	molesting	molest	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
peaceable	peaceable	j	peaceable	peaceable	0
people	people	n1	people	people	0
for	for	p-acp	for	for	0
non-conformity	non-conformity	n1	nonconformity	nonconformity	0
,	,	,	,	,	0
or	or	cc	or	or	0
different	different	j	different	different	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
or	or	cc	or	or	0
practice	practice	n1	practice	practice	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
judging	judging	vvg	judging	judge	0
all	all	d	all	all	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
contrary-minded	contrary-minded	j	contrary-minded	contrary-minded	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
Sectaries	Sectaries	n2	Sectaries	sectary	0
,	,	,	,	,	0
Schismatiques	Schismatiques	n1	Schismatics	schismatics	0
,	,	,	,	,	0
seditious	seditious	j	seditious	seditious	0
,	,	,	,	,	0
factious	factious	j	factious	factious	0
,	,	,	,	,	0
enemies	enemies	n2	enemies	enemy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
State	State	n1	State	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
;	;	;	;	;	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
great	great	j	great	great	0
penalties	penalties	n2	penalties	penalty	0
,	,	,	,	,	0
forbidding	forbidding	vvg	forbidding	forbid	0
all	all	d	all	all	0
persons	persons	n2	persons	person	0
not	not	xx	not	not	0
licensed	licensed	vvn	licensed	license	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
or	or	cc	or	or	0
publish	publish	vvi	publish	publish	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
;	;	;	;	;	0
even	even	av	even	even	0
so	so	av	so	so	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	av	very	very	0
same	same	d	same	same	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
greater	greater	jc	greater	great	0
molestations	molestations	n2	molestations	molestation	0
are	are	vbr	are	be	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
violently	violently	av-j	violently	violent	0
prosecuted	prosecuted	vvd	prosecuted	prosecute	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
instigation	instigation	n1	instigation	instigation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Clergy	Clergy	n1	Clergy	clergy	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
infallible	infallible	j	infallible	infallible	0
then	then	cs	then	than	0
the	the	dt	the	the	0
former	former	j	former	former	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
extreme	extreme	j-jn	extreme	extreme	0
discouragement	discouragement	n1	discouragement	discouragement	0
&	&	cc	&	and	0
affliction	affliction	n1	affliction	affliction	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thousands	thousands	crd	thousands	thousand	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
faithfull	faithfull	j	faithful	faithful	0
adherents	adherents	n2	adherents	adherent	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
satisfied	satisfied	vvn	satisfied	satisfy	0
that	that	d	that	that	0
controversies	controversies	n2	controversies	controversy	0
in	in	p-acp	in	in	0
religion	religion	n1	religion	religion	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
trusted	trusted	vvn	trusted	trust	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
compulsive	compulsive	j	compulsive	compulsive	0
regulation	regulation	n1	regulation	regulation	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
,	,	,	,	,	0
&	&	cc	&	and	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
were	were	vbdr	were	be	0
suppressed	suppressed	vvn	suppressed	suppress	0
,	,	,	,	,	0
did	did	vdd	did	do	0
hope	hope	vvi	hope	hope	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
seen	seen	vvn	seen	see	0
such	such	d	such	such	0
a	a	dt	a	a	0
power	power	n1	power	power	0
assumed	assumed	vvn	assumed	assume	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
any	any	d	any	any	0
more	more	dc	more	more	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
all	all	d	all	all	0
new	new	j	new	new	0
illegall	illegall	j	illegal	illegal	0
Patents	Patents	n2	Patents	patent	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
abo	abo	zz	abo	abo	0
