OUr	OUr	po12	OUr	our	0
joyous	joyous	j	joyous	joyous	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
has	has	vhz	has	have	0
called	called	vvn	called	call	0
his	his	po31	his	his	0
Daughters	Daughters	n2	Daughters	daughter	0
from	from	p-acp	from	from	0
far	far	av-j	far	far	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Exer	Exer	n1	Exer	exer	0
∣	∣	sy	∣	∣	0
cises	cises	n2	cises	cise	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Mercies	Mercies	n2	Mercies	mercy	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
need	need	n1	need	need	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
sate	sate	vvd	sat	sit	0
down	down	a-acp	down	down	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
sit	sit	vvi	fit	sit	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
one	one	crd	one	one	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Bread	Bread	n1	Bred	bread	0
is	is	vbz	is	be	0
broken	broken	vvn	broken	break	0
that	that	cst	that	that	0
comes	comes	vvz	comes	come	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
whoever	whoever	r-crq	whoever	whoever	0
eats	eats	vvz	eats	eat	0
thereof	thereof	av	thereof	thereof	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
dye	dye	vvi	die	dye	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fulfilling	fulfilling	j-vvg	fulfilling	fulfil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Promises	Promises	vvz	Promises	promise	0
we	we	pns12	we	we	0
witness	witness	vvb	witness	witness	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
waiting	waiting	vvg	waiting	wait	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
believed	believed	vvn	believed	believe	0
)	)	)	)	)	0
the	the	dt	the	the	0
Heathen	Heathen	j-jn	Heathen	heathen	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
heritance	heritance	n1	heritance	heritance	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
Parts	Parts	n2	Parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Possession	Possession	n1	Possession	possession	0
:	:	:	:	:	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
honour	honour	vvi	honour	honour	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
weak	weak	j	weak	weak	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Strength	Strength	n1	Strength	strength	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Ig	Ig	n1	Ig	ig	0
∣	∣	sy	∣	∣	0
norant	norant	j	norant	norant	0
and	and	cc	and	and	0
Unbelieving	Unbelieving	vvg	Unbelieving	unbelieve	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
hardned	hardned	vvn	hardened	harden	0
and	and	cc	and	and	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
Darkness	Darkness	n1	Darkness	darkness	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Professing	Professing	vvg	Professing	profess	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
that	that	cst	that	that	0
talked	talked	vvd	talked	talk	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
God	God	np1	God	God	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Goodness	Goodness	n1	Goodness	goodness	0
and	and	cc	and	and	0
Mercy	Mercy	n1	Mercy	mercy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
brought	brought	vvd	brought	bring	0
forth	forth	av	forth	forth	0
bitter	bitter	j	bitter	bitter	0
Fruits	Fruits	n2	Fruits	fruit	0
of	of	pp-f	of	of	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
vetous	vetous	j	vetous	vetous	0
practices	practices	n2	practices	practice	0
,	,	,	,	,	0
self-love	self-love	n1	selflove	self-love	0
&	&	cc	&	and	0
cruelty	cruelty	n1	cruelty	cruelty	0
towards	towards	p-acp	towards	towards	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
not	not	xx	not	not	0
bearing	bearing	vvg	bearing	bear	0
his	his	po31	his	his	0
I	I	sy	I	i	0
∣	∣	sy	∣	∣	0
mage	mage	n1	mage	mage	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
sent	sent	vvn	sent	send	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
harmles	harmles	j	harmless	harmless	0
,	,	,	,	,	0
gathering	gathering	vvg	gathering	gather	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cru	cru	fw-fr	cru	cru	0
∣	∣	sy	∣	∣	0
elty	elty	n1	elty	elty	0
and	and	cc	and	and	0
violence	violence	n1	violence	violence	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
entred	entred	vvn	entered	enter	0
by	by	p-acp	by	by	0
transgression	transgression	n1	transgression	transgression	0
,	,	,	,	,	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
Life	Life	n1	Life	life	0
&	&	cc	&	and	0
Image	Image	n1	Image	image	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
before	before	a-acp	before	before	0
trans	trans	ng1	trans	trans	0
∣	∣	sy	∣	∣	0
gression	gression	n1	gression	gression	0
was	was	vbds	was	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Restorer	Restorer	n1	Restorer	restorer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
,	,	,	,	,	0
dear	dear	j-jn	dear	dear	0
Sisters	Sisters	n2	Sisters	sister	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
and	and	cc	and	and	0
feel	feel	vvb	feel	feel	0
your	your	po22	your	your	0
high	high	j	high	high	0
&	&	cc	&	and	0
holy	holy	j	holy	holy	0
Call	Call	n1	Call	call	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
believing	believing	vvg	believing	believe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
light	light	n1	light	light	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
;	;	;	;	;	0
and	and	cc	and	and	0
living	living	vvg	living	live	0
Fruits	Fruits	n2	Fruits	fruit	0
all	all	d	all	all	0
such	such	d	such	such	0
do	do	vdb	do	do	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
:	:	:	:	:	0
so	so	av	so	so	0
your	your	po22	your	your	0
Bounty	Bounty	n1	Bounty	bounty	0
&	&	cc	&	and	0
Mercy	Mercy	n1	Mercy	mercy	0
will	will	vmb	will	will	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
clare	clare	vvb	clare	clare	0
whose	whose	r-crq	whose	who	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Life	Life	n1	Life	life	0
stands	stands	vvz	stands	stand	0
our	our	po12	our	our	0
Fellow	Fellow	n1	Fellow	fellow	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
glad	glad	j	glad	glad	0
the	the	dt	the	the	0
Servant	Servant	n1	Servant	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
put	put	vvd	put	put	0
this	this	d	this	this	0
little	little	j	little	little	0
Book	Book	n1	Book	book	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
a	a	dt	a	a	0
few	few	d	few	few	0
Widows	Widows	n2	Widows	widow	0
,	,	,	,	,	0
that	that	cst	that	that	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
send	send	vvb	send	send	0
our	our	po12	our	our	0
Gree	Gree	n1	Gree	gree	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
re-mind	re-mind	n1	remind	remind	0
you	you	pn22	you	you	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
experienced	experienced	vvn	experienced	experience	0
in	in	p-acp	in	in	0
near	near	av-j	near	near	0
20	20	crd	20	20	0
years	years	ng2	years	year	0
service	service	n1	service	service	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Womens	Womens	ng2	Women's	woman	0
Mee	Mee	pno11	Me	i	0
∣	∣	sy	∣	∣	0
tings	tings	zf	tings	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
some	some	d	some	some	0
storms	storms	n2	storms	storm	0
have	have	vhb	have	have	0
beset	beset	vvn	beset	beset	0
us	us	pno12	us	we	0
,	,	,	,	,	0
scorns	scorns	n2	scorns	scorn	0
and	and	cc	and	and	0
contemnings	contemnings	n2	contemnings	contemning	0
,	,	,	,	,	0
slittings	slittings	n2-vvg	slittings	slitting	0
&	&	cc	&	and	0
blusterings	blusterings	n2-vvg	blusterings	blustering	0
,	,	,	,	,	0
winds	winds	n2	winds	wind	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
high	high	j	high	high	0
and	and	cc	and	and	0
self-wise	self-wise	j	self-wise	self-wise	0
ones	ones	pi2	ones	one	0
devising	devising	vvg	devising	devise	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
lowly	lowly	j	lowly	lowly	0
&	&	cc	&	and	0
faithful	faithful	j	faithful	faithful	0
have	have	vhb	have	have	0
stood	stood	vvn	stood	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
grown	grown	vvn	grown	grow	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
ye	ye	pn22	you	you	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
reward	reward	n1	reward	reward	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
great	great	j	great	great	0
,	,	,	,	,	0
crowning	crowning	vvg	crowning	crown	0
our	our	po12	our	our	0
Labours	Labours	n2	Labours	labour	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
renewed	renewed	j-vvn	renewed	renew	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
Presence	Presence	n1	Presence	presence	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Almighty	Almighty	j-jn	Almighty	almighty	0
and	and	cc	and	and	0
Everlasting	Everlasting	j	Everlasting	everlasting	0
;	;	;	;	;	0
into	into	p-acp	into	into	0
whose	whose	rg-crq	whose	who	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
Preservation	Preservation	n1	Preservation	preservation	0
we	we	pns12	we	we	0
commit	commit	vvb	commit	commit	0
you	you	pn22	you	you	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
&	&	cc	&	and	0
Glory	Glory	n1	Glory	glory	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
pour'd	pour'd	vvn	poured	pour	0
forth	forth	av	forth	forth	0
and	and	cc	and	and	0
abide	abide	vvi	abide	abide	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
remain	remain	vvb	remain	remain	0
your	your	po22	your	your	0
Friends	Friends	n2	Friends	friend	0
and	and	cc	and	and	0
Sisters	Sisters	n2	Sisters	sister	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
never	never	av-x	never	never	0
changes	changes	vvz	changes	change	0
nor	nor	ccx	nor	nor	0
waxes	waxes	vvz	waxes	wax	0
old	old	j	old	old	0
.	.	.	.	.	1
