Beloved	Beloved	j-vvn	Beloved	belove	0
Prelates	Prelates	n2	Prelates	prelate	0
times	times	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
protection	protection	n1	protection	protection	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
,	,	,	,	,	0
The	The	dt	The	the	0
lines	lines	n2	lines	line	0
are	are	vbr	are	be	0
fallen	fallen	vvn	fallen	fall	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
pleasant	pleasant	j	pleasant	pleasant	0
places	places	n2	places	place	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
cup	cup	n1	cup	cup	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
goodly	goodly	j	goodly	goodly	0
heritage	heritage	n1	heritage	heritage	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
remember	remember	vvi	remember	remember	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
honour	honour	n1	honour	honour	0
)	)	)	)	)	0
that	that	d	that	that	0
inviting	inviting	vvg	inviting	invite	0
report	report	n1	report	report	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
fasting	fasting	vvg	fasting	fast	0
and	and	cc	and	and	0
a	a	dt	a	a	0
praying	praying	j-vvg	praying	pray	0
people	people	n1	people	people	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
true	true	j	true	true	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
gave	gave	vvd	gave	give	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
call	call	vvb	call	call	0
hither	hither	av	hither	hither	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
what	what	r-crq	what	what	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Non-Conformity	Non-Conformity	n1	Non-Conformity	non-conformity	0
to	to	p-acp	to	to	0
Prelaticall	Prelaticall	j	Prelatical	prelatical	0
injunctions	injunctions	n2	injunctions	injunction	0
you	you	pn22	you	you	0
held	held	vvd	held	hold	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
what	what	r-crq	what	what	0
forbearance	forbearance	n1	forbearance	forbearance	0
you	you	pn22	you	you	0
allowed	allowed	vvd	allowed	allow	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
M.	M.	n1	M.	m.	0
T.	T.	np1	T.	T.	0
Weld	Weld	np1	Weld	Weld	0
.	.	.	.	.	0
my	my	po11	my	my	0
Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
Predecessour	Predecessour	n1	Predecessor	predecessor	0
had	had	vhd	had	have	0
refused	refused	vvn	refused	refuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
through	through	p-acp	through	through	0
inconsiderate	inconsiderate	j	inconsiderate	inconsiderate	0
timidity	timidity	n1	timidity	timidity	0
and	and	cc	and	and	0
temerity	temerity	n1	temerity	temerity	0
had	had	vhd	had	have	0
introduced	introduced	vvd	introduced	introduce	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
God	God	np1	God	God	0
convinc'd	convinc'd	vvd	convinced	convince	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
folly	folly	n1	folly	folly	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
with	with	p-acp	with	with	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
competent	competent	j	competent	competent	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
fallen	fallen	vvn	fallen	fall	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Publique	Publique	j	Public	public	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
witnesse	witnesse	vvi	witness	witness	0
against	against	p-acp	against	against	0
Popery	Popery	n1	Popery	popery	0
,	,	,	,	,	0
Prelacy	Prelacy	np1	Prelacy	Prelacy	0
,	,	,	,	,	0
Superstition	Superstition	n1	Superstition	superstition	0
,	,	,	,	,	0
Schisme	Schisme	n1	Schism	schism	0
,	,	,	,	,	0
Heresie	Heresie	n1	Heresy	heresy	0
,	,	,	,	,	0
Profanenesse	Profanenesse	n1	Profaneness	profaneness	0
and	and	cc	and	and	0
Formality	Formality	n1	Formality	formality	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
helpt	helpt	vvn	helped	help	0
towards	towards	p-acp	towards	towards	0
their	their	po32	their	their	0
Extirpation	Extirpation	n1	Extirpation	extirpation	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Covenant	Covenant	n1	Covenant	covenant	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
question	question	vvb	question	question	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
approved	approved	vvn	approved	approve	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
consciences	consciences	n2	consciences	conscience	0
:	:	:	:	:	0
Some	Some	d	Some	some	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
leading	leading	vvg	leading	lead	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
following	following	vvg	following	follow	0
and	and	cc	and	and	0
persist	persist	vvb	persist	persist	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Needlesse	Needlesse	j	Needless	needless	0
separation	separation	n1	separation	separation	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
privately	privately	av-j	privately	private	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
publikely	publikely	av-j	publicly	public	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
(	(	(	(	(	0
upon	upon	p-acp	upon	upon	0
conferences	conferences	n2	conferences	conference	0
and	and	cc	and	and	0
debates	debates	n2	debates	debate	0
)	)	)	)	)	0
gran	gran	zf	gran	grand	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
a	a	dt	a	a	0
true	true	j	true	true	0
Church	Church	n1	Church	church	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
being	being	vbg	being	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
it	it	pn31	it	it	0
come	come	vvi	come	come	0
forth	forth	av	forth	forth	0
more	more	av-dc	more	more	0
visibly	visibly	av-j	visibly	visible	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
purity	purity	n1	purity	purity	0
;	;	;	;	;	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
renouncing	renouncing	vvg	renouncing	renounce	0
all	all	d	all	all	0
dependency	dependency	n1	dependency	dependency	0
upon	upon	p-acp	upon	upon	0
Prelacy	Prelacy	np1	Prelacy	Prelacy	0
,	,	,	,	,	0
our	our	po12	our	our	0
ca	ca	zz	ca	ca	0
∣	∣	sy	∣	∣	0
sting	sting	vvb	sting	sting	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
,	,	,	,	,	0
and	and	cc	and	and	0
Service-book	Service-book	n1	Service-book	service-book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
menstruous	menstruous	j	menstruous	menstruous	0
cloth	cloth	n1	cloth	cloth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Get	Get	vvb	Get	get	0
thee	thee	pno21	thee	thou	0
hence	hence	av	hence	hence	0
;	;	;	;	;	0
our	our	po12	our	our	0
seeking	seeking	n-vvg	seeking	seek	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
joynt-consent	joynt-consent	n1	joint-consent	joint-consent	0
,	,	,	,	,	0
all	all	d	all	all	0
Christs	Christs	npg1	Christs	Christ	0
own	own	d	own	own	0
Institutions	Institutions	n2	Institutions	institution	0
and	and	cc	and	and	0
our	our	po12	our	our	0
chusing	chusing	vvg	choosing	choose	0
of	of	a-acp	of	off	0
his	his	po31	his	his	0
Officers	Officers	n2	Officers	officer	0
:	:	:	:	:	0
this	this	d	this	this	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
un-Saint-like	un-Saint-like	j	un-Saint-like	un-saint-like	0
separation	separation	n1	separation	separation	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
justified	justified	vvn	justified	justify	0
,	,	,	,	,	0
scarce	scarce	av-j	scarce	scarce	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
parallel'd	parallel'd	vvn	paralleled	parallel	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
for	for	p-acp	for	for	0
running	running	vvg	running	run	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
Baptisme	Baptisme	n1	Baptism	baptism	0
,	,	,	,	,	0
or	or	cc	or	or	0
disclaiming	disclaiming	vvg	disclaiming	disclaim	0
my	my	po11	my	my	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
above	above	p-acp	above	above	0
mentioned	mentioned	vvd	mentioned	mention	0
first	first	ord	first	first	0
Call	Call	vvi	Call	call	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
other	other	j-jn	other	other	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Brethren	Brethren	n2	Brothers	brethren	0
have	have	vhb	have	have	0
stuck	stuck	vvn	stuck	stick	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
avouch	avouch	vvi	avouch	avouch	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
and	and	cc	and	and	0
renewed	renewed	j-vvn	renewed	renew	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
other	other	j-jn	other	other	0
evidences	evidences	n2	evidences	evidence	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
produced	produced	vvn	produced	produce	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
spare	spare	vvb	spare	spare	0
you	you	pn22	you	you	0
)	)	)	)	)	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
whistled	whistled	vvn	whistled	whistle	0
and	and	cc	and	and	0
wooed	wooed	vvd	wooed	woo	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
fled	fled	vvn	fled	flee	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fold	fold	n1	fold	fold	0
;	;	;	;	;	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
I	I	pns11	I	i	0
,	,	,	,	,	0
his	his	po31	his	his	0
poor	poor	j	poor	poor	0
servant	servant	n1	servant	servant	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
clear	clear	j	clear	clear	0
conscience	conscience	n1	conscience	conscience	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
write	write	vvi	write	write	0
and	and	cc	and	and	0
publish	publish	vvi	publish	publish	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
you	you	pn22	you	you	0
abundantly	abundantly	av-j	abundantly	abundant	0
,	,	,	,	,	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
loved	loved	vvn	loved	love	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
most	most	av-ds	most	most	0
against	against	p-acp	against	against	0
You	You	pn22	You	you	0
(	(	(	(	(	0
the	the	dt	the	the	0
ignorant	ignorant	j	ignorant	ignorant	0
and	and	cc	and	and	0
profane	profane	j	profane	profane	0
multitude	multitude	n1	multitude	multitude	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
fessours	fessours	ng2	fessours	fessours	0
)	)	)	)	)	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
and	and	cc	and	and	0
re-baptizing	re-baptizing	j	rebaptizing	rebaptizing	0
;	;	;	;	;	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
have	have	vhb	have	have	0
hearkned	hearkned	vvd	hearkened	hearken	0
after	after	p-acp	after	after	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
after	after	p-acp	after	after	0
false	false	j	false	false	0
teachers	teachers	n2	teachers	teacher	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
drawn	drawn	vvn	drawn	draw	0
disciples	disciples	n2	disciples	disciple	0
after	after	p-acp	after	after	0
them	them	pno32	them	they	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nother	nother	av-dx	neither	neither	0
Baptisme	Baptisme	n1	Baptism	baptism	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
Gospel	Gospel	n1	Gospel	gospel	0
(	(	(	(	(	0
never	never	av-x	never	never	0
fancied	fancied	vvd	fancied	fancy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ever	ever	av	ever	ever	0
abhorred	abhorred	vvn	abhorred	abhor	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
Predecessours	Predecessours	n2	Predecessors	predecessor	0
time	time	n1	time	time	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
another	another	j-jn	another	another	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
eternall	eternall	j	eternal	eternal	0
Truth	Truth	n1	Truth	truth	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
some	some	d	some	some	0
that	that	cst	that	that	0
trouble	trouble	vvb	trouble	trouble	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
pervert	pervert	vvi	pervert	pervert	0
the	the	dt	the	the	0
Everlasting	Everlasting	j	Everlasting	everlasting	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
preach	preach	vvi	preach	preach	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
an	an	cs	and	an	0
universall	universall	j	universal	universal	0
(	(	(	(	(	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
all	all	d	all	all	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
but	but	p-acp	but	but	0
tem	tem	n1	tem	tem	0
∣	∣	sy	∣	∣	0
porary	porary	j	porary	porary	0
)	)	)	)	)	0
Redemption	Redemption	n1	Redemption	redemption	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
started	started	vvd	started	start	0
this	this	d	this	this	0
first	first	ord	first	first	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
stirred	stirred	vvd	stirred	stir	0
my	my	po11	my	my	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
this	this	d	this	this	0
leven	leven	crd	leven	eleven	0
should	should	vmd	should	shall	0
speedily	speedily	av-j	speedily	speedy	0
spread	spread	vvi	spread	spread	0
thorow	thorow	p-acp	thorough	through	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
lump	lump	n1	lump	lump	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
instancy	instancy	n1	instancy	instancy	0
and	and	cc	and	and	0
constancy	constancy	n1	constancy	constancy	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
Lectures	Lectures	n2	Lectures	lecture	0
and	and	cc	and	and	0
Lords	Lords	n2	Lords	lord	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
publiquely	publiquely	av-j	publicly	public	0
to	to	pc-acp	to	to	0
witnesse	witnesse	vvi	witness	witness	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
Sermons	Sermons	n2	Sermons	sermon	0
)	)	)	)	)	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
too	too	av	too	too	0
publiquely	publiquely	av-j	publicly	public	0
and	and	cc	and	and	0
boldly	boldly	av-j	boldly	bold	0
vented	vented	vvd	vented	vent	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
private	private	j	private	private	0
house	house	n1	house	house	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
acquainted	acquainted	vvd	acquainted	acquaint	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
reasons	reasons	n2	reasons	reason	0
or	or	cc	or	or	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
conceived	conceived	vvd	conceived	conceive	0
God	God	np1	God	God	0
sent	sent	vvd	sent	send	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
subtle	subtle	j	subtle	subtle	0
seducer	seducer	n1	seducer	seducer	0
,	,	,	,	,	0
so	so	av	so	so	0
now	now	av	now	now	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
re-minde	re-minde	n1	remind	remind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
countenancing	countenancing	vvg	countenancing	countenance	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Anabaptisme	Anabaptisme	n1	Anabaptism	anabaptism	0
,	,	,	,	,	0
and	and	cc	and	and	0
compliance	compliance	n1	compliance	compliance	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
run	run	vvb	run	run	0
that	that	cst	that	that	0
course	course	n1	course	course	0
)	)	)	)	)	0
say	say	vvb	say	say	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
all	all	d	all	all	0
they	they	pns32	they	they	0
said	said	vvd	said	say	0
were	were	vbdr	were	be	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
were	were	vbdr	were	be	0
godlinesse	godlinesse	n1	godliness	godliness	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
That	That	cst	That	that	0
Christ	Christ	np1	Christ	Christ	0
died	died	vvd	died	die	0
but	but	p-acp	but	but	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
or	or	cc	or	or	0
Christ	Christ	np1	Christ	Christ	0
died	died	vvd	died	die	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
shall	shall	vmb	shall	shall	0
it	it	pn31	it	it	0
profit	profit	vvi	profit	profit	0
