THAT	THAT	cst	THAT	that	0
did	did	vdd	did	do	0
observe	observe	vvi	observe	observe	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
hidden	hidden	vvn	hidden	hide	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Maje	Maje	j	Maje	maje	0
∣	∣	sy	∣	∣	0
sty	sty	n1	sty	sty	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
until	until	c-acp	until	until	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Loss	Loss	n1	Loss	loss	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
represent	represent	vvi	represent	represent	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
to	to	pc-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lives	Lives	n2	Lives	life	0
of	of	pp-f	of	of	0
above	above	p-acp	above	above	0
Forty	Forty	crd	Forty	forty	0
Thousand	Thousand	crd	Thousand	thousand	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pay	Pay	n1	Pay	pay	0
of	of	pp-f	of	of	0
above	above	p-acp	above	above	0
Sixty	Sixty	crd	Sixty	sixty	0
Thousand	Thousand	crd	Thousand	thousand	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
question	question	vvi	question	question	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
proved	proved	vvn	proved	prove	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
King's	King's	ng1	King's	king	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
twenty	twenty	crd	twenty	twenty	0
Four	Four	crd	Four	four	0
Days	Days	n2	Days	day	0
time	time	n1	time	time	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
Two	Two	crd	Two	two	0
Pence	Pence	n2	Pence	penny	0
Charge	Charge	vvb	Charge	charge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
or	or	cc	or	or	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
and	and	cc	and	and	0
considering	considering	vvg	considering	consider	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
has	has	vhz	has	have	0
spoken	spoken	vvn	spoken	speak	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Relief	Relief	n1	Relief	relief	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
raised	raised	vvn	raised	raise	0
money	money	n1	money	money	0
enough	enough	av-d	enough	enough	0
before	before	c-acp	before	before	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
kept	kept	vvn	kept	keep	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
Ruin	Ruin	n1	Ruin	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
spared	spared	vvn	spared	spare	0
a	a	dt	a	a	0
Million	Million	crd	Million	million	0
or	or	cc	or	or	0
Two	Two	crd	Two	two	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
Capt.	Capt.	np1	Capt.	Capt.	0
St.	St.	n1	St.	saint	1
Lo's	Lo's	npg1	Lo's	lo	0
Rule	Rule	n1	Rule	rule	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
but	but	cc-acp	but	but	0
managed	managed	vvn	managed	manage	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Seamen	Seamen	n2	Seamen	seaman	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
days	days	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Dutch	Dutch	jp	Dutch	dutch	0
and	and	cc	and	and	0
the	the	dt	the	the	0
French	French	jp	French	french	0
do	do	vdb	do	do	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
near	near	av-j	near	near	0
half	half	j-jn	half	half	0
their	their	po32	their	their	0
money	money	n1	money	money	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Seamens	Seamens	ng1	Seamens	seamens	0
Lives	Lives	n2	Lives	life	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Honours	Honours	ng1	Honours	honour	0
being	being	n1	being	being	0
now	now	av	now	now	0
also	also	av	also	also	0
Resolved	Resolved	vvn	Resolved	resolve	0
to	to	pc-acp	to	to	0
study	study	vvi	study	study	0
their	their	po32	their	their	0
Relief	Relief	n1	Relief	relief	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Humility	Humility	n1	Humility	humility	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Mite	Mite	n1	Mite	mite	0
also	also	av	also	also	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
intreat	intreat	vvi	entreat	entreat	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Rough	Rough	j	Rough	rough	0
and	and	cc	and	and	0
Unframed	Unframed	j-vvn-u	Unframed	frame	0
Timber	Timber	n1	Timber	timber	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
squared	squared	vvn	squared	square	0
and	and	cc	and	and	0
fitted	fitted	vvn	fitted	fit	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
part	part	n1	part	part	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nours	nours	vvz	nours	nour	0
please	please	vvb	please	please	0
;	;	;	;	;	0
and	and	cc	and	and	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
is	is	vbz	is	be	0
,	,	,	,	,	0
many	many	d	many	many	0
crooked	crooked	j	crooked	crooked	0
pieces	pieces	n2	pieces	piece	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
Shipping	Shipping	n-vvg	Shipping	ship	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
placed	placed	vvn	placed	place	0
aright	aright	av	aright	aright	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
serve	serve	vvi	serve	serve	0
to	to	pc-acp	to	to	0
strengthen	strengthen	vvi	strengthen	strengthen	0
the	the	dt	the	the	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
help	help	vvb	help	help	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
the	the	dt	the	the	0
Lives	Lives	n2	Lives	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seamen	Seamen	n2	Seamen	seaman	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
formally	formally	av-j	formally	formal	0
use	use	vvi	use	use	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
tohold	tohold	vvi	tohold	tohold	0
the	the	dt	the	the	0
Ships	Ships	n2	Ships	ship	0
together	together	av	together	together	0
,	,	,	,	,	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
daily	daily	av-j	daily	daily	0
beat	beat	vvd	beatrice	beat	0
their	their	po32	their	their	0
Enemies	Enemies	n2	Enemies	enemy	0
;	;	;	;	;	0
and	and	cc	and	and	0
tho	tho	cs	though	though	0
these	these	d	these	these	0
Pieces	Pieces	n2	Pieces	piece	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
always	always	av	always	always	0
so	so	av	so	so	0
readily	readily	av-j	readily	ready	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Landmen	Landmen	n2	Landmen	landman	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
presume	presume	vvi	presume	presume	0
some	some	d	some	some	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
another	another	j-jn	another	another	0
time	time	n1	time	time	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
assure	assure	vvi	assure	assure	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
better	better	av-jc	better	better	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
present	present	vvi	present	present	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
my	my	po11	my	my	0
own	own	d	own	own	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
saved	saved	vvd	saved	save	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
trouble	trouble	n1	trouble	trouble	0
of	of	pp-f	of	of	0
begging	begging	vvg	begging	beg	0
,	,	,	,	,	0
borrowing	borrowing	j-vvg	borrowing	borrow	0
,	,	,	,	,	0
or	or	cc	or	or	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
worse	worse	av-jc	worse	worse	0
,	,	,	,	,	0
stealing	stealing	vvg	stealing	steal	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
intreat	intreat	vvb	entreat	entreat	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
Patience	Patience	n1	Patience	patience	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Miseries	Miseries	ng1	Misery's	misery	0
being	being	n1	being	being	0
so	so	av	so	so	0
dreadful	dreadful	j	dreadful	dreadful	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
years	years	n2	years	year	0
a	a	dt	a	a	0
growing	growing	j-vvg	growing	grow	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
times	times	n2	times	time	0
Ten	Ten	crd	Ten	ten	0
Thousands	Thousands	crd	Thousands	thousand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
easily	easily	av-j	easily	easy	0
represented	represented	vvn	represented	represent	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
one	one	pi	one	one	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
said	said	vvn	said	say	0
,	,	,	,	,	0
their	their	po32	their	their	0
Case	Case	n1	Case	case	0
was	was	vbds	was	be	0
almost	almost	av	almost	almost	0
all	all	d	all	all	0
together	together	av	together	together	0
Miserable	Miserable	j	Miserable	miserable	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
blessed	blessed	vvn	blessed	bless	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
:	:	:	:	:	0
They	They	pns32	They	they	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
King	King	n1	King	king	0
and	and	cc	and	and	0
good	good	j	good	good	0
Countrey	Countrey	n1	Country	country	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
if	if	cs	if	if	0
their	their	po32	their	their	0
Cases	Cases	n2	Cases	case	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
blinded	blinded	vvn	blinded	blind	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Remedies	Remedies	n2	Remedies	remedy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
requires	requires	vvz	requires	require	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
of	of	pp-f	of	of	0
Care	Care	n1	Care	care	0
and	and	cc	and	and	0
Inquiry	Inquiry	n1	Inquiry	inquiry	0
:	:	:	:	:	0
And	And	cc	And	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
look	look	vvb	look	look	0
back	back	av	back	back	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
represented	represented	vvn	represented	represent	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
and	and	cc	and	and	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
strange	strange	j	strange	strange	0
need	need	n1	need	need	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
hear	hear	vvb	hear	hear	0
that	that	cst	that	that	0
a	a	dt	a	a	0
great	great	j	great	great	0
many	many	av-d	many	many	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
Droves	Droves	n2	Droves	drove	0
,	,	,	,	,	0
travelling	travelling	vvg	traveling	travel	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
Countries	Countries	n2	Countries	country	0
without	without	p-acp	without	without	0
Shooes	Shooes	n2	Shoes	shoe	0
or	or	cc	or	or	0
Stock	Stock	n1	Stock	stock	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
,	,	,	,	,	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
Run	Run	vvi	Run	run	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
che	che	pns11	i	i	0
Merchant-Ships	Merchant-Ships	n2	Merchant-Ships	merchant-ship	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
lose	lose	vvi	loose	lose	0
their	their	po32	their	their	0
Pay	Pay	n1	Pay	pay	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
home	home	av-an	home	home	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
;	;	;	;	;	0
This	This	d	This	this	0
makes	makes	vvz	makes	make	0
my	my	po11	my	my	0
Heart	Heart	n1	Heart	heart	0
dread	dread	vvi	dread	dread	0
the	the	dt	the	the	0
Effects	Effects	n2	Effects	effect	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
suppose	suppose	vvi	suppose	suppose	0
these	these	d	these	these	0
Two	Two	crd	Two	two	0
Things	Things	n2	Things	thing	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
worth	worth	j	worth	worth	0
while	while	cs	while	while	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
inquired	inquired	vvn	inquired	inquire	0
into	into	p-acp	into	into	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
Case	Case	n1	Case	case	0
stands	stands	vvz	stands	stand	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
respects	respects	n2	respects	respect	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
every	every	d	every	every	0
Man	Man	n1	Man	man	0
of	of	pp-f	of	of	0
War's	War's	n1|vbz	War's	war|be	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Streights	Streights	n2	Straights	strait	0
,	,	,	,	,	0
or	or	cc	or	or	0
Spain	Spain	np1	Spain	Spain	0
,	,	,	,	,	0
or	or	cc	or	or	0
Portugal	Portugal	np1	Portugal	Portugal	0
,	,	,	,	,	0
be	be	vbb	be	be	0
searched	searched	vvn	searched	search	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
Numbers	Numbers	n2	Numbers	number	0
Run	Run	vvb	Run	run	0
away	away	av	away	away	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
or	or	cc	or	or	0
every	every	d	every	every	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
Port	Port	n1	Port	port	0
or	or	cc	or	or	0
Place	Place	n1	Place	place	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
have	have	vhi	have	have	0
an	an	dt	and	a	0
Account	Account	vvb	Account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
War	War	n1	War	war	0
and	and	cc	and	and	0
Mer	Mer	uh	Mere	mer	0
∣	∣	sy	∣	∣	0
chant-Ships	chant-Ships	n2	chant-Ships	chant-ship	0
lost	lost	vvn	lost	lose	0
this	this	d	this	this	0
Eighteen	Eighteen	crd	Eighteen	eighteen	0
Months	Months	n2	Months	month	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
French	French	jp	French	french	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Number	Number	n1	Number	number	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
each	each	d	each	each	0
Ship	Ship	n1	Ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Shipping	Shipping	n-vvg	Shipping	ship	0
lost	lost	vvn	lost	lose	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
have	have	vhb	have	have	0
also	also	av	also	also	0
the	the	dt	the	the	0
Number	Number	n1	Number	number	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
return'd	return'd	vvn	returned	return	0
from	from	p-acp	from	from	0
France	France	np1	France	France	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
belong	belong	vvi	belong	belong	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
wanting	wanting	vvg	wanting	want	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
supposed	supposed	vvn	supposed	suppose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
entred	entred	vvn	entered	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
French	French	jp	French	french	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
dead	dead	j	dead	dead	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East-India	East-India	np1	East-India	East-India	0
Ships	Ships	n2	Ships	ship	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
come	come	vvn	come	come	0
home	home	av-an	home	home	0
short	short	j	short	short	0
,	,	,	,	,	0
near	near	av-j	near	near	0
an	an	dt	and	a	0
Hundred	Hundred	crd	Hundred	hundred	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
men	men	n2	men	man	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
taken	taken	vvn	taken	take	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fear'd	fear'd	vvn	feared	fear	0
,	,	,	,	,	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
will	will	vmb	will	will	0
stay	stay	vvi	stay	stay	0
until	until	c-acp	until	until	0
warm	warm	j	warm	warm	0
weather	weather	n1	weather	weather	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
