KINDE	KINDE	j	KIND	kind	0
acquaint	acquaint	vvi	acquaint	acquaint	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
me	me	pno11	me	i	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
opposites	opposites	n2-jn	opposites	opposite	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
suspect	suspect	vvi	suspect	suspect	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
case	case	n1	case	case	0
,	,	,	,	,	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
secure	secure	j	secure	secure	0
for	for	p-acp	for	for	0
both	both	d	both	both	0
parties	parties	n2	parties	party	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
deferre	deferre	vvi	defer	defer	0
it	it	pn31	it	it	0
vntill	vntill	p-acp	until	until	0
this	this	d	this	this	0
tyme	tyme	n1	time	time	0
.	.	.	.	.	1
Maruail	Maruail	n1	Marvel	marvel	0
not	not	xx	not	not	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
either	either	av-d	either	either	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
matter	matter	n1	matter	matter	0
or	or	cc	or	or	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
wryting	wryting	vvg	writing	write	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
patiently	patiently	av-j	patiently	patient	0
attend	attend	vvi	attend	attend	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
sequele	sequele	n1	sequel	sequel	0
will	will	vmb	will	will	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
better	better	jc	better	better	0
content	content	n1	content	content	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
no	no	xx	not	not	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
offence	offence	n1	offence	offence	0
.	.	.	.	.	1
The	The	dt	The	the	0
dutie	dutie	n1	duty	duty	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
loue	loue	vvb	love	love	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
our	our	po12	our	our	0
poore	poore	j	poor	poor	0
Brothers	Brothers	n2	Brother's	brother	0
and	and	cc	and	and	0
Sisters	Sisters	n2	Sisters	sister	0
is	is	vbz	is	be	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
beginne	beginne	vvb	begin	begin	0
more	more	av-dc	more	more	0
abruptlie	abruptlie	av-j	abruptly	abrupt	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
or	or	cc	or	or	0
had	had	vhd	had	have	0
intended	intended	vvn	intended	intend	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
avoyd	avoyd	vvi	avoid	avoid	0
prolixite	prolixite	n1	prolixite	prolixite	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
so	so	av	so	so	0
vr	vr	n1	vr	vr	0
∣	∣	sy	∣	∣	0
gent	gent	j	gent	gentle	0
.	.	.	.	.	1
Most	Most	av-ds	Most	most	0
trulie	trulie	av-j	truly	true	0
therfore	therfore	av	therefore	therefore	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
sayd	sayd	vvn	said	say	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
auncient	auncient	j-jn	ancient	ancient	0
Sainte	Sainte	n1	Saint	saint	0
:	:	:	:	:	0
Oft	Oft	av	Oft	oft	0
tymes	tymes	n2	times	time	0
that	that	cst	that	that	0
vvhich	vvhich	r-crq	which	which	0
vvee	vvee	pns12	we	we	0
knovv	knovv	vvb	know	know	0
not	not	xx	not	not	0
through	through	p-acp	through	through	0
our	our	po12	our	our	0
sloth	sloth	n1	sloth	sloth	0
the	the	dt	the	the	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
teares	teares	n2	tears	tear	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
knovvne	knovvne	vvn	known	know	0
vnto	vnto	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
and	and	cc	and	and	0
an	an	dt	and	a	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
mynd	mynd	n1	mind	mind	0
more	more	av-dc	more	more	0
certaynly	certaynly	av-j	certainly	certain	0
findeth	findeth	vvz	finds	find	0
out	out	av	out	out	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
comitted	comitted	vvn	committed	commit	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
guilt	guilt	n1	guilt	guilt	0
vvhich	vvhich	r-crq	which	which	0
she	she	pns31	she	she	0
remembred	remembred	vvd	remembered	remember	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
security	security	n1	security	security	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
clearlie	clearlie	av-j	clearly	clear	0
perceaueth	perceaueth	vvz	perceiveth	perceive	0
being	being	n1	being	being	0
troubled	troubled	vvn	troubled	trouble	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
why	why	c-crq	why	why	0
almightie	almightie	j-jn	almighty	almighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
Scri	Scri	fw-la	Scri	scri	0
∣	∣	sy	∣	∣	0
pture	pture	n1	pture	pture	0
so	so	av	so	so	0
often	often	av	often	often	0
admonisheth	admonisheth	vvz	admonisheth	admonish	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
Iob	Iob	np1	Iob	Job	0
c	c	sy	c	c	0
.	.	.	.	.	1
4.9	4.9	crd	4.9	4.9	0
.	.	.	.	.	0
whoe	whoe	r-crq	who	who	0
as	as	p-acp	as	as	0
Iob	Iob	np1	Iob	Job	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
dvvell	dvvell	vvb	dwell	dwell	0
in	in	p-acp	in	in	0
hovvses	hovvses	n2	houses	house	0
of	of	pp-f	of	of	0
clay	clay	n1	clay	clay	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pull	pull	vvi	pull	pull	0
dow	dow	zz	dow	dow	0
∣	∣	sy	∣	∣	0
ne	ne	fw-fr	ne	ne	0
our	our	po12	our	our	0
plumes	plumes	n2	plumes	plume	0
and	and	cc	and	and	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
consideration	consideration	n1	consideration	consideration	0
what	what	r-crq	what	what	0
state	state	n1	state	state	0
wee	wee	pns12	we	we	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
certenly	certenly	av-j	certainly	certain	0
me	me	pno11	me	i	0
thin	thin	j	thin	thin	0
∣	∣	sy	∣	∣	0
kes	kes	ng1	kes	kes	0
may	may	vmb	may	may	0
most	most	av-ds	most	most	0
aptlie	aptlie	av-j	aptly	apt	0
be	be	vbi	be	be	0
applyed	applyed	vvd	applied	apply	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
omit	omit	vvi	omit	omit	0
the	the	dt	the	the	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
goulden	goulden	j	golden	golden	0
age	age	n1	age	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
dayes	dayes	n2	days	day	0
wherin	wherin	c-crq	wherein	wherein	0
wee	wee	pns12	we	we	0
dranke	dranke	vvd	drank	drink	0
full	full	j	full	full	0
cupps	cupps	n2	cups	cup	0
of	of	pp-f	of	of	0
pleasure	pleasure	n1	pleasure	pleasure	0
and	and	cc	and	and	0
delight	delight	vvi	delight	delight	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
content	content	j	content	content	0
and	and	cc	and	and	0
least	least	ds	least	least	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
thankes	thankes	n2	thanks	thanks	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
benefits	benefits	n2	benefits	benefit	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
ought	ought	vmd	ought	ought	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
worldly	worldly	j	worldly	worldly	0
afflictions	afflictions	n2	afflictions	affliction	0
so	so	av	so	so	0
depressed	depressed	vvn	depressed	depress	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
?	?	?	?	?	1
Who	Who	r-crq	Who	who	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
supposed	supposed	j-vvn	supposed	suppose	0
sndes	sndes	n2	sndes	snde	0
so	so	av	so	so	0
forsaken	forsaken	vvn	forsaken	forsake	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
?	?	?	?	?	1
Nay	Nay	uh	Nay	nay	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
blood	blood	n1	blood	blood	0
and	and	cc	and	and	0
nearest	nearest	js	nearest	near	0
kindred	kindred	n1	kindred	kindred	0
so	so	av	so	so	0
hardly	hardly	av	hardly	hardly	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
what	what	q-crq	what	what	0
?	?	?	?	?	1
Iob	Iob	np1	Iob	Job	0
2.9	2.9	crd	2.9	2.9	0
.	.	.	.	.	0
shall	shall	vmb	shall	shall	0
wee	wee	pns12	we	we	0
hearken	hearken	vvi	harken	hearken	0
to	to	p-acp	to	to	0
Iobs	Iobs	n2	Jobs	job	0
wyfe	wyfe	n1	wife	wife	0
,	,	,	,	,	0
and	and	cc	and	and	0
blesse	blesse	vvb	bless	bless	0
God	God	np1	God	God	0
and	and	cc	and	and	0
die	die	vvi	die	die	0
?	?	?	?	?	1
No	No	uh-dx	No	no	0
but	but	p-acp	but	but	0
rather	rather	av-c	rather	rather	0
with	with	p-acp	with	with	0
patient	patient	j	patient	patient	0
Iob	Iob	np1	Iob	Job	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
verse	verse	n1	verse	verse	0
answeare	answeare	n1	answer	answer	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
spoken	spoken	vvn	spoken	speak	0
lyke	lyke	av-j	like	like	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foolish	foolish	j	foolish	foolish	0
vvomen	vvomen	n2	women	woman	0
,	,	,	,	,	0
if	if	cs	if	if	0
vvee	vvee	pns12	we	we	0
haue	haue	vhb	have	have	0
receaued	receaued	vvn	received	receive	0
good	good	j	good	good	0
thinges	thinges	n2	things	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
evill	evill	j-jn	evil	evil	0
thinges	thinges	n2	things	thing	0
vvhy	vvhy	c-crq	why	why	0
should	should	vmd	should	shall	0
vvee	vvee	pns12	we	we	0
not	not	xx	not	not	0
receaue	receaue	vvi	receive	receive	0
?	?	?	?	?	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
Esaie	Esaie	np1	Esaie	Esaie	0
thundereth	thundereth	vvz	thundereth	thunder	0
out	out	av	out	out	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
terrible	terrible	j	terrible	terrible	0
comparisons	comparisons	n2	comparisons	comparison	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
deuise	deuise	vvi	devise	devise	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
wake	wake	vvb	wake	wake	0
vs	vs	pno12	us	we	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
damnable	damnable	j	damnable	damnable	0
Lythargie	Lythargie	n1	Lythargie	lythargie	0
of	of	pp-f	of	of	0
carelesse	carelesse	j	careless	careless	0
inconsidera	inconsidera	fw-la	inconsidera	inconsidera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
telleth	telleth	vvz	telleth	tell	0
vs	vs	pno12	us	we	0
saying	saying	n1	saying	saying	0
:	:	:	:	:	0
And	And	cc	And	and	0
behold	behold	vvb	behold	behold	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
hast	hast	n1	haste	haste	0
speedely	speedely	av-j	speedily	speedy	0
&c.	&c.	av	etc.	etc	0
he	he	pns31	he	he	0
vvill	vvill	vmb	will	will	0
not	not	xx	not	not	0
slumber	slumber	vvi	slumber	slumber	0
nor	nor	ccx	nor	nor	0
sleepe	sleepe	vvi	sleep	sleep	0
&c.	&c.	av	etc.	etc	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
threatninges	threatninges	n2-vvg	threatenings	threaten	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
some	some	d	some	some	0
peculier	peculier	j	peculiar	peculiar	0
reuerence	reuerence	n1	reverence	reverence	0
more	more	av-dc	more	more	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
once	once	c-acp	once	once	0
or	or	cc	or	or	0
twice	twice	av	twice	twice	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
often	often	av	often	often	0
conference	conference	n1	conference	conference	0
,	,	,	,	,	0
Esaie	Esaie	np1	Esaie	Esaie	0
5	5	crd	5	5	0
27.	27.	crd	27.	27.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catholicke	Catholicke	jp	Catholic	catholic	0
faith	faith	n1	faith	faith	0
but	but	p-acp	but	but	0
also	also	av	also	also	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
Catholicke	Catholicke	jp	Catholic	catholic	0
bookes	bookes	n2	books	book	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
satisfied	satisfied	vvn	satisfied	satisfy	0
any	any	d	any	any	0
man	man	n1	man	man	0
not	not	xx	not	not	0
altogether	altogether	av	altogether	altogether	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
uerse	uerse	n1	verse	verse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
indeed	indeed	av	indeed	indeed	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
tyme	tyme	n1	time	time	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
when	when	c-crq	when	when	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
frindes	frindes	n2	friends	friend	0
request	request	vvb	request	request	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
witt	witt	n1	wit	wit	0
,	,	,	,	,	0
The	The	dt	The	the	0
Suruey	Suruey	vvb	Survey	survey	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nevv	nevv	j	new	new	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
did	did	vdd	did	do	0
many	many	d	many	many	0
thinges	thinges	n2	things	thing	0
occure	occure	vvb	occur	occur	0
repugnant	repugnant	j	repugnant	repugnant	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
confuting	confuting	vvg	confuting	confute	0
my	my	po11	my	my	0
affectionate	affectionate	j	affectionate	affectionate	0
religion	religion	n1	religion	religion	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
nourished	nourished	vvn	nourished	nourish	0
,	,	,	,	,	0
my	my	po11	my	my	0
patience	patience	n1	patience	patience	0
by	by	p-acp	by	by	0
no	no	dx	no	no	0
meanes	meanes	n2	means	mean	0
would	would	vmd	would	will	0
search	search	vvi	search	search	0
any	any	d	any	any	0
further	further	av-jc	further	further	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
contempt	contempt	n1	contempt	contempt	0
did	did	vdd	did	do	0
vt	vt	fw-la	vt	ut	0
∣	∣	sy	∣	∣	0
terly	terly	av-j	terly	ter	0
reiect	reiect	vvb	reject	reject	0
it	it	pn31	it	it	0
.	.	.	.	.	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
how	how	c-crq	how	how	0
foolish	foolish	j	foolish	foolish	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
I	I	pns11	I	i	0
appeall	appeall	vvb	appeal	appeal	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
iudgment	iudgment	n1	judgement	judgement	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
admitt	admitt	vvi	admit	admit	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
Turke	Turke	np1	Turke	Turk	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
contending	contending	vvg	contending	contend	0
about	about	p-acp	about	about	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
sure	sure	av-j	sure	sure	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
)	)	)	)	)	0
no	no	dx	no	no	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
saued	saued	vvn	saved	save	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
one	one	crd	one	one	0
only	only	j	only	only	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
and	and	cc	and	and	0
Catholicke	Catholicke	jp	Catholic	catholic	0
faith	faith	n1	faith	faith	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
will	will	vmb	will	will	0
obstinatlie	obstinatlie	av-j	obstinately	obstinate	0
content	content	vvi	content	content	0
himselfe	himselfe	px31	himself	himself	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Turcisme	Turcisme	n1	Turcisme	turcisme	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
his	his	po31	his	his	0
being	being	n1	being	being	0
and	and	cc	and	and	0
bringing	bringing	vvg	bringing	bring	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
contradiction	contradiction	n1	contradiction	contradiction	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Alchoran	Alchoran	np1	Alchoran	Koran	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
vniuersall	vniuersall	j	universal	universal	0
or	or	cc	or	or	0
warrantable	warrantable	j	warrantable	warrantable	0
soeuer	soeuer	av	soever	soever	0
would	would	vmd	would	will	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
repute	repute	vvi	repute	repute	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
madd	madd	j	mad	mad	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
altogether	altogether	av	altogether	altogether	0
inexcusable	inexcusable	j	inexcusable	inexcusable	0
?	?	?	?	?	0
certenly	certenly	av-j	certainly	certain	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
doe	doe	vdi	do	do	0
lesse	lesse	av-dc	less	less	0
;	;	;	;	;	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
an	an	dt	and	a	0
astrauagant	astrauagant	j	astrauagant	astrauagant	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
bred	bred	vvn	bred	breed	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catholicke	Catholicke	jp	Catholic	catholic	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
not	not	xx	not	not	0
withstan	withstan	fw-mi	withstan	withstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
cōsent	cōsent	n1	consent	consent	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
most	most	av-ds	most	most	0
spitefullest	spitefullest	js	spitefullest	spiteful	0
