Right	Right	n-jn	Right	right	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
not	not	xx	not	not	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
hitherto	hitherto	av	hitherto	hitherto	0
have	have	vhb	have	have	0
known	known	vvn	known	know	0
want	want	n1	want	want	0
;	;	;	;	;	0
Ah	Ah	uh	Ah	ah	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
desires	desires	vvz	desires	desire	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Daughter	Daughter	n1	Daughter	daughter	0
,	,	,	,	,	0
Psalm	Psalm	n1	Psalm	psalm	0
.	.	.	.	.	1
15.13	15.13	crd	15.13	15.13	0
.	.	.	.	.	1
Even	Even	j	Even	even	0
all	all	d	all	all	0
glorious	glorious	j	glorious	glorious	0
within	within	p-acp	within	within	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
beautified	beautified	vvn	beautified	beautify	0
with	with	p-acp	with	with	0
saving	saving	vvg	saving	save	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
cloathed	cloathed	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Righteousnesse	Righteousnesse	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
My	My	po11	My	my	0
deare	deare	j-jn	deer	dear	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
out	out	av	out	out	0
looke	looke	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
poore	poore	j	poor	poor	0
fatherlesse	fatherlesse	j	fatherless	fatherless	0
babes	babes	n2	babes	babe	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
lesse	lesse	av-dc	less	less	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
departing	departing	n-vvg	departing	depart	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
probabili	probabili	fw-la	probabili	probabili	0
∣	∣	sy	∣	∣	0
)	)	)	)	)	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
sentence	sentence	n1	sentence	sentence	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
within	within	p-acp	within	within	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
finding	finding	vvg	finding	find	0
Nature	Nature	n1	Nature	nature	0
spending	spending	vvg	spending	spend	0
and	and	cc	and	and	0
wasting	wasting	vvg	wasting	waste	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
symptomes	symptomes	n2	symptoms	symptom	0
of	of	pp-f	of	of	0
short	short	j	short	short	0
life	life	n1	life	life	0
;	;	;	;	;	0
Therefore	Therefore	av	Therefore	therefore	0
as	as	c-acp	as	as	0
Isaac	Isaac	np1	Isaac	Isaac	0
desired	desired	vvd	desired	desire	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
Esau	Esau	np1	Esau	Esau	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
death	death	n1	death	death	0
:	:	:	:	:	0
So	So	av	So	so	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
(	(	(	(	(	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
Prediction	Prediction	n1	Prediction	prediction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Isaac	Isaac	np1	Isaac	Isaac	0
had	had	vhd	had	have	0
,	,	,	,	,	0
Gen	Gen	np1	Gen	Gen	0
▪	▪	▪	▪	▪	0
27.4	27.4	crd	27.4	27.4	0
.	.	.	.	.	1
)	)	)	)	)	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
dye	dye	vvb	die	die	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
to	to	pc-acp	to	to	0
communicate	communicate	vvi	communicate	communicate	0
some	some	d	some	some	0
Counsell	Counsell	n1	Counsel	counsel	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
same	same	d	same	same	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
both	both	av-d	both	both	0
blessed	blessed	vvn	blessed	bless	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
herein	herein	av	herein	herein	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
proceed	proceed	vvi	proceed	proceed	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
assistance	assistance	n1	assistance	assistance	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerall	nerall	n1	nerall	nerall	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
sententiall	sententiall	j	sentential	sentential	0
way	way	n1	way	way	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Meditations	Meditations	n2	Meditations	meditation	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
amplified	amplified	vvn	amplified	amplify	0
and	and	cc	and	and	0
enlarged	enlarged	vvn	enlarged	enlarge	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
thoughts	thoughts	n2	thoughts	thought	0
.	.	.	.	.	1
(	(	(	(	(	0
My	My	po11	My	my	0
dearly	dearly	av-jn	dearly	dear	0
beloved	beloved	j-vvn	beloved	belove	0
ones	ones	pi2	ones	one	0
)	)	)	)	)	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
lay	lay	vvd	lay	lie	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
David	David	np1	David	David	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
Solomon	Solomon	np1	Solomon	Solomon	0
,	,	,	,	,	0
1	1	crd	1	1	0
Chron.	Chron.	np1	Chron.	Chron.	1
28.9	28.9	crd	28.9	28.9	0
.	.	.	.	.	1
My	My	po11	My	my	0
Children	Children	n2	Children	child	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
serve	serve	vvi	serve	serve	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
willing	willing	j	willing	willing	0
minds	minds	n2	minds	mind	0
:	:	:	:	:	0
This	This	d	This	this	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
duty	duty	n1	duty	duty	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
particulars	particulars	n2-j	particulars	particular	0
(	(	(	(	(	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
abstractive	abstractive	j	abstractive	abstractive	0
way	way	n1	way	way	0
:	:	:	:	:	0
)	)	)	)	)	0
Take	Take	vvb	Take	take	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
followeth	followeth	vvz	follows	follow	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
God	God	np1	God	God	0
the	the	dt	the	the	0
object	object	n1	object	object	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chiefe	chiefe	n-jn	chief	chief	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
73.15	73.15	crd	73.15	73.15	0
.	.	.	.	.	1
Ibid.	Ibid.	np1	Ibid.	Ibid.	0
31.23	31.23	crd	31.23	31.23	0
.	.	.	.	.	1
Marke	Marke	n1	Mark	mark	0
12	12	crd	12	12	0
,	,	,	,	,	0
30.	30.	crd	30.	30.	1
Seeke	Seeke	vvb	Seek	seek	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
tinually	tinually	av-j	tinually	tinual	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
Psalm	Psalm	n1	Psalm	psalm	0
.	.	.	.	.	1
86.11	86.11	crd	86.11	86.11	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
34	34	crd	34	34	0
9.	9.	crd	9.	9	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
carefull	carefull	j	careful	careful	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
filiall	filiall	j	filial	filial	0
and	and	cc	and	and	0
Child-like	Child-like	j	Childlike	childlike	0
,	,	,	,	,	0
(	(	(	(	(	0
not	not	xx	not	not	0
servile	servile	j	servile	servile	0
and	and	cc	and	and	0
slavish	slavish	j	slavish	slavish	0
.	.	.	.	.	0
)	)	)	)	)	1
Remember	Remember	np1	Remember	Remember	0
your	your	po22	your	your	0
Creator	Creator	n1	Creator	creator	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
Eccl.	Eccl.	np1	Eccl.	Eccl.	1
12.1	12.1	crd	12.1	12.1	0
.	.	.	.	.	1
Begin	Begin	vvb	Begin	begin	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
Race	Race	n1	Raze	race	0
betimes	betimes	av	betimes	betimes	0
,	,	,	,	,	0
Psa.	Psa.	np1	Psa.	Psa.	1
63.1	63.1	crd	63.1	63.1	0
.	.	.	.	.	1
Prov.	Prov.	np1	Prov.	Prov.	0
8.17	8.17	crd	8.17	8.17	0
.	.	.	.	.	1
And	And	cc	And	and	0
strive	strive	vvb	strive	strive	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
9.24	9.24	crd	9.24	9.24	0
.	.	.	.	.	1
Mark	Mark	n1	Mark	mark	0
.	.	.	.	.	1
13.13	13.13	crd	13.13	13.13	0
.	.	.	.	.	1
Mind	Mind	n1	Mind	mind	0
your	your	po22	your	your	0
own	own	d	own	own	0
mortality	mortality	n1	mortality	mortality	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.27	9.27	crd	9.27	9.27	0
.	.	.	.	.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
9.4	9.4	crd	9.4	9.4	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
6.5	6.5	crd	6.5	6.5	0
.	.	.	.	.	1
Put	Put	vvb	Put	put	0
not	not	xx	not	not	0
off	off	a-acp	off	off	0
working	working	vvg	working	work	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
Ele	Ele	n1	Ele	eye	0
∣	∣	sy	∣	∣	0
venth	venth	n1	venth	venth	0
houre	houre	n1	hour	hour	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
20.6	20.6	crd	20.6	20.6	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Sun	Sun	n1	Sun	sun	0
may	may	vmb	may	may	0
set	set	vvi	set	set	0
at	at	p-acp	at	at	0
Noone	Noone	n1	Noon	noon	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
spoken	spoken	vvn	spoken	speak	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
case	case	n1	case	case	0
,	,	,	,	,	0
)	)	)	)	)	0
Amos	Amos	np1	Amos	Amos	0
8.9	8.9	crd	8.9	8.9	0
.	.	.	.	.	1
Improve	Improve	vvb	Improve	improve	0
all	all	d	all	all	0
your	your	po22	your	your	0
Talents	Talents	n2	Talents	talent	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
25.20	25.20	crd	25.20	25.20	0
.	.	.	.	.	1
Mind	Mind	n1	Mind	mind	0
the	the	dt	the	the	0
account	account	n1	account	account	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
pass	pass	vvi	pass	pass	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
stewards	stewards	n2	stewards	steward	0
,	,	,	,	,	0
Luk.	Luk.	np1	Luk.	Luk.	1
16.2	16.2	crd	16.2	16.2	0
.	.	.	.	.	1
Forget	Forget	vvb	Forget	forget	0
not	not	xx	not	not	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
Eccl.	Eccl.	np1	Eccl.	Eccl.	1
11.9	11.9	crd	11.9	11.9	0
.	.	.	.	.	1
Chap.	Chap.	np1	Chap.	Chap.	0
12.	12.	crd	12.	12.	0
ult	ult	n1	ult	ult	0
.	.	.	.	.	1
Mat.	Mat.	np1	Mat.	Mat	0
12.38	12.38	crd	12.38	12.38	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
very	very	av	very	very	0
strict	strict	j	strict	strict	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
observation	observation	n1	observation	observation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
