SIrach	SIrach	np1	SIrach	SIrach	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
foorth	foorth	av	forth	forth	0
and	and	cc	and	and	0
paint	paint	vvi	paint	paint	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
body	body	n1	body	body	0
liuely	liuely	j	lively	lively	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
)	)	)	)	)	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
fine	fine	j	fine	fine	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
king	king	n1	king	king	0
Ezekia	Ezekia	np1	Ezekia	Ezekia	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Prophete	Prophete	n1	Prophet	prophet	0
Esaias	Esaias	np1	Esaias	Isaiah	0
vse	vse	vvi	use	use	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
&	&	cc	&	and	0
order	order	n1	order	order	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sick	sick	j	sick	sick	0
king	king	n1	king	king	0
:	:	:	:	:	0
war	war	n1	war	war	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
him	him	pno31	him	he	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
repentance	repentance	n1	repentance	repentance	0
,	,	,	,	,	0
layd	layd	vvn	laid	lay	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
Gods	Gods	npg1	Gods	God	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
2.	2.	crd	2.	2.	1
Paral.	Paral.	np1	Paral.	Paral.	0
32.	32.	crd	32.	32.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
soone	soone	av	soon	soon	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
humbled	humbled	vvn	humbled	humble	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
&	&	cc	&	and	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prophete	Prophete	n1	Prophet	prophet	0
then	then	av	then	then	0
comforted	comforted	vvn	comforted	comfort	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
,	,	,	,	,	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
medied	medied	vvn	medied	medy	0
his	his	po31	his	his	0
bodily	bodily	j	bodily	bodily	0
sicknesse	sicknesse	n1	sickness	sickness	0
.	.	.	.	.	1
4	4	crd	4	4	0
Reg.	Reg.	np1	Reg.	Reg.	0
20.	20.	crd	20.	20.	0
and	and	cc	and	and	0
Esaias	Esaias	np1	Esaias	Isaiah	0
.	.	.	.	.	1
38.	38.	crd	38.	38.	1
Sirach	Sirach	np1	Sirach	Sirach	0
also	also	av	also	also	0
putteth	putteth	vvz	putteth	put	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
order	order	n1	order	order	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
38.	38.	crd	38.	38.	1
Chapter	Chapter	n1	Chapter	chapter	0
.	.	.	.	.	0
specially	specially	av-j	specially	special	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
sicknesse	sicknesse	n1	sickness	sickness	0
shuld	shuld	vmd	should	shall	0
confesse	confesse	vvi	confess	confess	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
amend	amend	vvi	amend	amend	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
to	to	p-acp	to	to	0
GOD	GOD	np1	GOD	God	0
for	for	p-acp	for	for	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
helpe	helpe	vvi	help	help	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
e	e	sy	e	e	0
to	to	p-acp	to	to	0
take	take	vvi	take	take	0
physicke	physicke	n1	physic	physic	0
.	.	.	.	.	1
Seeing	Seeing	vvg	Seeing	see	0
then	then	av	then	then	0
that	that	d	that	that	0
visitation	visitation	n1	visitation	visitation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
prac	prac	j	prac	prac	0
∣	∣	sy	∣	∣	0
after	after	p-acp	after	after	0
two	two	crd	two	two	0
manners	manners	n2	manners	manner	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
abouesaid	abouesaid	j	abovesaid	abovesaid	0
:	:	:	:	:	0
efore	efore	av	efore	efore	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
taken	taken	vvn	taken	take	0
vppon	vppon	p-acp	upon	upon	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
way	way	n1	way	way	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ptures	ptures	n2	ptures	pture	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
neede	neede	vvb	need	need	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
wel	wel	av	well	well	0
dispo	dispo	av	dispo	dispo	0
∣	∣	sy	∣	∣	0
that	that	d	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
some	some	d	some	some	0
smal	smal	j	small	small	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
Christian	Christian	np1	Christian	Christian	0
to	to	pc-acp	to	to	0
visite	visite	vvi	visit	visit	0
and	and	cc	and	and	0
cō	cō	vvi	con	con	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
necessarie	necessarie	j	necessary	necessary	0
to	to	p-acp	to	to	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
visite	visite	vvi	visit	visit	0
the	the	pno32	thee	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
y	y	zz	y	y	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
with	with	p-acp	with	with	0
attending	attending	vvg	attending	attend	0
n	n	p-acp	n	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
giuing	giuing	vvg	giving	give	0
them	them	pno32	them	they	0
meat	meat	n1	meat	meat	0
&	&	cc	&	and	0
drink	drink	vvi	drink	drink	0
,	,	,	,	,	0
ng	ng	vvi	ng	hang	0
them	them	pno32	them	they	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
&	&	cc	&	and	0
laying	laying	vvg	laying	lay	0
them	them	pno32	them	they	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
nselling	nselling	vvg	nselling	nsell	0
them	them	pno32	them	they	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
neede	neede	vvb	need	need	0
,	,	,	,	,	0
n	n	p-acp	n	in	0
other	other	j-jn	other	other	0
like	like	j	like	like	0
helpings	helpings	n2	helpings	helping	0
,	,	,	,	,	0
exercises	exercises	n2	exercises	exercise	0
,	,	,	,	,	0
and	and	cc	and	and	0
ngs	ngs	n2	ngs	ng	0
:	:	:	:	:	0
these	these	d	these	these	0
wayes	wayes	n2	ways	way	0
can	can	vmb	can	can	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
after	after	p-acp	after	after	0
sort	sort	n1	sort	sort	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
disposed	disposed	vvn	disposed	dispose	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
of	of	pp-f	of	of	0
charitie	charitie	n1	charity	charity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
here	here	av	here	here	0
not	not	xx	not	not	0
necessarie	necessarie	j	necessary	necessary	0
y	y	zz	y	y	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
,	,	,	,	,	0
although	although	cs	although	although	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
before	before	p-acp	before	before	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
shewed	shewed	vvn	showed	show	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
one	one	pi	one	one	0
shuld	shuld	vmd	should	shall	0
fort	fort	n1	fort	fort	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
d	d	jc	worser	worse	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
foorth	foorth	av	forth	forth	0
a	a	dt	a	a	0
little	little	j	little	little	0
forme	forme	n1	form	form	0
very	very	av	very	very	0
short	short	j	short	short	0
,	,	,	,	,	0
&	&	cc	&	and	0
also	also	av	also	also	0
declare	declare	vvb	declare	declare	0
briefly	briefly	av-j	briefly	brief	0
certeine	certeine	j	certain	certain	0
warnings	warnings	n2	warnings	warning	0
&	&	cc	&	and	0
comforts	comforts	n2	comforts	comfort	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
uers	uers	zz	uers	uers	0
sorts	sorts	n2	sorts	sort	0
:	:	:	:	:	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
one	one	pi	one	one	0
,	,	,	,	,	0
two	two	crd	two	two	0
,	,	,	,	,	0
or	or	cc	or	or	0
moe	moe	dc	more	more	0
comfortes	comfortes	n2	comforts	comfort	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
man	man	n1	man	man	0
thinketh	thinketh	vvz	thinketh	think	0
good	good	j	good	good	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
shal	shal	vmb	shall	shall	0
moue	moue	vvi	move	move	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
necessarie	necessarie	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
person	person	n1	person	person	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
one	one	crd	one	one	0
sicke	sicke	j	sick	sick	0
body	body	n1	body	body	0
is	is	vbz	is	be	0
farre	farre	av-j	far	far	0
vnlike	vnlike	j	unlike	unlike	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
some	some	d	some	some	0
haue	haue	vhb	have	have	0
more	more	dc	more	more	0
tēptation	tēptation	n1	temptation	temptation	0
thē	thē	pno32	them	they	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
one	one	pi	one	one	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
forehand	forehand	n1	forehand	forehand	0
beter	beter	av-jc	beter	better	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
gods	gods	ng1	gods	god	0
word	word	n1	word	word	0
then	then	cs	then	than	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
no	no	dx	no	no	0
man	man	n1	man	man	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
out	out	av	out	out	0
al	al	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
herein	herein	av	herein	herein	0
wri	wri	av	wri	wri	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
.	.	.	.	.	1
And	And	cc	And	and	0
welbeloued	welbeloued	j	well-beloved	well-beloved	0
brother	brother	n1	brother	brother	0
in	in	p-acp	in	in	0
lawe	lawe	n1	law	law	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
cōmend	cōmend	vvi	commend	commend	0
this	this	d	this	this	0
litle	litle	j	little	little	0
comfortable	comfortable	j	comfortable	comfortable	0
booke	booke	n1	book	book	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
in	in	zz	in	in	0
∣	∣	sy	∣	∣	0
tent	tent	n1	tent	tent	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
folk	folk	n1	folk	folk	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
time	time	n1	time	time	0
and	and	cc	and	and	0
oportunitie	oportunitie	n1	opportunity	opportunity	0
shall	shall	vmb	shall	shall	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
may	may	vmb	may	may	0
vse	vse	vvi	use	use	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
necessitie	necessitie	n1	necessity	necessity	0
shall	shall	vmb	shall	shall	0
require	require	vvi	require	require	0
:	:	:	:	:	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
good	good	j	good	good	0
chiefly	chiefly	av-jn	chiefly	chief	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
you	you	pn22	you	you	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
therto	therto	av	thereto	thereto	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
diligence	diligence	n1	diligence	diligence	0
and	and	cc	and	and	0
earnest	earnest	n1	earnest	earnest	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
studie	studie	vvi	study	study	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
Lorde	Lorde	n1	Lord	lord	0
God	God	np1	God	God	0
graunt	graunt	vvb	grant	grant	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
vse	vse	vvi	use	use	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
scrip	scrip	n1	scrip	scrip	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
prayse	prayse	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profite	profite	n1	profit	profit	0
and	and	cc	and	and	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
neighbors	neighbors	n2	neighbours	neighbour	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
