THESE	THESE	d	THESE	these	0
Parish	Parish	n1	Parish	parish	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
respected	respected	vvn	respected	respect	0
;	;	;	;	;	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
expect	expect	vvi	expect	expect	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
carpt	carpt	vvn	carpt	carpt	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
have	have	vhb	have	have	0
many	many	d	many	many	0
friends	friends	n2	friends	friend	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
cast	cast	vvn	cast	cast	0
dirt	dirt	n1	dirt	dirt	0
both	both	av-d	both	both	0
at	at	p-acp	at	at	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
thinke	thinke	vvb	think	think	0
to	to	pc-acp	to	to	0
escape	escape	vvi	escape	escape	0
scot-free	scot-free	j	scotfree	scotfree	0
;	;	;	;	;	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
malice	malice	n1	malice	malice	0
hath	hath	vhz	hath	have	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deavoured	deavoured	vvd	deavoured	deavour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
diverse	diverse	j	diverse	diverse	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
a-sun	a-sun	n1	asun	asun	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
the	the	dt	the	the	0
conjugall	conjugall	j	conjugal	conjugal	0
knot	knot	n1	knot	knot	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
twixt	twixt	p-acp	betwixt	betwixt	0
us	us	pno12	us	we	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
curse	curse	n1	curse	curse	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
will	will	vmb	will	will	0
follow	follow	vvi	follow	follow	0
them	them	pno32	them	they	0
;	;	;	;	;	0
who	who	q-crq	who	who	0
seek	seek	vvb	seek	seek	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
asunder	asunder	av	asunder	asunder	0
,	,	,	,	,	0
those	those	d	those	those	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
joynd	joynd	vvn	joined	join	0
together	together	av	together	together	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
Ile	Ile	pns11|vmb	I'll	I|will	0
leave	leave	vvi	leave	leave	0
their	their	po32	their	their	0
censure	censure	n1	censure	censure	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
forgive	forgive	vvi	forgive	forgive	0
them	them	pno32	them	they	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
15.5	15.5	crd	15.5	15.5	0
.	.	.	.	.	0
and	and	cc	and	and	0
consolation	consolation	n1	consolation	consolation	0
,	,	,	,	,	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
us	us	pno12	us	we	0
all	all	d	all	all	0
followers	followers	n2	followers	follower	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
deare	deare	j-jn	deer	dear	0
children	children	n2	children	child	0
;	;	;	;	;	0
and	and	cc	and	and	0
grant	grant	vvb	grant	grant	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
like	like	j	like	like	0
mind	mind	n1	mind	mind	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
one	one	pi	one	one	0
towards	towards	p-acp	towards	towards	0
another	another	n-jn	another	another	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
.	.	.	.	.	1
And	And	cc	And	and	0
my	my	po11	my	my	0
prayer	prayer	n1	prayer	prayer	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
even	even	av	even	even	0
our	our	po12	our	our	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
loved	loved	vvn	loved	love	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
us	us	pno12	us	we	0
everlasting	everlasting	j	everlasting	everlasting	0
consola	consola	fw-la	consola	consola	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
through	through	p-acp	through	through	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
would	would	vmd	would	will	0
comfort	comfort	vvi	comfort	comfort	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
esta	esta	fw-la	esta	esta	0
∣	∣	sy	∣	∣	0
blish	blish	vvi	blish	blish	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
word	word	n1	word	word	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
