SAint	SAint	n1	SAint	saint	0
mentioned	mentioned	vvn	mentioned	mention	0
,	,	,	,	,	0
spiri	spiri	fw-la	spiri	spiri	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
adversaries	adversaries	n2	adversaries	adversary	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Temporall	Temporall	j	Temporal	temporal	0
salvation	salvation	n1	salvation	salvation	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
Eternall	Eternall	j	Eternal	eternal	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
evidence	evidence	n1	evidence	evidence	0
whereof	whereof	c-crq	whereof	whereof	0
examine	examine	vvb	examine	examine	0
1	1	crd	1	1	0
King	King	n1	King	king	0
.	.	.	.	.	1
22.20	22.20	crd	22.20	22.20	0
,	,	,	,	,	0
21	21	crd	21	21	0
,	,	,	,	,	0
22.	22.	crd	22.	22.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
said	said	vvd	said	say	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
shall	shall	vmb	shall	shall	0
perswade	perswade	vvi	persuade	persuade	0
Ahab	Ahab	np1	Ahab	Ahab	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
at	at	p-acp	at	at	0
Ramoth-Gilead	Ramoth-Gilead	np1	Ramoth-Gilead	Ramoth-Gilead	0
?	?	?	?	?	0
and	and	cc	and	and	0
one	one	pi	one	one	0
said	said	vvd	said	say	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
said	said	vvd	said	say	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
forth	forth	av	forth	forth	0
a	a	dt	a	a	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
stood	stood	vvd	stood	stand	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
said	said	vvd	said	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
perswade	perswade	vvi	persuade	persuade	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
said	said	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Wherewith	Wherewith	c-crq	Wherewith	wherewith	0
?	?	?	?	?	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
go	go	vvi	go	go	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
lying	lying	j-vvg	lying	lie	0
spirit	spirit	n1	spirit	spirit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Prophets	Prophets	n2	Prophets	prophet	0
.	.	.	.	.	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
Thou	Thou	pns21	Thou	thou	0
shalt	shalt	vm2	shalt	shall	0
perswade	perswade	vvi	persuade	persuade	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
prevail	prevail	vvi	prevail	prevail	0
also	also	av	also	also	0
;	;	;	;	;	0
go	go	vvb	go	go	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
so	so	av	so	so	0
.	.	.	.	.	1
Had	Had	vhd	Had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
been	been	vbn	been	be	0
highly	highly	av-j	highly	high	0
provoked	provoked	vvn	provoked	provoke	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
Ahab	Ahab	np1	Ahab	Ahab	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
a	a	dt	a	a	0
Permission	Permission	n1	Permission	permission	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
a	a	dt	a	a	0
Commission	Commission	n1	Commission	commission	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
evil	evil	j-jn	evil	evil	0
Angels	Angels	n2	Angels	angel	0
to	to	p-acp	to	to	0
infatuate	infatuate	j	infatuate	infatuate	0
and	and	cc	and	and	0
benight	benight	vvi	benight	benight	0
our	our	po12	our	our	0
understandings	understandings	n2	understandings	understanding	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
judicially	judicially	av-j	judicially	judicial	0
given	given	vvn	given	give	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
delusion	delusion	n1	delusion	delusion	0
,	,	,	,	,	0
could	could	vmd	could	can	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
thus	thus	av	thus	thus	0
fallen	fallen	vvn	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
points	points	n2	points	point	0
and	and	cc	and	and	0
pins	pins	n2	pins	pin	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
,	,	,	,	,	0
the	the	dt	the	the	0
essentialls	essentialls	n2-jn	essentials	essential	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realm	Realm	n1	Realm	realm	0
were	were	vbdr	were	be	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sound	sound	j	found	sound	0
?	?	?	?	?	1
I	I	pns11	I	i	0
can	can	vmb	can	can	0
safely	safely	av-j	safely	safe	0
mind	mind	vvi	mind	mind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
instance	instance	n1	instance	instance	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
phrensie	phrensie	n1	frenzy	frenzy	0
were	were	vbdr	were	be	0
Church-win	Church-win	j	Church-win	church-win	0
∣	∣	sy	∣	∣	0
dows	dows	n2	dows	dow	0
battered	battered	vvn	battered	batter	0
down	down	a-acp	down	down	0
!	!	!	!	!	0
and	and	cc	and	and	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
broken	broken	vvn	broken	break	0
into	into	p-acp	into	into	0
useless	useless	j	useless	useless	0
shivers	shivers	n2	shivers	shiver	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
afraid	afraid	j	afraid	afraid	0
that	that	cst	that	that	0
the	the	dt	the	the	0
curse	curse	n1	curse	curse	0
of	of	pp-f	of	of	0
doing	doing	vdg	doing	do	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
work	work	vvb	work	work	0
negligently	negligently	av-j	negligently	negligent	0
would	would	vmd	would	will	0
stick	stick	vvi	stick	stick	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
consciences	consciences	n2	consciences	conscience	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
other	other	n-jn	other	other	0
our	our	po12	our	our	0
brainlesse	brainlesse	j	brainless	brainless	0
furies	furies	n2	furies	fury	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
demolished	demolished	vvn	demolished	demolish	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
indifferent	indifferent	j	indifferent	indifferent	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
unprejudiced	unprejudiced	j	unprejudiced	unprejudiced	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
inoffensive	inoffensive	j	inoffensive	inoffensive	0
as	as	c-acp	as	as	0
painted	painted	j-vvn	painted	paint	0
glasse	glasse	n1	glass	glass	0
.	.	.	.	.	1
A	A	dt	A	a	0
sad	sad	j	sad	sad	0
presage	presage	n1	presage	presage	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
errors	errors	n2	errors	error	0
that	that	cst	that	that	0
could	could	vmd	could	can	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
got	got	vvn	god	get	0
in	in	p-acp	in	in	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
doors	doors	n2	doors	door	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
creep	creep	vvi	creep	creep	0
in	in	p-acp	in	in	0
at	at	p-acp	at	at	0
its	its	po31	its	its	0
bro	bro	fw-ge	bro	bro	0
∣	∣	sy	∣	∣	0
ken	ken	vvb	ken	ken	0
windows	windows	n2	windows	window	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
Sampson	Sampson	np1	Sampson	Samson	0
being	being	vbg	being	be	0
put	put	vvn	put	put	0
out	out	av	out	out	0
,	,	,	,	,	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
after	after	a-acp	after	after	0
quenched	quenched	vvn	quenched	quench	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
say	say	vvb	say	say	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
never	never	av-x	never	never	0
smoke	smoke	n1	smoke	smoke	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
so	so	av	so	so	0
there	there	pc-acp	there	there	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
that	that	d	that	that	0
universal	universal	j	universal	universal	0
distast	distast	n1	distaste	distaste	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
male	male	j-jn	male	male	0
admini	admini	fw-la	admini	admini	0
∣	∣	sy	∣	∣	0
stration	stration	n1	stration	stration	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
long	long	j	long	long	0
peace	peace	n1	peace	peace	0
through	through	p-acp	through	through	0
mans	mans	ng1	men	man	0
corruption	corruption	n1	corruption	corruption	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
height	height	n1	height	height	0
and	and	cc	and	and	0
consistency	consistency	n1	consistency	consistency	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
body	body	n1	body	body	0
the	the	dt	the	the	0
sharper	sharper	jc	sharper	sharp	0
diseases	diseases	n2	diseases	disease	0
arise	arise	vvb	arise	arise	0
rather	rather	av	rather	rather	0
from	from	p-acp	from	from	0
its	its	po31	its	its	0
own	own	d	own	own	0
discrasie	discrasie	n1	discrasie	discrasie	0
and	and	cc	and	and	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
stemper	stemper	n1	stemper	stemper	0
,	,	,	,	,	0
then	then	av	then	then	0
from	from	p-acp	from	from	0
an	an	dt	and	a	0
infectious	infectious	j	infectious	infectious	0
air	air	n1	air	air	0
;	;	;	;	;	0
so	so	av	so	so	0
all	all	d	all	all	0
Regiments	Regiments	n2	Regiments	regiment	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
effectually	effectually	av-j	effectually	effectual	0
destroyed	destroyed	vvn	destroyed	destroy	0
from	from	p-acp	from	from	0
within	within	p-acp	within	within	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
then	then	av	then	then	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
violence	violence	n1	violence	violence	0
without	without	p-acp	without	without	0
:	:	:	:	:	0
that	that	cst	that	that	0
now	now	av	now	now	0
we	we	pns12	we	we	0
clearly	clearly	av-j	clearly	clear	0
see	see	vvb	see	see	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
spective	spective	n1	spective	spective	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
late	late	j	late	late	0
miseries	miseries	n2	misery's	misery	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
fallen	fallen	vvn	fallen	fall	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
heates	heates	n2	heats	heat	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
own	own	d	own	own	0
Ecclesiasticks	Ecclesiasticks	n2-j	Ecclesiastics	ecclesiastics	0
;	;	;	;	;	0
a	a	dt	a	a	0
grievance	grievance	n1	grievance	grievance	0
in	in	p-acp	in	in	0
Constantines	Constantines	npg1	Constantines	Constantine	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
more	more	dc	more	more	0
damaged	damaged	vvd	damaged	damage	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
then	then	av	then	then	0
all	all	av-d	all	all	0
the	the	dt	the	the	0
ten	ten	crd	ten	ten	0
famous	famous	j	famous	famous	0
Persecutions	Persecutions	n2	Persecutions	persecution	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
thens	thens	pno32	thence	they	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
when	when	q-crq	when	when	0
violence	violence	n1	violence	violence	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
without	without	p-acp	without	without	0
,	,	,	,	,	0
then	then	cs	then	than	0
that	that	d	that	that	0
saying	saying	n-vvg	saying	say	0
holds	holds	vvz	holds	hold	0
good	good	j	good	good	0
,	,	,	,	,	0
Semen	Semen	np1	Semen	Semen	0
Ecclesiae	Ecclesiae	np1	Ecclesiae	Ecclesiae	0
est	est	fw-la	est	est	0
sanguis	sanguis	fw-la	sanguis	sanguis	0
Martyrum	Martyrum	np1	Martyrum	Martyrum	0
,	,	,	,	,	0
The	The	dt	The	the	0
seed	seed	n1	seed	seed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
tis	tis	pn31|vbz	this	it|be	0
from	from	p-acp	from	from	0
within	within	p-acp	within	within	0
,	,	,	,	,	0
then	then	av	then	then	0
,	,	,	,	,	0
Sanguis	Sanguis	fw-la	Sanguis	sanguis	0
Eccle	Eccle	fw-la	Eccle	eccle	0
∣	∣	sy	∣	∣	0
siae	siae	fw-la	siae	siae	0
est	est	fw-la	est	est	0
semen	semen	n2	semen	seman	0
Haeresium	Haeresium	np1	Haeresium	Haeresium	0
,	,	,	,	,	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
seed	seed	n1	seed	seed	0
of	of	pp-f	of	of	0
Heresies	Heresies	n2	Heresies	heresy	0
:	:	:	:	:	0
Loose	Loose	j	Lose	loose	0
conceptions	conceptions	n2	conceptions	conception	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
as	as	c-acp	as	as	0
naturally	naturally	av-j	naturally	natural	0
growing	growing	vvg	growing	grow	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
disturbed	disturbed	j-vvn	disturbed	disturb	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
In	In	a-acp	In	in	0
∣	∣	sy	∣	∣	0
sects	sects	n2	sects	sect	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
putrified	putrified	j-vvn	putrified	putrify	0
carcase	carcase	n1	carcase	carcase	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
Country	Country	n1	Country	country	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
mischief	mischief	n1	mischief	mischief	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
the	the	cs	the	than	0
Court	Court	n1	Court	court	0
first	first	ord	first	first	0
minister	minister	vvi	minister	minister	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
either	either	av-d	either	either	0
seem	seem	vvb	seem	seem	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
or	or	cc	or	or	0
real	real	j	real	real	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
fatal	fatal	j	fatal	fatal	0
unhappiness	unhappiness	n1	unhappiness	unhappiness	0
of	of	pp-f	of	of	0
Courtiers	Courtiers	n2	Courtiers	courtier	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
mistake	mistake	vvi	mistake	mistake	0
their	their	po32	their	their	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
preferring	preferring	vvg	preferring	prefer	0
their	their	po32	their	their	0
private	private	j	private	private	0
interest	interest	n1	interest	interest	0
above	above	p-acp	above	above	0
their	their	po32	their	their	0
Masters	Masters	n2	Master's	master	0
,	,	,	,	,	0
or	or	cc	or	or	0
their	their	po32	their	their	0
Masters	Masters	n2	Master's	master	0
above	above	p-acp	above	above	0
their	their	po32	their	their	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
wrong	wrong	vvb	wrong	wrong	0
either	either	d	either	either	0
themselves	themselves	px32	themselves	themselves	0
or	or	cc	or	or	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
often	often	av	often	often	0
both	both	av-d	both	both	0
:	:	:	:	:	0
Either	Either	av-d	Either	either	0
they	they	pns32	they	they	0
monopolize	monopolize	vvb	monopolize	monopolize	0
their	their	po32	their	their	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
to	to	pc-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
a	a	dt	a	a	0
vain	vain	j	vain	vain	0
attempt	attempt	n1	attempt	attempt	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
