THese	THese	d	THese	these	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
my	my	po11	my	my	0
thankful	thankful	j	thankful	thankful	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledgments	ledgments	n2	ledgments	ledgment	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tribute	tribute	n1	tribute	tribute	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
ability	ability	n1	ability	ability	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
reasonable	reasonable	j	reasonable	reasonable	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
equal	equal	j-jn	equal	equal	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
given	given	vvn	given	give	0
all	all	d	all	all	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
one	one	crd	one	one	0
.	.	.	.	.	1
Farewell	Farewell	n1	Farewell	farewell	0
.	.	.	.	.	1
