WHAT	WHAT	q-crq	WHAT	what	0
mi	mi	fw-mi	mi	mi	0
countrie	countrie	n1	country	country	0
.	.	.	.	.	1
This	This	d	This	this	0
occasion	occasion	n1	occasion	occasion	0
geuen	geuen	vvn	given	give	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
cau	cau	vvn	caused	cause	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
againe	againe	av	again	again	0
,	,	,	,	,	0
this	this	d	this	this	0
litle	litle	j	little	little	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
shoting	shoting	vvg	shooting	shoot	0
,	,	,	,	,	0
begon	begon	vvn	begun	begin	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
before	before	p-acp	before	before	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
ended	ended	vvn	ended	end	0
thā	thā	av	than	then	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
other	other	j-jn	other	other	0
studies	studies	n2	studies	study	0
more	more	av-dc	more	more	0
mete	mete	j	meet	meet	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
liuinge	liuinge	vvg	living	live	0
,	,	,	,	,	0
vvhiche	vvhiche	r-crq	which	which	0
God	God	np1	God	God	0
and	and	cc	and	and	0
mi	mi	fw-mi	mi	mi	0
frendes	frendes	n2	friends	friend	0
had	had	vhd	had	have	0
set	set	vvn	set	set	0
me	me	pno11	me	i	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
vvhen	vvhen	c-crq	when	when	0
your	your	po22	your	your	0
Graces	Graces	n2	Graces	grace	0
moste	moste	av-ds	most	most	0
ioifull	ioifull	j	joyful	joyful	0
&	&	cc	&	and	0
happie	happie	j	happy	happy	0
victorie	victorie	n1	victory	victory	0
preuēted	preuēted	vvd	prevented	prevent	0
mi	mi	fw-mi	mi	mi	0
dailie	dailie	av-j	daily	daily	0
and	and	cc	and	and	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
die	die	n1	die	die	0
diligencie	diligencie	n1	diligency	diligency	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvas	vvas	vbds	was	be	0
compelled	compelled	vvn	compelled	compel	0
to	to	p-acp	to	to	0
vvaite	vvaite	n1	wait	wait	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
&	&	cc	&	and	0
offer	offer	vvi	offer	offer	0
vp	vp	a-acp	up	up	0
this	this	d	this	this	0
litle	litle	j	little	little	0
boke	boke	n1	book	book	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
.	.	.	.	.	1
And	And	cc	And	and	0
vvhan	vvhan	c-crq	when	when	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
youre	youre	po22	your	your	0
Highenesse	Highenesse	n1	Highenesse	highenesse	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
infinit	infinit	j	infinite	infinite	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
&	&	cc	&	and	0
also	also	av	also	also	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
ho	ho	zz	ho	ho	0
¦	¦	sy	¦	¦	0
norable	norable	j	norable	norable	0
Counsel	Counsel	n1	Counsel	counsel	0
to	to	pc-acp	to	to	0
knovv	knovv	vvi	know	know	0
and	and	cc	and	and	0
pervse	pervse	vvi	peruse	peruse	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
contentes	contentes	n2	contents	content	0
,	,	,	,	,	0
&	&	cc	&	and	0
some	some	d	some	some	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
alovv	alovv	vvi	allow	allow	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
other	other	j-jn	other	other	0
mē	mē	n2	men	man	0
might	might	vmd	might	may	0
rede	rede	vvi	rede	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
throughe	throughe	p-acp	through	through	0
the	the	dt	the	the	0
furderaunce	furderaunce	n1	furderaunce	furtherance	0
and	and	cc	and	and	0
setting	setting	vvg	setting	set	0
forthe	forthe	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
vvorshipfull	vvorshipfull	j	worshipful	worshipful	0
and	and	cc	and	and	0
mi	mi	fw-mi	mi	mi	0
Singuler	Singuler	j	Singular	singular	0
good	good	j	good	good	0
Master	Master	n1	Master	master	0
sir	sir	n1	sir	sir	0
Vvilliam	Vvilliam	np1	Vvilliam	Vvilliam	0
Pagette	Pagette	np1	Pagette	Pagette	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
moost	moost	av-ds	most	most	0
vvorthie	vvorthie	j-jn	worthy	worthy	0
Se	Se	vvi	See	see	0
∣	∣	sy	∣	∣	0
cretarie	cretarie	n1	cretarie	cretarie	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
open	open	j	open	open	0
&	&	cc	&	and	0
redie	redie	j	ready	ready	0
succoure	succoure	n1	succour	succour	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
poore	poore	j	poor	poor	0
honest	honest	j	honest	honest	0
learned	learned	j	learned	learned	0
mēs	mēs	ng2	men's	men	0
sutes	sutes	n2	suits	suit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
moost	moost	av-ds	most	most	0
humblie	humblie	av-j	humbly	humble	0
beseche	beseche	vvi	beseech	beseech	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
vvorthe	vvorthe	n1	worth	worth	0
this	this	d	this	this	0
litle	litle	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
purposed	purposed	vvn	purposed	purpose	0
,	,	,	,	,	0
begō	begō	vvn	begun	begin	0
,	,	,	,	,	0
and	and	cc	and	and	0
ended	ended	vvn	ended	end	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
onelie	onelie	av-j	only	only	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
intent	intent	n1	intent	intent	0
,	,	,	,	,	0
that	that	cst	that	that	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
,	,	,	,	,	0
Honest	Honest	j	Honest	honest	0
pastime	pastime	n1	pastime	pastime	0
&	&	cc	&	and	0
Vertu	Vertu	n1	Virtue	virtue	0
,	,	,	,	,	0
might	might	vmd	might	may	0
recouer	recouer	vvi	recover	recover	0
againe	againe	av	again	again	0
that	that	d	that	that	0
place	place	n1	place	place	0
and	and	cc	and	and	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
that	that	cst	that	that	0
Idlenesse	Idlenesse	n1	Idleness	idleness	0
,	,	,	,	,	0
Vn	Vn	fw-fr	Vn	vn	0
∣	∣	sy	∣	∣	0
thriftie	thriftie	j	thrifty	thrifty	0
gamning	gamning	vvg	gamning	gamn	0
and	and	cc	and	and	0
Vice	Vice	n1	Vice	vice	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
them	them	pno32	them	they	0
fro	fro	av	from	fro	0
.	.	.	.	.	1
And	And	cc	And	and	0
althoughe	althoughe	cs	although	although	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
vvritten	vvritten	vvn	written	write	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
latin	latin	njp	latin	latin	0
or	or	cc	or	or	0
Greke	Greke	jp	Greek	greek	0
(	(	(	(	(	0
vvhich	vvhich	r-crq	which	which	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
vvold	vvold	vmd	vvold	vvold	0
be	be	vbi	be	be	0
verie	verie	av	very	very	0
glad	glad	j	glad	glad	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
surelie	surelie	av-j	surely	sure	0
knovv	knovv	vvi	know	know	0
your	your	po22	your	your	0
Graces	Graces	ng1	Graces	grace	0
pleasure	pleasure	n1	pleasure	pleasure	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
)	)	)	)	)	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
more	more	av-dc	more	more	0
easier	easier	jc	easier	easy	0
&	&	cc	&	and	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
mi	mi	fw-mi	mi	mi	0
trade	trade	n1	trade	trade	0
in	in	p-acp	in	in	0
study	study	n1	study	study	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
neuerthe	neuerthe	n1	neuerthe	neuerthe	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
I	I	pns11	I	i	0
supposinge	supposinge	vvg	supposing	suppose	0
it	it	pn31	it	it	0
no	no	dx	no	no	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
honestie	honestie	n1	honesty	honesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
mi	mi	fw-mi	mi	mi	0
commodite	commodite	n1	commodity	commodity	0
should	should	vmd	should	shall	0
stop	stop	vvi	stop	stop	0
&	&	cc	&	and	0
hinder	hinder	vvi	hinder	hinder	0
ani	ani	fw-la	ani	ani	0
parte	parte	n1	part	part	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pleasure	pleasure	n1	pleasure	pleasure	0
or	or	cc	or	or	0
profite	profite	n1	profit	profit	0
of	of	pp-f	of	of	0
manie	manie	d	many	many	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
vvritten	vvritten	vvn	written	write	0
this	this	d	this	this	0
Englishe	Englishe	jp	English	english	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Englishe	Englishe	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Englishe	Englishe	jp	English	english	0
men	men	n2	men	man	0
:	:	:	:	:	0
vvhere	vvhere	c-crq	where	where	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
High	High	j	High	high	0
∣	∣	sy	∣	∣	0
nesse	nesse	fw-fr	nesse	nesse	0
to	to	pc-acp	to	to	0
rede	rede	vvi	rede	read	0
it	it	pn31	it	it	0
)	)	)	)	)	0
shal	shal	vmb	shall	shall	0
perceaue	perceaue	vvi	perceive	perceive	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
Honeste	Honeste	j	Honest	honest	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
vvrite	vvrite	vvi	write	write	0
,	,	,	,	,	0
pleasaunt	pleasaunt	j	pleasant	pleasant	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
rede	rede	vvi	rede	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
manie	manie	d	many	many	0
to	to	pc-acp	to	to	0
folow	folow	vvi	follow	follow	0
,	,	,	,	,	0
conte	conte	zz	conte	conte	0
ning	ning	n1	ning	ning	0
a	a	dt	a	a	0
pastime	pastime	n1	pastime	pastime	0
,	,	,	,	,	0
honest	honest	j	honest	honest	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
holsome	holsome	j	wholesome	wholesome	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
eueri	eueri	d	evey	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
vile	vile	j	vile	vile	0
for	for	p-acp	for	for	0
no	no	dx	no	no	0
man	man	n1	man	man	0
,	,	,	,	,	0
vsing	vsing	vvg	using	use	0
the	the	dt	the	the	0
day	day	n1	day	day	0
&	&	cc	&	and	0
opēplace	opēplace	n1	opemplace	opemplace	0
for	for	p-acp	for	for	0
Honestie	Honestie	n1	Honesty	honesty	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
it	it	pn31	it	it	0
,	,	,	,	,	0
not	not	xx	not	not	0
lurking	lurking	vvg	lurking	lurk	0
in	in	p-acp	in	in	0
corners	corners	n2	corners	corner	0
for	for	p-acp	for	for	0
misorder	misorder	n1	misorder	misorder	0
to	to	pc-acp	to	to	0
abuse	abuse	vvi	abuse	abuse	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
apere	apere	fw-la	apere	apere	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bothe	bothe	d	both	both	0
a	a	dt	a	a	0
sure	sure	j	sure	sure	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
zeele	zeele	n1	zeele	zeele	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forvvarde	forvvarde	av-j	forward	forward	0
shoo	shoo	n1	shoo	shoe	0
∣	∣	sy	∣	∣	0
tinge	tinge	n1	tinge	tinge	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
signe	signe	n1	sign	sign	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
tovvardes	tovvardes	p-acp	towards	towards	0
honestie	honestie	n1	honesty	honesty	0
and	and	cc	and	and	0
learninge	learninge	n1	learning	learning	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
I	I	pns11	I	i	0
vvil	vvil	vmb	will	will	0
trouble	trouble	vvi	trouble	trouble	0
your	your	po22	your	your	0
crace	crace	n1	crace	crace	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vvith	vvith	p-acp	with	with	0
my	my	po11	my	my	0
daylie	daylie	j	daily	daily	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvil	vvil	vmb	will	will	0
beseche	beseche	vvi	beseech	beseech	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
health	health	n1	health	health	0
and	and	cc	and	and	0
feli	feli	fw-la	feli	feli	0
∣	∣	sy	∣	∣	0
citie	citie	n1	city	city	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
and	and	cc	and	and	0
ouerthrovve	ouerthrovve	n1	overthrow	overthrow	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
ennemies	ennemies	n2	enemies	enemy	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
ioyfulnesse	ioyfulnesse	n1	joyfulness	joyfulness	0
and	and	cc	and	and	0
succour	succour	n1	succour	succour	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
your	your	po22	your	your	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iectes	iectes	n2-jn	iectes	iecte	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vtter	vtter	j	utter	utter	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
papi	papi	n2	papi	papi	0
∣	∣	sy	∣	∣	0
strie	strie	n1	strie	strie	0
and	and	cc	and	and	0
heresie	heresie	n1	heresy	heresy	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
tinuall	tinuall	j	tinuall	tinuall	0
setting	setting	n-vvg	setting	set	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
Goddes	Goddes	npg1	Goddes	God	0
vvorde	vvorde	n1	word	word	0
and	and	cc	and	and	0
his	his	po31	his	his	0
glo	glo	n1	glow	glow	0
¦	¦	sy	¦	¦	0
rye	rye	n1	rye	rye	0
.	.	.	.	.	1
