ALL	ALL	av-d	ALL	all	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
hath	hath	vhz	hath	have	0
knovvne	knovvne	vvn	known	know	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
had	had	vhd	had	have	0
they	they	pns32	they	they	0
knovvne	knovvne	vvn	known	know	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
vvould	vvould	vmd	would	will	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
crucified	crucified	vvn	crucified	crucify	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
vvritten	vvritten	vvn	written	write	0
,	,	,	,	,	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
vvhich	vvhich	r-crq	which	which	0
eye	eye	n1	eye	eye	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
eare	eare	n1	ear	ear	0
hath	hath	vhz	hath	have	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
mans	mans	ng1	men	man	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
are	are	vbr	are	be	0
vvhich	vvhich	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
loue	loue	vvb	love	love	0
him	him	pno31	him	he	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
reueiled	reueiled	vvn	revealed	reveal	0
thē	thē	pno32	them	they	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
Other	Other	av-jn	Other	other	0
sciences	sciences	n2	sciences	science	0
were	were	vbdr	were	be	0
inuented	inuented	vvn	invented	invent	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
himselfe	himselfe	px31	himself	himself	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
science	science	n1	science	science	0
,	,	,	,	,	0
he	he	pns31	he	he	0
reueiled	reueiled	vvd	revealed	reveal	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Other	Other	av-jn	Other	other	0
sciences	sciences	n2	sciences	science	0
are	are	vbr	are	be	0
all	all	d	all	all	0
inuented	inuented	vvn	invented	invent	0
in	in	p-acp	in	in	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
science	science	n1	science	science	0
is	is	vbz	is	be	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
eternitie	eternitie	n1	eternity	eternity	0
:	:	:	:	:	0
other	other	n-jn	other	other	0
sciences	sciences	n2	sciences	science	0
handles	handles	vvz	handles	handle	0
things	things	n2	things	thing	0
corruptible	corruptible	j	corruptible	corruptible	0
and	and	cc	and	and	0
changeable	changeable	j	changeable	changeable	0
the	the	dt	the	the	0
knowe	knowe	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
whereof	whereof	c-crq	whereof	whereof	0
albeit	albeit	cs	albeit	albeit	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
pleasant	pleasant	j	pleasant	pleasant	0
and	and	cc	and	and	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
present	present	j	present	present	0
life	life	n1	life	life	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
reforme	reforme	vvi	reform	reform	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
to	to	p-acp	to	to	0
eternall	eternall	j	eternal	eternal	0
life	life	n1	life	life	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
their	their	po32	their	their	0
vertue	vertue	n1	virtue	virtue	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
couerture	couerture	n1	coverture	coverture	0
of	of	pp-f	of	of	0
vyce	vyce	n1	vice	vice	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
science	science	n1	science	science	0
settes	settes	vvz	sets	set	0
out	out	av	out	out	0
and	and	cc	and	and	0
reueiles	reueiles	vvz	reueiles	reueile	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
broken	broken	j-vvn	broken	break	0
harted	harted	j-vvn	hearted	heart	0
sinner	sinner	n1	sinner	sinner	0
a	a	dt	a	a	0
fauorable	fauorable	j	favourable	favourable	0
and	and	cc	and	and	0
reconciled	reconciled	j-vvn	reconciled	reconcile	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
aduantage	aduantage	n1	advantage	advantage	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
life	life	n1	life	life	0
and	and	cc	and	and	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
heigh	heigh	uh	heigh	hey	0
and	and	cc	and	and	0
won	won	vvn	wone	win	0
∣	∣	sy	∣	∣	0
derfull	derfull	j	derfull	derfull	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
require	require	vvi	require	require	0
for	for	p-acp	for	for	0
grace	grace	n1	grace	grace	0
or	or	cc	or	or	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
pertaining	pertaining	vvg	pertaining	pertain	0
either	either	d	either	either	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
other	other	j-jn	other	other	0
life	life	n1	life	life	0
,	,	,	,	,	0
Col.	Col.	np1	Col.	Col.	1
2.	2.	crd	2.	2.	0
3.	3.	crd	3.	3.	0
9	9	crd	9	9	0
10.	10.	crd	10.	10.	0
is	is	vbz	is	be	0
contained	contained	vvn	contained	contain	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
are	are	vbr	are	be	0
hid	hid	vvn	hid	hide	0
all	all	d	all	all	0
the	the	dt	the	the	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
of	of	pp-f	of	of	0
vvisdome	vvisdome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
dvvelleth	dvvelleth	vvz	dwelleth	dwell	0
all	all	d	all	all	0
the	the	dt	the	the	0
fulnesse	fulnesse	n1	fullness	fullness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
god-head	god-head	n1	godhead	godhead	0
bodily	bodily	j	bodily	bodily	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
this	this	d	this	this	0
pretious	pretious	j	precious	precious	0
treasure	treasure	n1	treasure	treasure	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hes	hes	pns31|vhz	hes	he|have	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
earthen	earthen	j	earthen	earthen	0
vessels	vessels	n2	vessels	vessel	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hes	hes	zz	hes	hes	0
set	set	vvd	set	set	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
seruice	seruice	n1	service	service	0
base	base	j	base	base	0
and	and	cc	and	and	0
contemptible	contemptible	j	contemptible	contemptible	0
persons	persons	n2	persons	person	0
to	to	pc-acp	to	to	0
carie	carie	vvi	carry	carry	0
the	the	dt	the	the	0
message	message	n1	message	message	0
of	of	pp-f	of	of	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
conciliation	conciliation	n1	conciliation	conciliation	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
proclame	proclame	vvi	proclaim	proclaim	0
to	to	p-acp	to	to	0
weary	weary	j	weary	weary	0
and	and	cc	and	and	0
loaden	loaden	j-vvn	loaded	load	0
sinners	sinners	n2	sinners	sinner	0
the	the	dt	the	the	0
glade	glade	j	glade	glad	0
tydings	tydings	n2	tidings	tiding	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
he	he	pns31	he	he	0
sendes	sendes	vvz	sends	send	0
out	out	av	out	out	0
simple	simple	j	simple	simple	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
manure	manure	vvi	manure	manure	0
his	his	po31	his	his	0
husbandrie	husbandrie	n1	husbandry	husbandry	0
:	:	:	:	:	0
he	he	pns31	he	he	0
sends	sends	vvz	sends	send	0
them	them	pno32	them	they	0
out	out	av	out	out	0
as	as	p-acp	as	as	0
souldiers	souldiers	n2	soldiers	soldier	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
spirituall	spirituall	j	spiritual	spiritual	0
warfare	warfare	n1	warfare	warfare	0
vvith	vvith	p-acp	with	with	0
vveapons	vveapons	n2	weapons	weapon	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
carnall,2	carnall,2	n1	carnall,2	carnall,2	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
10	10	crd	10	10	0
4.	4.	crd	4.	4.	0
5.	5.	crd	5.	5.	0
but	but	p-acp	but	but	0
mightie	mightie	j	mighty	mighty	0
through	through	p-acp	through	through	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
dovvne	dovvne	a-acp	down	down	0
holdes	holdes	n2	holds	hold	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
dovvne	dovvne	a-acp	down	down	0
ima	ima	n2	ima	ima	0
∣	∣	sy	∣	∣	0
ginations	ginations	n2	ginations	gination	0
,	,	,	,	,	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
high	high	j	high	high	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
exalted	exalted	vvn	exalted	exalt	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
knovvledge	knovvledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
into	into	p-acp	into	into	0
captiuitie	captiuitie	n1	captivity	captivity	0
euery	euery	d	every	every	0
thought	thought	n1	thought	thought	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Whom	Whom	ro-crq	Whom	who	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
message	message	n1	message	message	0
they	they	pns32	they	they	0
carie	carie	vvb	carry	carry	0
,	,	,	,	,	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
they	they	pns32	they	they	0
preach	preach	vvb	preach	preach	0
,	,	,	,	,	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
they	they	pns32	they	they	0
offer	offer	vvb	offer	offer	0
,	,	,	,	,	0
that	that	cst	that	that	0
hid	hid	vvd	hid	hide	0
treasure	treasure	n1	treasure	treasure	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
craues	craues	vvz	craves	crave	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
in	in	p-acp	in	in	0
singulare	singulare	j	singular	singular	0
account	account	n1	account	account	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fearcenesse	fearcenesse	n1	fearcenesse	fierceness	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
eternall	eternall	j	eternal	eternal	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
possible	possible	j	possible	possible	0
but	but	p-acp	but	but	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
