YOu	YOu	pn22	YOu	you	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
wonder	wonder	n1	wonder	wonder	0
∣	∣	sy	∣	∣	0
ment	ment	vvn	meant	mean	0
.	.	.	.	.	1
Inasmuch	Inasmuch	av	Inasmuch	inasmuch	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
my	my	po11	my	my	0
pur	pur	fw-it	pur	pur	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Physician	Physician	n1	Physician	physician	0
concern	concern	vvb	concern	concern	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
the	the	cs	the	than	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
Health	Health	n1	Health	health	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
down	down	a-acp	down	down	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
observations	observations	n2	observations	observation	0
and	and	cc	and	and	0
cautions	cautions	n2	cautions	caution	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
quality	quality	n1	quality	quality	0
of	of	pp-f	of	of	0
meats	meats	n2	meats	meat	0
and	and	cc	and	and	0
drinks	drinks	n2	drinks	drink	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
use	use	n1	use	use	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
several	several	j	several	several	0
seasons	seasons	n2	seasons	season	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
year	year	n1	year	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
timely	timely	j	timely	timely	0
purgation	purgation	n1	purgation	purgation	0
of	of	pp-f	of	of	0
humors	humors	n2	humours	humour	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
sleep	sleep	n1	sleep	sleep	0
and	and	cc	and	and	0
watching	watching	vvg	watching	watch	0
,	,	,	,	,	0
bodily	bodily	j	bodily	bodily	0
exer	exer	n1	exer	exer	0
∣	∣	sy	∣	∣	0
cises	cises	n2	cises	cise	0
,	,	,	,	,	0
and	and	cc	and	and	0
medicines	medicines	n2	medicines	medicine	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
several	several	j	several	several	0
humours	humours	n2	humours	humour	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
corrected	corrected	vvn	corrected	correct	0
,	,	,	,	,	0
and	and	cc	and	and	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
Stomach	Stomach	n1	Stomach	stomach	0
,	,	,	,	,	0
and	and	cc	and	and	0
Bowels	Bowels	n2	Bowels	bowel	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
and	and	cc	and	and	0
strengthened	strengthened	vvn	strengthened	strengthen	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
intent	intent	n1	intent	intent	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
however	however	c-acp	however	however	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
no	no	dx	no	no	0
great	great	j	great	great	0
difficulty	difficulty	n1	difficulty	difficulty	0
perhaps	perhaps	av	perhaps	perhaps	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
gathered	gathered	vvn	gathered	gather	0
these	these	d	these	these	0
things	things	n2	things	thing	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
sundry	sundry	j	sundry	sundry	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
terwards	terwards	av	terwards	terwards	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
with	with	p-acp	with	with	0
judgment	judgment	n1	judgement	judgement	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
gested	gested	vvn	gested	gest	0
them	them	pno32	them	they	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
order	order	n1	order	order	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
thod	thod	n1	thod	thod	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
the	the	dt	the	the	0
Part	Part	n1	Part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Physician	Physician	n1	Physician	physician	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
fit	fit	j	fit	fit	0
altogether	altogether	av	altogether	altogether	0
to	to	pc-acp	to	to	0
omit	omit	vvi	omit	omit	0
the	the	dt	the	the	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
signs	signs	n2	signs	sign	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
proper	proper	j	proper	proper	0
to	to	pc-acp	to	to	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vines	vines	n2	vines	vine	0
:	:	:	:	:	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
to	to	pc-acp	to	to	0
aell	aell	vvi	aell	aell	0
(	(	(	(	(	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Religious	Religious	j	Religious	religious	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
studiously	studiously	av-j	studiously	studious	0
addicted	addicted	vvn	addicted	addict	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
employments	employments	n2	employments	employment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
)	)	)	)	)	0
that	that	cst	that	that	0
Holy	Holy	j	Holy	holy	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
curer	curer	n1	curer	curer	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
singular	singular	j	singular	singular	0
benefits	benefits	n2	benefits	benefit	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
and	and	cc	and	and	0
bodies	bodies	n2	bodies	body	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
besides	besides	a-acp	beside	beside	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
brings	brings	vvz	brings	bring	0
Health	Health	n1	Health	health	0
and	and	cc	and	and	0
long	long	av-j	long	long	0
∣	∣	sy	∣	∣	0
life	life	n1	life	life	0
,	,	,	,	,	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
conduce	conduce	vvi	conduce	conduce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
attainment	attainment	n1	attainment	attainment	0
of	of	pp-f	of	of	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
exerci	exerci	fw-la	exerci	exerci	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
of	of	pp-f	of	of	0
Contemplation	Contemplation	n1	Contemplation	contemplation	0
,	,	,	,	,	0
Prayer	Prayer	n1	Prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
Devotion	Devotion	n1	Devotion	devotion	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
Chastity	Chastity	n1	Chastity	chastity	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
vertues	vertues	n2	virtues	virtue	0
;	;	;	;	;	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
causeth	causeth	vvz	causeth	cause	0
all	all	d	all	all	0
these	these	d	these	these	0
employments	employments	n2	employments	employment	0
and	and	cc	and	and	0
functions	functions	n2	functions	function	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
performed	performed	vvn	performed	perform	0
with	with	p-acp	with	with	0
marvellous	marvellous	j	marvellous	marvellous	0
ease	ease	n1	ease	ease	0
,	,	,	,	,	0
and	and	cc	and	and	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
great	great	j	great	great	0
consolation	consolation	n1	consolation	consolation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
befits	befits	vvz	befits	befit	0
not	not	xx	not	not	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
to	to	pc-acp	to	to	0
busie	busie	vvi	busy	busy	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
appertain	appertain	vvb	appertain	appertain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
engage	engage	vvi	engage	engage	0
dtlicate	dtlicate	j	dtlicate	dtlicate	0
persons	persons	n2	persons	person	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
further	further	jc	further	further	0
pursuit	pursuit	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
matters	matters	n2	matters	matter	0
;	;	;	;	;	0
especi	especi	fw-fr	especi	especi	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
considering	considering	vvg	considering	consider	0
that	that	d	that	that	0
bodily	bodily	j	bodily	bodily	0
health	health	n1	health	health	0
may	may	vmb	may	may	0
very	very	av	very	very	0
well	well	av	well	well	0
be	be	vbi	be	be	0
preserved	preserved	vvn	preserved	preserve	0
without	without	p-acp	without	without	0
them	them	pno32	them	they	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
ought	ought	vmd	ought	ought	0
principally	principally	av-j	principally	principal	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
an	an	dt	and	a	0
Eye	Eye	n1	Eye	eye	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
good	good	j	good	good	0
things	things	n2	things	thing	0
whereby	whereby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
become	become	vvi	become	become	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
promote	promote	vvi	promote	promote	0
our	our	po12	our	our	0
own	own	d	own	own	0
salvation	salvation	n1	salvation	salvation	0
.	.	.	.	.	1
Inasmuch	Inasmuch	av	Inasmuch	inasmuch	0
then	then	av	then	then	0
as	as	c-acp	as	as	0
Holy	Holy	j	Holy	holy	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
doth	doth	vdz	does	do	0
bring	bring	vvi	bring	bring	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
good	good	j	good	good	0
things	things	n2	things	thing	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
mis	mis	vvi	miss	miss	0
∣	∣	sy	∣	∣	0
beseeming	beseeming	n-vvg	beseeming	beseem	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
this	this	d	this	this	0
fiort	fiort	j	fiort	fiort	0
Treatise	Treatise	n1	Treatise	treatise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
commendation	commendation	n1	commendation	commendation	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
withal	withal	av	withal	withal	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
and	and	cc	and	and	0
declare	declare	vvi	declare	declare	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
way	way	n1	way	way	0
and	and	cc	and	and	0
means	means	n2	means	mean	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
just	just	j	just	just	0
scantling	scantling	n1	scantling	scantling	0
and	and	cc	and	and	0
measure	measure	n1	measure	measure	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
annexed	annexed	vvn	annexed	annex	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Venetian	Venetian	jp	Venetian	venetian	0
Gen	Gen	fw-la	Gen	gen	0
∣	∣	sy	∣	∣	0
tleman	tleman	n1	tleman	tleman	0
,	,	,	,	,	0
Lodowick	Lodowick	np1	Lodowick	Lodowick	0
Cornaro	Cornaro	np1	Cornaro	Cornaro	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
eminency	eminency	n1	eminency	eminency	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sharp	sharp	j	sharp	sharp	0
judg	judg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
having	having	vhg	having	have	0
learned	learned	vvn	learned	learn	0
by	by	p-acp	by	by	0
experi	experi	fw-la	experi	experi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
years	years	n2	years	year	0
the	the	dt	the	the	0
great	great	j	great	great	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
power	power	n1	power	power	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
,	,	,	,	,	0
did	did	vdd	did	do	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
by	by	p-acp	by	by	0
writing	writing	vvg	writing	write	0
notably	notably	av-j	notably	notable	0
make	make	vvi	make	make	0
declaration	declaration	n1	declaration	declaration	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
Both	Both	av-d	Both	both	0
these	these	d	these	these	0
Treatises	Treatises	n2	Treatises	treatise	0
(	(	(	(	(	0
my	my	po11	my	my	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
patronage	patronage	n1	patronage	patronage	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
can	can	vmb	can	can	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
be	be	vbb	be	be	0
more	more	av-dc	more	more	0
fitly	fitly	av-j	fitly	fit	0
dedicated	dedicated	vvn	dedicated	dedicate	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
as	as	a-acp	as	as	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
stoutly	stoutly	av-j	stoutly	stout	0
and	and	cc	and	and	0
constantly	constantly	av-j	constantly	constant	0
follow	follow	vvb	follow	follow	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
Sobriety	Sobriety	n1	Sobriety	sobriety	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
help	help	n1	help	help	0
thereof	thereof	av	thereof	thereof	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
himself	himself	px31	himself	himself	0
vigorous	vigorous	j	vigorous	vigorous	0
and	and	cc	and	and	0
cheerful	cheerful	j	cheerful	cheerful	0
unto	unto	p-acp	unto	unto	0
near	near	av-j	near	near	0
upon	upon	p-acp	upon	upon	0
Seventy	Seventy	crd	Seventy	seventy	0
years	years	n2	years	year	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
age	age	n1	age	age	0
?	?	?	?	?	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
sit	sit	vvi	fit	sit	0
a	a	dt	a	a	0
hungry	hungry	j	hungry	hungry	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
daily	daily	j	daily	daily	0
feasts	feasts	n2	feasts	feast	0
,	,	,	,	,	0
enjoyned	enjoyned	vvd	enjoined	enjoin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Gentry	Gentry	n1	Gentry	gentry	0
that	that	cst	that	that	0
pass	pass	vvb	pass	pass	0
by	by	p-acp	by	by	0
solitary	solitary	j	solitary	solitary	0
Campinia	Campinia	np1	Campinia	Campinia	0
:	:	:	:	:	0
and	and	cc	and	and	0
whilest	whilest	cs	whilst	while	0
others	others	n2-jn	others	other	0
fill	fill	vvb	fill	fill	0
their	their	po32	their	their	0
bellies	bellies	n2	bellies	belly	0
and	and	cc	and	and	0
satisfie	satisfie	vvi	satisfy	satisfy	0
their	their	po32	their	their	0
appetites	appetites	n2	appetites	appetite	0
,	,	,	,	,	0
you	you	pn22	you	you	0
contract	contract	vvb	contract	contract	0
both	both	av-d	both	both	0
into	into	p-acp	into	into	0
narrow	narrow	j	narrow	narrow	0
bounds	bounds	n2	bounds	bound	0
and	and	cc	and	and	0
limits	limits	n2	limits	limit	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
this	this	d	this	this	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
sundry	sundry	j	sundry	sundry	0
other	other	n-jn	other	other	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
deserve	deserve	vvb	deserve	deserve	0
this	this	d	this	this	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
venerable	venerable	j	venerable	venerable	0
respect	respect	n1	respect	respect	0
towards	towards	p-acp	towards	towards	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
that	that	cst	that	that	0
zeal	zeal	n1	zeal	zeal	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
so	so	av	so	so	0
industriously	industriously	av-j	industriously	industrious	0
promote	promote	vvi	promote	promote	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
so	so	av	so	so	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ceedingly	ceedingly	av-vvg	ceedingly	ceed	0
beneficial	beneficial	j	beneficial	beneficial	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Belgia	Belgia	np1	Belgia	Belgia	0
:	:	:	:	:	0
and	and	cc	and	and	0
together	together	av	together	together	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
singular	singular	j	singular	singular	0
wisdom	wisdom	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
means	means	n2	means	mean	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
many	many	d	many	many	0
years	years	n2	years	year	0
space	space	n1	space	space	0
safely	safely	av-j	safely	safe	0
conserved	conserved	vvn	conserved	conserve	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
Hospital	Hospital	n1	Hospital	hospital	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
desert	desert	n1	desert	desert	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
stands	stands	vvz	stands	stand	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
tumults	tumults	n2	tumults	tumult	0
of	of	pp-f	of	of	0
wars	wars	n2	wars	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
shocks	shocks	n2	shocks	shock	0
of	of	pp-f	of	of	0
armies	armies	n2	armies	army	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
licentiousness	licentiousness	n1	licentiousness	licentiousness	0
of	of	pp-f	of	of	0
milita	milita	fw-la	milita	milita	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
discipline	discipline	n1	discipline	discipline	0
,	,	,	,	,	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
daily	daily	j	daily	daily	0
inrodes	inrodes	n2	inroads	inroad	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
means	means	n2	means	mean	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
further	further	jc	further	further	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
recovered	recovered	vvn	recovered	recover	0
it	it	pn31	it	it	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
great	great	j	great	great	0
