THe	THe	dt	THe	the	0
the	the	dt	the	the	0
Estate	Estate	n1	Estate	estate	0
was	was	vbds	was	be	0
held	held	vvn	held	hold	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
Law	Law	n1	Law	law	0
makes	makes	vvz	makes	make	0
this	this	d	this	this	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
Bloud	Bloud	n1	Blood	blood	0
,	,	,	,	,	0
so	so	av	so	so	0
does	does	vdz	does	do	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
born	born	vvn	born	bear	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Allegeance	Allegeance	n1	Allegiance	allegiance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
no	no	dx	no	no	0
person	person	n1	person	person	0
born	born	vvn	born	bear	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Allegeance	Allegeance	n1	Allegiance	allegiance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
Inherit	Inherit	vvi	Inherit	inherit	0
any	any	d	any	any	0
Estate	Estate	n1	Estate	estate	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
English	English	jp	English	english	0
Subject	Subject	j-jn	Subject	subject	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Heir	Heir	n1	Heir	heir	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
shall	shall	vmb	shall	shall	0
Inherit	Inherit	vvi	Inherit	inherit	0
wheresoever	wheresoever	c-crq	wheresoever	wheresoever	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
born	born	vvn	born	bear	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
did	did	vdd	did	do	0
King	King	n1	King	king	0
James	James	np1	James	James	0
(	(	(	(	(	0
your	your	po22	your	your	0
Highness	Highness	n1	Highness	highness	0
Grandfather	Grandfather	n1	Grandfather	grandfather	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
happy	happy	j	happy	happy	0
Ʋniter	Ʋniter	n1	Ʋniter	ʋniter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
British	British	jp	British	british	0
Monarchy	Monarchy	n1	Monarchy	monarchy	0
)	)	)	)	)	0
Inherit	Inherit	vvb	Inherit	inherit	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
born	born	vvn	born	bear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Allegeance	Allegeance	n1	Allegiance	allegiance	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
though	though	cs	though	though	0
born	born	vvn	born	bear	0
a	a	dt	a	a	0
Forreigner	Forreigner	n1	Foreigner	foreigner	0
,	,	,	,	,	0
may	may	vmb	may	may	0
purchase	purchase	vvi	purchase	purchase	0
and	and	cc	and	and	0
hold	hold	vvi	hold	hold	0
an	an	dt	and	a	0
Estate	Estate	n1	Estate	estate	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Forreigner	Forreigner	n1	Foreigner	foreigner	0
;	;	;	;	;	0
though	though	cs	though	though	0
born	born	vvn	born	bear	0
of	of	pp-f	of	of	0
Subjects	Subjects	n2-jn	Subject's	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
an	an	dt	and	a	0
Estate	Estate	n1	Estate	estate	0
by	by	p-acp	by	by	0
Purchase	Purchase	n1	Purchase	purchase	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
King	King	n1	King	king	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
Reason	Reason	n1	Reason	reason	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
differences	differences	n2	differences	difference	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
understand	understand	vvi	understand	understand	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
secures	secures	vvz	secures	secure	0
the	the	dt	the	the	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
so	so	av	so	so	0
doth	doth	vdz	does	do	0
it	it	pn31	it	it	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
bar	bar	n1	bar	bar	0
between	between	p-acp	between	between	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
Subject	Subject	j-jn	Subject	subject	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
anciently	anciently	av-j	anciently	ancient	0
any	any	d	any	any	0
reason	reason	n1	reason	reason	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
ceased	ceased	vvn	ceased	cease	0
;	;	;	;	;	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
peopling	peopling	j-vvg	peopling	people	0
the	the	dt	the	the	0
American	American	np1	American	American	0
Plantations	Plantations	n2	Plantations	plantation	0
,	,	,	,	,	0
the	the	dt	the	the	0
repeopling	repeopling	j-vvg	repeopling	repeople	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
the	the	dt	the	the	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
late	late	av-j	late	late	0
Great	Great	j	Great	great	0
Plague	Plague	n1	Plague	plague	0
,	,	,	,	,	0
have	have	vhb	have	have	0
lost	lost	vvn	lost	lose	0
and	and	cc	and	and	0
consumed	consumed	vvn	consumed	consume	0
so	so	av	so	so	0
many	many	d	many	many	0
people	people	n1	people	people	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
Law	Law	n1	Law	law	0
debars	debars	vvz	debars	debar	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
future	future	j-jn	future	future	0
supply	supply	n1	supply	supply	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
these	these	d	these	these	0
Losses	Losses	n2	Losses	loss	0
,	,	,	,	,	0
so	so	av	so	so	0
some	some	d	some	some	0
Acts	Acts	n2	Acts	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
have	have	vhb	have	have	0
put	put	vvn	put	put	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Hostile	Hostile	j	Hostile	hostile	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
dition	dition	n1	dition	dition	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Law	Law	n1	Law	law	0
made	made	vvd	made	make	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
5	5	crd	5	5	0
of	of	pp-f	of	of	0
Rich.	Rich.	np1	Rich.	Richard	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
which	which	q-crq	which	which	0
forbid	forbid	vvb	forbid	forbid	0
the	the	dt	the	the	0
English	English	jp	English	english	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
or	or	cc	or	or	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
Merchandize	Merchandize	n1	Merchandise	merchandise	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
Ships	Ships	n2	Ships	ship	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King's	King's	ng1	King's	king	0
Allegeance	Allegeance	n1	Allegiance	allegiance	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Marriners	Marriners	n2	Mariners	mariner	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	dc	more	more	0
part	part	n1	part	part	0
,	,	,	,	,	0
Subjects	Subjects	n2-jn	Subject's	subject	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
was	was	vbds	was	be	0
so	so	av	so	so	0
intolerable	intolerable	j	intolerable	intolerable	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
next	next	ord	next	next	0
year	year	n1	year	year	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
6	6	crd	6	6	0
Rich.	Rich.	np1	Rich.	Richard	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
the	the	dt	the	the	0
English	English	jp	English	english	0
had	had	vhd	had	have	0
liberty	liberty	n1	liberty	liberty	0
to	to	p-acp	to	to	0
Trade	Trade	n1	Trade	trade	0
in	in	p-acp	in	in	0
Forrein	Forrein	j	Foreign	foreign	0
Vessels	Vessels	n2	Vessels	vessel	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
others	others	n2-jn	others	other	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
thus	thus	av	thus	thus	0
qualified	qualified	vvn	qualified	qualify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Authority	Authority	n1	Authority	authority	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
1	1	crd	1	1	0
Eliz.	Eliz.	np1	Eliz.	Eliz.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	0
caused	caused	vvn	caused	cause	0
great	great	j	great	great	0
displeasure	displeasure	n1	displeasure	displeasure	0
between	between	p-acp	between	between	0
Forrein	Forrein	j	Foreign	foreign	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
were	were	vbdr	were	be	0
sore	sore	av-j	soar	sore	0
grieved	grieved	vvn	grieved	grieve	0
and	and	cc	and	and	0
damaged	damaged	vvd	damaged	damage	0
thereby	thereby	av	thereby	thereby	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
encrease	encrease	n1	increase	increase	0
and	and	cc	and	and	0
Continuation	Continuation	n1	Continuation	continuation	0
of	of	pp-f	of	of	0
Amity	Amity	n1	Amity	amity	0
,	,	,	,	,	0
both	both	d	both	both	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
Rich.	Rich.	np1	Rich.	Richard	1
2.	2.	crd	2.	2.	0
were	were	vbdr	were	be	0
Repealed	Repealed	vvn	Repealed	repeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
English	English	jp	English	english	0
had	had	vhd	had	have	0
liberty	liberty	n1	liberty	liberty	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
out	out	av	out	out	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
Merchandize	Merchandize	n1	Merchandise	merchandise	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Vessels	Vessels	n2	Vessels	vessel	0
,	,	,	,	,	0
paying	paying	vvg	paying	pay	0
Strangers	Strangers	n2	Strangers	stranger	0
Duties	Duties	n2	Duties	duty	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
War	War	n1	War	war	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
restraint	restraint	n1	restraint	restraint	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
but	but	p-acp	but	but	0
ordinary	ordinary	j	ordinary	ordinary	0
Duties	Duties	n2	Duties	duty	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
English	English	jp	English	english	0
had	had	vhd	had	have	0
liberty	liberty	n1	liberty	liberty	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
import	import	vvi	import	import	0
Masts	Masts	n2	Masts	mast	0
,	,	,	,	,	0
Raff	Raff	uh	Raff	raff	0
,	,	,	,	,	0
Pitch	Pitch	n1	Pitch	pitch	0
and	and	cc	and	and	0
Tar	Tar	n1	Tar	tar	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Vessels	Vessels	n2	Vessels	vessel	0
,	,	,	,	,	0
paying	paying	vvg	paying	pay	0
ordinary	ordinary	j	ordinary	ordinary	0
Duties	Duties	n2	Duties	duty	0
;	;	;	;	;	0
the	the	dt	the	the	0
former	former	j	former	former	0
being	being	vbg	being	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Timber	Timber	n1	Timber	timber	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navy	Navy	n1	Navy	navy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Rump-Parliament	Rump-Parliament	n1	Rump-Parliament	rump-parliament	0
designing	designing	vvg	designing	design	0
a	a	dt	a	a	0
War	War	n1	War	war	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Dutch	Dutch	jp	Dutch	dutch	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Statute	Statute	n1	Statute	statute	0
of	of	pp-f	of	of	0
14	14	crd	14	14	0
Rich.	Rich.	np1	Rich.	Richard	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Realm	Realm	n1	Realm	realm	0
might	might	vmd	might	may	0
freight	freight	vvn	freight	fraught	0
forrein	forrein	j	foreign	foreign	0
Ships	Ships	n2	Ships	ship	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Ships	Ships	n2	Ships	ship	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Realm	Realm	n1	Realm	realm	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
reasonable	reasonable	j	reasonable	reasonable	0
Gains	Gains	n2	Gains	gain	0
;	;	;	;	;	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
35	35	crd	35	35	0
Eliz.	Eliz.	np1	Eliz.	Eliz.	1
11.	11.	crd	11.	11.	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Timber	Timber	n1	Timber	timber	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
;	;	;	;	;	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
17	17	crd	17	17	0
Car.	Car.	np1	Car.	Car.	0
1.	1.	crd	1.	1.	0
for	for	p-acp	for	for	0
Importation	Importation	n1	Importation	importation	0
of	of	pp-f	of	of	0
Gunpowder	Gunpowder	n1	Gunpowder	gunpowder	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
themselves	themselves	px32	themselves	themselves	0
had	had	vhn	had	have	0
made	made	vvd	made	make	0
;	;	;	;	;	0
(	(	(	(	(	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
force	force	n1	force	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
unrepealed	unrepealed	vvn	unrepealed	unrepeal	0
.	.	.	.	.	1
)	)	)	)	)	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
Thing	Thing	n1	Thing	thing	0
,	,	,	,	,	0
Intituled	Intituled	vvn	Entitled	entitle	0
,	,	,	,	,	0
An	An	dt	And	a	0
Act	Act	n1	Act	act	0
for	for	p-acp	for	for	0
encouragement	encouragement	n1	encouragement	encouragement	0
and	and	cc	and	and	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
of	of	pp-f	of	of	0
Shipping	Shipping	n-vvg	Shipping	ship	0
and	and	cc	and	and	0
Navigation	Navigation	n1	Navigation	navigation	0
,	,	,	,	,	0
commonly	commonly	av-j	commonly	common	0
called	called	vvn	called	call	0
The	The	dt	The	the	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Navigation	Navigation	n1	Navigation	navigation	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
English	English	jp	English	english	0
are	are	vbr	are	be	0
forbid	forbid	vvn	forbid	forbid	0
to	to	pc-acp	to	to	0
import	import	vvi	import	import	0
any	any	d	any	any	0
forrein	forrein	j	foreign	foreign	0
Goods	Goods	n2-j	Goods	good	0
unless	unless	cs	unless	unless	0
in	in	p-acp	in	in	0
English-built	English-built	j	English-built	english-built	0
Ships	Ships	n2	Ships	ship	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
get	get	vvi	get	get	0
them	them	pno32	them	they	0
or	or	cc	or	or	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sailed	Sailed	vvd	Sailed	sail	0
by	by	p-acp	by	by	0
¾	¾	n1	¾	¾	0
English	English	np1	English	English	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
penalty	penalty	n1	penalty	penalty	0
of	of	pp-f	of	of	0
confis	confis	n1	confis	confis	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
of	of	pp-f	of	of	0
Goods	Goods	n2-j	Goods	good	0
,	,	,	,	,	0
Guns	Guns	n2	Guns	gun	0
,	,	,	,	,	0
Tackle	Tackle	n1	Tackle	tackle	0
,	,	,	,	,	0
Apparel	Apparel	n1	Apparel	apparel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Am	Am	vbm	Am	be	0
∣	∣	sy	∣	∣	0
munition	munition	n1	munition	munition	0
.	.	.	.	.	1
A	A	dt	A	a	0
War	War	n1	War	war	0
they	they	pns32	they	they	0
designed	designed	vvd	designed	design	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
War	War	n1	War	war	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Dutch	Dutch	jp	Dutch	dutch	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lasted	lasted	vvd	lasted	last	0
longer	longer	av-jc	longer	long	0
than	than	cs	than	than	0
their	their	po32	their	their	0
Government	Government	n1	Government	government	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
left	left	vvd	left	leave	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
engaged	engaged	vvn	engaged	engage	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
War	War	n1	War	war	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
at	at	p-acp	at	at	0
War	War	n1	War	war	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
be	be	vbb	be	be	0
freed	freed	vvn	freed	free	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Rump	Rump	n1	Rump	rump	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
still	still	av	still	still	0
labours	labours	vvz	labours	labour	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
miserable	miserable	j	miserable	miserable	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
few	few	d	few	few	0
alterations	alterations	n2	alterations	alteration	0
it	it	pn31	it	it	0
twice	twice	av	twice	twice	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Royal	Royal	j	Royal	royal	0
Stamp	Stamp	n1	Stamp	stamp	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
12	12	crd	12	12	0
Car.	Car.	np1	Car.	Car.	1
2.	2.	crd	2.	2.	0
18.	18.	crd	18.	18.	0
and	and	cc	and	and	0
13	13	crd	13	13	0
Car.	Car.	np1	Car.	Car.	0
