AMong	AMong	p-acp	AMong	among	0
bent	bent	n1	bent	bent	0
and	and	cc	and	and	0
occuped	occuped	vvn	occuped	occupe	0
in	in	p-acp	in	in	0
worldly	worldly	j	worldly	worldly	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
fixinge	fixinge	vvg	fixing	fix	0
their	their	po32	their	their	0
eies	eies	n2	eyes	eye	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
sensible	sensible	j	sensible	sensible	0
obiectes	obiectes	n2	objects	object	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
lifting	lifting	vvg	lifting	lift	0
thē	thē	pno32	them	they	0
vppe	vppe	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
their	their	po32	their	their	0
condition	condition	n1	condition	condition	0
is	is	vbz	is	be	0
verye	verye	av	very	very	0
litle	litle	j	little	little	0
better	better	j	better	better	0
,	,	,	,	,	0
then	then	cs	then	than	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
brute	brute	n1	brutus	brute	0
beastes	beastes	n2	beasts	beast	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
they	they	pns32	they	they	0
become	become	vvi	become	become	0
almost	almost	av	almost	almost	0
like	like	j	like	like	0
thother	thother	n-jn	tother	other	0
beastes	beastes	n2	beasts	beast	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
whollye	whollye	av-jn	wholly	whole	0
lacke	lacke	vvn	lack	lack	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
And	And	cc	And	and	0
contrary	contrary	j-jn	contrary	contrary	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
wythdrawe	wythdrawe	vvb	withdraw	withdraw	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
and	and	cc	and	and	0
retourne	retourne	vvi	return	return	0
to	to	p-acp	to	to	0
ther	ther	po32	their	their	0
owne	owne	d	own	own	0
true	true	j	true	true	0
and	and	cc	and	and	0
proper	proper	j	proper	proper	0
operation	operation	n1	operation	operation	0
,	,	,	,	,	0
and	and	cc	and	and	0
lifting	lifting	vvg	lifting	lift	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
from	from	p-acp	from	from	0
things	things	n2	things	thing	0
base	base	j	base	base	0
and	and	cc	and	and	0
earthly	earthly	j	earthly	earthly	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
things	things	n2	things	thing	0
high	high	j	high	high	0
and	and	cc	and	and	0
diuine	diuine	j-jn	divine	divine	0
,	,	,	,	,	0
are	are	vbr	are	be	0
broughte	broughte	vvn	brought	bring	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
trewe	trewe	j	true	true	0
perfection	perfection	n1	perfection	perfection	0
,	,	,	,	,	0
like	like	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
those	those	d	those	those	0
happie	happie	j	happy	happy	0
spirites	spirites	n2	spirits	spirit	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
corruptible	corruptible	j	corruptible	corruptible	0
world	world	n1	world	world	0
,	,	,	,	,	0
liue	liue	vvb	live	live	0
in	in	p-acp	in	in	0
contemplation	contemplation	n1	contemplation	contemplation	0
of	of	pp-f	of	of	0
diuine	diuine	j-jn	divine	divine	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
their	their	po32	their	their	0
life	life	n1	life	life	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
most	most	av-ds	most	most	0
myghty	myghty	j	mighty	mighty	0
and	and	cc	and	and	0
excellēt	excellēt	j	excellent	excellent	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
others	others	n2-jn	others	other	0
the	the	dt	the	the	0
most	most	ds	most	most	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
and	and	cc	and	and	0
true	true	j	true	true	0
duetie	duetie	n1	duty	duty	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
,	,	,	,	,	0
folowing	folowing	vvg	following	follow	0
the	the	dt	the	the	0
steppes	steppes	n2	steps	step	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
learned	learned	j	learned	learned	0
Pluache	Pluache	np1	Pluache	Pluache	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
my	my	po11	my	my	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
dialogues	dialogues	n2	dialogues	dialogue	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
sought	sought	vvn	sought	seek	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
best	best	av-js	best	best	0
able	able	j	able	able	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
naturally	naturally	av-j	naturally	natural	0
bounde	bounde	vvn	bound	bind	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
honor	honor	n1	honour	honour	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
wyth	wyth	p-acp	with	with	0
some	some	d	some	some	0
outward	outward	j	outward	outward	0
signe	signe	n1	sign	sign	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
feringe	feringe	vvg	feringe	feringe	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
dere	dere	j-jn	dear	dear	0
and	and	cc	and	and	0
precious	precious	j	precious	precious	0
thynges	thynges	n2	things	thing	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
they	they	pns32	they	they	0
also	also	av	also	also	0
oughte	oughte	vmd	ought	ought	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
sorte	sorte	n1	sort	sort	0
they	they	pns32	they	they	0
beste	beste	js	best	best	0
knowe	knowe	vvi	know	know	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
alwaies	alwaies	av	always	always	0
their	their	po32	their	their	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
same	same	d	same	same	0
Plutarche	Plutarche	np1	Plutarche	Plutarch	0
saide	saide	vvd	said	say	0
)	)	)	)	)	0
the	the	dt	the	the	0
very	very	j	very	very	0
and	and	cc	and	and	0
true	true	j	true	true	0
Images	Images	n2	Images	image	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
kepe	kepe	vvb	keep	keep	0
the	the	dt	the	the	0
same	same	d	same	same	0
degree	degree	n1	degree	degree	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
states	states	n2	states	state	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
hygh	hygh	j	high	high	0
and	and	cc	and	and	0
myghtie	myghtie	j	mighty	mighty	0
God	God	np1	God	God	0
holdeth	holdeth	vvz	holds	hold	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vniuersall	vniuersall	j	universal	universal	0
.	.	.	.	.	1
I	I	pns11	I	i	0
bothe	bothe	av-d	both	both	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
and	and	cc	and	and	0
election	election	n1	election	election	0
seruaunt	seruaunt	n1	servant	servant	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
kno	kno	vvi	know	know	0
∣	∣	sy	∣	∣	0
inge	inge	n1	inge	inge	0
howe	howe	c-crq	how	how	0
muche	muche	av-d	much	much	0
aswell	aswell	av	aswell	aswell	0
naturally	naturally	av-j	naturally	natural	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
benefites	benefites	n2	benefits	benefit	0
receiued	receiued	vvn	received	receive	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bounde	bounde	vvn	bound	bind	0
alwaies	alwaies	av	always	always	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
gladlye	gladlye	av-j	gladly	glad	0
would	would	vmd	would	will	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
lest	lest	n1	lest	jest	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
redines	redines	n1	readiness	readiness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
corage	corage	n1	courage	courage	0
to	to	pc-acp	to	to	0
presente	presente	vvi	present	present	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
my	my	po11	my	my	0
smal	smal	j	small	small	0
trauails	trauails	n2	travails	travail	0
,	,	,	,	,	0
humbly	humbly	av-j	humbly	humble	0
praying	praying	vvg	praying	pray	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
that	that	cst	that	that	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
god	god	n1	god	god	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
greate	greate	j	great	great	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
,	,	,	,	,	0
neuer	neuer	av-x	never	never	0
despiseth	despiseth	vvz	despises	despise	0
anye	anye	d	any	any	0
gyfte	gyfte	n1	gift	gift	0
,	,	,	,	,	0
thoughe	thoughe	cs	though	though	0
mooste	mooste	ds	most	most	0
smalle	smalle	j	small	small	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
litle	litle	j	little	little	0
valewe	valewe	vvi	valve	value	0
,	,	,	,	,	0
offered	offered	vvd	offered	offer	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
sincere	sincere	j	sincere	sincere	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
now	now	av	now	now	0
like	like	av-j	like	like	0
wise	wise	j	wise	wise	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
set	set	vvi	set	set	0
light	light	av-j	light	light	0
this	this	d	this	this	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
litle	litle	j	little	little	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
sins	sins	n2	sins	sin	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
dere	dere	j-jn	dear	dear	0
thinges	thinges	n2	things	thing	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
it	it	pn31	it	it	0
maye	maye	vmb	may	may	0
seme	seme	vvi	seem	seem	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
smal	smal	j	small	small	0
and	and	cc	and	and	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
and	and	cc	and	and	0
desertes	desertes	n2	deserts	desert	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beseche	beseche	vvb	beseech	beseech	0
then	then	av	then	then	0
finally	finally	av-j	finally	final	0
your	your	po22	your	your	0
excellencye	excellencye	n1	excellency	excellency	0
,	,	,	,	,	0
that	that	cst	that	that	0
recom	recom	vvn	recom	recom	0
∣	∣	sy	∣	∣	0
pensinge	pensinge	vvg	pensinge	pensinge	0
euery	euery	d	every	every	0
lacke	lacke	n1	lack	lack	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
will	will	n1	will	will	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
gentellye	gentellye	av-j	gently	gent	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Sins	Sins	np1	Sins	Sins	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
then	then	av	then	then	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
duetye	duetye	n1	duty	duty	0
is	is	vbz	is	be	0
(	(	(	(	(	0
beinge	beinge	vbg	being	be	0
your	your	po22	your	your	0
moost	moost	av-ds	most	most	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
obedient	obedient	j	obedient	obedient	0
seruaunt	seruaunt	n1	servant	servant	0
)	)	)	)	)	0
alwaies	alwaies	av	always	always	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
and	and	cc	and	and	0
honoure	honoure	n1	honour	honour	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Florence	Florence	np1	Florence	Florence	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
Marche	Marche	np1	Marche	March	0
.	.	.	.	.	1
1548.	1548.	crd	1548.	1548.	1
