SYR	SYR	n1	SYR	sir	0
the	the	dt	the	the	0
Primitiue	Primitiue	j	Primitive	primitive	0
church	church	n1	church	church	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
times	times	n2	times	time	0
wrote	wrote	vvd	wrote	write	0
diuers	diuers	j	diverse	diverse	0
Apologies	Apologies	n2	Apologies	apology	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
mis	mis	vvi	miss	miss	0
∣	∣	sy	∣	∣	0
reportes	reportes	n2	reports	report	0
and	and	cc	and	and	0
illusions	illusions	n2	illusions	illusion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
put	put	vvi	put	put	0
them	them	pno32	them	they	0
vp	vp	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Romayn	Romayn	njp	Roman	roman	0
Emperors	Emperors	n2	Emperor's	emperor	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
heathen	heathen	j-jn	heathen	heathen	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
ignorāt	ignorāt	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
moued	moued	vvn	moved	move	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
succor	succor	vvi	succour	succour	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
surcease	surcease	vvi	surcease	surcease	0
the	the	dt	the	the	0
persecutions	persecutions	n2	persecutions	persecution	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Quadratus	Quadratus	np1	Quadratus	Quadratus	0
and	and	cc	and	and	0
Aristydes	Aristydes	np1	Aristydes	Aristydes	0
wrote	wrote	vvd	wrote	write	0
Apolo	Apolo	np1	Apolo	Apolo	0
∣	∣	sy	∣	∣	0
gies	gies	n2	gies	gie	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
times	times	n2	times	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
,	,	,	,	,	0
and	and	cc	and	and	0
dedicated	dedicated	vvd	dedicated	dedicate	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
Adrian	Adrian	np1	Adrian	Adrian	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hauing	hauing	vhg	having	have	0
reade	reade	vvi	read	read	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
perceiuing	perceiuing	vvg	perceiving	perceive	0
therby	therby	av	thereby	thereby	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
worshipped	worshipped	vvn	worshipped	worship	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
which	which	r-crq	which	which	0
gouer	gouer	n1	gouer	gouer	0
∣	∣	sy	∣	∣	0
neth	neth	n1	neth	neth	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exercising	exercising	vvg	exercising	exercise	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
preiudiciall	preiudiciall	j	prejudicial	prejudicial	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romain	Romain	jp	Roman	roman	0
Empire	Empire	n1	Empire	empire	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
prayed	prayed	vvd	prayed	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Empire	Empire	n1	Empire	empire	0
:	:	:	:	:	0
sent	sent	vvd	sent	send	0
a	a	dt	a	a	0
Proclama	Proclama	np1	Proclama	Proclama	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
to	to	p-acp	to	to	0
Fundanus	Fundanus	np1	Fundanus	Fundanus	0
the	the	dt	the	the	0
gouerner	gouerner	n1	governor	governor	0
of	of	pp-f	of	of	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
he	he	pns31	he	he	0
forbad	forbad	vvd	forbade	forbid	0
the	the	dt	the	the	0
persecuting	persecuting	vvg	persecuting	persecute	0
of	of	pp-f	of	of	0
thē	thē	pno32	them	they	0
any	any	d	any	any	0
more	more	dc	more	more	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
commaunded	commaunded	vvd	commanded	command	0
that	that	cst	that	that	0
the	the	dt	the	the	0
slaunderers	slaunderers	n2	slanderers	slanderer	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
sore	sore	av-j	soar	sore	0
punished	punished	vvn	punished	punish	0
.	.	.	.	.	1
And	And	cc	And	and	0
moreouer	moreouer	av	moreover	moreover	0
he	he	pns31	he	he	0
caused	caused	vvd	caused	cause	0
diuers	diuers	j	diverse	diverse	0
faire	faire	j	fair	fair	0
chur	chur	n1	chur	chur	0
¦	¦	sy	¦	¦	0
ches	ches	fw-fr	ches	ches	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
builded	builded	vvn	built	build	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
places	places	n2	places	place	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
Images	Images	n2	Images	image	0
,	,	,	,	,	0
pictures	pictures	n2	pictures	picture	0
,	,	,	,	,	0
or	or	cc	or	or	0
portratures	portratures	n2	portraitures	portraiture	0
,	,	,	,	,	0
greatly	greatly	av-j	greatly	great	0
allowing	allowing	vvg	allowing	allow	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
forbiddeth	forbiddeth	vvz	forbiddeth	forbid	0
the	the	dt	the	the	0
painting	painting	n-vvg	painting	paint	0
and	and	cc	and	and	0
portray	portray	vvi	portray	portray	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
worshipping	worshipping	vvg	worshipping	worship	0
of	of	pp-f	of	of	0
Images	Images	n2	Images	image	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
hauing	hauing	j-vvg	having	have	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
churches	churches	n2	churches	church	0
.	.	.	.	.	1
Likewise	Likewise	av	Likewise	likewise	0
Iustine	Iustine	np1	Iustine	Iustine	0
the	the	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
wrote	wrote	vvd	wrote	write	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
two	two	crd	two	two	0
Apologies	Apologies	n2	Apologies	apology	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
light	light	vvi	light	light	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
false	false	j	false	false	0
accusations	accusations	n2	accusations	accusation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
:	:	:	:	:	0
whereof	whereof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
dedicateth	dedicateth	vvz	dedicateth	dedicate	0
the	the	dt	the	the	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Senate	Senate	n1	Senate	senate	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
Antonine	Antonine	np1	Antonine	Antonine	0
the	the	dt	the	the	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
moued	moued	vvn	moved	move	0
therat	therat	av	thereat	thereat	0
,	,	,	,	,	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
generall	generall	j	general	general	0
law	law	n1	law	law	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
restrayned	restrayned	vvd	restrained	restrain	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
false	false	j	false	false	0
blaming	blaming	vvg	blaming	blame	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
earthquakes	earthquakes	n2	earthquakes	earthquake	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
publike	publike	j	public	public	0
calamities	calamities	n2	calamities	calamity	0
,	,	,	,	,	0
willing	willing	vvg	willing	will	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
impute	impute	vvi	impute	impute	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
sayd	sayd	vvd	said	say	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
shipped	shipped	vvn	shipped	ship	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
more	more	av-dc	more	more	0
deuoutely	deuoutely	av-j	devoutly	devout	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
themselues	themselues	px32	themselves	themselves	0
worshipped	worshipped	vvd	worshipped	worship	0
the	the	dt	the	the	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
titude	titude	n1	titude	titude	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Gods.	Gods.	n2	Gods.	god	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
prohibited	prohibited	vvn	prohibited	prohibit	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
aswell	aswell	p-acp	aswell	aswell	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
gistrates	gistrates	n2	gistrates	gistrate	0
as	as	c-acp	as	as	0
priuate	priuate	j	private	private	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
persecute	persecute	vvi	persecute	persecute	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
any	any	d	any	any	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
slaunder	slaunder	vvi	slander	slander	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
accusations	accusations	n2	accusations	accusation	0
or	or	cc	or	or	0
false	false	j	false	false	0
crimes	crimes	n2	crimes	crime	0
:	:	:	:	:	0
commaun	commaun	n1	command	command	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
obserue	obserue	vvi	observe	observe	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
proclama	proclama	n1	proclama	proclama	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
father	father	n1	father	father	0
and	and	cc	and	and	0
Predecessor	Predecessor	n1	Predecessor	predecessor	0
the	the	dt	the	the	0
Em	Em	np1	Em	Em	0
∣	∣	sy	∣	∣	0
peror	peror	n1	peror	peror	0
Adrian	Adrian	np1	Adrian	Adrian	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
pointes	pointes	n2	points	point	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
Melito	Melito	np1	Melito	Melito	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Sardis	Sardis	np1	Sardis	Sardis	0
,	,	,	,	,	0
wrot	wrot	vvd	wrote	write	0
an	an	dt	and	a	0
Apologie	Apologie	n1	Apology	apology	0
in	in	p-acp	in	in	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
a	a	zz	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
Heathen	Heathen	j-jn	Heathen	heathen	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
dedicated	dedicated	vvd	dedicated	dedicate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
Marke	Marke	n1	Mark	mark	0
Antony	Antony	np1	Antony	Antony	0
the	the	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
moued	moued	vvn	moved	move	0
therby	therby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
fauor	fauor	vvi	favour	favour	0
the	the	dt	the	the	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
the	the	dt	the	the	0
persecutions	persecutions	n2	persecutions	persecution	0
to	to	pc-acp	to	to	0
cease	cease	vvi	cease	cease	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
bin	bin	vbn	been	be	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Prouinces	Prouinces	n2	Provinces	province	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Empire	Empire	n1	Empire	empire	0
without	without	p-acp	without	without	0
his	his	po31	his	his	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
maundement	maundement	zz	maundement	maundement	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Gouernors	Gouernors	n2	Governors	governor	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
which	which	r-crq	which	which	0
abused	abused	vvd	abused	abuse	0
the	the	dt	the	the	0
mildnes	mildnes	n1	mildness	mildness	0
and	and	cc	and	and	0
clemency	clemency	n1	clemency	clemency	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
number	number	n1	number	number	0
doe	doe	vdb	do	do	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
and	and	cc	and	and	0
this	this	d	this	this	0
good	good	j	good	good	0
Emperor	Emperor	n1	Emperor	emperor	0
fin	fin	fw-fr	fin	fin	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
good	good	j	good	good	0
and	and	cc	and	and	0
welbeloued	welbeloued	j	well-beloved	well-beloved	0
seruants	seruants	n2	servants	servant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
wan	wan	vvd	won	win	0
a	a	dt	a	a	0
great	great	j	great	great	0
battell	battell	n1	battle	battle	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Marcomannes	Marcomannes	n2	Marcomannes	marcomanne	0
and	and	cc	and	and	0
Quades	Quades	vvz	Quades	quade	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
only	only	av-j	only	only	0
pray	pray	vvb	pray	pray	0
∣	∣	sy	∣	∣	0
ers	ers	n1	ers	ers	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Legion	Legion	n1	Legion	legion	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Soldiars	Soldiars	n2	Soldiers	soldier	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
army	army	n1	army	army	0
)	)	)	)	)	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
forbad	forbad	vvd	forbade	forbid	0
the	the	dt	the	the	0
perse	perse	vvi	pierce	pierce	0
∣	∣	sy	∣	∣	0
cuting	cuting	n-vvg	cuting	cute	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
by	by	p-acp	by	by	0
open	open	j	open	open	0
Proclama	Proclama	np1	Proclama	Proclama	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
gaue	gaue	vvd	gave	give	0
leaue	leaue	n1	leave	leave	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
Christi	Christi	fw-la	Christi	christi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
to	to	pc-acp	to	to	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
:	:	:	:	:	0
willing	willing	vvg	willing	will	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
maunding	maunding	vvg	manding	mand	0
that	that	cst	that	that	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
accused	accused	vvd	accused	accuse	0
any	any	d	any	any	0
man	man	n1	man	man	0
alonly	alonly	av-j	alonely	alone	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
shold	shold	vmd	should	shall	0
be	be	vbi	be	be	0
greeuously	greeuously	av-j	grievously	grievous	0
punished	punished	vvn	punished	punish	0
as	as	p-acp	as	as	0
cosoners	cosoners	n2	cozeners	cozener	0
and	and	cc	and	and	0
slan	slan	n1	slan	slan	0
∣	∣	sy	∣	∣	0
derers	derers	n2	derers	derer	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Christian	Christian	njp	Christian	christian	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
pelled	pelled	j	pelled	pelled	0
to	to	pc-acp	to	to	0
change	change	vvi	change	change	0
