DIuers	DIuers	j	Diverse	diverse	0
setforth	setforth	zz	setforth	setforth	0
and	and	cc	and	and	0
declared	declared	vvn	declared	declare	0
by	by	p-acp	by	by	0
mo	mo	dc	more	more	0
than	than	cs	than	than	0
one	one	crd	one	one	0
or	or	cc	or	or	0
two	two	crd	two	two	0
.	.	.	.	.	1
Howe	Howe	np1	Howe	Howe	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
alteration	alteration	n1	alteration	alteration	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
chaunced	chaunced	vvn	chanced	chance	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
time	time	n1	time	time	0
,	,	,	,	,	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
notable	notable	j	notable	notable	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
The	The	dt	The	the	0
Romain	Romain	jp	Roman	roman	0
Empire	Empire	n1	Empire	empire	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
should	should	vmd	should	shall	0
both	both	d	both	both	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
much	much	av-d	much	much	0
greater	greater	jc	greater	great	0
then	then	cs	then	than	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
the	the	dt	the	the	0
prophet	prophet	n1	prophet	prophet	0
said	said	vvd	said	say	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
deuided	deuided	vvn	divided	divide	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
huge	huge	j	huge	huge	0
and	and	cc	and	and	0
vnmeasurable	vnmeasurable	j-u	unmeasurable	measurable	0
great	great	j	great	great	0
quantity	quantity	n1	quantity	quantity	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
right	right	n-jn	right	right	0
small	small	j	small	small	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
only	only	av-j	only	only	0
consisteth	consisteth	vvz	consisteth	consist	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
limites	limites	n2	limits	limit	0
of	of	pp-f	of	of	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
and	and	cc	and	and	0
hathe	hathe	vhz	hath	have	0
bene	bene	vbn	be	be	0
manye	manye	d	many	many	0
times	times	n2	times	time	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
hasard	hasard	n1	hazard	hazard	0
and	and	cc	and	and	0
daunger	daunger	n1	danger	danger	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
domesticall	domesticall	j	domestical	domestical	0
euils	euils	n2-jn	evils	evil	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
throughe	throughe	p-acp	through	through	0
the	the	dt	the	the	0
factions	factions	n2	factions	faction	0
of	of	pp-f	of	of	0
forain	forain	j	foreign	foreign	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
geuen	geuen	vvn	given	give	0
vs	vs	pno12	us	we	0
such	such	d	such	such	0
an	an	dt	and	a	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
mighty	mighty	j	mighty	mighty	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
bene	bene	vbn	be	be	0
these	these	d	these	these	0
many	many	d	many	many	0
hondreth	hondreth	crd	hondreth	hondreth	0
yeres	yeres	n2	years	year	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
haue	haue	vhb	have	have	0
descended	descended	vvn	descended	descend	0
mooste	mooste	av-ds	most	most	0
ample	ample	j	ample	ample	0
realmes	realmes	n2	realms	realm	0
and	and	cc	and	and	0
prouinces	prouinces	n2	provinces	province	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
most	most	av-ds	most	most	0
ritch	ritch	j	rich	rich	0
and	and	cc	and	and	0
welthy	welthy	j	wealthy	wealthy	0
,	,	,	,	,	0
so	so	av	so	so	0
also	also	av	also	also	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
mooste	mooste	av-ds	most	most	0
commodious	commodious	j	commodious	commodious	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
doing	doing	vdg	doing	do	0
of	of	pp-f	of	of	0
thinges	thinges	n2	things	thing	0
in	in	p-acp	in	in	0
sondrye	sondrye	j	sundry	sundry	0
places	places	n2	places	place	0
bothe	bothe	av-d	both	both	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
lande	lande	n1	land	land	0
.	.	.	.	.	1
And	And	cc	And	and	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
him	him	pno31	him	he	0
self	self	n1	self	self	0
excelleth	excelleth	vvz	excels	excel	0
in	in	p-acp	in	in	0
power	power	n1	power	power	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Emperors	Emperors	n2	Emperor's	emperor	0
of	of	pp-f	of	of	0
Germanye	Germanye	np1	Germanye	Germanye	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
sence	sence	n1	sense	sense	0
the	the	dt	the	the	0
tyme	tyme	n1	time	time	0
of	of	pp-f	of	of	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
great	great	j	great	great	0
,	,	,	,	,	0
so	so	av	so	so	0
also	also	av	also	also	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thinges	thinges	n2	things	thing	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
chaunced	chaunced	vvn	chanced	chance	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
and	and	cc	and	and	0
gouern	gouern	vvb	govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
most	most	av-ds	most	most	0
famous	famous	j	famous	famous	0
and	and	cc	and	and	0
notable	notable	j	notable	notable	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
amonges	amonges	p-acp	among	among	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
the	the	dt	the	the	0
alteration	alteration	n1	alteration	alteration	0
of	of	pp-f	of	of	0
Religi	Religi	np1	Religi	Religi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
place	place	n1	place	place	0
:	:	:	:	:	0
whiche	whiche	r-crq	which	which	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
beginninge	beginninge	n-vvg	begin	begin	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
raigne	raigne	n1	reign	reign	0
toke	toke	vvd	took	take	0
her	her	po31	her	her	0
originall	originall	n-jn	original	original	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
whan	whan	c-crq	when	when	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
Maximilian	Maximilian	np1	Maximilian	Maximilian	0
departed	departed	vvd	departed	depart	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
life	life	n1	life	life	0
,	,	,	,	,	0
that	that	cst	that	that	0
matter	matter	n1	matter	matter	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
ben	ben	vbn	been	be	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
aboue	aboue	p-acp	above	above	0
.xiiii.	.xiiii.	crd	xiiii	xiiii	0
monthes	monthes	n2	months	month	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
time	time	n1	time	time	0
the	the	dt	the	the	0
Princes	Princes	ng1	Princes	prince	0
electours	electours	n2	electors	elector	0
chose	chose	vvd	chosen	choose	0
this	this	d	this	this	0
manne	manne	n1	man	man	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
manner	manner	n1	manner	manner	0
the	the	dt	the	the	0
self	self	n1	self	self	0
same	same	d	same	same	0
time	time	n1	time	time	0
Luther	Luther	np1	Luther	Luther	0
beinge	beinge	vbg	being	be	0
prouoked	prouoked	vvn	provoked	provoke	0
came	came	vvd	came	come	0
forthe	forthe	av	forth	forth	0
to	to	pc-acp	to	to	0
reason	reason	vvi	reason	reason	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
disputed	disputed	vvn	disputed	dispute	0
openly	openly	av-j	openly	open	0
with	with	p-acp	with	with	0
Eckius	Eckius	np1	Eckius	Eckius	0
at	at	p-acp	at	at	0
Lipsia	Lipsia	np1	Lipsia	Lipsia	0
,	,	,	,	,	0
and	and	cc	and	and	0
than	than	cs	than	than	0
fell	fell	j	fell	fell	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
study	study	n1	study	study	0
on	on	p-acp	on	on	0
ether	ether	d	either	either	0
side	side	n1	side	side	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
thempire	thempire	n1	th'empire	empire	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
man	man	n1	man	man	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
considered	considered	vvn	considered	consider	0
dilligentlye	dilligentlye	av-j	diligently	diligent	0
,	,	,	,	,	0
and	and	cc	and	and	0
waied	waied	vvd	weighed	weigh	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
times	times	n2	times	time	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
god	god	n1	god	god	0
hath	hath	vhz	hath	have	0
at	at	p-acp	at	at	0
euery	euery	d	every	every	0
time	time	n1	time	time	0
stirred	stirred	vvd	stirred	stir	0
vp	vp	a-acp	up	up	0
certain	certain	j	certain	certain	0
great	great	j	great	great	0
princes	princes	n2	princes	prince	0
more	more	av-dc	more	more	0
no	no	dx	no	no	0
table	table	n1	table	table	0
thā	thā	cs	than	than	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
whē	whē	c-crq	when	when	0
ether	ether	d	either	either	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
or	or	cc	or	or	0
comon	comon	j	common	common	0
welth	welth	n1	wealth	wealth	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
altred	altred	vvn	altered	alter	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
sort	sort	n1	sort	sort	0
was	was	vbds	was	be	0
Cirus	Cirus	np1	Cirus	Cirus	0
,	,	,	,	,	0
Alexander	Alexander	np1	Alexander	Alexander	0
of	of	pp-f	of	of	0
Macedonie	Macedonie	np1	Macedonie	Macedony	0
,	,	,	,	,	0
Iulius	Iulius	np1	Iulius	Iulius	0
Caesar	Caesar	np1	Caesar	Caesar	0
,	,	,	,	,	0
Constantine	Constantine	np1	Constantine	Constantine	0
,	,	,	,	,	0
Charlemaigne	Charlemaigne	np1	Charlemaigne	Charlemagne	0
.	.	.	.	.	1
Also	Also	zz	Also	also	0
Ot	Ot	zz	Ot	ot	0
∣	∣	sy	∣	∣	0
tous	tous	fw-fr	tous	tous	0
of	of	pp-f	of	of	0
Saxonie	Saxonie	np1	Saxonie	Saxony	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
he	he	pns31	he	he	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
speake	speake	vvb	speak	speak	0
,	,	,	,	,	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
.	.	.	.	.	1
And	And	cc	And	and	0
certenly	certenly	av-j	certainly	certain	0
this	this	d	this	this	0
alteratiō	alteratiō	n1	alteration	alteration	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
now	now	av	now	now	0
make	make	vvi	make	make	0
mention	mention	n1	mention	mention	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
knoweth	knoweth	vvz	knoweth	know	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
perfectly	perfectly	av-j	perfectly	perfect	0
,	,	,	,	,	0
can	can	vmb	can	can	0
thinck	thinck	vvi	think	think	0
theof	theof	av	theof	theof	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
maruel	maruel	vvi	marvel	marvel	0
and	and	cc	and	and	0
wonder	wonder	vvi	wonder	wonder	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
was	was	vbds	was	be	0
ful	ful	j	full	full	0
small	small	j	small	small	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
manner	manner	n1	manner	manner	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
contemned	contemned	vvn	contemned	contemn	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
man	man	n1	man	man	0
alone	alone	av-j	alone	alone	0
susteined	susteined	vvn	sustained	sustain	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
&	&	cc	&	and	0
violence	violence	n1	violence	violence	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
might	might	vmd	might	may	0
he	he	pns31	he	he	0
him	him	pno31	him	he	0
self	self	n1	self	self	0
haue	haue	vhb	have	have	0
ben	ben	vbn	been	be	0
appeased	appeased	vvn	appeased	appease	0
and	and	cc	and	and	0
quieted	quieted	vvn	quieted	quiet	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
his	his	po31	his	his	0
aduersaries	aduersaries	n2	adversaries	adversary	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
he	he	pns31	he	he	0
offred	offred	vvd	offered	offer	0
them	them	pno32	them	they	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
promised	promised	vvd	promised	promise	0
to	to	pc-acp	to	to	0
kepe	kepe	vvi	keep	keep	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
refused	refused	vvd	refused	refuse	0
that	that	cst	that	that	0
,	,	,	,	,	0
and	and	cc	and	and	0
prescribed	prescribed	vvd	prescribed	prescribe	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
recantation	recantation	n1	recantation	recantation	0
,	,	,	,	,	0
and	and	cc	and	and	0
herein	herein	av	herein	herein	0
perseuered	perseuered	vvd	persevered	persevere	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
vnlesse	vnlesse	cs	unless	unless	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
first	first	ord	first	first	0
shewe	shewe	vvi	show	show	0
his	his	po31	his	his	0
erroure	erroure	n1	error	error	0
,	,	,	,	,	0
he	he	pns31	he	he	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
chaung	chaung	n1	change	change	0
his	his	po31	his	his	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
the	the	dt	the	the	0
dissention	dissention	n1	dissension	dissension	0
increased	increased	vvd	increased	increase	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
counsell	counsell	n1	counsel	counsel	0
of	of	pp-f	of	of	0
thempire	thempire	n1	th'empire	empire	0
,	,	,	,	,	0
&	&	cc	&	and	0
now	now	av	now	now	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
great	great	j	great	great	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
se	se	vvi	see	see	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
meanes	meanes	vvz	means	mean	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
pas	pas	vvi	pass	pass	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
thing	thing	n1	thing	thing	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
,	,	,	,	,	0
the	the	dt	the	the	0
vniuersities	vniuersities	n2	universities	university	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
Kings	Kings	n2	Kings	king	0
&	&	cc	&	and	0
Princes	Princes	n2	Princes	prince	0
haue	haue	vhb	have	have	0
at	at	p-acp	at	at	0
tempted	tempted	vvn	tempted	tempt	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
him	him	pno31	him	he	0
self	self	n1	self	self	0
hath	hath	vhz	hath	have	0
pleaded	pleaded	vvn	pleaded	plead	0
his	his	po31	his	his	0
own	own	d	own	own	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
themperour	themperour	n1	themperour	themperour	0
and	and	cc	and	and	0
counsell	counsell	n1	counsel	counsel	0
of	of	pp-f	of	of	0
prin	prin	n1	prin	prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
diuers	diuers	j	diverse	diverse	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
excellent	excellent	j	excellent	excellent	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
ioyned	ioyned	vvn	joined	join	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
again	again	av	again	again	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
debated	debated	vvn	debated	debate	0
in	in	p-acp	in	in	0
thassembles	thassembles	vvz	thassembles	thassemble	0
of	of	pp-f	of	of	0
thempire	thempire	n1	th'empire	empire	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
reconcilement	reconcilement	n1	reconcilement	reconcilement	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
assaid	assaid	vvn	assayed	assay	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Kinges	Kinges	n2	Kings	king	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
oft	oft	av	oft	oft	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
put	put	vvn	put	put	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
reformation	reformation	n1	reformation	reformation	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
counsel	counsel	n1	counsel	counsel	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
persecu	persecu	n1	persecu	persecu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
and	and	cc	and	and	0
burning	burning	j-vvg	burning	burn	0
ther	ther	a-acp	there	there	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
leagues	leagues	n2	leagues	league	0
and	and	cc	and	and	0
conspiracies	conspiracies	n2	conspiracies	conspiracy	0
haue	haue	vhb	have	have	0
hen	hen	n1	hen	hen	0
made	made	vvd	made	make	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
this	this	d	this	this	0
same	same	d	same	same	0
religiō	religiō	n1	religion	religion	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
setforth	setforth	zz	setforth	setforth	0
,	,	,	,	,	0
