HIppocrates	HIppocrates	np1	HIppocrates	HIppocrates	0
hauing	hauing	vhg	having	have	0
their	their	po32	their	their	0
originall	originall	n-jn	original	original	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elementes	Elementes	n2	Elements	element	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
void	void	j	void	void	0
of	of	pp-f	of	of	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnsufferable	vnsufferable	j-u	unsufferable	sufferable	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
of	of	pp-f	of	of	0
thinges	thinges	n2	things	thing	0
with	with	p-acp	with	with	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnsufferable	vnsufferable	j-u	unsufferable	sufferable	0
:	:	:	:	:	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Ele	Ele	n1	Ele	eye	0
∣	∣	sy	∣	∣	0
mentes	mentes	n1	mentes	mentes	0
,	,	,	,	,	0
Suffering	Suffering	vvg	Suffering	suffer	0
,	,	,	,	,	0
and	and	cc	and	and	0
feeling	feeling	n1	feeling	feeling	0
:	:	:	:	:	0
neither	neither	av-d	neither	neither	0
of	of	pp-f	of	of	0
thinges	thinges	n2	things	thing	0
suffering	suffering	vvg	suffering	suffer	0
without	without	p-acp	without	without	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
Elementes	Elementes	n2	Elements	element	0
,	,	,	,	,	0
Fire	Fire	n1	Fire	fire	0
,	,	,	,	,	0
Ayre	Ayre	n1	Air	air	0
,	,	,	,	,	0
Water	Water	n1	Water	water	0
,	,	,	,	,	0
Earthe	Earthe	n1	Earth	earth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Language	Language	n1	Language	language	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Alphabet	Alphabet	n1	Alphabet	alphabet	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
Elemēt	Elemēt	n1	Element	element	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
this	this	d	this	this	0
word	word	n1	word	word	0
(	(	(	(	(	0
Iohn	Iohn	np1	Iohn	John	0
)	)	)	)	)	0
can	can	vmb	can	can	0
consist	consist	vvi	consist	consist	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
letter	letter	n1	letter	letter	0
(	(	(	(	(	0
I.	I.	uh	I	i	0
)	)	)	)	)	0
alone	alone	av-j	alone	alone	0
.	.	.	.	.	1
The	The	dt	The	the	0
whiche	whiche	r-crq	which	which	0
olde	olde	j	old	old	0
Hipp.	Hipp.	np1	Hipp.	Hipp.	0
righte	righte	j-jn	right	right	0
aduisedly	aduisedly	av-vvn	advisedly	advise	0
dooth	dooth	vdz	doth	do	0
approoue	approoue	vvi	approve	approve	0
,	,	,	,	,	0
writing	writing	vvg	writing	write	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
Lib.	Lib.	np1	Lib.	Lib.	0
de	de	fw-fr	de	de	0
nat	nat	n1	nat	nat	0
.	.	.	.	.	0
homi	homi	fw-la	homi	homi	0
∣	∣	sy	∣	∣	0
nie	nie	zz	nie	nie	0
.	.	.	.	.	1
Qui	Qui	np1	Qui	Qui	0
obsecro	obsecro	fw-la	obsecro	obsecro	0
fieri	fieri	fw-la	fieri	fieri	0
potest	potest	fw-la	potest	potest	0
,	,	,	,	,	0
vt	vt	fw-la	vt	ut	0
ex	ex	fw-la	ex	ex	0
vno	vno	fw-la	vno	vno	0
quicquam	quicquam	fw-la	quicquam	quicquam	0
consti	consti	fw-la	consti	consti	0
∣	∣	sy	∣	∣	0
tuatur	tuatur	fw-la	tuatur	tuatur	0
,	,	,	,	,	0
quum	quum	fw-la	quum	quum	0
ne	ne	fw-fr	ne	ne	0
ex	ex	fw-la	ex	ex	0
pluribus	pluribus	fw-la	pluribus	pluribus	0
quidem	quidem	fw-la	quidem	quidem	0
possit	possit	fw-la	possit	possit	0
,	,	,	,	,	0
nisi	nisi	fw-la	nisi	nisi	0
ea	ea	fw-la	ea	ea	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
be	be	vbi	be	be	0
fuerint	fuerint	fw-la	fuerint	fuerint	0
contemperata	contemperata	fw-la	contemperata	contemperata	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
may	may	vmb	may	may	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
be	be	vbb	be	be	0
compounded	compounded	vvn	compounded	compound	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
thinges	thinges	n2	things	thing	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
well	well	av	well	well	0
tempered	tempered	vvn	tempered	temper	0
:	:	:	:	:	0
comprising	comprising	vvg	comprising	comprise	0
briefely	briefely	av-j	briefly	brief	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
pi	pi	zz	pi	pi	0
∣	∣	sy	∣	∣	0
thily	thily	av-j	thily	thy	0
the	the	dt	the	the	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mater	mater	fw-la	mater	mater	0
.	.	.	.	.	1
The	The	dt	The	the	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
propertie	propertie	n1	property	property	0
,	,	,	,	,	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
min	min	fw-fr	min	min	0
∣	∣	sy	∣	∣	0
gling	gling	n1	gling	gling	0
,	,	,	,	,	0
and	and	cc	and	and	0
diuisions	diuisions	n2	divisions	division	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
very	very	av	very	very	0
brief	brief	j	brief	brief	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
handled	handled	n1	handled	handle	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Tables	Tables	n2	Tables	table	0
of	of	pp-f	of	of	0
Bathes	Bathes	n2	Baths	bath	0
aide	aide	vvi	aid	aid	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prudent	prudent	j	prudent	prudent	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Penbrooke	Penbrooke	np1	Penbrooke	Pembroke	0
,	,	,	,	,	0
your	your	po22	your	your	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nours	nours	ng1	nours	nours	0
Sonne	Sonne	n1	Son	son	0
in	in	p-acp	in	in	0
Lawe	Lawe	n1	Law	law	0
:	:	:	:	:	0
so	so	av	so	so	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
taught	taught	vvn	taught	teach	0
of	of	pp-f	of	of	0
Galen	Galen	np1	Galen	Galen	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
his	his	po31	his	his	0
bookes	bookes	n2	books	book	0
(	(	(	(	(	0
de	de	fw-la	de	de	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
lementis	lementis	fw-la	lementis	lementis	0
.	.	.	.	.	0
)	)	)	)	)	1
And	And	cc	And	and	0
do	do	vdb	do	do	0
now	now	av	now	now	0
dedicate	dedicate	vvi	dedicate	dedicate	0
them	them	pno32	them	they	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Noblenesse	Noblenesse	n1	Nobleness	nobleness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
faitheful	faitheful	j	faithful	faithful	0
and	and	cc	and	and	0
constāt	constāt	j	constant	constant	0
seruice	seruice	n1	service	service	0
towardes	towardes	p-acp	towards	towards	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
presente	presente	n1	present	present	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
newe	newe	j	new	new	0
yeare	yeare	n1	year	year	0
:	:	:	:	:	0
emboldened	emboldened	vvd	emboldened	embolden	0
and	and	cc	and	and	0
animated	animated	vvn	animated	animate	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
doo	doo	vdi	do	do	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifeste	manifeste	j	manifest	manifest	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
Buckstones	Buckstones	n2	Buckstones	buckstone	0
Bathes	Bathes	n2	Baths	bath	0
benifite	benifite	n1	benefit	benefit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
preseruatiue	preseruatiue	n1	preservative	preservative	0
wa	wa	zz	wa	wa	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
hon̄our	hon̄our	n1	honour	honour	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
esteme	esteme	vvb	esteem	esteem	0
:	:	:	:	:	0
rewarde	rewarde	n1	reward	reward	0
,	,	,	,	,	0
and	and	cc	and	and	0
commende	commende	vvi	commend	commend	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
take	take	vvb	take	take	0
any	any	d	any	any	0
small	small	j	small	small	0
paine	paine	n1	pain	pain	0
in	in	p-acp	in	in	0
setting	setting	vvg	setting	set	0
foorth	foorth	av	forth	forth	0
that	that	cst	that	that	0
whiche	whiche	r-crq	which	which	0
may	may	vmb	may	may	0
profite	profite	vvi	profit	profit	0
the	the	dt	the	the	0
posterities	posterities	n2	posterities	posterity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
very	very	j	very	very	0
principles	principles	n2	principles	principle	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
Philosophie	Philosophie	n1	Philosophy	philosophy	0
and	and	cc	and	and	0
Phisicke	Phisicke	n1	Physic	physic	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
thereunto	thereunto	av	thereunto	thereunto	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
nexed	nexed	vvn	nexed	nex	0
:	:	:	:	:	0
the	the	dt	the	the	0
argument	argument	n1	argument	argument	0
whereof	whereof	c-crq	whereof	whereof	0
further	further	av-j	further	further	0
to	to	p-acp	to	to	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
late	late	av-j	late	late	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
puissaunce	puissaunce	n1	puissance	puissance	0
,	,	,	,	,	0
sholde	sholde	vmd	should	shall	0
be	be	vbi	be	be	0
insteede	insteede	av	instead	instead	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
preamble	preamble	n1	preamble	preamble	0
,	,	,	,	,	0
(	(	(	(	(	0
perhaps	perhaps	av	perhaps	perhaps	0
)	)	)	)	)	0
meere	meere	j	mere	mere	0
tediousnes	tediousnes	n1	tediousness	tediousness	0
,	,	,	,	,	0
the	the	dt	the	the	0
graue	graue	j	graven	grave	0
affaires	affaires	n2	affairs	affair	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
weightie	weightie	j	weighty	weighty	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
mightie	mightie	j	mighty	mighty	0
state	state	n1	state	state	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
you	you	pn22	you	you	0
further	further	av-j	further	further	0
so	so	av	so	so	0
nobly	nobly	av-j	nobly	noble	0
,	,	,	,	,	0
vigilantly	vigilantly	av-j	vigilantly	vigilant	0
,	,	,	,	,	0
and	and	cc	and	and	0
faithfully	faithfully	av-j	faithfully	faithful	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Prouerbe	Prouerbe	n1	Proverb	proverb	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
tooth	tooth	n1	tooth	tooth	0
and	and	cc	and	and	0
nayle	nayle	n1	nail	nail	0
)	)	)	)	)	0
considered	considered	vvd	considered	consider	0
,	,	,	,	,	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
state	state	n1	state	state	0
,	,	,	,	,	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseeche	beseeche	vvb	beseech	beseech	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
iestie	iestie	n1	iestie	iestie	0
long	long	j	long	long	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
:	:	:	:	:	0
Oh	Oh	uh	O	oh	0
ingenious	ingenious	j	ingenious	ingenious	0
head	head	n1	head	head	0
,	,	,	,	,	0
fraught	fraught	vvn	fraught	fraught	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
alveritie	alveritie	n1	alveritie	alveritie	0
:	:	:	:	:	0
Oh	Oh	uh	O	oh	0
godly	godly	j	godly	godly	0
breast	breast	n1	breast	breast	0
,	,	,	,	,	0
preseruer	preseruer	n1	preserver	preserver	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
tranquilitie	tranquilitie	n1	tranquillity	tranquillity	0
:	:	:	:	:	0
Oh	Oh	uh	O	oh	0
inuincible	inuincible	j	invincible	invincible	0
,	,	,	,	,	0
and	and	cc	and	and	0
soueraigne	soueraigne	j-jn	sovereign	sovereign	0
harte	harte	n1	heart	heart	0
,	,	,	,	,	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
,	,	,	,	,	0
daughter	daughter	n1	daughter	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
victorius	victorius	fw-la	victorius	victorius	0
,	,	,	,	,	0
and	and	cc	and	and	0
triumphant	triumphant	j	triumphant	triumphant	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
eighte	eighte	crd	eighte	eighte	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
these	these	d	these	these	0
workes	workes	n2	works	work	0
by	by	p-acp	by	by	0
vs	vs	pno12	us	we	0
pu	pu	fw-fr	pu	pu	0
∣	∣	sy	∣	∣	0
blished	blished	vvn	blished	blish	0
should	should	vmd	should	shall	0
seme	seme	vvi	seem	seem	0
any	any	d	any	any	0
lesse	lesse	dc	less	less	0
englished	englished	vvn	englished	english	0
(	(	(	(	(	0
albe	albe	cs	albe	albeit	0
∣	∣	sy	∣	∣	0
it	it	pn31	it	it	0
)	)	)	)	)	0
rightly	rightly	av-jn	rightly	right	0
Ad	Ad	fw-la	Ad	ad	0
Verbū	Verbū	fw-la	Verbū	verbū	0
,	,	,	,	,	0
&	&	cc	&	and	0
Sensum	Sensum	fw-la	Sensum	sensum	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
Sir	Sir	n1	Sir	sir	0
Andr.	Andr.	np1	Andr.	Andr.	1
Lacunae	Lacunae	np1	Lacunae	Lacunae	0
Knighte	Knighte	n1	Knight	knight	0
,	,	,	,	,	0
Doctour	Doctour	n1	Doctor	doctor	0
of	of	pp-f	of	of	0
Phisicke	Phisicke	n1	Physic	physic	0
,	,	,	,	,	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
abridged	abridged	vvn	abridged	abridge	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
)	)	)	)	)	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
accu	accu	n1	accu	accu	0
∣	∣	sy	∣	∣	0
stomed	stomed	j	stomed	stomed	0
lenitie	lenitie	n1	lenity	lenity	0
wil	wil	vmb	will	will	0
enterprete	enterprete	vvb	enterprete	interpret	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
equall	equall	j-jn	equal	equal	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
in	in	p-acp	in	in	0
liberalitie	liberalitie	n1	liberality	liberality	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
fewe	fewe	d	few	few	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
fidelitie	fidelitie	n1	fidelity	fidelity	0
fewer	fewer	d	fewer	few	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
affabilitie	affabilitie	n1	affability	affability	0
none	none	pix	none	none	0
.	.	.	.	.	1
