Reverend	Reverend	n-jn	Reverend	reverend	0
will	will	vmb	will	will	0
intimate	intimate	vvi	intimate	intimate	0
a	a	dt	a	a	0
preparation	preparation	n1	preparation	preparation	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
England	England	np1	England	England	0
cannot	cannot	vmbx	cannot	can	0
bear	bear	vvi	bear	bear	0
with	with	p-acp	with	with	0
ease	ease	n1	ease	ease	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
loth	loth	j	loath	loath	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
disabled	disabled	vvn	disabled	disable	0
to	to	pc-acp	to	to	0
confute	confute	vvi	confute	confute	0
the	the	dt	the	the	0
Separatists	Separatists	n2	Separatists	separatist	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
reconciled	reconciled	vvn	reconciled	reconcile	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
revolted	revolted	vvn	revolted	revolt	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Subjection	Subjection	n1	Subjection	subjection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
pists	pists	vvz	pists	pist	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
why	why	q-crq	why	why	0
should	should	vmd	should	shall	0
we	we	pns12	we	we	0
doubt	doubt	vvi	doubt	doubt	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
the	the	dt	the	the	0
Convocation	Convocation	n1	Convocation	convocation	0
will	will	vmb	will	will	0
renounce	renounce	vvi	renounce	renounce	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
both	both	d	both	both	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
are	are	vbr	are	be	0
Sworn	Sworn	vvn	Sworn	swear	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
even	even	av	even	even	0
all	all	d	all	all	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
Foreign	Foreign	j	Foreign	foreign	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
.	.	.	.	.	1
II.	II.	crd	II	ii	0
The	The	dt	The	the	0
Reasons	Reasons	n2	Reasons	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Man	Man	n1	Man	man	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
and	and	cc	and	and	0
Motion	Motion	n1	Motion	motion	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Are	Are	vbr	Are	be	0
1.	1.	crd	1.	1.	1
Because	Because	p-acp	Because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
that	that	cst	that	that	0
Custom	Custom	n1	Custom	custom	0
maketh	maketh	vvz	makes	make	0
the	the	dt	the	the	0
Dean	Dean	n1	Dean	dean	0
of	of	pp-f	of	of	0
Pauls	Pauls	npg1	Pauls	Paul	0
usually	usually	av-j	usually	usual	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
the	the	dt	the	the	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
locutor	locutor	n1	locutor	locutor	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lower	Lower	jc	Lower	low	0
House	House	n1	House	house	0
.	.	.	.	.	1
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
hearsay	hearsay	n1	hearsay	hearsay	0
,	,	,	,	,	0
having	having	vhg	having	have	0
never	never	av	never	never	0
been	been	vbn	been	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
(	(	(	(	(	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
choosing	choosing	vvg	choosing	choose	0
Mr.	Mr.	n1	Mr.	mr.	1
Calamy	Calamy	np1	Calamy	Calamy	0
and	and	cc	and	and	0
Me	Me	pno11	Me	i	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Clerks	Clerks	n2	Clerks	clerk	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Convocation	Convocation	n1	Convocation	convocation	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Materials	Materials	n2-jn	Materials	material	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
differencing	differencing	vvg	differencing	difference	0
Impositions	Impositions	n2	Impositions	imposition	0
,	,	,	,	,	0
Bishop	Bishop	n1	Bishop	bishop	0
Shel	Shel	n1	Shel	shell	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
by	by	p-acp	by	by	0
Prerogative	Prerogative	n1	Prerogative	prerogative	0
excluded	excluded	vvn	excluded	exclude	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
great	great	j	great	great	0
Ease	Ease	n1	Ease	ease	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
consented	consented	vvd	consented	consent	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Clerks	Clerks	n2	Clerks	clerk	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Acts.	Acts.	n2	Acts.	act	0
)	)	)	)	)	0
2.	2.	crd	2.	2.	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Man	Man	n1	Man	man	0
that	that	cst	that	that	0
Published	Published	vvd	Published	publish	0
that	that	cst	that	that	0
Excellent	Excellent	j	Excellent	excellent	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Dr.	Dr.	n1	Dr.	dr.	0
Isaac	Isaac	np1	Isaac	Isaac	0
Barrow	Barrow	np1	Barrow	Barrow	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
unanswera	unanswera	n1	unanswera	unanswera	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
(	(	(	(	(	0
against	against	p-acp	against	against	0
Mr.	Mr.	n1	Mr.	mr.	1
Thorndike	Thorndike	np1	Thorndike	Thorndike	0
and	and	cc	and	and	0
such	such	d	such	such	0
others	others	n2-jn	others	other	0
)	)	)	)	)	0
confuted	confuted	vvn	confuted	confute	0
the	the	dt	the	the	0
Pretences	Pretences	n2	Pretences	pretence	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Foreign	Foreign	j	Foreign	foreign	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
And	And	cc	And	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
firm	firm	j	firm	firm	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
to	to	pc-acp	to	to	0
Love	Love	vvi	Love	love	0
,	,	,	,	,	0
Concord	Concord	np1-n	Concord	concord	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
(	(	(	(	(	0
like	like	av-j	like	like	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
Law	Law	n1	Law	law	0
Bi	Bi	p-acp	By	by	0
∣	∣	sy	∣	∣	0
shop	shop	n1	shop	shop	0
Wilkins	Wilkins	np1	Wilkins	Wilkins	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
once	once	a-acp	once	once	0
by	by	p-acp	by	by	0
appoint	appoint	vvi	appoint	appoint	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
treated	treated	vvn	treated	treat	0
,	,	,	,	,	0
and	and	cc	and	and	0
agreed	agreed	vvn	agreed	agree	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Vniting	Vniting	n-vvg	Uniting	unite	0
Form	Form	n1	From	form	0
of	of	pp-f	of	of	0
Concord	Concord	n1	Concord	concord	0
)	)	)	)	)	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
confidently	confidently	av-j	confidently	confident	0
expect	expect	vvi	expect	expect	0
your	your	po22	your	your	0
best	best	js	best	best	0
Assistance	Assistance	n1	Assistance	assistance	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
so	so	av	so	so	0
adverse	adverse	j	adverse	adverse	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Necessary	Necessary	j	Necessary	necessary	0
Work	Work	n1	Work	work	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
it	it	pn31	it	it	0
off	off	a-acp	off	off	0
by	by	p-acp	by	by	0
diverting	diverting	vvg	diverting	divert	0
to	to	p-acp	to	to	0
Accusation	Accusation	n1	Accusation	accusation	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
me	me	pno11	me	i	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Nonconformists	Nonconformists	np1	Nonconformists	Nonconformists	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
tell	tell	vvi	tell	tell	0
them	them	pno32	them	they	0
how	how	c-crq	how	how	0
impertinent	impertinent	j	impertinent	impertinent	0
that	that	d	that	that	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
present	present	j	present	present	0
Business	Business	n1	Business	business	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
needful	needful	j	needful	needful	0
,	,	,	,	,	0
shew	shew	vvb	show	show	0
them	them	pno32	them	they	0
my	my	po11	my	my	0
Treatise	Treatise	n1	Treatise	treatise	0
for	for	p-acp	for	for	0
National	National	j	National	national	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Episcopacy	Episcopacy	n1	Episcopacy	episcopacy	0
;	;	;	;	;	0
and	and	cc	and	and	0
my	my	po11	my	my	0
English	English	jp	English	english	0
Nonconformity	Nonconformity	n1	Nonconformity	nonconformity	0
stated	stated	vvn	stated	state	0
and	and	cc	and	and	0
argued	argued	vvn	argued	argue	0
:	:	:	:	:	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
refused	refused	vvn	refused	refuse	0
a	a	dt	a	a	0
Bishoprick	Bishoprick	n1	Bishopric	bishopric	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
against	against	p-acp	against	against	0
Epis	Epis	ng1	Epis	epis	0
∣	∣	sy	∣	∣	0
opacy	opacy	n1	opacy	opacy	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
known	known	vvn	known	know	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
1661	1661	crd	1661	1661	0
,	,	,	,	,	0
he	he	pns31	he	he	0
Pacificators	Pacificators	n2	Pacificators	pacificator	0
never	never	av	never	never	0
offered	offered	vvd	offered	offer	0
any	any	d	any	any	0
hing	hing	n1	hing	hing	0
lower	lower	av-jc	lower	low	0
than	than	cs	than	than	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
Vsher's	Vsher's	ng1	Usher's	usher	0
Model	Model	n1	Model	model	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Primitive	Primitive	j	Primitive	primitive	0
Episcopacy	Episcopacy	n1	Episcopacy	episcopacy	0
:	:	:	:	:	0
nd	nd	cc	and	and	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
King's	King's	ng1	King's	king	0
Declaration	Declaration	n1	Declaration	declaration	0
anted	anted	vvd	anted	ant	0
us	us	pno12	us	we	0
less	less	dc	less	less	0
,	,	,	,	,	0
we	we	pns12	we	we	0
Published	Published	vvd	Published	publish	0
a	a	dt	a	a	0
hankful	hankful	j	hankful	hankful	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
gave	gave	vvd	gave	give	0
Writing	Writing	vvg	Writing	write	0
the	the	dt	the	the	0
Reasons	Reasons	n2	Reasons	reason	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
