WHereas	WHereas	cs	WHereas	whereas	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
too	too	av	too	too	0
much	much	d	much	much	0
lamentation	lamentation	n1	lamentation	lamentation	0
and	and	cc	and	and	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
true	true	j	true	true	0
March	March	n1	March	march	0
of	of	pp-f	of	of	0
Pietie	Pietie	n1	Piety	piety	0
,	,	,	,	,	0
teacheth	teacheth	vvz	teaches	teach	0
all	all	d	all	all	0
:	:	:	:	:	0
That	That	cst	That	that	0
death	death	n1	death	death	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
aduantage	aduantage	n1	advantage	advantage	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
liuing	liuing	n-vvg	living	live	0
and	and	cc	and	and	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
liuing	liuing	j-vvg	living	live	0
,	,	,	,	,	0
Salomon	Salomon	np1	Salomon	Salomon	0
the	the	dt	the	the	0
wise	wise	n1	wise	wise	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Better	Better	j	Better	better	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Mourning	Mourning	vvg	Mourning	mourn	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Feasting	Feasting	vvg	Feasting	feast	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
wise	wise	n1	wise	wise	0
doe	doe	vdb	do	do	0
lay	lay	vvi	lay	lay	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
wisedome	wisedome	n1	wisdom	wisdom	0
hath	hath	vhz	hath	have	0
directed	directed	vvn	directed	direct	0
his	his	po31	his	his	0
honors	honors	n2	honours	honour	0
so	so	av	so	so	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
religious	religious	j	religious	religious	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
may	may	vmb	may	may	0
March	March	vvi	March	march	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
name	name	n1	name	name	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Month	Month	n1	Month	month	0
of	of	pp-f	of	of	0
March	March	n1	March	march	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
the	the	dt	the	the	0
Springing	Springing	j-vvg	Springing	spring	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
Posteritie	Posteritie	n1	Posterity	posterity	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
your	your	po22	your	your	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
springing	springing	j-vvg	springing	spring	0
hopefull	hopefull	j	hopeful	hopeful	0
Plants	Plants	n2	Plants	plant	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
loynes	loynes	n2	loins	loin	0
.	.	.	.	.	1
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
and	and	cc	and	and	0
wish	wish	vvi	wish	wish	0
all	all	d	all	all	0
heauenly	heauenly	j	heavenly	heavenly	0
and	and	cc	and	and	0
earthly	earthly	j	earthly	earthly	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
remaine	remaine	vvi	remain	remain	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
