were	were	vbdr	were	be	0
our	our	po12	our	our	0
chiefe	chiefe	j-jn	chief	chief	0
Care	Care	n1	Care	care	0
,	,	,	,	,	0
so	so	av	so	so	0
our	our	po12	our	our	0
onely	onely	j	only	only	0
Comfort	Comfort	n1	Comfort	comfort	0
;	;	;	;	;	0
and	and	cc	and	and	0
heau	heau	n1	heau	heau	0
vpon	vpon	p-acp	upon	upon	0
earth	earth	n1	earth	earth	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
,	,	,	,	,	0
know	know	vvb	know	know	0
&	&	cc	&	and	0
finde	finde	vvi	find	find	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
iudging	iudging	vvg	judging	judge	0
and	and	cc	and	and	0
try	try	vvi	try	try	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
happie	happie	j	happy	happy	0
,	,	,	,	,	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
and	and	cc	and	and	0
ioyfull	ioyfull	j	joyful	joyful	0
estate	estate	n1	estate	estate	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
blessed	blessed	j-vvn	blessed	bless	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
debarred	debarred	vvn	debarred	debar	0
vs	vs	pno12	us	we	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
hope	hope	n1	hope	hope	0
(	(	(	(	(	0
otherwise	otherwise	av	otherwise	otherwise	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
both	both	d	both	both	0
helpelesse	helpelesse	j	helpless	helpless	0
and	and	cc	and	and	0
hopelesse	hopelesse	j	hopeless	hopeless	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
vs	vs	pno12	us	we	0
both	both	d	both	both	0
his	his	po31	his	his	0
Sonne	Sonne	n1	Son	son	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Righ	Righ	j-jn	Righ	right	0
∣	∣	sy	∣	∣	0
teousnesse	teousnesse	n1	teousnesse	teousnesse	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
couering	couering	n-vvg	covering	cover	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
nakednesse	nakednesse	n1	nakedness	nakedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
couert	couert	j	covert	covert	0
and	and	cc	and	and	0
shelter	shelter	n1	shelter	shelter	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
wrath	wrath	n1	wrath	wrath	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
and	and	cc	and	and	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
wee	wee	pns12	we	we	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
effectually	effectually	av-j	effectually	effectual	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
takers	takers	n2	takers	taker	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
his	his	po31	his	his	0
bene	bene	fw-la	bene	bene	0
∣	∣	sy	∣	∣	0
fits	fits	vvz	fits	fit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
bee	bee	vbi	be	be	0
certified	certified	vvn	certified	certify	0
and	and	cc	and	and	0
assured	assured	vvn	assured	assure	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
much	much	av-d	much	much	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Sloth	Sloth	n1	Sloth	sloth	0
and	and	cc	and	and	0
Negligence	Negligence	n1	Negligence	negligence	0
,	,	,	,	,	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
and	and	cc	and	and	0
Inabilitie	Inabilitie	n1	Inability	inability	0
,	,	,	,	,	0
Selfe-loue	Selfe-loue	n1	Selflove	self-love	0
and	and	cc	and	and	0
Selfe-pride	Selfe-pride	n1	Self-pride	self-pride	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
raigneth	raigneth	vvz	reigneth	reign	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
being	being	vbg	being	be	0
dis-affected	dis-affected	j	disaffected	disaffected	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
necessarie	necessarie	j	necessary	necessary	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
of	of	pp-f	of	of	0
gaining	gaining	vvg	gaining	gain	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
they	they	pns32	they	they	0
either	either	d	either	either	0
through	through	p-acp	through	through	0
Sloth	Sloth	n1	Sloth	sloth	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
through	through	p-acp	through	through	0
Igno	Igno	np1	Igno	Igno	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
and	and	cc	and	and	0
Inabilitie	Inabilitie	n1	Inability	inability	0
cannot	cannot	vmbx	cannot	can	0
vndertake	vndertake	vvi	undertake	undertake	0
it	it	pn31	it	it	0
;	;	;	;	;	0
Besides	Besides	a-acp	Beside	beside	0
,	,	,	,	,	0
such	such	d	such	such	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
Selfe-loue	Selfe-loue	n1	Selflove	self-love	0
&	&	cc	&	and	0
Pride	Pride	n1	Pride	pride	0
,	,	,	,	,	0
and	and	cc	and	and	0
ouer-weening	ouer-weening	n-vvg	overweening	overween	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ceits	ceits	n2	ceits	ceit	0
of	of	pp-f	of	of	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
readily	readily	av-j	readily	ready	0
and	and	cc	and	and	0
vsually	vsually	av-j	usually	usual	0
mistake	mistake	vvi	mistake	mistake	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
and	and	cc	and	and	0
conceiue	conceiue	vvb	conceive	conceive	0
better	better	av-jc	better	better	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
cause	cause	n1	cause	cause	0
;	;	;	;	;	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
sting	sting	vvb	sting	sting	0
onely	onely	av-j	only	only	0
eyther	eyther	av-d	either	either	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
bare	bare	j	bore	bare	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
Christiani	Christiani	np1	Christiani	Christiani	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
doe	doe	n1	doe	doe	0
the	the	dt	the	the	0
profane	profane	j	profane	profane	0
sort	sort	n1	sort	sort	0
:	:	:	:	:	0
)	)	)	)	)	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
formall	formall	j	formal	formal	0
and	and	cc	and	and	0
liue	liue	zz	liue	liue	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
pow	pow	uh	pow	pow	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
imprinted	imprinted	vvn	imprinted	imprint	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
or	or	cc	or	or	0
expres	expres	vvi	express	express	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
liues	liues	n2	lives	life	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
doe	doe	n1	doe	doe	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
:	:	:	:	:	0
)	)	)	)	)	0
who	who	q-crq	who	who	0
,	,	,	,	,	0
if	if	cs	if	if	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
outward	outward	j	outward	outward	0
conformities	conformities	n2	conformities	conformity	0
&	&	cc	&	and	0
seeming	seeming	j-vvg	seeming	seem	0
holinesse	holinesse	n1	holiness	holiness	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
plausible	plausible	j	plausible	plausible	0
and	and	cc	and	and	0
faire	faire	j	fair	fair	0
carriage	carriage	n1	carriage	carriage	0
winne	winne	vvi	win	win	0
the	the	dt	the	the	0
appro	appro	n1	appro	appro	0
∣	∣	sy	∣	∣	0
bation	bation	n1	bation	bation	0
and	and	cc	and	and	0
applause	applause	n1	applause	applause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
then	then	av	then	then	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
Christians	Christians	np1	Christians	Christians	0
;	;	;	;	;	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
(	(	(	(	(	0
that	that	cst	that	that	0
labour	labour	vvb	labour	labour	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
deed	deed	n1	deed	deed	0
to	to	p-acp	to	to	0
bee	bee	n1	bee	bee	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
)	)	)	)	)	0
hypo	hypo	fw-es	hypo	hypo	0
∣	∣	sy	∣	∣	0
crites	crites	n2	crites	crite	0
and	and	cc	and	and	0
dissemblers	dissemblers	n2	dissemblers	dissembler	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
Right	Right	j-jn	Right	right	0
Worship	Worship	n1	Worship	worship	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
very	very	j	very	very	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
hate	hate	vvb	hate	hate	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
all	all	d	all	all	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	pns31	a	he	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Iudgement	Iudgement	n1	Judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
what	what	q-crq	what	what	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
affecti	affecti	n1	affection	affection	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
and	and	cc	and	and	0
indeauours	indeauours	n2	endeavours	endeavour	0
,	,	,	,	,	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ferre	ferre	av-j	far	far	0
with	with	p-acp	with	with	0
Saint	Saint	n1	Saint	saint	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
the	the	dt	the	the	0
gayning	gayning	vvg	gaining	gain	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
being	being	vbg	being	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
gar	gar	uh	gar	gar	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
)	)	)	)	)	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
worldly	worldly	j	worldly	worldly	0
pompe	pompe	n1	pomp	pomp	0
,	,	,	,	,	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
pelfe	pelfe	n1	pelf	pelf	0
,	,	,	,	,	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
and	and	cc	and	and	0
preferment	preferment	n1	preferment	preferment	0
:	:	:	:	:	0
So	So	av	So	so	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
it	it	pn31	it	it	0
been	been	vbn	been	be	0
my	my	po11	my	my	0
chiefe	chiefe	j-jn	chief	chief	0
care	care	n1	care	care	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
nisterie	nisterie	n1	nisterie	nisterie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
Christ	Christ	np1	Christ	Christ	0
soundly	soundly	av-j	soundly	sound	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
hearers	hearers	n2	hearers	hearer	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
plant	plant	vvi	plant	plant	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Since	Since	c-acp	Since	since	0
∣	∣	sy	∣	∣	0
ritie	ritie	n1	ritie	ritie	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
which	which	r-crq	which	which	0
end	end	n1	end	end	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
now	now	av	now	now	0
lately	lately	av-j	lately	late	0
(	(	(	(	(	0
besides	besides	p-acp	beside	beside	0
other	other	j-jn	other	other	0
Arguments	Arguments	n2	Arguments	argument	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
)	)	)	)	)	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
patched	patched	vvd	patched	patch	0
this	this	d	this	this	0
insuing	insuing	j-vvg	ensuing	ensue	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
concerning	concerning	vvg	concerning	concern	0
The	The	dt	The	the	0
Christians	Christians	np1	Christians	Christians	0
Apparelling	Apparelling	vvg	Appareling	apparel	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
indeauoured	indeauoured	vvn	endeavoured	endeavour	0
,	,	,	,	,	0
first	first	ord	first	first	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
tiues	tiues	zz	tiues	tiues	0
,	,	,	,	,	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
the	the	dt	the	the	0
Explica	Explica	np1	Explica	Explica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
and	and	cc	and	and	0
true	true	j	true	true	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
words	words	n2	words	word	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
excite	excite	vvi	excite	excite	0
and	and	cc	and	and	0
stirre	stirre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
Slothfull	Slothfull	j	Slothful	slothful	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
downe	downe	a-acp	down	down	0
Meanes	Meanes	n2	Means	mean	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
)	)	)	)	)	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
informe	informe	vvi	inform	inform	0
and	and	cc	and	and	0
inable	inable	j	inable	inable	0
the	the	dt	the	the	0
ignorant	ignorant	j	ignorant	ignorant	0
and	and	cc	and	and	0
weake	weake	j	weak	weak	0
Christian	Christian	njp	Christian	christian	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
and	and	cc	and	and	0
chiefely	chiefely	av-jn	chiefly	chief	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Markes	Markes	vvz	Marks	mark	0
,	,	,	,	,	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
all	all	d	all	all	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
without	without	p-acp	without	without	0
sinceritie	sinceritie	n1	sincerity	sincerity	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
assure	assure	vvi	assure	assure	0
and	and	cc	and	and	0
certifie	certifie	vvi	certify	certify	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
Christian	Christian	njp	Christian	christian	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
happy	happy	j	happy	happy	0
estate	estate	n1	estate	estate	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
trialls	trialls	n2	trials	trial	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
bet	bet	vvn	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
bee	bee	vbi	be	be	0
assured	assured	vvn	assured	assure	0
that	that	cst	that	that	0
his	his	po31	his	his	0
paines	paines	n2	pains	pain	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
weightie	weightie	j	weighty	weighty	0
a	a	dt	a	a	0
businesse	businesse	n1	business	business	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
bestowed	bestowed	vvn	bestowed	bestow	0
in	in	p-acp	in	in	0
vaine	vaine	j	vain	vain	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vnsound	vnsound	j	unsound	unsound	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
disco	disco	fw-la	disco	disco	0
∣	∣	sy	∣	∣	0
uered	uered	j	uered	uered	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
Gods	Gods	ng1	Gods	god	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
may	may	vmb	may	may	0
adde	adde	vvi	add	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
ori	ori	fw-la	ori	ori	0
∣	∣	sy	∣	∣	0
ginally	ginally	av-j	ginally	ginal	0
were	were	vbdr	were	be	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eare	eare	n1	ear	ear	0
;	;	;	;	;	0
so	so	av	so	so	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
vsefull	vsefull	j	useful	useful	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
end	end	n1	end	end	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
so	so	av	so	so	0
