BEing	BEing	vbg	BEing	be	0
Kempisius	Kempisius	np1	Kempisius	Kempisius	0
by	by	p-acp	by	by	0
mee	mee	pno11	me	i	0
heeretofore	heeretofore	av	heretofore	heretofore	0
diuulged	diuulged	vvn	divulged	divulge	0
,	,	,	,	,	0
The	The	dt	The	the	0
fourth	fourth	ord	fourth	four	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
I	I	pns11	I	i	0
∣	∣	sy	∣	∣	0
mitation	mitation	n1	mitation	mitation	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
dooing	dooing	vdg	doing	do	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
as	as	p-acp	as	as	0
little	little	j	little	little	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
varied	varied	vvn	varied	vary	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
auctors	auctors	n2	actors	actor	0
words	words	n2	words	word	0
and	and	cc	and	and	0
phrazes	phrazes	n2	phrases	phrase	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
where	where	c-crq	where	where	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
where	where	c-crq	where	where	0
himselfe	himselfe	px31	himself	himself	0
hath	hath	vhz	hath	have	0
varied	varied	vvn	varied	vary	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
redressed	redressed	vvn	redressed	redress	0
,	,	,	,	,	0
had	had	vhd	had	have	0
hee	hee	pns31	he	he	0
liued	liued	vvn	lived	live	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
palpable	palpable	j	palpable	palpable	0
blindnes	blindnes	n1	blindness	blindness	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
doon	doon	vdn	done	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
alacritie	alacritie	n1	alacrity	alacrity	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
(	(	(	(	(	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
maist	maist	vm2	mayest	may	0
reade	reade	vvi	read	read	0
it	it	pn31	it	it	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Auctors	Auctors	n2	Actors	actor	0
owne	owne	d	own	own	0
Preface	Preface	n1	Preface	preface	0
)	)	)	)	)	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
not	not	xx	not	not	0
onlie	onlie	av-j	only	only	0
doubted	doubted	vvn	doubted	doubt	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
vtter	vtter	vvi	utter	utter	0
some	some	d	some	some	0
things	things	n2	things	thing	0
both	both	d	both	both	0
fonde	fonde	j	fond	fond	0
and	and	cc	and	and	0
offensiue	offensiue	j	offensive	offensive	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
wished	wished	vvd	wished	wish	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
some	some	d	some	some	0
godlie	godlie	j	godly	godly	0
corrector	corrector	n1	corrector	corrector	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
faultes	faultes	n2	faults	fault	0
,	,	,	,	,	0
and	and	cc	and	and	0
praied	praied	vvd	prayed	pray	0
vnto	vnto	p-acp	unto	unto	0
almightie	almightie	j-jn	almighty	almighty	0
God	God	n1	God	god	0
gratiouslie	gratiouslie	av-j	graciously	gracious	0
to	to	pc-acp	to	to	0
reueale	reueale	vvi	reveal	reveal	0
,	,	,	,	,	0
such	such	d	such	such	0
thinges	thinges	n2	things	thing	0
offen	offen	vvb	offen	offen	0
∣	∣	sy	∣	∣	0
siue	siue	fw-la	siue	siue	0
,	,	,	,	,	0
either	either	av-d	either	either	0
vnto	vnto	p-acp	unto	unto	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
or	or	cc	or	or	0
vnto	vnto	p-acp	unto	unto	0
some	some	d	some	some	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Whose	Whose	rg-crq	Whose	who	0
godlie	godlie	j	godly	godly	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
and	and	cc	and	and	0
discouered	discouered	vvd	discovered	discover	0
those	those	d	those	those	0
things	things	n2	things	thing	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
and	and	cc	and	and	0
testification	testification	n1	testification	testification	0
besides	besides	p-acp	beside	beside	0
howe	howe	c-crq	how	how	0
Kempisius	Kempisius	np1	Kempisius	Kempisius	0
,	,	,	,	,	0
the	the	dt	the	the	0
Auctor	Auctor	fw-la	Auctor	auctor	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
∣	∣	sy	∣	∣	0
soeuer	soeuer	av	soever	soever	0
liuing	liuing	n1	living	living	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Popish	Popish	j	Popish	popish	0
time	time	n1	time	time	0
,	,	,	,	,	0
was	was	vbds	was	be	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
hart	hart	n1	heart	hart	0
no	no	dx	no	no	0
Papist	Papist	njp	Papist	papist	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
would	would	vmd	would	will	0
like	like	vvi	like	like	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
doon	doon	vdn	done	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
aedifieng	aedifieng	vvg	aedifieng	aedifieng	0
,	,	,	,	,	0
and	and	cc	and	and	0
spirituall	spirituall	j	spiritual	spiritual	0
comforting	comforting	vvg	comforting	comfort	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
onlie	onlie	av-j	only	only	0
ai	ai	dt	ai	a	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
at	at	p-acp	at	at	0
.	.	.	.	.	1
And	And	np1	And	And	0
reaping	reaping	vvg	reaping	reap	0
this	this	d	this	this	0
comfort	comfort	n1	comfort	comfort	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
or	or	cc	or	or	0
hearing	hearing	vvg	hearing	hear	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
bee	bee	vbb	be	be	0
thankefull	thankefull	j	thankful	thankful	0
vnto	vnto	p-acp	unto	unto	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
that	that	cst	that	that	0
giueth	giueth	vvz	gives	give	0
thee	thee	pno21	thee	thou	0
some	some	d	some	some	0
taste	taste	n1	taste	taste	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
caelestiall	caelestiall	j	celestial	celestial	0
ioies	ioies	n2	joys	joy	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
mise	mise	n2	mice	mouse	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
and	and	cc	and	and	0
all-trooblesome	all-trooblesome	j	all-trooblesome	all-trooblesome	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whose	whose	r-crq	whose	who	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
most	most	av-ds	most	most	0
humblie	humblie	av-j	humbly	humble	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
thee	thee	pno21	thee	thou	0
and	and	cc	and	and	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
