TWo	TWo	crd	TWo	two	0
I	I	pns11	I	i	0
regarde	regarde	vvi	regard	regard	0
their	their	po32	their	their	0
windie	windie	j	windy	windy	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
well	well	av	well	well	0
perceiue	perceiue	vvi	perceive	perceive	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
:	:	:	:	:	0
if	if	cs	if	if	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
worth	worth	j	worth	worth	0
a	a	dt	a	a	0
Talent	Talent	n1	Talon	talon	0
,	,	,	,	,	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
your	your	po22	your	your	0
nors	nors	n2	nors	nor	0
:	:	:	:	:	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
mans	mans	ng1	men	man	0
mite	mite	n1	mite	mite	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
ceptable	ceptable	j	ceptable	ceptable	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
heereafter	heereafter	av	hereafter	hereafter	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
better	better	jc	better	better	0
able	able	j	able	able	0
,	,	,	,	,	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
faile	faile	vvi	fail	fail	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
finde	finde	vvb	find	find	0
me	me	pno11	me	i	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vttermost	vttermost	j	uttermost	uttermost	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
power	power	n1	power	power	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
assuring	assuring	vvg	assuring	assure	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
safe	safe	j	safe	safe	0
shielded	shielded	vvn	shielded	shield	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
desi	desi	fw-la	desi	desi	0
∣	∣	sy	∣	∣	0
ring	ring	vvb	ring	ring	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
full	full	j	full	full	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Black	Black	j-jn	Black	black	0
Dogge	Dogge	n1	Dog	dog	0
of	of	pp-f	of	of	0
New	New	np1	New	New	0
∣	∣	sy	∣	∣	0
gate	gate	n1	gate	gate	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
cease	cease	vvb	cease	cease	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tedious	tedious	j	tedious	tedious	0
:	:	:	:	:	0
praying	praying	vvg	praying	pray	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lengthen	lengthen	vvi	lengthen	lengthen	0
long	long	av-j	long	long	0
your	your	po22	your	your	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
ioyes	ioyes	n2	joys	joy	0
endlesse	endlesse	j	endless	endless	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
