Honor'd	Honor'd	j-vvn	Honoured	honour	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
my	my	po11	my	my	0
own	own	d	own	own	0
opinions	opinions	n2	opinions	opinion	0
,	,	,	,	,	0
and	and	cc	and	and	0
think	think	vvb	think	think	0
all	all	d	all	all	0
true	true	j	true	true	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
honoured	honoured	vvd	honoured	honour	0
your	your	po22	your	your	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
and	and	cc	and	and	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	vvb	nou_r_	nou_r_	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
presum'd	presum'd	vvn	presumed	presume	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
as	as	c-acp	as	as	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
the	the	cs	the	than	0
Title	Title	n1	Title	title	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
your	your	po22	your	your	0
knowledge	knowledge	n1	knowledge	knowledge	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
Paris	Paris	np1	Paris	Paris	0
.	.	.	.	.	1
Aprill	Aprill	np1	Aprill	April	0
15	15	crd	15	15	0
/	/	/	/	/	0
25.	25.	crd	25.	25.	0
1651.	1651.	crd	1651.	1651.	1
