HAving	HAving	vhg	HAving	have	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
communicating	communicating	vvg	communicating	communicate	0
it	it	pn31	it	it	0
before	before	a-acp	before	before	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
otherwise	otherwise	av	otherwise	otherwise	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
so	so	av	so	so	0
wel	wel	av	well	well	0
)	)	)	)	)	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
help	help	n1	help	help	0
or	or	cc	or	or	0
advantage	advantage	n1	advantage	advantage	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
part	part	n1	part	part	0
only	only	av-j	only	only	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
old	old	j	old	old	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
the	the	dt	the	the	0
principal	principal	j-jn	principal	principal	0
part	part	n1	part	part	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
fully	fully	av-j	fully	full	0
inough	inough	d	enough	enough	0
(	(	(	(	(	0
me	me	pno11	me	i	0
think	think	vvb	think	think	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
digested	digested	vvn	digested	digest	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
that	that	d	that	that	0
now	now	av	now	now	0
I	I	pns11	I	i	0
praesent	praesent	vvb	present	present	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
only	only	j	only	only	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
somtime	somtime	av	sometime	sometime	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
companie	companie	n1	company	company	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
notwithstan	notwithstan	fw-mi	notwithstan	notwithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
I	I	pns11	I	i	0
so	so	av	so	so	0
esteem	esteem	vvb	esteem	esteem	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
bounden	bounden	vvn	bounden	bind	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
ever	ever	av	ever	ever	0
with	with	p-acp	with	with	0
reverence	reverence	n1	reverence	reverence	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thank	thank	vvb	thank	thank	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
much	much	d	much	much	0
rather	rather	av	rather	rather	0
bicause	bicause	c-acp	because	because	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
very	very	av	very	very	0
wel	wel	av	well	well	0
accord	accord	n1	accord	accord	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
occupied	occupied	vvn	occupied	occupy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
&	&	cc	&	and	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
govern	govern	vvi	govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
heerafter	heerafter	av	hereafter	hereafter	0
,	,	,	,	,	0
have	have	vhb	have	have	0
som	som	d	some	some	0
recourse	recourse	n1	recourse	recourse	0
withal	withal	av	withal	withal	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
government	government	n1	government	government	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
people	people	n1	people	people	0
ordained	ordained	vvn	ordained	ordain	0
.	.	.	.	.	1
Wherin	Wherin	c-crq	Wherein	wherein	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
attanied	attanied	vvn	attanied	attany	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
needful	needful	j	needful	needful	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
may	may	vmb	may	may	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
hope	hope	vvb	hope	hope	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
neer	neer	av-j	near	near	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
suffice	suffice	vvi	suffice	suffice	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
this	this	d	this	this	0
consideration	consideration	n1	consideration	consideration	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
ioin	ioin	vvi	join	join	0
the	the	dt	the	the	0
one	one	crd	one	one	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Wherunto	Wherunto	c-crq	Whereunto	whereunto	0
wheras	wheras	cs	whereas	whereas	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
redie	redie	j	ready	ready	0
an	an	dt	and	a	0
open	open	j	open	open	0
way	way	n1	way	way	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
text	text	n1	text	text	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
theron	theron	av	theron	thereon	0
:	:	:	:	:	0
if	if	cs	if	if	0
this	this	d	this	this	0
little	little	j	little	little	0
travel	travel	n1	travel	travel	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
shortnes	shortnes	n1	shortness	shortness	0
or	or	cc	or	or	0
plainnes	plainnes	n1	plainness	plainness	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
fur	fur	vvb	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
praevailed	praevailed	vvn	praevailed	praevail	0
therin	therin	av	therein	therein	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
respect	respect	n1	respect	respect	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
much	much	av-d	much	much	0
beholding	beholding	vvg	beholding	behold	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
opened	opened	vvn	opened	open	0
your	your	po22	your	your	0
eies	eies	n2	eyes	eye	0
so	so	av	so	so	0
far	far	av-j	far	far	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
now	now	av	now	now	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
duties	duties	n2	duties	duty	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
special	special	j	special	special	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
wisdom	wisdom	n1	wisdom	wisdom	0
withal	withal	av	withal	withal	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
ordinarie	ordinarie	j	ordinary	ordinary	0
teachers	teachers	n2	teachers	teacher	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
both	both	d	both	both	0
framed	framed	vvn	framed	frame	0
your	your	po22	your	your	0
harts	harts	n2	hearts	heart	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
dingly	dingly	av-vvg	dingly	ding	0
;	;	;	;	;	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
so	so	av	so	so	0
rich	rich	j	rich	rich	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
therin	therin	av	therein	therein	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
means	means	n2	means	mean	0
wherof	wherof	c-crq	whereof	whereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
that	that	cst	that	that	0
such	such	d	such	such	0
weak	weak	j	weak	weak	0
labors	labors	n2	labors	labor	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
use	use	n1	use	use	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
ought	ought	vmd	ought	ought	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
gladder	gladder	jc	gladder	glad	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
do	do	n1	doe	do	0
need	need	n1	need	need	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
busie	busie	vvi	busy	busy	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
supplie	supplie	fw-fr	supplie	supplier	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
might	might	vmd	might	may	0
I	I	pns11	I	i	0
of	of	pp-f	of	of	0
dutie	dutie	n1	duty	duty	0
shrink	shrink	vvi	shrink	shrink	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
(	(	(	(	(	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
)	)	)	)	)	0
enabled	enabled	vvd	enabled	enable	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
amisse	amisse	av	amiss	amiss	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
admonished	admonished	vvn	admonished	admonish	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
besides	besides	p-acp	beside	beside	0
.	.	.	.	.	1
Whatso	Whatso	n1	Whatso	whatso	0
∣	∣	sy	∣	∣	0
ever	ever	av	ever	ever	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
is	is	vbz	is	be	0
little	little	av-j	little	little	0
inough	inough	av-d	enough	enough	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
wil	wil	vmb	will	will	0
give	give	vvi	give	give	0
supplie	supplie	vvi	supply	supply	0
;	;	;	;	;	0
and	and	cc	and	and	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
able	able	j	able	able	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
his	his	po31	his	his	0
wil	wil	n1	will	will	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
som	som	d	some	some	0
good	good	j	good	good	0
measure	measure	n1	measure	measure	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Vnto	Vnto	p-acp	Unto	unto	0
whose	whose	rg-crq	whose	who	0
grace	grace	n1	grace	grace	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
directed	directed	vvn	directed	direct	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
most	most	ds	most	most	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
his	his	po31	his	his	0
people	people	n1	people	people	0
where	where	c-crq	where	where	0
your	your	po22	your	your	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
.	.	.	.	.	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
of	of	pp-f	of	of	0
September	September	np1	September	September	0
,	,	,	,	,	0
1584.	1584.	crd	1584.	1584.	1
