(	(	(	(	(	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
liuing	liuing	n-vvg	living	live	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
debt	debt	n1	debt	debt	0
,	,	,	,	,	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
small	small	j	small	small	0
learning	learning	n1	learning	learning	0
:	:	:	:	:	0
Accept	Accept	vvb	Accept	accept	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
gratefull	gratefull	j	grateful	grateful	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
thankefull	thankefull	j	thankful	thankful	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
Qui	Qui	fw-fr	Qui	qui	0
si	si	fw-fr	si	si	0
non	non	fw-fr	non	non	0
potui	potui	fw-la	potui	potui	0
maxima	maxima	fw-la	maxima	maxima	0
,	,	,	,	,	0
parua	parua	fw-la	parua	parua	0
dedi	dedi	fw-la	dedi	dedi	0
:	:	:	:	:	0
not	not	xx	not	not	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
gratefulnesse	gratefulnesse	n1	gratefulness	gratefulness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Giuer	Giuer	n1	Giver	giver	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
respected	respected	vvn	respected	respect	0
:	:	:	:	:	0
Cassio	Cassio	np1	Cassio	Cassio	0
.	.	.	.	.	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
well	well	av	well	well	0
speakes	speakes	vvz	speaks	speak	0
,	,	,	,	,	0
Inuitat	Inuitat	fw-la	Inuitat	inuitat	0
ad	ad	fw-la	ad	ad	0
magna	magna	fw-la	magna	magna	0
,	,	,	,	,	0
qui	qui	fw-la	qui	qui	0
grate	grate	n1	grate	grate	0
accipit	accipit	fw-la	accipit	accipit	0
modica	modica	fw-la	modica	modica	0
:	:	:	:	:	0
So	So	av	So	so	0
your	your	po22	your	your	0
gentle	gentle	j	gentle	gentle	0
acceptance	acceptance	n1	acceptance	acceptance	0
shall	shall	vmb	shall	shall	0
encourage	encourage	vvi	encourage	encourage	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
greater	greater	jc	greater	great	0
businesse	businesse	n1	business	business	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
speakes	speakes	vvz	speaks	speak	0
of	of	pp-f	of	of	0
Almes,2	Almes,2	np1	Almes,2	Almes,2	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
8.12	8.12	crd	8.12	8.12	0
.	.	.	.	.	1
So	So	av	So	so	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Action	Action	n1	Actium	action	0
,	,	,	,	,	0
If	If	cs	If	if	0
first	first	ord	first	first	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
willing	willing	j	willing	willing	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
accepted	accepted	vvn	accepted	accept	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
accordng	accordng	vvg	accordng	accordng	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Tabernacle	Tabernacle	n1	Tabernacle	tabernacle	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
built	built	vvn	built	build	0
by	by	p-acp	by	by	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
25.2	25.2	crd	25.2	25.2	0
.	.	.	.	.	1
Euery	Euery	d	Every	every	0
one	one	pi	one	one	0
brought	brought	vvd	brought	bring	0
some	some	d	some	some	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
some	some	d	some	some	0
more	more	dc	more	more	0
,	,	,	,	,	0
some	some	d	some	some	0
lesse	lesse	dc	less	less	0
,	,	,	,	,	0
some	some	d	some	some	0
better	better	jc	better	better	0
,	,	,	,	,	0
some	some	d	some	some	0
worse	worse	av-jc	worse	worse	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
necessary	necessary	j	necessary	necessary	0
:	:	:	:	:	0
So	So	av	So	so	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
should	should	vmd	should	shall	0
bring	bring	vvi	bring	bring	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
Lul	Lul	np1	Lul	Lul	0
.	.	.	.	.	1
21.2	21.2	crd	21.2	21.2	0
,	,	,	,	,	0
3.	3.	crd	3.	3.	0
some	some	d	some	some	0
Talents	Talents	n2	Talents	talent	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Widow	Widow	n1	Widow	widow	0
,	,	,	,	,	0
mites	mites	n2	mites	mite	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Treasurie	Treasurie	n1	Treasury	treasury	0
:	:	:	:	:	0
and	and	cc	and	and	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Satiety	Satiety	n1	Satiety	satiety	0
of	of	pp-f	of	of	0
worthy	worthy	j	worthy	worthy	0
writers	writers	n2	writers	writer	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
breede	breede	vvi	breed	breed	0
a	a	dt	a	a	0
surfet	surfet	n1	surfeit	surfeit	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
spirituall	spirituall	j	spiritual	spiritual	0
oblation	oblation	n1	oblation	oblation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
Moses	Moses	np1	Moses	Moses	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bountifull	bountifull	j	bountiful	bountiful	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
popu	popu	n1	popu	popu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
oblation	oblation	n1	oblation	oblation	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
36.5	36.5	crd	36.5	36.5	0
.	.	.	.	.	1
The	The	dt	The	the	0
people	people	n1	people	people	0
bring	bring	vvb	bring	bring	0
too	too	av	too	too	0
much	much	av-d	much	much	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
then	then	av	then	then	0
enough	enough	av-d	enough	enough	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
No	No	uh-dx	No	no	0
:	:	:	:	:	0
all	all	d	all	all	0
our	our	po12	our	our	0
h	h	zz	h	h	0
nds	nds	n2	nds	nd	0
,	,	,	,	,	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
tongues	tongues	n2	tongues	tongue	0
were	were	vbdr	were	be	0
giuen	giuen	vvn	given	give	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
,	,	,	,	,	0
Aliis	Aliis	np1	Aliis	Aliis	0
micans	micans	fw-la	micans	micans	0
,	,	,	,	,	0
meipsum	meipsum	fw-la	meipsum	meipsum	0
consu	consu	fw-la	consu	consu	0
∣	∣	sy	∣	∣	0
mo	mo	dc	more	more	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
selfe-consuming	selfe-consuming	j	self-consuming	self-consuming	0
lampes	lampes	n2	lamps	lamp	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
light	light	n1	light	light	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
defectiue	defectiue	j	defective	defective	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
publike	publike	j	public	public	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
so	so	av	so	so	0
begged	begged	vvn	begged	beg	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
published	published	vvn	published	publish	0
)	)	)	)	)	0
and	and	cc	and	and	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
ring	ring	vvb	ring	ring	0
what	what	r-crq	what	what	0
Saint	Saint	n1	Saint	saint	0
Augustine	Augustine	np1	Augustine	Augustine	0
writes	writes	vvz	writes	write	0
,	,	,	,	,	0
confess	confess	vvb	confess	confess	0
.	.	.	.	.	1
25.	25.	crd	25.	25.	1
Non	Non	np1	Non	Non	0
licet	licet	fw-la	licet	licet	0
habere	habere	fw-la	habere	habere	0
cognitionem	cognitionem	fw-la	cognitionem	cognitionem	0
priuatam	priuatam	fw-la	priuatam	priuatam	0
,	,	,	,	,	0
ne	ne	fw-la	ne	ne	0
priuemur	priuemur	fw-la	priuemur	priuemur	0
eâ	eâ	fw-la	eâ	eâ	0
:	:	:	:	:	0
Wee	Wee	pns12	we	we	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
our	our	po12	our	our	0
knowledge	knowledge	n1	knowledge	knowledge	0
priuate	priuate	j	private	private	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
depriued	depriued	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
aduentured	aduentured	vvn	adventured	adventure	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Trauell	Trauell	vvb	Travel	travel	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
the	the	dt	the	the	0
graine	graine	n1	grain	grain	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
good	good	j	good	good	0
,	,	,	,	,	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
better	better	vvi	better	better	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
market	market	n1	market	market	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
garner	garner	n1	garner	garner	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
one	one	crd	one	one	0
Soule	Soule	n1	Soul	soul	0
shall	shall	vmb	shall	shall	0
receiue	receiue	vvi	receive	receive	0
good	good	j	good	good	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
;	;	;	;	;	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
fully	fully	av-j	fully	full	0
satisfied	satisfied	vvn	satisfied	satisfy	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
interessed	interessed	vvn	interested	interest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
claime	claime	n1	claim	claim	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
Iacob	Iacob	np1	Iacob	Jacob	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
his	his	po31	his	his	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
Gene.	Gene.	np1	Gene.	Gene.	1
49.28	49.28	crd	49.28	49.28	0
.	.	.	.	.	0
blessed	blessed	j-vvn	blessed	bless	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
seuerall	seuerall	j	several	several	0
Blessing	Blessing	n1	Blessing	blessing	0
:	:	:	:	:	0
So	So	av	So	so	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
giuer	giuer	n1	giver	giver	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
a	a	dt	a	a	0
spirituall	spirituall	j	spiritual	spiritual	0
Benediction	Benediction	n1	Benediction	benediction	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
increase	increase	n1	increase	increase	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
here	here	av	here	here	0
plant	plant	vvi	plant	plant	0
and	and	cc	and	and	0
water	water	n1	water	water	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
submission	submission	n1	submission	submission	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
this	this	d	this	this	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
and	and	cc	and	and	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
Gods	Gods	n2	Gods	god	0
good	good	j	good	good	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tection	tection	n1	tection	tection	0
.	.	.	.	.	1
