GLORIOUS	GLORIOUS	j	GLORIOUS	glorious	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Instrument	Instrument	n1	Instrument	instrument	0
in	in	p-acp	in	in	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
great	great	j	great	great	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
People	People	n1	People	people	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sinful	sinful	j	sinful	sinful	0
Nation	Nation	n1	Nation	nation	0
!	!	!	!	!	1
Oh	Oh	uh	O	oh	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Weaknesses	Weaknesses	n2	Weaknesses	weakness	0
and	and	cc	and	and	0
Infirmities	Infirmities	n1	Infirmities	infirmity	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
,	,	,	,	,	0
that	that	cst	that	that	0
herein	herein	av	herein	herein	0
disclose	disclose	vvi	disclose	disclose	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
hinder	hinder	vvb	hinder	hinder	0
the	the	dt	the	the	0
success	success	n1	success	success	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
small	small	j	small	small	0
service	service	n1	service	service	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
desires	desires	vvz	desires	desire	0
hereby	hereby	av	hereby	hereby	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
thy	thy	po21	thy	thy	0
distracted	distracted	j-vvn	distracted	distract	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
own	own	d	own	own	0
and	and	cc	and	and	0
accept	accept	vvi	accept	accept	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
Good	Good	j	Good	good	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
Evil	Evil	j-jn	Evil	evil	0
,	,	,	,	,	0
pardon	pardon	n1	pardon	pardon	0
and	and	cc	and	and	0
cover	cover	vvi	cover	cover	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
weaknesse	weaknesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
Creature	Creature	n1	Creature	creature	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
willingly	willingly	av-j	willingly	willing	0
do	do	vdi	do	do	0
thee	thee	pno21	thee	thou	0
much	much	d	much	much	0
better	better	j	better	better	0
service	service	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
submit	submit	vvi	submit	submit	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
though	though	cs	though	though	0
Thou	Thou	pns21	Thou	thou	0
shouldest	shouldest	vmd2	shouldst	shall	0
subject	subject	vvi	subject	subject	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
employment	employment	n1	employment	employment	0
.	.	.	.	.	1
And	And	cc	And	and	0
give	give	vvb	give	give	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	d	much	much	0
Charity	Charity	n1	Charity	charity	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
dear	dear	j-jn	dear	dear	0
Bre	Bre	vvn	Bre	breed	0
∣	∣	sy	∣	∣	0
thren	thren	j	thren	thren	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
cover	cover	vvi	cover	cover	0
the	the	dt	the	the	0
Infirmi	Infirmi	np1	Infirmi	Infirmi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
poor	poor	j	poor	poor	0
weak	weak	j	weak	weak	0
Brother	Brother	n1	Brother	brother	0
in	in	p-acp	in	in	0
Love	Love	n1	Love	love	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
seek	seek	vvi	seek	seek	0
to	to	pc-acp	to	to	0
hurt	hurt	vvi	hurt	hurt	0
him	him	pno31	him	he	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
desires	desires	vvz	desires	desire	0
to	to	p-acp	to	to	0
do	do	vdb	do	do	0
others	others	n2-jn	others	other	0
Good	Good	j	Good	good	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
wouldest	wouldest	vmd2	wouldst	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
Hearts	Hearts	n2	Hearts	heart	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
coveries	coveries	n2	coveries	covery	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
poor	poor	j	poor	poor	0
servants	servants	n2	servants	servant	0
Weak	Weak	j	Weak	weak	0
∣	∣	sy	∣	∣	0
nesses	nesses	n1	nesses	nesses	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
an	an	dt	and	a	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
adore	adore	vvi	adore	adore	0
the	the	dt	the	the	0
Riches	Riches	n2	Riches	riches	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
free	free	j	free	free	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
exalt	exalt	vvi	exalt	exalt	0
thy	thy	po21	thy	thy	0
Name	Name	n1	Name	name	0
with	with	p-acp	with	with	0
Praises	Praises	n2	Praises	praise	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
intrust	intrust	vvi	intrust	intrust	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
Abilities	Abilities	n2	Abilities	ability	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
service	service	n1	service	service	0
!	!	!	!	!	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
glory	glory	vvi	glory	glory	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Infirmities	Infirmities	n1	Infirmities	infirmity	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
thereby	thereby	av	thereby	thereby	0
some	some	d	some	some	0
Glory	Glory	n1	Glory	glory	0
shall	shall	vmb	shall	shall	0
redound	redound	vvi	redound	redound	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Proud	Proud	j	Proud	proud	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
make	make	vvb	make	make	0
it	it	pn31	it	it	0
their	their	po32	their	their	0
Glory	Glory	n1	Glory	glory	0
to	to	pc-acp	to	to	0
oppresse	oppresse	vvi	oppress	oppress	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
ever	ever	av	ever	ever	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
Reso	Reso	av	Reso	reso	0
∣	∣	sy	∣	∣	0
lution	lution	n1	lution	lution	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
grace	grace	n1	grace	grace	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
raised	raised	vvn	raised	raise	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
to	to	p-acp	to	to	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
worthy	worthy	j	worthy	worthy	0
Compliance	Compliance	n1	Compliance	compliance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
seek	seek	vvi	seek	seek	0
his	his	po31	his	his	0
own	own	d	own	own	0
Pre	Pre	fw-la	Pre	pre	0
∣	∣	sy	∣	∣	0
servation	servation	n1	servation	servation	0
or	or	cc	or	or	0
Advantage	Advantage	n1	Advantage	advantage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Dis	Dis	d	This	this	0
∣	∣	sy	∣	∣	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
Fill	Fill	vvb	Fill	fill	0
his	his	po31	his	his	0
Heart	Heart	n1	Heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Hearts	Hearts	n2	Hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
thy	thy	po21	thy	thy	0
faithful	faithful	j	faithful	faithful	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
Contempt	Contempt	n1	Contempt	contempt	0
and	and	cc	and	and	0
Scorne	Scorne	n1	Scorn	scorn	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Favour	Favour	n1	Favour	favour	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Friendship	Friendship	n1	Friendship	friendship	0
is	is	vbz	is	be	0
flat	flat	j	flat	flat	0
Enmity	Enmity	n1	Enmity	enmity	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
.	.	.	.	.	1
Make	Make	n1	Make	make	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
Eyes	Eyes	n2	Eyes	eye	0
a	a	dt	a	a	0
vile	vile	j	vile	vile	0
Person	Person	n1	Person	person	0
is	is	vbz	is	be	0
contemned	contemned	vvn	contemned	contemn	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
Great	Great	j	Great	great	0
or	or	cc	or	or	0
Glorious	Glorious	j	Glorious	glorious	0
soever	soever	av	soever	soever	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World's	World's	n1|vbz	World's	world|be	0
eye	eye	n1	eye	eye	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
honour	honour	vvi	honour	honour	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
feare	feare	vvb	fear	fear	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
not	not	xx	not	not	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
strange	strange	j	strange	strange	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
suffer	suffer	vvb	suffer	suffer	0
Reproach	Reproach	n1	Reproach	reproach	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
cast	cast	vvd	cast	cast	0
Dishonour	Dishonour	vvi	Dishonour	dishonour	0
upon	upon	p-acp	upon	upon	0
Thee	Thee	pno21	Thee	thou	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
rejoyce	rejoyce	vvb	rejoice	rejoice	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Reproaches	Reproaches	n2	Reproaches	reproach	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Badges	Badges	n2	Badges	badge	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Faithfulnesse	Faithfulnesse	n1	Faithfulness	faithfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
weare	weare	vvi	wear	wear	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
Crown	Crown	n1	Crown	crown	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
study	study	vvi	study	study	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
men	men	n2	men	man	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
he	he	pns31	he	he	0
loose	loose	vvb	lose	loose	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
servant	servant	n1	servant	servant	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
let	let	vvb	let	let	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
behold	behold	vvi	behold	behold	0
Smiles	Smiles	n2	Smiles	smile	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
pleased	pleased	j-vvn	pleased	please	0
Face	Face	n1	Face	face	0
,	,	,	,	,	0
and	and	cc	and	and	0
tast	tast	vvi	taste	taste	0
the	the	dt	the	the	0
sweetnesse	sweetnesse	n1	sweetness	sweetness	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
precious	precious	j	precious	precious	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
mises	mises	vvz	mises	mise	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
fear	fear	vvi	fear	fear	0
the	the	dt	the	the	0
Frownes	Frownes	n2	Frowns	frown	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
regard	regard	vvb	regard	regard	0
the	the	dt	the	the	0
Threats	Threats	n2	Threats	threat	0
of	of	pp-f	of	of	0
Proud	Proud	j	Proud	proud	0
,	,	,	,	,	0
Perfidious	Perfidious	j	Perfidious	perfidious	0
,	,	,	,	,	0
and	and	cc	and	and	0
Presumptuous	Presumptuous	j	Presumptuous	presumptuous	0
sinners	sinners	n2	sinners	sinner	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
him	him	pno31	him	he	0
never	never	av-x	never	never	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
horrid	horrid	j	horrid	horrid	0
Enormities	Enormities	n2	Enormities	enormity	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
God	God	np1	God	God	0
their	their	po32	their	their	0
Enemy	Enemy	n1	Enemy	enemy	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
him	him	pno31	him	he	0
never	never	av-x	never	never	0
seek	seek	vvi	seek	seek	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
esteemed	esteemed	vvn	esteemed	esteem	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Insolencies	Insolencies	n2	Insolences	insolence	0
proclaime	proclaime	vvi	proclaim	proclaim	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
contemne	contemne	vvb	contemn	contemn	0
God	God	np1	God	God	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
wouldest	wouldest	vmd2	wouldst	will	0
open	open	vvi	open	open	0
their	their	po32	their	their	0
Eyes	Eyes	n2	Eyes	eye	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
thou	thou	pns21	thou	thou	0
tumble	tumble	vvb	tumble	tumble	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
Earthly	Earthly	j	Earthly	earthly	0
Glory	Glory	n1	Glory	glory	0
into	into	p-acp	into	into	0
Hell	Hell	n1	Hell	hell	0
!	!	!	!	!	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
accounting	accounting	vvg	accounting	account	0
thy	thy	po21	thy	thy	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
vant	vant	n1	vant	vaunt	0
their	their	po32	their	their	0
Enemy	Enemy	n1	Enemy	enemy	0
for	for	p-acp	for	for	0
telling	telling	vvg	telling	tell	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
consider	consider	vvi	consider	consider	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
Friend	Friend	n1	Friend	friend	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
to	to	p-acp	to	to	0
shew	shew	vvi	show	show	0
them	them	pno32	them	they	0
their	their	po32	their	their	0
Danger	Danger	n1	Danger	danger	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
too	too	av	too	too	0
late	late	j	late	late	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
thee	thee	pno21	thee	thou	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
convince	convince	vvi	convince	convince	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
fearful	fearful	j	fearful	fearful	0
abo	abo	zz	abo	abo	0
∣	∣	sy	∣	∣	0
minations	minations	n2	minations	mination	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
hath	hath	vhz	hath	have	0
endeavour'd	endeavour'd	vvn	endeavoured	endeavour	0
herein	herein	av	herein	herein	0
to	to	pc-acp	to	to	0
represent	represent	vvi	represent	represent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Glasse	Glasse	n1	Glass	glass	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
their	their	po32	their	their	0
faces	faces	n2	faces	face	0
!	!	!	!	!	1
Oh	Oh	uh	O	oh	0
give	give	vvb	give	give	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
repent	repent	vvi	repent	repent	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wicked	wicked	j	wicked	wicked	0
Deeds	Deeds	n2	Deeds	deed	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
humble	humble	vvi	humble	humble	0
themselves	themselves	px32	themselves	themselves	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
insolent	insolent	j	insolent	insolent	0
Actings	Actings	n2	Actings	acting	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
thy	thy	po21	thy	thy	0
powerful	powerful	j	powerful	powerful	0
Providence	Providence	n1	Providence	providence	0
restrain	restrain	vvi	restrain	restrain	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Ambitious	Ambitious	j	Ambitious	ambitious	0
and	and	cc	and	and	0
aspiring	aspiring	j-vvg	aspiring	aspire	0
spirits	spirits	n2	spirits	spirit	0
prompt	prompt	vvb	prompt	prompt	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Audacious	Audacious	j	Audacious	audacious	0
and	and	cc	and	and	0
ille	ille	fw-la	ille	ille	0
∣	∣	sy	∣	∣	0
gal	gal	n1	gall	gall	0
Actings	Actings	n2-vvg	Actings	acting	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
securing	securing	vvg	securing	secure	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
Interests	Interests	n2	Interests	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Establishment	Establishment	n1	Establishment	establishment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
Glory	Glory	n1	Glory	glory	0
and	and	cc	and	and	0
Greatnesse	Greatnesse	n1	Greatness	greatness	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Ruines	Ruines	n2	Ruins	ruin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mon-wealth	mon-wealth	n1	mon-wealth	mon-wealth	0
;	;	;	;	;	0
restrain	restrain	vvb	restrain	restrain	0
them	them	pno32	them	they	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
lost	lost	vvd	lost	lose	0
they	they	pns32	they	they	0
pluck	pluck	vvb	pluck	pluck	0
down	down	a-acp	down	down	0
Judgements	Judgements	n2	Judgements	judgement	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
own	own	d	own	own	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
too	too	av	too	too	0
guilty	guilty	j	guilty	guilty	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
And	And	cc	And	and	0
vouchsafe	vouchsafe	vvb	vouchsafe	vouchsafe	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
down	down	a-acp	down	down	0
from	from	p-acp	from	from	0
thy	thy	po21	thy	thy	0
high	high	j	high	high	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
