IT	IT	pn31	IT	it	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
I	I	pns11	I	i	0
vse	vse	vvb	use	use	0
that	that	cst	that	that	0
now	now	av	now	now	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
(	(	(	(	(	0
if	if	cs	if	if	0
neede	neede	n1	need	need	0
be	be	vbi	be	be	0
)	)	)	)	)	0
vse	vse	vvb	use	use	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
hereafter	hereafter	av	hereafter	hereafter	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
field	field	n1	field	field	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
also	also	av	also	also	0
wel	wel	av	well	well	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
:	:	:	:	:	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Patrocinie	Patrocinie	n1	Patrociny	patrociny	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
it	it	pn31	it	it	0
)	)	)	)	)	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
pugnant	pugnant	j	pugnant	pugnant	0
therto	therto	av	thereto	thereto	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
to	to	pc-acp	to	to	0
deigne	deigne	vvi	deign	deign	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
soone	soone	av	soon	soon	0
finde	finde	vvi	find	find	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
falsifie	falsifie	vvi	falsify	falsify	0
or	or	cc	or	or	0
no	no	av-dx	no	no	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
labor	labor	n1	labour	labour	0
(	(	(	(	(	0
the	the	dt	the	the	0
prouerbe	prouerbe	n1	proverb	proverb	0
is	is	vbz	is	be	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
losse	losse	n1	loss	loss	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
some	some	d	some	some	0
gaine	gaine	n1	gain	gain	0
.	.	.	.	.	1
If	If	cs	If	if	0
so	so	av	so	so	0
,	,	,	,	,	0
your	your	po22	your	your	0
good	good	j	good	good	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
griefe	griefe	n1	grief	grief	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
might	might	n1	might	might	0
benefit	benefit	n1	benefit	benefit	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
any	any	d	any	any	0
:	:	:	:	:	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
better	better	jc	better	better	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
to	to	p-acp	to	to	0
patro	patro	n1	patron	patron	0
∣	∣	sy	∣	∣	0
nize	nize	vvb	nize	nize	0
.	.	.	.	.	1
Oft	Oft	av	Oft	oft	0
the	the	dt	the	the	0
Patrone	Patrone	n1	Patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
workes	workes	vvz	works	work	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
Whatsoeuer	Whatsoeuer	r-crq	Whatsoever	whatsoever	0
your	your	zz	your	your	0
Wor	Wor	zz	Wor	wor	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
procures	procures	vvz	procures	procure	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
,	,	,	,	,	0
account	account	vvb	account	account	0
it	it	pn31	it	it	0
as	as	a-acp	as	as	0
purchased	purchased	vvn	purchased	purchase	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
proue	proue	vvi	prove	prove	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
worth	worth	n1	worth	worth	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
,	,	,	,	,	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
else	else	av	else	else	0
be	be	vbb	be	be	0
somthing	somthing	pi	something	something	0
glad	glad	j	glad	glad	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
proue	proue	vvi	prove	prove	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
so	so	av	so	so	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
be	be	vbi	be	be	0
contented	contented	vvn	contented	content	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shalbe	shalbe	vmb	shall	shall	0
nothing	nothing	pix	nothing	nothing	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
contented	contented	vvn	contented	content	0
.	.	.	.	.	1
While	While	n1	While	while	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
make	make	vvi	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
this	this	d	this	this	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
humblie	humblie	av-j	humbly	humble	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
time	time	n1	time	time	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
The	The	dt	The	the	0
welspring	welspring	n1	wellspring	wellspring	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
blessings	blessings	n2	blessings	blessing	0
so	so	av	so	so	0
blesse	blesse	vvb	bless	bless	0
your	your	po22	your	your	0
Wor	Wor	zz	Wor	wor	0
▪	▪	▪	▪	▪	0
whilest	whilest	cs	whilst	while	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
here	here	av	here	here	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
blessed	blessed	vvn	blessed	bless	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
goe	goe	vvb	go	go	0
hence	hence	av	hence	hence	0
.	.	.	.	.	1
