MAy	MAy	vmb	MAy	may	0
∣	∣	sy	∣	∣	0
plary	plary	j	plary	plary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
several	several	j	several	several	0
pla	pla	zz	pla	pla	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
Ʋniversitie	Ʋniversitie	n1	Ʋniversitie	ʋniversitie	0
&	&	cc	&	and	0
City	City	n1	City	city	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
passed	passed	vvn	passed	pass	0
labou	labou	n1	labour	labour	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
;	;	;	;	;	0
secondly	secondly	ord	secondly	second	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
concerning	concerning	vvg	concerning	concern	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
thankful	thankful	j	thankful	thankful	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
stood	stood	vvd	stood	stand	0
obliged	obliged	vvn	obliged	oblige	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
favou	favou	n1	favou	favou	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
respect	respect	n1	respect	respect	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
pleased	pleased	vvn	pleased	please	0
you	you	pn22	you	you	0
,	,	,	,	,	0
even	even	av	even	even	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
first	first	ord	first	first	0
comming	comming	n-vvg	coming	come	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Vniversitie	Vniversitie	n1	University	university	0
to	to	pc-acp	to	to	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
unto	unto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
a	a	dt	a	a	0
third	third	ord	third	three	0
incitement	incitement	n1	incitement	incitement	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
respect	respect	n1	respect	respect	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
kindred	kindred	n1	kindred	kindred	0
and	and	cc	and	and	0
country	country	n1	country	country	0
men	men	n2	men	man	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
having	having	vhg	having	have	0
beene	beene	vbn	been	be	0
first	first	ord	first	first	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
a	a	dt	a	a	0
while	while	n1	while	while	0
)	)	)	)	)	0
Bishop	Bishop	n1	Bishop	bishop	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
willing	willing	vvg	willing	will	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
your	your	po22	your	your	0
acceptable	acceptable	j	acceptable	acceptable	0
name	name	n1	name	name	0
and	and	cc	and	and	0
gracious	gracious	j	gracious	gracious	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
tronage	tronage	n1	tronage	tronage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	n1	more	moor	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
ciall	ciall	j	ciall	ciall	0
manner	manner	n1	manner	manner	0
to	to	p-acp	to	to	0
recom	recom	vvn	recom	recom	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
this	this	d	this	this	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceived	conceived	vvd	conceived	conceive	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
times	times	n2	times	time	0
and	and	cc	and	and	0
age	age	n1	age	age	0
)	)	)	)	)	0
usefull	usefull	j	useful	useful	0
treatise	treatise	n1	treatise	treatise	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gaine	gaine	n1	gain	gain	0
set	set	vvi	set	set	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
revise	revise	vvi	revise	revise	0
,	,	,	,	,	0
and	and	cc	and	and	0
revive	revive	vvi	revive	revive	0
these	these	d	these	these	0
labours	labours	n2	labours	labour	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
chiefly	chiefly	av-jn	chiefly	chief	0
through	through	p-acp	through	through	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
backwardnesse	backwardnesse	n1	backwardness	backwardness	0
)	)	)	)	)	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
so	so	av	so	so	0
long	long	av-j	long	long	0
buried	buried	vvn	buried	bury	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
of	of	pp-f	of	of	0
silence	silence	n1	silence	silence	0
;	;	;	;	;	0
and	and	cc	and	and	0
(	(	(	(	(	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
addition	addition	n1	addition	addition	0
of	of	pp-f	of	of	0
materialls	materialls	n2-jn	materials	material	0
,	,	,	,	,	0
or	or	cc	or	or	0
change	change	n1	change	change	0
of	of	pp-f	of	of	0
methode	methode	n1	method	method	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
tition	tition	n1	tition	tition	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
sired	sired	vvn	sired	sire	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
into	into	p-acp	into	into	0
chapters	chapters	n2	chapters	chapter	0
with	with	p-acp	with	with	0
contents	contents	n2	contents	content	0
prefixed	prefixed	vvn	prefixed	prefix	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
some	some	d	some	some	0
small	small	j	small	small	0
light	light	n1	light	light	0
thereun	thereun	vvb	thereun	thereun	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
encourage	encourage	vvi	encourage	encourage	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
thereby	thereby	av	thereby	thereby	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
.	.	.	.	.	1
I	I	pns11	I	i	0
reioyce	reioyce	vvb	rejoice	rejoice	0
once	once	a-acp	once	once	0
more	more	av-dc	more	more	0
humbly	humbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
and	and	cc	and	and	0
offer	offer	vvi	offer	offer	0
the	the	dt	the	the	0
same	same	d	same	same	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledgement	ledgement	n1	ledgement	ledgement	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
yet	yet	av	yet	yet	0
fur	fur	vvb	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
debt	debt	n1	debt	debt	0
of	of	pp-f	of	of	0
thankful	thankful	j	thankful	thankful	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
well	well	n1	well	well	0
wi	wi	zz	wi	wi	0
∣	∣	sy	∣	∣	0
shing	shing	j-vvg	shing	sh	0
and	and	cc	and	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
truely	truely	av-j	truly	true	0
)	)	)	)	)	0
furthering	furthering	j-vvg	furthering	further	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
unto	unto	p-acp	unto	unto	0
that	that	d	that	that	0
place	place	n1	place	place	0
and	and	cc	and	and	0
preferment	preferment	n1	preferment	preferment	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
his	his	po31	his	his	0
late	late	j	late	late	0
Royall	Royall	j	Royal	royal	0
and	and	cc	and	and	0
renowned	renowned	j-vvn	renowned	renown	0
Maiestie	Maiestie	n1	Majesty	majesty	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
alone	alone	j	alone	alone	0
mediation	mediation	n1	mediation	mediation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
dearest	dearest	js-jn	dearest	dear	0
consort	consort	n1	consort	consort	0
,	,	,	,	,	0
my	my	po11	my	my	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
&	&	cc	&	and	0
much	much	d	much	much	0
honoured	honoured	j-vvn	honoured	honour	0
Lady	Lady	n1	Lady	lady	0
and	and	cc	and	and	0
Mistresse	Mistresse	n1	Mistress	mistress	0
,	,	,	,	,	0
Queen	Queen	n1	Queen	queen	0
Anne	Anne	np1	Anne	Anne	0
of	of	pp-f	of	of	0
ever	ever	av	ever	ever	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
py	py	j	py	py	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
fourteene	fourteene	crd	fourteene	fourteen	0
yeares	yeares	n2	years	year	0
full	full	av-j	full	full	0
now	now	av	now	now	0
passed	passed	vvn	passed	pass	0
,	,	,	,	,	0
graciously	graciously	av-j	graciously	gracious	0
to	to	pc-acp	to	to	0
conferre	conferre	vvi	confer	confer	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
.	.	.	.	.	1
VVhich	VVhich	r-crq	Which	which	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
for	for	c-acp	for	for	0
divers	divers	j	diverse	diverse	0
yeares	yeares	n2	years	year	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
first	first	ord	first	first	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
ving	ving	j	ving	ving	0
the	the	dt	the	the	0
Vniversity	Vniversity	n1	University	university	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
laboured	laboured	vvn	laboured	labour	0
,	,	,	,	,	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
some	some	d	some	some	0
hopefull	hopefull	j	hopeful	hopeful	0
fruit	fruit	n1	fruit	fruit	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
bles	bles	n1	bles	bles	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
)	)	)	)	)	0
and	and	cc	and	and	0
good	good	j	good	good	0
accep	accep	vvb	accept	accept	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
,	,	,	,	,	0
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
heartily	heartily	av-j	heartily	hearty	0
thanking	thanking	vvg	thanking	thank	0
God	God	np1	God	God	0
,	,	,	,	,	0
well	well	av	well	well	0
content	content	j	content	content	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
travaile	travaile	n1	travail	travail	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
higher	higher	jc	higher	high	0
;	;	;	;	;	0
desiring	desiring	vvg	desiring	desire	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
who	who	r-crq	who	who	0
knoweth	knoweth	vvz	knoweth	know	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
can	can	vmb	can	can	0
witnesse	witnesse	vvi	witness	witness	0
)	)	)	)	)	0
ability	ability	n1	ability	ability	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
20	20	crd	20	20	0
,	,	,	,	,	0
11.	11.	crd	11.	11.	0
to	to	p-acp	to	to	0
doe	doe	n1	doe	doe	0
more	more	av-dc	more	more	0
worke	worke	vvi	work	work	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
way	way	n1	way	way	0
envying	envying	vvg	envying	envy	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
entring	entring	vvg	entering	enter	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
woke	woke	vvd	woke	wake	0
later	later	jc	later	late	0
have	have	vhb	have	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
plentiful	plentiful	j	plentiful	plentiful	0
reward	reward	n1	reward	reward	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
will	will	vmb	will	will	0
accept	accept	vvi	accept	accept	0
the	the	dt	the	the	0
willing	willing	j	willing	willing	0
mind,2	mind,2	n1	mind,2	mind,2	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
8.12	8.12	crd	8.12	8.12	0
and	and	cc	and	and	0
that	that	d	that	that	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
strength	strength	n1	strength	strength	0
which	which	r-crq	which	which	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
bestoweth	bestoweth	vvz	bestoweth	bestow	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
your	your	po22	your	your	0
elder	elder	n-jn	elder	elder	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
this	this	d	this	this	0
same	same	d	same	same	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
presented	presented	vvn	presented	present	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
fresher	fresher	jc	fresher	fresh	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
shall	shall	vmb	shall	shall	0
obliege	obliege	vvi	oblige	oblige	0
mee	mee	pno11	me	i	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
merly	merly	av-j	merly	mer	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
beg	beg	vvb	beg	beg	0
∣	∣	sy	∣	∣	0
ged	ged	j	ged	ged	0
)	)	)	)	)	0
your	your	po22	your	your	0
prosperous	prosperous	j	prosperous	prosperous	0
continuance	continuance	n1	continuance	continuance	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
so	so	av	so	so	0
high	high	j	high	high	0
and	and	cc	and	and	0
hono	hono	fw-la	hono	hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
watch-tower	watch-tower	n1	watchtower	watchtower	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
himselfe	himselfe	px31	himself	himself	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
;	;	;	;	;	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
redouble	redouble	vvi	redouble	redouble	0
my	my	po11	my	my	0
vowes	vowes	n2	vows	vow	0
and	and	cc	and	and	0
suites	suites	n2	suits	suit	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
same	same	d	same	same	0
gracious	gracious	j	gracious	gracious	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
bounteous	bounteous	j	bounteous	bounteous	0
good	good	j	good	good	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
)	)	)	)	)	0
yeares	yeares	ng2	years	year	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
happy	happy	j	happy	happy	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
old	old	j	old	old	0
&	&	cc	&	and	0
honourable	honourable	j	honourable	honourable	0
Iehoiada,2	Iehoiada,2	np1	Iehoiada,2	Iehoiada,2	0
Ch.	Ch.	np1	Ch.	Ch.	1
24.16	24.16	crd	24.16	24.16	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
stil	stil	av	still	still	0
do	do	vdi	do	do	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
Israel	Israel	np1	Israel	Israel	0
both	both	av-d	both	both	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
and	and	cc	and	and	0
towards	towards	p-acp	towards	towards	0
his	his	po31	his	his	0
house	house	n1	house	house	0
:	:	:	:	:	0
Psa.	Psa.	np1	Psa.	Psa.	1
92.12	92.12	crd	92.12	92.12	0
flourishing	flourishing	vvg	flourishing	flourish	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
palme-tre	palme-tre	j	palme-tre	palme-tre	0
planted	planted	vvn	planted	plant	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
courts	courts	n2	courts	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
bringing	bringing	vvg	bringing	bring	0
forth	forth	av	forth	forth	0
fruit	fruit	n1	fruit	fruit	0
in	in	p-acp	in	in	0
old	old	j	old	old	0
age	age	n1	age	age	0
,	,	,	,	,	0
still	still	av	still	still	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
last	last	ord	last	last	0
:	:	:	:	:	0
untill	untill	c-acp	until	until	0
having	having	vhg	having	have	0
run	run	vvn	run	run	0
your	your	po22	your	your	0
race	race	n1	raze	race	0
and	and	cc	and	and	0
held	held	vvd	held	hold	0
fast	fast	av-j	fast	fast	0
the	the	dt	the	the	0
(	(	(	(	(	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
thodoxe	thodoxe	n1	thodoxe	thodoxe	0
)	)	)	)	)	0
faith	faith	n1	faith	faith	0
once	once	a-acp	once	once	0
given2	given2	n1	given2	given2	0
Tim.	Tim.	np1	Tim.	Tim.	1
4.7	4.7	crd	4.7	4.7	0
.	.	.	.	.	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
Iude	Iude	np1	Iude	Judas	0
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
finished	finished	vvn	finished	finish	0
all	all	d	all	all	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pointed	pointed	vvd	pointed	point	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
here	here	av	here	here	0
;	;	;	;	;	0
you	you	pn22	you	you	0
bee	bee	vbi	be	be	0
brought	brought	vvn	brought	bring	0
with	with	p-acp	with	with	0
honour	honour	n1	honour	honour	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
full	full	j	full	full	0
age	age	n1	age	age	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
grave	grave	n1	grave	grave	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
shocke	shocke	n1	shock	shock	0
of	of	pp-f	of	of	0
corne	corne	n1	corn	corn	0
is	is	vbz	is	be	0
gathered	gathered	vvn	gathered	gather	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
Iob	Iob	np1	Iob	Job	0
5.26	5.26	crd	5.26	5.26	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
(	(	(	(	(	0
ripe	ripe	j	ripe	ripe	0
and	and	cc	and	and	0
due	due	j-jn	due	due	0
)	)	)	)	)	0
season	season	n1	season	season	0
.	.	.	.	.	1
And	And	cc	And	and	0
even	even	av	even	even	0
so	so	av	so	so	0
craving	craving	vvg	craving	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
boldnes	boldnes	n1	boldness	boldness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
remaine	remaine	vvi	remain	remain	0
,	,	,	,	,	1
