Dear	Dear	j-jn	Dear	dear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
formall	formall	j	formal	formal	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
du	du	fw-ge	du	du	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
;	;	;	;	;	0
The	The	dt	The	the	0
occasi	occasi	n1	occasi	occasi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ved	ved	j-vvn	ved	ve	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
these	these	d	these	these	0
Directions	Directions	n2	Directions	direction	0
.	.	.	.	.	1
I	I	pns11	I	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
observing	observing	vvg	observing	observe	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
these	these	d	these	these	0
Directions	Directions	n2	Directions	direction	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
help	help	n1	help	help	0
and	and	cc	and	and	0
furtherance	furtherance	n1	furtherance	furtherance	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
sincere	sincere	j	sincere	sincere	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
duties	duties	n2	duties	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
you	you	pn22	you	you	0
taken	taken	vvn	taken	take	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
directed	directed	vvd	directed	direct	0
in	in	p-acp	in	in	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
I	I	pns11	I	i	0
advise	advise	vvb	advice	advise	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
meditate	meditate	vvi	meditate	meditate	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
and	and	cc	and	and	0
such	such	d	such	such	0
things	things	n2	things	thing	0
before	before	p-acp	before	before	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
such	such	d	such	such	0
and	and	cc	and	and	0
such	such	d	such	such	0
words	words	n2	words	word	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
such	such	d	such	such	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
method	method	n1	method	method	0
in	in	p-acp	in	in	0
keeping	keeping	vvg	keeping	keep	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Fast	Fast	j	Fast	fast	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
thanksgiving	thanksgiving	n1	thanksgiving	thanksgiving	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
duties	duties	n2	duties	duty	0
;	;	;	;	;	0
My	My	po11	My	my	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
meditate	meditate	vvi	meditate	meditate	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
things	things	n2	things	thing	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
Scripturall	Scripturall	j	Scriptural	scriptural	0
subjects	subjects	n2-jn	subject's	subject	0
:	:	:	:	:	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
those	those	d	those	those	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
with	with	p-acp	with	with	0
:	:	:	:	:	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
follow	follow	vvb	follow	follow	0
that	that	d	that	that	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
method	method	n1	method	method	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Religious	Religious	j	Religious	religious	0
performances	performances	n2	performances	performance	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
recommend	recommend	vvi	recommend	recommend	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
as	as	c-acp	as	as	0
formes	formes	n2	forms	form	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
tie	tie	vvi	tie	tie	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
exemplary	exemplary	j	exemplary	exemplary	0
rules	rules	n2	rules	rule	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
medi	medi	fw-la	medi	medi	0
∣	∣	sy	∣	∣	0
tate	tate	n1	tate	tate	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
,	,	,	,	,	0
and	and	cc	and	and	0
perform	perform	vvi	perform	perform	0
duty	duty	n1	duty	duty	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
The	The	dt	The	the	0
scope	scope	n1	scope	scope	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
rections	rections	n2	rections	rection	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
off	off	p-acp	off	off	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
formality	formality	n1	formality	formality	0
in	in	p-acp	in	in	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
formality	formality	n1	formality	formality	0
,	,	,	,	,	0
and	and	cc	and	and	0
carried	carried	vvd	carried	carry	0
on	on	a-acp	on	on	0
to	to	p-acp	to	to	0
sincerity	sincerity	n1	sincerity	sincerity	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
trance	trance	n1	trance	trance	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
continuance	continuance	n1	continuance	continuance	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
finishing	finishing	vvg	finishing	finish	0
of	of	pp-f	of	of	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
directed	directed	vvn	directed	direct	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
limit	limit	vvi	limit	limit	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
way	way	n1	way	way	0
hinder	hinder	vvi	hinder	hinder	0
its	its	po31	its	its	0
free	free	j	free	free	0
workings	workings	n2	workings	working	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
helpeth	helpeth	vvz	helpeth	help	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
miracle	miracle	n1	miracle	miracle	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
means	means	n2	means	mean	0
,	,	,	,	,	0
Matth.	Matth.	np1	Matth.	Matth.	1
6.9	6.9	crd	6.9	6.9	0
.	.	.	.	.	0
to	to	p-acp	to	to	0
14.	14.	crd	14.	14.	1
Rom.	Rom.	np1	Rom.	Rom.	0
8	8	crd	8	8	0
26.	26.	crd	26.	26.	1
How	How	c-crq	How	how	0
the	the	dt	the	the	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
helpeth	helpeth	vvz	helpeth	help	0
our	our	po12	our	our	0
infirmi	infirmi	fw-fr	infirmi	infirmi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
minding	minding	vvg	minding	mind	0
us	us	pno12	us	we	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
promises	promises	n2	promises	promise	0
and	and	cc	and	and	0
principles	principles	n2	principles	principle	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
quickning	quickning	j-vvg	quickening	quicken	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
beleeve	beleeve	vvi	believe	believe	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
more	more	dc	more	more	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
upon	upon	p-acp	upon	upon	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
helpeth	helpeth	vvz	helpeth	help	0
our	our	po12	our	our	0
infirmities	infirmities	n2	infirmities	infirmity	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
,	,	,	,	,	0
and	and	cc	and	and	0
above	above	p-acp	above	above	0
means	means	n2	means	mean	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
means	means	n2	means	mean	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
helpeth	helpeth	vvz	helpeth	help	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
and	and	cc	and	and	0
Heathens	Heathens	n2-jn	Heathens	heathens	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
counsell	counsell	vvb	counsel	counsel	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
helps	helps	n2	helps	help	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
and	and	cc	and	and	0
rely	rely	vvi	rely	rely	0
upon	upon	p-acp	upon	upon	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
used	used	vvd	used	use	0
no	no	dx	no	no	0
means	means	n2	means	mean	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
;	;	;	;	;	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
most	most	ds	most	most	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
these	these	d	these	these	0
Directions	Directions	n2	Directions	direction	0
,	,	,	,	,	0
Note	Note	n1	Note	note	0
.	.	.	.	.	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
for	for	p-acp	for	for	0
forms	forms	n2	forms	form	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
to	to	p-acp	to	to	0
consider	consider	vvi	consider	consider	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
every	every	d	every	every	0
time	time	n1	time	time	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
solemnly	solemnly	av-j	solemnly	solemn	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
closet	closet	n1	closet	closet	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
new	new	j	new	new	0
sins	sins	n2	sins	sin	0
to	to	pc-acp	to	to	0
confesse	confesse	vvi	confess	confess	0
1	1	crd	1	1	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
1.8	1.8	crd	1.8	1.8	0
.	.	.	.	.	0
new	new	j	new	new	0
mercies	mercies	n2	mercies	mercy	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
Lam.	Lam.	np1	Lam.	Lam.	1
3.23	3.23	crd	3.23	3.23	0
new	new	j	new	new	0
wants	wants	n2	wants	want	0
to	to	pc-acp	to	to	0
ask	ask	vvi	ask	ask	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
particularly	particularly	av-j	particularly	particular	0
set	set	vvn	set	set	0
down	down	a-acp	down	down	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
;	;	;	;	;	0
Matth.	Matth.	np1	Matth.	Matth.	1
6.11	6.11	crd	6.11	6.11	0
,	,	,	,	,	0
12.	12.	crd	12.	12.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
sincerely	sincerely	av-j	sincerely	sincere	0
serve	serve	vvi	serve	serve	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
private	private	j	private	private	0
by	by	p-acp	by	by	0
forms	forms	n2	forms	form	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
tie	tie	vvi	tie	tie	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
commending	commending	vvg	commending	commend	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
,	,	,	,	,	1
