THat	THat	cst	THat	that	0
it	it	pn31	it	it	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
may	may	vmb	may	may	0
hardly	hardly	av	hardly	hardly	0
bee	bee	vbi	be	be	0
found	found	vvn	found	find	0
any	any	d	any	any	0
such	such	d	such	such	0
variance	variance	n1	variance	variance	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
among	among	p-acp	among	among	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
tollerable	tollerable	j	tolerable	tolerable	0
sense	sense	n1	sense	sense	0
haue	haue	vhb	have	have	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
.	.	.	.	.	1
The	The	dt	The	the	0
maner	maner	n1	manner	manner	0
is	is	vbz	is	be	0
diuers	diuers	j	diverse	diverse	0
:	:	:	:	:	0
one	one	pi	one	one	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
commonly	commonly	av-j	commonly	common	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
present	present	j	present	present	0
intention	intention	n1	intention	intention	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
doth	doth	vdz	does	do	0
point	point	vvi	point	point	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
commonly	commonly	av-j	commonly	common	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
,	,	,	,	,	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
by	by	p-acp	by	by	0
particulars	particulars	n2-j	particulars	particular	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
either	either	d	either	either	0
by	by	p-acp	by	by	0
whole	whole	j-jn	whole	whole	0
Bookes	Bookes	n2	Books	book	0
a-part	a-part	av	apart	apart	0
by	by	p-acp	by	by	0
themselues	themselues	px32	themselves	themselves	0
;	;	;	;	;	0
or	or	cc	or	or	0
else	else	av	else	else	0
by	by	p-acp	by	by	0
seuerall	seuerall	j	several	several	0
parcels	parcels	n2	parcels	parcel	0
or	or	cc	or	or	0
portions	portions	n2	portions	portion	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
marke	marke	vvb	mark	mark	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
generally	generally	av-j	generally	general	0
:	:	:	:	:	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deliuery	deliuery	n1	delivery	delivery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
terme	terme	vvb	term	term	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
Sermons	Sermons	n2	Sermons	sermon	0
and	and	cc	and	and	0
Lectures	Lectures	n2	Lectures	lecture	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
euen	euen	av	even	even	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
writers	writers	n2	writers	writer	0
too	too	av	too	too	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
both	both	d	both	both	0
olde	olde	j	old	old	0
and	and	cc	and	and	0
new	new	j	new	new	0
;	;	;	;	;	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
but	but	p-acp	but	but	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
Bookes	Bookes	n2	Books	book	0
or	or	cc	or	or	0
some	some	d	some	some	0
parcels	parcels	n2	parcels	parcel	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
all	all	d	all	all	0
.	.	.	.	.	1
The	The	dt	The	the	0
course	course	n1	course	course	0
that	that	cst	that	that	0
this	this	d	this	this	0
intention	intention	n1	intention	intention	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
doth	doth	vdz	does	do	0
point	point	vvi	point	point	0
vnto	vnto	p-acp	unto	unto	0
,	,	,	,	,	0
is	is	vbz	is	be	0
altogether	altogether	av	altogether	altogether	0
another	another	j-jn	another	another	0
thing	thing	n1	thing	thing	0
&	&	cc	&	and	0
diuers	diuers	j	diverse	diverse	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
:	:	:	:	:	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
dislike	dislike	n1	dislike	dislike	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
but	but	p-acp	but	but	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
also	also	av	also	also	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
that	that	d	that	that	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
blamelesse	blamelesse	j	blameless	blameless	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
singular	singular	j	singular	singular	0
moment	moment	n1	moment	moment	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
as	as	a-acp	as	as	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
crossing	crossing	vvg	crossing	cross	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
discloseth	discloseth	vvz	discloseth	disclose	0
,	,	,	,	,	0
both	both	d	both	both	0
a	a	dt	a	a	0
readier	readier	jc	readier	ready	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
easier	easier	jc	easier	easy	0
way	way	n1	way	way	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
any	any	d	any	any	0
more	more	n1	more	moor	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
first	first	ord	first	first	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
contriue	contriue	vvi	contrive	contrive	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
entire	entire	j	entire	entire	0
Body	Body	n1	Body	body	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
hauing	hauing	vhg	having	have	0
the	the	dt	the	the	0
portra	portra	n1	portra	portra	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
or	or	cc	or	or	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
metall	metall	n1	metal	metal	0
,	,	,	,	,	0
wood	wood	n1	wood	wood	0
,	,	,	,	,	0
or	or	cc	or	or	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
the	the	dt	the	the	0
members	members	n2	members	member	0
se	se	vvb	see	see	0
∣	∣	sy	∣	∣	0
uered	uered	vvn	uered	uer	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
proper	proper	j	proper	proper	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
seueral	seueral	j	several	several	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
cels	cels	n2	cells	cell	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
dispose	dispose	vvi	dispose	dispose	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
lay	lay	vvd	lay	lie	0
euery	euery	d	every	every	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
fellow	fellow	n1	fellow	fellow	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
giue	giue	vvi	give	give	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
true	true	j	true	true	0
shape	shape	n1	shape	shape	0
thereof	thereof	av	thereof	thereof	0
againe	againe	av	again	again	0
.	.	.	.	.	1
Making	Making	vvg	Making	make	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
best	best	js	best	best	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
particulars	particulars	n2-j	particulars	particular	0
,	,	,	,	,	0
is	is	vbz	is	be	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
acquain	acquain	vvn	acquain	acquain	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
my	my	po11	my	my	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
herein	herein	av	herein	herein	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
aimed	aimed	vvn	aimed	aim	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
graunting	graunting	vvg	granting	grant	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
farre	farre	av-j	far	far	0
beyond	beyond	p-acp	beyond	beyond	0
any	any	d	any	any	0
furniture	furniture	n1	furniture	furniture	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
to	to	pc-acp	to	to	0
handle	handle	vvi	handle	handle	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
worthinesse	worthinesse	n1	worthiness	worthiness	0
thereof	thereof	av	thereof	thereof	0
doth	doth	vdz	does	do	0
require	require	vvi	require	require	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
made	made	vvn	made	make	0
this	this	d	this	this	0
offer	offer	n1	offer	offer	0
thereof	thereof	av	thereof	thereof	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
on	on	p-acp	on	on	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
better	better	jc	better	better	0
handling	handling	n-vvg	handling	handle	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
conceiued	conceiued	vvn	conceived	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
good	good	j	good	good	0
time	time	n1	time	time	0
,	,	,	,	,	0
set	set	vvb	set	set	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
on	on	p-acp	on	on	0
worke	worke	n1	work	work	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
beginners	beginners	n2	beginners	beginner	0
being	being	vbg	being	be	0
first	first	ord	first	first	0
directed	directed	vvn	directed	direct	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
orderly	orderly	av-j	orderly	orderly	0
holpen	holpen	vvn	helped	help	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
so	so	av	so	so	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
some	some	d	some	some	0
reasonable	reasonable	j	reasonable	reasonable	0
time	time	n1	time	time	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
made	made	vvn	made	make	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
may	may	vmb	may	may	0
then	then	av	then	then	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
pleasure	pleasure	n1	pleasure	pleasure	0
descend	descend	vvi	descend	descend	0
to	to	p-acp	to	to	0
particulars	particulars	n2-j	particulars	particular	0
:	:	:	:	:	0
and	and	cc	and	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
orderly	orderly	j	orderly	orderly	0
course	course	n1	course	course	0
;	;	;	;	;	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
much	much	d	much	much	0
better	better	j	better	better	0
aduantage	aduantage	n1	advantage	advantage	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
so	so	av	so	so	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
commended	commended	vvn	commended	commend	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
all	all	d	all	all	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
maruaile	maruaile	vvi	marvel	marvel	0
,	,	,	,	,	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
both	both	d	both	both	0
for	for	p-acp	for	for	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
care	care	n1	care	care	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
raised	raised	vvn	raised	raise	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
none	none	pix	none	none	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
know	know	vvi	know	know	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
not	not	xx	not	not	0
any	any	d	any	any	0
one	one	pi	one	one	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
course	course	n1	course	course	0
that	that	cst	that	that	0
now	now	av	now	now	0
we	we	pns12	we	we	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
though	though	cs	though	though	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
kinde	kinde	n1	kind	kind	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
maruailous	maruailous	j	marvelous	marvelous	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
very	very	av	very	very	0
great	great	j	great	great	0
measure	measure	n1	measure	measure	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
that	that	d	that	that	0
my	my	po11	my	my	0
abridgement	abridgement	n1	abridgement	abridgement	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Master	Master	n1	Master	master	0
Caluines	Caluines	npg1	Caluines	caluines	0
Institutions	Institutions	n2	Institutions	institution	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
also	also	av	also	also	0
I	I	pns11	I	i	0
shewed	shewed	vvd	showed	show	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
method	method	n1	method	method	0
I	I	pns11	I	i	0
conceiued	conceiued	vvd	conceived	conceive	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
obserue	obserue	vvi	observe	observe	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
yonger	yonger	jc	younger	young	0
Stu	Stu	np1	Stu	Stuffe	0
∣	∣	sy	∣	∣	0
dents	dents	n2-jn	dents	dent	0
,	,	,	,	,	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
bodie	bodie	n1	body	body	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
1579.	1579.	crd	1579.	1579.	1
I	I	pns11	I	i	0
then	then	av	then	then	0
did	did	vdd	did	do	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
)	)	)	)	)	0
I	I	pns11	I	i	0
both	both	av-d	both	both	0
mooued	mooued	vvd	moved	move	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
promised	promised	vvd	promised	promise	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
others	others	n2-jn	others	other	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
doe	doe	vdi	do	do	0
it	it	pn31	it	it	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
