Illustrious	Illustrious	j	Illustrious	illustrious	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
explaine	explaine	vvi	explain	explain	0
and	and	cc	and	and	0
cleare	cleare	vvi	clear	clear	0
what	what	r-crq	what	what	0
difficulties	difficulties	n2	difficulties	difficulty	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
out	out	av	out	out	0
the	the	dt	the	the	0
full	full	j	full	full	0
History	History	n1	History	history	0
and	and	cc	and	and	0
Occurrences	Occurrences	n2	Occurrences	occurrence	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
there	there	a-acp	there	there	0
related	related	vvn	related	relate	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Euangelist	Euangelist	np1	Euangelist	Euangelist	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
divine	divine	j-jn	divine	divine	0
Pen	Pen	n1	Pen	pen	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
utterly	utterly	av-j	utterly	utter	0
needlesse	needlesse	j	needless	needless	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
redoe	redoe	vvi	redoe	redoe	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
mine	mine	png11	mine	i	0
.	.	.	.	.	1
The	The	dt	The	the	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stories	Stories	n2	Stories	story	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
more	more	n1	more	moor	0
curi	curi	fw-la	curi	curi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
settle	settle	vvi	settle	settle	0
as	as	c-acp	as	as	0
neare	neare	av-j	near	near	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
into	into	p-acp	into	into	0
Annals	Annals	n2	Annals	annal	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
that	that	cst	that	that	0
ariseth	ariseth	vvz	arises	arise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
▪	▪	▪	▪	▪	0
which	which	q-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
little	little	j	little	little	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
bringing	bringing	n-vvg	bringing	bring	0
and	and	cc	and	and	0
reducing	reducing	vvg	reducing	reduce	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Story	Story	n1	Story	story	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
parallel	parallel	n1	parallel	parallel	0
and	and	cc	and	and	0
collaterall	collaterall	j	collateral	collateral	0
current	current	n1	current	current	0
and	and	cc	and	and	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
incidency	incidency	n1	incidency	incidency	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
difficulty	difficulty	n1	difficulty	difficulty	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
all	all	av-d	all	all	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
any	any	d	any	any	0
one	one	pi	one	one	0
will	will	vmb	will	will	0
readily	readily	av-j	readily	ready	0
judge	judge	vvi	judge	judge	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
but	but	p-acp	but	but	0
observe	observe	vvi	observe	observe	0
how	how	c-crq	how	how	0
sparing	sparing	vvg	sparing	spare	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
that	that	cst	that	that	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
the	the	dt	the	the	0
circumstance	circumstance	n1	circumstance	circumstance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
the	the	av	the	then	0
fixing	fixing	vvg	fixing	fix	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
difficulty	difficulty	n1	difficulty	difficulty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
tendered	tendered	vvn	tendered	tender	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
notion	notion	n1	notion	notion	0
of	of	pp-f	of	of	0
conjecture	conjecture	n1	conjecture	conjecture	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
goe	goe	vvi	go	go	0
no	no	av-dx	no	no	0
further	further	av-jc	further	further	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
grounded	grounded	vvn	grounded	ground	0
those	those	d	those	those	0
conjectures	conjectures	n2	conjectures	conjecture	0
upon	upon	p-acp	upon	upon	0
such	such	d	such	such	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
much	much	d	much	much	0
to	to	pc-acp	to	to	0
mne	mne	vvi	mne	mne	0
owne	owne	d	own	own	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
something	something	pi	something	something	0
to	to	pc-acp	to	to	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
led	led	vvn	led	lead	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Story	Story	n1	Story	story	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Twelfth	Twelfth	ord	Twelfth	twelve	0
Chapter	Chapter	n1	Chapter	chapter	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
thitherto	thitherto	av	thitherto	thitherto	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
vangelist	vangelist	n1	vangelist	vangelist	0
that	that	cst	that	that	0
wrote	wrote	vvd	wrote	write	0
the	the	dt	the	the	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
especially	especially	av-j	especially	especial	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
coursed	coursed	vvd	coursed	course	0
the	the	dt	the	the	0
planting	planting	n-vvg	planting	plant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
propagation	propagation	n1	propagation	propagation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
bringeth	bringeth	vvz	brings	bring	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Gospel	Gospel	n1	Gospel	gospel	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
reserved	reserved	vvn	reserved	reserve	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
another	another	j-jn	another	another	0
part	part	n1	part	part	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
vouchsae	vouchsae	fw-la	vouchsae	vouchsae	0
life	life	n1	life	life	0
,	,	,	,	,	0
leisure	leisure	n1	leisure	leisure	0
,	,	,	,	,	0
and	and	cc	and	and	0
assistance	assistance	n1	assistance	assistance	0
.	.	.	.	.	1
The	The	dt	The	the	0
customes	customes	n2	customs	custom	0
and	and	cc	and	and	0
carriage	carriage	n1	carriage	carriage	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Apostolicke	Apostolicke	j	Apostolic	apostolic	0
times	times	n2	times	time	0
in	in	p-acp	in	in	0
Worship	Worship	n1	Worship	worship	0
and	and	cc	and	and	0
Discipline	Discipline	n1	Discipline	discipline	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
sparing	sparing	vvg	sparing	spare	0
in	in	p-acp	in	in	0
discussing	discussing	vvg	discussing	discuss	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
present	present	j	present	present	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
course	course	j	course	coarse	0
goeth	goeth	vvz	goes	go	0
,	,	,	,	,	0
is	is	vbz	is	be	0
sparing	sparing	vvg	sparing	spare	0
in	in	p-acp	in	in	0
offering	offering	vvg	offering	offer	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
upon	upon	p-acp	upon	upon	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
part	part	n1	part	part	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
behind	behind	a-acp	behind	behind	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Epistles	Epistles	n2	Epistles	epistle	0
of	of	pp-f	of	of	0
Paul	Paul	np1	Paul	Paul	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
into	into	p-acp	into	into	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
fall	fall	vvb	fallen	fall	0
in	in	p-acp	in	in	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
such	such	d	such	such	0
considerations	considerations	n2	considerations	consideration	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
usefull	usefull	j	useful	useful	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
inevi	inevi	fw-la	inevi	inevi	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
.	.	.	.	.	1
The	The	dt	The	the	0
Story	Story	n1	Story	story	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
Josephus	Josephus	np1	Josephus	Josephus	0
and	and	cc	and	and	0
Philo	Philo	np1	Philo	Philo	0
,	,	,	,	,	0
Egesippus	Egesippus	np1	Egesippus	Egesippus	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
