AMong	AMong	p-acp	AMong	among	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
iustified	iustified	vvn	justified	justify	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
and	and	cc	and	and	0
signes	signes	n2	signs	sign	0
whereby	whereby	c-crq	whereby	whereby	0
a	a	dt	a	a	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
knowne	knowne	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iust	iust	j	just	just	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
prouing	prouing	vvg	proving	prove	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iusti	iusti	fw-la	iusti	iusti	0
∣	∣	sy	∣	∣	0
fied	fied	vvn	fied	fie	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
concluding	concluding	vvg	concluding	conclude	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
alone	alone	j	alone	alone	0
,	,	,	,	,	0
or	or	cc	or	or	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
:	:	:	:	:	0
both	both	d	both	both	0
propound	propound	vvi	propound	propound	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
iustification	iustification	n1	justification	justification	0
whereby	whereby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
iust	iust	j	just	just	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
imputatiō	imputatiō	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
apprehended	apprehended	vvn	apprehended	apprehend	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
whereby	whereby	c-crq	whereby	whereby	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
declared	declared	vvn	declared	declare	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iust	iust	j	just	just	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
good	good	j	good	good	0
works	works	n2	works	work	0
.	.	.	.	.	1
Paule	Paule	np1	Paule	Paul	0
therefore	therefore	av	therefore	therefore	0
prouing	prouing	vvg	proving	prove	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
apprehended	apprehended	vvn	apprehended	apprehend	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
argueth	argueth	vvz	argue	argue	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
effect	effect	n1	effect	effect	0
:	:	:	:	:	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
iustified	iustified	vvn	justified	justify	0
,	,	,	,	,	0
so	so	av	so	so	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
4.23.24	4.23.24	crd	4.23.24	4.23.24	0
.	.	.	.	.	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
prehended	prehended	vvd	prehended	prehend	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
inherent	inherent	j	inherent	inherent	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
.	.	.	.	.	1
Iames	Iames	np1	Iames	Iames	0
disputing	disputing	vvg	disputing	dispute	0
against	against	p-acp	against	against	0
vaine	vaine	j	vain	vain	0
mē	mē	n2	men	man	0
Chap.	Chap.	np1	Chap.	Chap.	1
2.	2.	crd	2.	2.	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
who	who	r-crq	who	who	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
idle	idle	j	idle	idle	0
or	or	cc	or	or	0
counterfeit	counterfeit	j-jn	counterfeit	counterfeit	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
proueth	proueth	vvz	proves	prove	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
works	works	n2	works	work	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	c-acp	as	as	0
Abraham	Abraham	np1	Abraham	Abraham	0
was	was	vbds	was	be	0
iustified	iustified	vvn	justified	justify	0
,	,	,	,	,	0
must	must	vmb	must	must	0
we	we	pns12	we	we	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
:	:	:	:	:	0
Abraham	Abraham	np1	Abraham	Abraham	0
was	was	vbds	was	be	0
iustified	iustified	vvn	justified	justify	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
idle	idle	j	idle	idle	0
or	or	cc	or	or	0
dead	dead	j	dead	dead	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
liuely	liuely	j	lively	lively	0
faith	faith	n1	faith	faith	0
working	working	vvg	working	work	0
by	by	p-acp	by	by	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
apeareth	apeareth	vvz	appeareth	appear	0
especiallie	especiallie	av-j	especially	especial	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
example	example	n1	example	example	0
recorded	recorded	vvn	recorded	record	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
22.	22.	crd	22.	22.	1
Therefore	Therefore	av	Therefore	therefore	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
alone	alone	j	alone	alone	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
made	made	vvd	made	make	0
iust	iust	j	just	just	0
by	by	p-acp	by	by	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
apprehen	apprehen	fw-ge	apprehen	apprehen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
:	:	:	:	:	0
so	so	av	so	so	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
iustified	iustified	vvn	justified	justify	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
declared	declared	vvn	declared	declare	0
and	and	cc	and	and	0
knowne	knowne	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iust	iust	j	just	just	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
works	works	n2	works	work	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
Abra	Abra	np1	Abra	Abra	0
∣	∣	sy	∣	∣	0
ham	ham	n1	ham	ham	0
therefore	therefore	av	therefore	therefore	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
is	is	vbz	is	be	0
propounded	propounded	vvn	propounded	propound	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
patterne	patterne	n1	pattern	pattern	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spects	spects	n2-jn	spects	spect	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
esteemed	esteemed	vvn	esteemed	esteem	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
are	are	vbr	are	be	0
)	)	)	)	)	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
looke	looke	vvi	look	look	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
The	The	dt	The	the	0
Papists	Papists	njp2	Papists	papist	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
seeke	seeke	vvb	seek	seek	0
Iustification	Iustification	n1	Justification	justification	0
by	by	p-acp	by	by	0
works	works	n2	works	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
inherent	inherent	j	inherent	inherent	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
Abra	Abra	np1	Abra	Abra	0
∣	∣	sy	∣	∣	0
ham	ham	n1	ham	ham	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
seeke	seeke	vvb	seek	seek	0
iustification	iustification	n1	justification	justification	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
3.7	3.7	crd	3.7	3.7	0
.	.	.	.	.	1
No	No	av-dx	No	no	0
more	more	dc	more	more	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
carnall	carnall	j	carnal	carnal	0
Gospeller	Gospeller	n1	Gospeler	gospeler	0
▪	▪	▪	▪	▪	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	a-acp	as	as	0
and	and	cc	and	and	0
voide	voide	j	void	void	0
of	of	pp-f	of	of	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
saith	saith	vvz	says	say	0
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
8.	8.	crd	8.	8.	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
,	,	,	,	,	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
.	.	.	.	.	1
Abraham	Abraham	np1	Abraham	Abraham	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
alone	alone	j	alone	alone	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
the	the	dt	the	the	0
no	no	zz	no	no	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
Abraham	Abraham	np1	Abraham	Abraham	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
iustified	iustified	vvn	justified	justify	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
dutifull	dutifull	j	dutiful	dutiful	0
obedi	obedi	n1	obedi	obedi	0
∣	∣	sy	∣	∣	0
ence	ence	av	ence	ence	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
knowne	knowne	vvn	known	know	0
and	and	cc	and	and	0
declared	declared	vvn	declared	declare	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iust	iust	j	just	just	0
,	,	,	,	,	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
particulars	particulars	n2-j	particulars	particular	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
corded	corded	vvn	corded	cord	0
by	by	p-acp	by	by	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
then	then	av	then	then	0
especially	especially	av-j	especially	especial	0
he	he	pns31	he	he	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proued	proued	vvd	proved	prove	0
both	both	d	both	both	0
his	his	po31	his	his	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
enioyned	enioyned	vvn	enjoined	enjoin	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
commaundement	commaundement	n1	commandment	commandment	0
of	of	pp-f	of	of	0
tryall	tryall	n1	trial	trial	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sacrifice	sacrifice	vvi	sacrifice	sacrifice	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
and	and	cc	and	and	0
onely	onely	j	only	only	0
sonne	sonne	n1	son	son	0
Isaac	Isaac	np1	Isaac	Isaac	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
greatest	greatest	js	greatest	great	0
tryall	tryall	n1	trial	trial	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
manifest	manifest	vvi	manifest	manifest	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
his	his	po31	his	his	0
greatest	greatest	js	greatest	great	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
rarest	rarest	js	rarest	rare	0
obedience	obedience	n1	obedience	obedience	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
suc	suc	fw-fr	suc	suc	0
∣	∣	sy	∣	∣	0
ceeding	ceeding	av-vvg	ceeding	ceed	0
generations	generations	n2	generations	generation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
liuely	liuely	j	lively	lively	0
patterne	patterne	n1	pattern	pattern	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
followed	followed	vvn	followed	follow	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
heires	heires	n2	heirs	heir	0
of	of	pp-f	of	of	0
promise	promise	n1	promise	promise	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
which	which	r-crq	which	which	0
cause	cause	n1	cause	cause	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
this	this	d	this	this	0
notable	notable	j	notable	notable	0
story	story	n1	story	story	0
of	of	pp-f	of	of	0
Abrahams	Abrahams	npg1	Abrahams	Abraham	0
tryall	tryall	n1	trial	trial	0
most	most	av-ds	most	most	0
worthie	worthie	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
handled	handled	vvn	handled	handle	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Easters	Easters	np1	Easters	Easters	0
solemnitie	solemnitie	n1	solemnity	solemnity	0
:	:	:	:	:	0
so	so	av	so	so	0
others	others	n2-jn	others	other	0
haue	haue	vhb	have	have	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
yeelded	yeelded	vvn	yielded	yield	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
wherein	wherein	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
handled	handled	vvn	handled	handle	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
more	more	av-dc	more	more	0
publike	publike	j	public	public	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
then	then	cs	then	than	0
did	did	vdd	did	do	0
heare	heare	vvi	hear	hear	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
therefore	therefore	av	therefore	therefore	0
to	to	p-acp	to	to	0
