TWo	TWo	crd	TWo	two	0
are	are	vbr	are	be	0
so	so	av	so	so	0
back	back	av	back	back	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
in	in	p-acp	in	in	0
sayling	sayling	vvg	sailing	sail	0
towards	towards	p-acp	towards	towards	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
helpes	helpes	n2	helps	help	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
vs	vs	pno12	us	we	0
thitherward	thitherward	av	thitherward	thitherward	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
thrust	thrust	vvi	thrust	thrust	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
farthing	farthing	n1	farthing	farthing	0
amongest	amongest	p-acp	amongst	amongst	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
Talents	Talents	n2	Talents	talent	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
ingenuously	ingenuously	av-j	ingenuously	ingenuous	0
confesse	confesse	vvi	confess	confess	0
is	is	vbz	is	be	0
strange	strange	j	strange	strange	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
nothing	nothing	pix	nothing	nothing	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
enterprise	enterprise	n1	enterprise	enterprise	0
But	But	p-acp	But	but	0
the	the	dt	the	the	0
weigh	weigh	vvi	weigh	weigh	0
∣	∣	sy	∣	∣	0
tinesse	tinesse	n1	tinesse	tinesse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
treated	treated	vvd	treated	treat	0
of	of	pp-f	of	of	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
mine	mine	po11	mine	my	0
Apologie	Apologie	n1	Apology	apology	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publication	publication	n1	publication	publication	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
vndeserued	vndeserued	j	undeserved	undeserved	0
respect	respect	n1	respect	respect	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
amongest	amongest	p-acp	amongst	amongst	0
you	you	pn22	you	you	0
since	since	p-acp	since	since	0
my	my	po11	my	my	0
first	first	ord	first	first	0
comming	comming	n-vvg	coming	come	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
whom-to	whom-to	j	whom-to	whom-to	0
may	may	vmb	may	may	0
I	I	pns11	I	i	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
dicate	dicate	vvb	dicate	dicate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
most	most	ds	most	most	0
right	right	j-jn	right	right	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
?	?	?	?	?	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
haue	haue	vhb	have	have	0
more	more	av-dc	more	more	0
right	right	j-jn	right	right	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	cs	then	than	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
hearing	hearing	vvg	hearing	hear	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
preached	preached	vvn	preached	preach	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
profit	profit	n1	profit	profit	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
intended	intended	vvn	intended	intend	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sakes	sakes	n2	sakes	sake	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
enlarged	enlarged	vvn	enlarged	enlarge	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
is	is	vbz	is	be	0
maintained	maintained	vvn	maintained	maintain	0
?	?	?	?	?	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
lie	lie	vvi	lie	lie	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
testimoniall	testimoniall	j	testimonial	testimonial	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankefull	thankefull	j	thankful	thankful	0
heart	heart	n1	heart	heart	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
vnfayned	vnfayned	j	unfeigned	unfeigned	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
wind	wind	n1	wind	wind	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
winde	winde	n1	wind	wind	0
as	as	c-acp	as	as	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
meth	meth	vvz	meth	m	0
from	from	p-acp	from	from	0
Heauen	Heauen	n1	Heaven	heaven	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Gods	Gods	n2	Gods	god	0
trea	trea	vvb	trea	trea	0
∣	∣	sy	∣	∣	0
surie	surie	n1	fury	fury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Store-house	Store-house	n1	Storehouse	storehouse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
doth	doth	vdz	does	do	0
affoord	affoord	vvi	afford	afford	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
Aelian	Aelian	jp	Aelian	aelian	0
.	.	.	.	.	0
var.	var.	n1	var.	var.	0
hist	hist	uh	hist	hist	0
.	.	.	.	.	0
li	li	n1	li	livre	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
32.	32.	crd	32.	32.	0
as	as	c-acp	as	as	0
Artaxerxes	Artaxerxes	np1	Artaxerxes	Artaxerxes	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
Monarch	Monarch	n1	Monarch	monarch	0
answered	answered	vvd	answered	answer	0
Sinaetas	Sinaetas	np1	Sinaetas	Sinaetas	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
pre	pre	fw-la	pre	pre	0
¦	¦	sy	¦	¦	0
sented	sented	vvd	scented	scent	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
an	an	dt	and	a	0
handfull	handfull	n1	handful	handful	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
fetcht	fetcht	vvn	fetched	fetch	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Riuer	Riuer	n1	River	river	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
)	)	)	)	)	0
O	O	uh	Oh	oh	0
man	man	n1	man	man	0
,	,	,	,	,	0
.	.	.	.	.	1
I	I	pns11	I	i	0
accept	accept	vvb	accept	accept	0
thy	thy	po21	thy	thy	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
and	and	cc	and	and	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
steeme	steeme	vvb	steam	steam	0
it	it	pn31	it	it	0
precious	precious	j	precious	precious	0
:	:	:	:	:	0
First	First	ord	First	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
water	water	n1	water	water	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
.	.	.	.	.	1
Se	Se	fw-la	Se	se	0
∣	∣	sy	∣	∣	0
condly	condly	av-j	condly	cond	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
cometh	cometh	vvz	comes	come	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
Riuer	Riuer	n1	River	river	0
which	which	r-crq	which	which	0
beareth	beareth	vvz	bears	bear	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
confidence	confidence	n1	confidence	confidence	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
answer	answer	vvi	answer	answer	0
me	me	pno11	me	i	0
,	,	,	,	,	0
We	We	pns12	We	we	0
accept	accept	vvb	accept	accept	0
this	this	d	this	this	0
Present	Present	n1	Present	present	0
;	;	;	;	;	0
first	first	ord	first	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
halant	halant	n1	halant	halant	0
vapors	vapors	n2	vapours	vapour	0
the	the	dt	the	the	0
Wind	Wind	n1	Wind	wind	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
pu	pu	fw-fr	pu	pu	0
∣	∣	sy	∣	∣	0
rest	rest	n1	rest	rest	0
:	:	:	:	:	0
secondly	secondly	ord	secondly	second	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Winde	Winde	n1	Wind	wind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
withall	withall	av	withal	withal	0
whosoeuer	whosoeuer	r-crq	whosoever	whosoever	0
are	are	vbr	are	be	0
breathed	breathed	vvn	breathed	breathe	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
happy	happy	j	happy	happy	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
borne	borne	vvn	born	bear	0
.	.	.	.	.	1
And	And	cc	And	and	0
Howsoeuer	Howsoeuer	c-acp	Howsoever	howsoever	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
handling	handling	vvg	handling	handle	0
the	the	dt	the	the	0
Subiect	Subiect	n-jn	Subject	subject	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can-not	can-not	j	cannot	cannot	0
so	so	av	so	so	0
diuinely	diuinely	av-jn	divinely	divine	0
dresse	dresse	vvi	dress	dress	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
deepely	deepely	av-jn	deeply	deep	0
diue	diue	vvi	dive	dive	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
food	food	n1	food	food	0
and	and	cc	and	and	0
fountaine	fountaine	n1	fountain	fountain	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
doth	doth	vdz	does	do	0
deserue	deserue	vvi	deserve	deserve	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
more	more	dc	more	more	0
leasure	leasure	n1	leisure	leisure	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
leasure	leasure	n1	leisure	leisure	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	cs	then	than	0
Antipater	Antipater	np1	Antipater	Antipater	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Macedon	Macedon	np1	Macedon	Macedon	0
did	did	vdd	did	do	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
Happi	Happi	np1	Happi	Happi	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
one	one	crd	one	one	0
Dedicated	Dedicated	vvn	Dedicated	dedicate	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Present	Present	j	Present	present	0
too	too	av	too	too	0
small	small	j	small	small	0
for	for	c-acp	for	for	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
so	so	av	so	so	0
little	little	j	little	little	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
inasmuch	inasmuch	av	inasmuch	inasmuch	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
GOD	GOD	np1	GOD	God	0
of	of	pp-f	of	of	0
Loue	Loue	n1	Love	love	0
hath	hath	vhz	hath	have	0
seated	seated	vvn	seated	seat	0
you	you	pn22	you	you	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Congregation	Congregation	n1	Congregation	congregation	0
,	,	,	,	,	0
made	made	vvd	made	make	0
you	you	pn22	you	you	0
Copartners	Copartners	n2	Copartners	copartner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
truely	truely	av-j	truly	true	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
spiritual	spiritual	j	spiritual	spiritual	0
communion	communion	n1	communion	communion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
separate	separate	vvi	separate	separate	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
bold	bold	j	bold	bold	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
particular	particular	j	particular	particular	0
names	names	n2	names	name	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Inscription	Inscription	n1	Inscription	inscription	0
:	:	:	:	:	0
vnder	vnder	p-acp	under	under	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
vnder	vnder	p-acp	under	under	0
a	a	dt	a	a	0
shade	shade	n1	shade	shade	0
,	,	,	,	,	0
this	this	d	this	this	0
Manuall	Manuall	j	Manual	manual	0
seeketh	seeketh	vvz	seeks	seek	0
for	for	p-acp	for	for	0
shel	shel	n1	shel	shell	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
authoritie	authoritie	n1	authority	authority	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongest	mongest	p-acp	amongst	amongst	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
whose	whose	r-crq	whose	who	0
hands	hands	n2	hands	hand	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
;	;	;	;	;	0
and	and	cc	and	and	0
chiefly	chiefly	av-jn	chiefly	chief	0
for	for	p-acp	for	for	0
entertainement	entertainement	n1	entertainment	entertainment	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Parish	Parish	n1	Parish	parish	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
namelesse	namelesse	j	nameless	nameless	0
I	I	pns11	I	i	0
subordinately	subordinately	av-j	subordinately	subordinate	0
after	after	c-acp	after	after	0
you	you	pn22	you	you	0
send	send	vvb	send	send	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
crauing	crauing	vvg	craving	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
bold	bold	j	bold	bold	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
Lights	Lights	n2	Lights	light	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
my	my	po11	my	my	0
Labours	Labours	n2	Labours	labour	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	a-acp	as	as	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Pastours	Pastours	ng1	Pastors	pastors	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
leaue	leaue	n1	leave	leave	0
)	)	)	)	)	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
mine	mine	po11	mine	my	0
aboade	aboade	n1	abode	abode	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
multiply	multiply	vvi	multiply	multiply	0
his	his	po31	his	his	0
fauours	fauours	n2	favours	favour	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
both	both	d	both	both	0
internall	internall	j	internal	internal	0
,	,	,	,	,	0
externall	externall	j	external	external	0
,	,	,	,	,	0
and	and	cc	and	and	0
eternall	eternall	j	eternal	eternal	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
,	,	,	,	,	0
promi	promi	fw-la	promi	promi	0
∣	∣	sy	∣	∣	0
sing	sing	vvi	sing	sing	0
and	and	cc	and	and	0
purposing	purposing	vvg	purposing	purpose	0
to	to	pc-acp	to	to	0
rest	rest	vvi	rest	rest	0
and	and	cc	and	and	0
remaine	remaine	vvi	remain	remain	1
