WRITERS	WRITERS	n2	WRITERS	writer	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
great	great	j	great	great	0
nobilitie	nobilitie	n1	nobility	nobility	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
dowager	dowager	n1	dowager	dowager	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Rutland	Rutland	np1	Rutland	Rutland	0
,	,	,	,	,	0
Sister	Sister	n1	Sister	sister	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Tufton	Tufton	np1	Tufton	Tufton	0
can	can	vmb	can	can	0
grace	grace	vvi	grace	grace	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
credit	credit	n1	credit	credit	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
credit	credit	n1	credit	credit	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
prime	prime	j-jn	prime	prime	0
nobilitie	nobilitie	n1	nobility	nobility	0
)	)	)	)	)	0
can	can	vmb	can	can	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tect	tect	n1	tect	tect	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
pietie	pietie	n1	piety	piety	0
will	will	vmb	will	will	0
imbrace	imbrace	vvi	embrace	embrace	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
manie	manie	d	many	many	0
noble	noble	j	noble	noble	0
fauours	fauours	n2	favours	favour	0
may	may	vmb	may	may	0
challenge	challenge	vvi	challenge	challenge	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
others	others	n2-jn	others	other	0
dedicate	dedicate	vvb	dedicate	dedicate	0
their	their	po32	their	their	0
Annales	Annales	np1	Annales	Annales	0
and	and	cc	and	and	0
Histories	Histories	n2	Histories	history	0
of	of	pp-f	of	of	0
warres	warres	n2	wars	war	0
and	and	cc	and	and	0
Martiall	Martiall	j	Martial	martial	0
feates	feates	n2	feats	feat	0
to	to	p-acp	to	to	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Emperours	Emperours	n2	Emperors	emperor	0
:	:	:	:	:	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
Pietie	Pietie	n1	Piety	piety	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Ladie	Ladie	n1	Lady	lady	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
pious	pious	j	pious	pious	0
that	that	cst	that	that	0
her	her	po31	her	her	0
pietie	pietie	n1	piety	piety	0
graceth	graceth	vvz	graceth	grace	0
her	her	po31	her	her	0
nobilitie	nobilitie	n1	nobility	nobility	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Honour	Honour	n1	Honour	honour	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
the	the	dt	the	the	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Rutland	Rutland	np1	Rutland	Rutland	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
braced	braced	vvd	braced	brace	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
widow	widow	n1	widow	widow	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
state	state	n1	state	state	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
pleasing	pleasing	j-vvg	pleasing	please	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
after	after	p-acp	after	after	0
Vir	Vir	fw-la	Vir	vir	0
∣	∣	sy	∣	∣	0
ginitie	ginitie	n1	ginitie	ginitie	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
carried	carried	vvn	carried	carry	0
your	your	po22	your	your	0
self	self	n1	self	self	0
so	so	av	so	so	0
like	like	av-j	like	like	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
deserue	deserue	vvb	deserve	deserve	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Honour	Honour	n1	Honour	honour	0
widowes	widowes	n2	widows	widow	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
widowes	widowes	n2	widows	widow	0
indeed	indeed	av	indeed	indeed	0
.	.	.	.	.	1
You	You	pn22	You	you	0
imitate	imitate	vvb	imitate	imitate	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
retired	retired	j-vvn	retired	retire	0
life	life	n1	life	life	0
that	that	cst	that	that	0
famous	famous	j	famous	famous	0
widow	widow	n1	widow	widow	0
Iudith	Iudith	np1	Iudith	Judith	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Higher	Higher	jc	Higher	high	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
house	house	n1	house	house	0
,	,	,	,	,	0
made	made	vvd	made	make	0
herself	herself	px31	herself	herself	0
a	a	dt	a	a	0
secret	secret	j-jn	secret	secret	0
chamber	chamber	n1	chamber	chamber	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
she	she	pns31	she	she	0
liued	liued	vvd	lived	live	0
retiredlie	retiredlie	av-vvn	retiredly	retire	0
with	with	p-acp	with	with	0
her	her	pno31	her	she	0
maids	maids	n2	maids	maid	0
,	,	,	,	,	0
seruing	seruing	vvg	serving	serve	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
praier	praier	n1	prayer	prayer	0
and	and	cc	and	and	0
fasting	fasting	n-vvg	fasting	fast	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
you	you	pn22	you	you	0
follow	follow	vvb	follow	follow	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
widow	widow	n1	widow	widow	0
and	and	cc	and	and	0
Prophetesse	Prophetesse	n1	Prophetess	prophetess	0
Anna	Anna	np1	Anna	Anna	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Euangelist	Euangelist	np1	Euangelist	Euangelist	0
commendeth	commendeth	vvz	commends	commend	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
departed	departed	vvd	departed	depart	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
fasting	fasting	vvg	fasting	fast	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
serued	serued	vvn	served	serve	0
God	God	np1	God	God	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
wan	wan	vvd	won	win	0
∣	∣	sy	∣	∣	0
teth	teth	vvz	teth	t	0
not	not	xx	not	not	0
goodlie	goodlie	j	goodly	goodly	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
Parkes	Parkes	n2	Parks	park	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gardens	Gardens	n2	Gardens	garden	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
recreate	recreate	vvi	recreate	recreate	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
self	self	n1	self	self	0
a	a	dt	a	a	0
widow	widow	n1	widow	widow	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Oratorie	Oratorie	n1	Oratory	oratory	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Pallace	Pallace	n1	Palace	palace	0
and	and	cc	and	and	0
cheefe	cheefe	j-jn	chief	chief	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
aboade	aboade	n1	abode	abode	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
you	you	pn22	you	you	0
hardlie	hardlie	av	hardly	hardly	0
depart	depart	vvi	depart	depart	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
there	there	a-acp	there	there	0
you	you	pn22	you	you	0
cōuerse	cōuerse	vvb	converse	converse	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
there	there	pc-acp	there	there	0
you	you	pn22	you	you	0
reade	reade	vvb	read	read	0
your	your	po22	your	your	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rituall	rituall	j	ritual	ritual	0
books	books	n2	books	book	0
,	,	,	,	,	0
he	he	pns31	he	he	0
talketh	talketh	vvz	talketh	talk	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
pray	pray	vvb	pray	pray	0
,	,	,	,	,	0
you	you	pn22	you	you	0
talke	talke	vvb	talk	talk	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
you	you	pn22	you	you	0
keepe	keepe	vvb	keep	keep	0
an	an	dt	and	a	0
Honourable	Honourable	j	Honourable	honourable	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
suting	suting	vvg	suiting	suit	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
nobilitie	nobilitie	n1	nobility	nobility	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
fare	fare	n1	fare	fare	0
which	which	r-crq	which	which	0
most	most	av-ds	most	most	0
pleaseth	pleaseth	vvz	pleases	please	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Judithes	Judithes	np1	Judithes	Judithes	0
and	and	cc	and	and	0
Annaes	Annaes	npg1	Annaes	annaes	0
fare	fare	n1	fare	fare	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
fasting	fasting	vvg	fasting	fast	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
foode	foode	n1	food	food	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Soule	Soule	n1	Soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Physick	Physick	n1	Physic	physic	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
weakeneth	weakeneth	vvz	weakeneth	weaken	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
strengthneth	strengthneth	vvz	strengtheneth	strengthen	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
wanteth	wanteth	vvz	wants	want	0
nei	nei	n1	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
lands	lands	n2	lands	land	0
nor	nor	ccx	nor	nor	0
liuings	liuings	n2-vvg	livings	live	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
reuenewes	reuenewes	n2	revenues	revenue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
world	world	n1	world	world	0
calleth	calleth	vvz	calls	call	0
Riches	Riches	n2	Riches	riches	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
esteeme	esteeme	vvb	esteem	esteem	0
Almesdeeds	Almesdeeds	n2	Almsdeeds	almsdeed	0
your	your	po22	your	your	0
greatest	greatest	js	greatest	great	0
treasures	treasures	n2	treasures	treasure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
indeed	indeed	av	indeed	indeed	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
Marchants	Marchants	n2	Merchants	merchant	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
laied	laied	vvn	laid	lay	0
out	out	av	out	out	0
all	all	d	all	all	0
their	their	po32	their	their	0
monies	monies	n2	moneys	money	0
,	,	,	,	,	0
do	do	vdb	do	do	0
then	then	av	then	then	0
esteeme	esteeme	vvi	esteem	esteem	0
themselues	themselues	px32	themselves	themselves	0
richest	richest	js	richest	rich	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
expect	expect	vvb	expect	expect	0
greater	greater	jc	greater	great	0
and	and	cc	and	and	0
richer	richer	jc	richer	rich	0
marchandises	marchandises	n2	merchandises	merchandise	0
;	;	;	;	;	0
so	so	av	so	so	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
richer	richer	jc	richer	rich	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Almesdeeds	Almesdeeds	n2	Almsdeeds	almsdeed	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
laying	laying	vvg	laying	lay	0
out	out	av	out	out	0
,	,	,	,	,	0
you	you	pn22	you	you	0
purchase	purchase	vvb	purchase	purchase	0
greater	greater	jc	greater	great	0
treasures	treasures	n2	treasures	treasure	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
,	,	,	,	,	0
although	although	cs	although	although	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
widow	widow	n1	widow	widow	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
late	late	j	late	late	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
widow	widow	n1	widow	widow	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
espoused	espoused	vvn	espoused	espouse	0
,	,	,	,	,	0
not	not	xx	not	not	0
onelie	onelie	av-j	only	only	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
charitie	charitie	n1	charity	charity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
good	good	j	good	good	0
chri	chri	fw-mi	chri	chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
are	are	vbr	are	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	n1	more	moor	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
renoun	renoun	n1	renown	renown	0
∣	∣	sy	∣	∣	0
cing	cing	j	cing	cing	0
all	all	d	all	all	0
marriage	marriage	n1	marriage	marriage	0
with	with	p-acp	with	with	0
man	man	n1	man	man	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
marrie	marrie	vvi	marry	marry	0
and	and	cc	and	and	0
vnite	vnite	vvi	unite	unite	0
your	your	po22	your	your	0
self	self	n1	self	self	0
more	more	av-dc	more	more	0
neer	neer	av-j	near	near	0
∣	∣	sy	∣	∣	0
lie	lie	zz	lie	lie	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Spouse	Spouse	n1	Spouse	spouse	0
God	God	np1	God	God	0
and	and	cc	and	and	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
Heauen	Heauen	n1	Heaven	heaven	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
thinking	thinking	vvg	thinking	think	0
now	now	av	now	now	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
th'	th'	dt	the	the	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stles	stles	n2	stles	stle	0
words	words	n2	words	word	0
)	)	)	)	)	0
on	on	p-acp	on	on	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
pertaine	pertaine	vvi	pertain	pertain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
married	married	j-vvn	married	marry	0
woeman	woeman	n1	woman	woman	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
an	an	dt	and	a	0
husband	husband	n1	husband	husband	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
thinking	thinking	vvg	thinking	think	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
pertaine	pertaine	vvi	pertain	pertain	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
lord	lord	n1	lord	lord	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
he	he	pns31	he	he	0
now	now	av	now	now	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
spouse	spouse	n1	spouse	spouse	0
,	,	,	,	,	0
whō	whō	ro-crq	whom	who	0
you	you	pn22	you	you	0
loue	loue	vvb	love	love	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
is	is	vbz	is	be	0
setled	setled	vvn	settled	settle	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
ghts	ghts	n2-jn	ghts	ght	0
are	are	vbr	are	be	0
fixed	fixed	vvn	fixed	fix	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
are	are	vbr	are	be	0
directed	directed	vvn	directed	direct	0
:	:	:	:	:	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
euer	euer	av	ever	ever	0
in	in	p-acp	in	in	0
